gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Spelt_tgt_chr	Spelt_tgt_start	Spelt_tgt_end	Spelt_tgt_strand	Spelt_tgt_midpoint	Spelt_coverage	Spelt_identity	segment
gene:TraesCS1A03G0000200	Chr1A	40098	70338	-	55218	Chr1A	40997	62392	-	51694	1.0	0.998	collinear
gene:TraesCS1A03G0000400	Chr1A	70239	89245	+	79742	Chr1A	62293	81310	+	71801	1.0	0.998	collinear
gene:TraesCS1A03G0000600	Chr1A	95906	104903	+	100404	Chr1A	25045	34056	+	29550	1.0	0.963	collinear
gene:TraesCS1A03G0001000	Chr1A	149490	154559	-	152024	Chr1A	138610	143679	-	141144	1.0	0.997	collinear
gene:TraesCS1A03G0001200	Chr1A	162313	162609	+	162461	Chr1A	151433	151729	+	151581	1.0	1.0	collinear
gene:TraesCS1A03G0001300	Chr1A	169592	169969	-	169780	Chr1A	157985	158362	-	158173	1.0	1.0	collinear
gene:TraesCS1A03G0001400	Chr1A	180175	180552	-	180363	Chr1A	168245	168622	-	168433	1.0	0.997	collinear
gene:TraesCS1A03G0001500	Chr1A	233818	245051	+	239434	Chr1A	220157	230730	+	225443	1.0	1.0	collinear
gene:TraesCS1A03G0001800	Chr1A	270605	272936	-	271770	Chr1A	255145	257476	-	256310	1.0	0.999	collinear
gene:TraesCS1A03G0001700	Chr1A	269472	289602	-	279537	Chr1A	157399	179646	+	168522	0.999	0.958	collinear
gene:TraesCS1A03G0002100	Chr1A	287697	287957	+	287827	Chr1A	272340	272600	+	272470	1.0	1.0	collinear
gene:TraesCS1A03G0002400	Chr1A	297266	297652	+	297459	Chr1A	281766	282152	+	281959	1.0	1.0	collinear
gene:TraesCS1A03G0002800	Chr1A	326099	326518	+	326308	Chr1A	309287	309706	+	309496	1.0	1.0	collinear
gene:TraesCS1A03G0002900	Chr1A	337960	338256	+	338108	Chr1A	320306	320602	+	320454	1.0	1.0	collinear
gene:TraesCS1A03G0003200	Chr1A	403455	403751	+	403603	Chr1A	385254	385550	+	385402	1.0	1.0	collinear
gene:TraesCS1A03G0004000	Chr1A	1142826	1144427	+	1143626	Chr1A	1120500	1122101	+	1121300	1.0	0.998	collinear
gene:TraesCS1A03G0004200	Chr1A	1157430	1161066	-	1159248	Chr1A	1135276	1138912	-	1137094	1.0	1.0	collinear
gene:TraesCS1A03G0004300	Chr1A	1161721	1166114	-	1163917	Chr1A	1139567	1143960	-	1141763	1.0	0.999	collinear
gene:TraesCS1A03G0004400	Chr1A	1168201	1175228	+	1171714	Chr1A	1146045	1153072	+	1149558	1.0	1.0	collinear
gene:TraesCS1A03G0004500	Chr1A	1186689	1188709	+	1187699	Chr1A	1164374	1166394	+	1165384	1.0	1.0	collinear
gene:TraesCS1A03G0004900	Chr1A	1207566	1210657	-	1209111	Chr1A	1184679	1187770	-	1186224	1.0	1.0	collinear
gene:TraesCS1A03G0005000	Chr1A	1226759	1227184	-	1226971	Chr1A	1200060	1200485	-	1200272	1.0	1.0	collinear
gene:TraesCS1A03G0005200	Chr1A	1230199	1236314	-	1233256	Chr1A	1203500	1209646	-	1206573	0.999	0.991	collinear
