gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Spelt_tgt_chr	Spelt_tgt_start	Spelt_tgt_end	Spelt_tgt_strand	Spelt_tgt_midpoint	Spelt_coverage	Spelt_identity	segment
gene:TraesCS1D03G0000100	Chr1D	20638	21773	+	21205	Chr1D	79321	80456	+	79888	1.0	1.0	collinear
gene:TraesCS1D03G0000300	Chr1D	29025	30863	+	29944	Chr1D	87708	89546	+	88627	1.0	1.0	collinear
gene:TraesCS1D03G0000400	Chr1D	31231	35151	-	33191	Chr1D	89914	93834	-	91874	1.0	0.999	collinear
gene:TraesCS1D03G0000500	Chr1D	35595	39094	-	37344	Chr1D	94278	97777	-	96027	1.0	1.0	collinear
gene:TraesCS1D03G0000600	Chr1D	42073	49239	+	45656	Chr1D	100756	107829	+	104292	1.0	1.0	collinear
gene:TraesCS1D03G0000800	Chr1D	55880	57669	+	56774	Chr1D	114650	116439	+	115544	1.0	1.0	collinear
gene:TraesCS1D03G0001000	Chr1D	62405	66535	+	64470	Chr1D	121230	125444	+	123337	1.0	0.972	collinear
gene:TraesCS1D03G0001100	Chr1D	66949	69971	-	68460	Chr1D	125859	128881	-	127370	1.0	1.0	collinear
gene:TraesCS1D03G0001300	Chr1D	73080	76040	-	74560	Chr1D	131990	134949	-	133469	1.0	1.0	collinear
gene:TraesCS1D03G0001400	Chr1D	78627	81289	-	79958	Chr1D	137536	140199	-	138867	1.0	1.0	collinear
gene:TraesCS1D03G0001500	Chr1D	92853	98829	-	95841	Chr1D	151788	157764	-	154776	1.0	1.0	collinear
gene:TraesCS1D03G0001600	Chr1D	117511	120788	+	119149	Chr1D	176550	179827	+	178188	1.0	1.0	collinear
gene:TraesCS1D03G0001800	Chr1D	171475	183229	-	177352	Chr1D	230551	242370	-	236460	1.0	1.0	collinear
gene:TraesCS1D03G0002400	Chr1D	409650	411707	-	410678	Chr1D	466187	468244	-	467215	1.0	1.0	collinear
gene:TraesCS1D03G0002600	Chr1D	418798	422767	-	420782	Chr1D	475335	479304	-	477319	1.0	1.0	collinear
gene:TraesCS1D03G0002800	Chr1D	432621	439371	+	435996	Chr1D	489159	496090	+	492624	1.0	0.951	collinear
gene:TraesCS1D03G0002900	Chr1D	444052	448470	-	446261	Chr1D	500762	505180	-	502971	1.0	1.0	collinear
gene:TraesCS1D03G0003000	Chr1D	454345	457932	+	456138	Chr1D	511056	514672	+	512864	1.0	1.0	collinear
gene:TraesCS1D03G0003200	Chr1D	465036	466154	-	465595	Chr1D	521776	522894	-	522335	1.0	1.0	collinear
gene:TraesCS1D03G0003300	Chr1D	588197	590502	-	589349	Chr1D	758024	760329	-	759176	1.0	1.0	collinear
gene:TraesCS1D03G0003500	Chr1D	670994	672152	+	671573	Chr1D	841103	842261	+	841682	1.0	1.0	collinear
gene:TraesCS1D03G0003600	Chr1D	683590	686755	+	685172	Chr1D	853834	856999	+	855416	1.0	1.0	collinear
gene:TraesCS1D03G0003900	Chr1D	715245	719435	+	717340	Chr1D	885702	889892	+	887797	1.0	0.999	collinear
gene:TraesCS1D03G0004300	Chr1D	770686	771560	+	771123	Chr1D	939504	940378	+	939941	1.0	1.0	collinear
gene:TraesCS1D03G0004700	Chr1D	885654	889258	-	887456	Chr1D	1046971	1050575	-	1048773	1.0	1.0	collinear
gene:TraesCS1D03G0008200	Chr1D	2648853	2656401	+	2652627	Chr1D	1808898	1816446	+	1812672	1.0	0.999	collinear
gene:TraesCS1D03G0008400	Chr1D	2658914	2664872	-	2661893	Chr1D	1818959	1824917	-	1821938	1.0	0.999	collinear
gene:TraesCS1D03G0008500	Chr1D	2679004	2685472	+	2682238	Chr1D	1838339	1844808	+	1841573	1.0	1.0	collinear
gene:TraesCS1D03G0008600	Chr1D	2718545	2721537	+	2720041	Chr1D	1877659	1880652	+	1879155	1.0	0.999	collinear
gene:TraesCS1D03G0008800	Chr1D	2722891	2723820	-	2723355	Chr1D	1882006	1882935	-	1882470	1.0	1.0	collinear
gene:TraesCS1D03G0009100	Chr1D	2796340	2799441	-	2797890	Chr1D	1925762	1928863	-	1927312	1.0	1.0	collinear
gene:TraesCS1D03G0009200	Chr1D	2803813	2805476	+	2804644	Chr1D	1933020	1934683	+	1933851	1.0	1.0	collinear
gene:TraesCS1D03G0009300	Chr1D	2808366	2809991	-	2809178	Chr1D	1937573	1939477	-	1938525	1.0	1.0	collinear
gene:TraesCS1D03G0009400	Chr1D	2818068	2821589	-	2819828	Chr1D	1947554	1951083	-	1949318	1.0	0.997	collinear
gene:TraesCS1D03G0009500	Chr1D	2850565	2852033	-	2851299	Chr1D	2039822	2041288	-	2040555	0.998	0.998	collinear
gene:TraesCS1D03G0009700	Chr1D	2872931	2876359	-	2874645	Chr1D	2061862	2065371	-	2063616	1.0	0.976	collinear
gene:TraesCS1D03G0009900	Chr1D	2927907	2928881	+	2928394	Chr1D	2117452	2118426	+	2117939	1.0	1.0	collinear
gene:TraesCS1D03G0010000	Chr1D	2945825	2946808	+	2946316	Chr1D	2135159	2136142	+	2135650	1.0	0.998	collinear
gene:TraesCS1D03G0010400	Chr1D	3008174	3009061	+	3008617	Chr1D	2197066	2197953	+	2197509	1.0	0.998	collinear
gene:TraesCS1D03G0010500	Chr1D	3017359	3018255	+	3017807	Chr1D	2206173	2207069	+	2206621	1.0	0.998	collinear
gene:TraesCS1D03G0010600	Chr1D	3035516	3036070	+	3035793	Chr1D	2222526	2223080	+	2222803	1.0	1.0	collinear
gene:TraesCS1D03G0010900	Chr1D	3049234	3052252	+	3050743	Chr1D	2236244	2239262	+	2237753	1.0	1.0	collinear
gene:TraesCS1D03G0011000	Chr1D	3051473	3051794	-	3051633	Chr1D	2238483	2238804	-	2238643	1.0	1.0	collinear
gene:TraesCS1D03G0011200	Chr1D	3058505	3059110	+	3058807	Chr1D	2245247	2245852	+	2245549	1.0	1.0	collinear
