cs_chr	cs_start	cs_end	Spelt_tgt_chr	Spelt_tgt_start	Spelt_tgt_end	n_anchors	mean_identity
Chr4A	64962344	69493976	Chr4A	76209681	80734874	35	0.9931714285714285
Chr4A	54084528	56476590	Chr4A	64246627	66691233	14	0.9961428571428571
Chr4A	75389177	78736365	Chr4A	66993694	70390996	25	0.99396
Chr4A	180033871	181975205	Chr4A	187663032	189523730	10	0.9964999999999998
Chr4A	188322274	190536404	Chr4A	179185922	181424952	6	0.9831666666666666
Chr4A	342987592	347681201	Chr4A	350452565	355098642	11	0.995
Chr4A	355676988	357959250	Chr4A	337945674	340392111	5	0.998
Chr4A	81328	52597423	Chr4A	68970	52238562	566	0.9969522968197879
Chr4A	57142725	62581362	Chr4A	57982582	63532321	50	0.99628
Chr4A	69812361	75384844	Chr4A	70395329	75901308	36	0.9933888888888891
Chr4A	81244931	130332624	Chr4A	81103686	130019280	282	0.9971843971631207
Chr4A	132517055	179315815	Chr4A	132200739	178951200	228	0.9987368421052631
Chr4A	182648405	187302399	Chr4A	182434855	186989883	13	0.9974615384615384
Chr4A	190747437	192330869	Chr4A	190259497	191777714	5	0.9975999999999999
Chr4A	194997349	219652885	Chr4A	194402990	218326770	42	0.9921190476190477
Chr4A	221731546	222175913	Chr4A	220437491	220872291	3	0.9983333333333334
Chr4A	224910983	226677182	Chr4A	223565063	225498908	4	0.997
Chr4A	229114346	239587523	Chr4A	227586385	238378407	16	0.99525
Chr4A	242061522	242431315	Chr4A	240704469	241076472	3	0.9953333333333334
Chr4A	280315181	283056090	Chr4A	279388850	282094402	3	0.9980000000000001
Chr4A	323243536	325344223	Chr4A	316651036	318658967	5	0.9874
Chr4A	337968373	341647675	Chr4A	333545628	337301821	6	0.9966666666666667
Chr4A	348474226	349413639	Chr4A	348895013	349658975	6	0.9906666666666665
Chr4A	351426691	352242498	Chr4A	343640336	346011981	3	0.9973333333333333
Chr4A	361169426	364704441	Chr4A	358898589	362392502	5	0.9958
Chr4A	373809092	375862993	Chr4A	367225070	369412567	3	0.9980000000000001
Chr4A	378164412	386206032	Chr4A	374312632	383552048	10	0.9955
Chr4A	388345576	389986218	Chr4A	385777376	387396947	3	0.9976666666666668
Chr4A	394095303	397542408	Chr4A	391447039	394659074	6	0.9958333333333332
Chr4A	399782828	400323386	Chr4A	396917380	397444799	3	0.9903333333333334
Chr4A	406605144	419576751	Chr4A	403773276	416426738	17	0.9914705882352941
Chr4A	421807811	507495678	Chr4A	418643887	503666676	418	0.9982655502392344
Chr4A	509609425	641040255	Chr4A	505779640	636717375	1424	0.9960625000000001
Chr4A	664152825	669327673	Chr4A	655705571	661519448	52	0.9902499999999999
Chr4A	688562054	720504801	Chr4A	683850196	713219273	233	0.9860386266094421
Chr4A	722904737	754073777	Chr4A	713615317	741088063	297	0.9831717171717173
Chr4A	641496064	663838475	Chr4A	662128855	683773691	135	0.9934370370370371
Chr4A	669750249	688424293	Chr4A	636793914	655287908	229	0.9944061135371178
Chr4A	709035712	710153903	Chr4A	707301846	708246484	14	0.9863571428571428
