gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Spelt_tgt_chr	Spelt_tgt_start	Spelt_tgt_end	Spelt_tgt_strand	Spelt_tgt_midpoint	Spelt_coverage	Spelt_identity	segment
gene:TraesCS6B03G0003000	Chr6B	919543	920926	-	920234	Chr6B	1862278	1863347	-	1862812	1.0	0.978	collinear
gene:TraesCS6B03G0003100	Chr6B	921163	922065	+	921614	Chr6B	1864166	1865099	+	1864632	1.0	0.928	collinear
gene:TraesCS6B03G0004500	Chr6B	1356705	1358539	+	1357622	Chr6B	962333	964152	+	963242	0.969	0.95	collinear
gene:TraesCS6B03G0005700	Chr6B	1553584	1555369	-	1554476	Chr6B	638204	639978	-	639091	0.993	0.989	collinear
gene:TraesCS6B03G0011000	Chr6B	3849139	3850517	-	3849828	Chr6B	3473277	3474655	-	3473966	1.0	0.982	collinear
gene:TraesCS6B03G0011400	Chr6B	4007165	4008627	-	4007896	Chr6B	3681282	3682736	-	3682009	0.99	0.936	collinear
gene:TraesCS6B03G0011500	Chr6B	4061981	4062939	+	4062460	Chr6B	3755621	3756579	+	3756100	1.0	0.973	collinear
gene:TraesCS6B03G0011900	Chr6B	4074231	4078635	-	4076433	Chr6B	3804785	3809724	+	3807254	0.996	0.943	collinear
gene:TraesCS6B03G0012100	Chr6B	4094308	4095305	-	4094806	Chr6B	3830946	3831943	-	3831444	1.0	0.98	collinear
gene:TraesCS6B03G0012200	Chr6B	4101789	4102203	+	4101996	Chr6B	3835575	3836070	+	3835822	1.0	0.948	collinear
gene:TraesCS6B03G0012400	Chr6B	4125013	4125984	+	4125498	Chr6B	3873206	3874180	+	3873693	1.0	0.971	collinear
gene:TraesCS6B03G0013400	Chr6B	4391416	4398100	+	4394758	Chr6B	3996977	4003601	+	4000289	1.0	0.995	collinear
gene:TraesCS6B03G0013500	Chr6B	4404062	4404739	+	4404400	Chr6B	4010142	4010819	+	4010480	1.0	0.998	collinear
gene:TraesCS6B03G0013700	Chr6B	4413195	4419297	+	4416246	Chr6B	4016772	4022813	+	4019792	1.0	0.984	collinear
gene:TraesCS6B03G0013900	Chr6B	4435732	4443343	-	4439537	Chr6B	4060405	4064294	-	4062349	1.0	0.982	collinear
gene:TraesCS6B03G0014000	Chr6B	4455874	4461863	+	4458868	Chr6B	4070748	4076653	+	4073700	0.983	0.938	collinear
gene:TraesCS6B03G0015900	Chr6B	4988145	4990408	+	4989276	Chr6B	4241617	4243978	+	4242797	1.0	0.973	collinear
gene:TraesCS6B03G0016100	Chr6B	4998295	4999616	+	4998955	Chr6B	4419442	4421025	-	4420233	0.979	0.91	collinear
gene:TraesCS6B03G0016400	Chr6B	5017617	5021758	+	5019687	Chr6B	4331584	4336187	+	4333885	0.987	0.9	collinear
gene:TraesCS6B03G0016500	Chr6B	5031400	5035651	-	5033525	Chr6B	4398895	4403402	+	4401148	0.974	0.933	collinear
gene:TraesCS6B03G0017400	Chr6B	5286921	5287880	-	5287400	Chr6B	4422019	4422883	-	4422451	0.918	0.914	collinear
gene:TraesCS6B03G0019700	Chr6B	6077589	6087397	-	6082493	Chr6B	4651150	4660864	+	4656007	0.997	0.968	collinear
gene:TraesCS6B03G0019800	Chr6B	6099288	6099791	+	6099539	Chr6B	4641046	4641563	-	4641304	1.0	0.951	collinear
gene:TraesCS6B03G0021800	Chr6B	6396832	6398301	+	6397566	Chr6B	4964738	4966207	+	4965472	1.0	0.975	collinear
gene:TraesCS6B03G0021900	Chr6B	6533377	6534963	-	6534170	Chr6B	5086798	5088384	-	5087591	1.0	0.998	collinear
gene:TraesCS6B03G0022100	Chr6B	6622598	6625061	+	6623829	Chr6B	5174663	5177126	+	5175894	1.0	1.0	collinear
gene:TraesCS6B03G0022200	Chr6B	6626180	6626836	+	6626508	Chr6B	5178245	5178901	+	5178573	1.0	1.0	collinear
gene:TraesCS6B03G0022300	Chr6B	6626882	6627442	+	6627162	Chr6B	5178947	5179507	+	5179227	1.0	1.0	collinear
gene:TraesCS6B03G0022400	Chr6B	6653253	6656792	-	6655022	Chr6B	5205164	5208703	-	5206933	1.0	1.0	collinear
gene:TraesCS6B03G0022500	Chr6B	6897656	6899178	+	6898417	Chr6B	5367656	5369178	+	5368417	1.0	1.0	collinear
gene:TraesCS6B03G0022600	Chr6B	6902577	6904805	+	6903691	Chr6B	5372632	5374866	+	5373749	1.0	0.996	collinear
gene:TraesCS6B03G0022700	Chr6B	6911203	6914974	+	6913088	Chr6B	5381255	5385026	+	5383140	1.0	0.997	collinear
gene:TraesCS6B03G0022800	Chr6B	6919273	6921999	+	6920636	Chr6B	5389322	5392048	+	5390685	1.0	0.982	collinear
gene:TraesCS6B03G0022900	Chr6B	6924085	6926402	+	6925243	Chr6B	5444355	5446577	+	5445466	0.953	0.93	collinear
gene:TraesCS6B03G0023000	Chr6B	6936001	6937452	+	6936726	Chr6B	5458008	5459459	+	5458733	0.999	0.987	collinear
gene:TraesCS6B03G0023300	Chr6B	7061530	7064275	-	7062902	Chr6B	5566247	5569016	-	5567631	0.996	0.948	collinear
gene:TraesCS6B03G0023500	Chr6B	7089330	7090701	-	7090015	Chr6B	5644102	5645478	-	5644790	0.997	0.969	collinear
gene:TraesCS6B03G0023700	Chr6B	7091353	7092945	+	7092149	Chr6B	5646099	5647677	+	5646888	0.988	0.969	collinear
gene:TraesCS6B03G0023900	Chr6B	7115022	7120828	-	7117925	Chr6B	5651067	5656885	-	5653976	1.0	0.984	collinear
gene:TraesCS6B03G0024000	Chr6B	7164686	7167146	-	7165916	Chr6B	5403639	5406098	+	5404868	0.999	0.975	collinear
gene:TraesCS6B03G0024600	Chr6B	7405188	7405569	+	7405378	Chr6B	5725864	5726245	+	5726054	1.0	0.985	collinear
gene:TraesCS6B03G0024800	Chr6B	7432566	7436828	+	7434697	Chr6B	5746156	5750610	+	5748383	0.995	0.983	collinear
gene:TraesCS6B03G0024900	Chr6B	7497813	7501390	+	7499601	Chr6B	5764121	5767641	+	5765881	1.0	0.97	collinear
gene:TraesCS6B03G0025000	Chr6B	7523590	7525907	-	7524748	Chr6B	5793391	5795704	-	5794547	0.998	0.967	collinear
gene:TraesCS6B03G0025300	Chr6B	7684532	7685381	-	7684956	Chr6B	5828425	5829283	-	5828854	1.0	0.983	collinear
gene:TraesCS6B03G0025400	Chr6B	7696523	7697623	-	7697073	Chr6B	5839700	5840817	-	5840258	1.0	0.961	collinear
gene:TraesCS6B03G0025500	Chr6B	7709642	7711029	-	7710335	Chr6B	5879337	5880724	-	5880030	1.0	0.992	collinear
gene:TraesCS6B03G0025700	Chr6B	7728916	7729548	-	7729232	Chr6B	5893926	5894573	-	5894249	1.0	0.939	collinear
gene:TraesCS6B03G0026300	Chr6B	8097787	8103181	-	8100484	Chr6B	5924704	5929891	+	5927297	0.991	0.954	collinear
gene:TraesCS6B03G0026400	Chr6B	8126490	8126794	+	8126642	Chr6B	5863530	5863892	-	5863711	1.0	0.955	collinear
gene:TraesCS6B03G0028000	Chr6B	9849485	9853509	-	9851497	Chr6B	7074010	7078036	+	7076023	0.981	0.938	collinear
gene:TraesCS6B03G0028400	Chr6B	9941555	9944126	-	9942840	Chr6B	7006546	7008580	+	7007563	0.99	0.914	collinear
gene:TraesCS6B03G0028500	Chr6B	10037046	10039187	+	10038116	Chr6B	6925835	6927827	-	6926831	0.943	0.906	collinear
gene:TraesCS6B03G0029200	Chr6B	10240300	10250359	+	10245329	Chr6B	6671129	6682498	-	6676813	0.998	0.984	collinear
gene:TraesCS6B03G0029400	Chr6B	10251988	10252587	-	10252287	Chr6B	6668774	6669376	+	6669075	0.988	0.937	collinear
gene:TraesCS6B03G0032400	Chr6B	10680346	10680846	-	10680596	Chr6B	7540072	7540569	-	7540320	0.994	0.976	collinear
gene:TraesCS6B03G0032900	Chr6B	10807269	10808929	-	10808099	Chr6B	7957060	7958763	+	7957911	1.0	0.944	collinear
gene:TraesCS6B03G0033400	Chr6B	10905821	10908096	+	10906958	Chr6B	7931926	7934216	-	7933071	0.994	0.977	collinear
gene:TraesCS6B03G0033500	Chr6B	10938435	10940673	+	10939554	Chr6B	7856521	7858748	-	7857634	0.999	0.97	collinear
gene:TraesCS6B03G0033600	Chr6B	10962075	10964296	+	10963185	Chr6B	7841565	7843726	-	7842645	0.999	0.945	collinear
gene:TraesCS6B03G0033700	Chr6B	10982922	10985033	+	10983977	Chr6B	7818736	7820890	-	7819813	0.976	0.926	collinear
gene:TraesCS6B03G0033800	Chr6B	10998475	11001018	-	10999746	Chr6B	7738392	7740902	+	7739647	0.974	0.933	collinear
gene:TraesCS6B03G0034000	Chr6B	11046893	11049024	-	11047958	Chr6B	7656526	7658610	+	7657568	0.992	0.926	collinear
gene:TraesCS6B03G0034700	Chr6B	11183815	11188148	-	11185981	Chr6B	8042390	8046698	-	8044544	1.0	0.944	collinear
gene:TraesCS6B03G0036600	Chr6B	11876881	11885297	-	11881089	Chr6B	8097072	8104509	-	8100790	0.999	0.984	collinear
gene:TraesCS6B03G0041100	Chr6B	13732403	13734287	-	13733345	Chr6B	8567755	8569639	-	8568697	1.0	0.998	collinear
gene:TraesCS6B03G0041300	Chr6B	13745451	13748564	-	13747007	Chr6B	8580422	8583205	-	8581813	1.0	0.999	collinear
gene:TraesCS6B03G0041500	Chr6B	13773673	13777225	-	13775449	Chr6B	8627226	8630780	-	8629003	1.0	0.994	collinear
gene:TraesCS6B03G0041700	Chr6B	13786184	13786858	-	13786521	Chr6B	8634299	8634973	-	8634636	1.0	0.995	collinear
gene:TraesCS6B03G0041900	Chr6B	13805020	13813648	-	13809334	Chr6B	8659744	8666910	-	8663327	1.0	0.984	collinear
gene:TraesCS6B03G0042000	Chr6B	13896154	13896780	-	13896467	Chr6B	8708043	8708693	-	8708368	1.0	0.912	collinear
gene:TraesCS6B03G0042100	Chr6B	13915421	13916323	-	13915872	Chr6B	8729015	8729897	-	8729456	0.989	0.918	collinear
gene:TraesCS6B03G0042300	Chr6B	13957233	13958006	-	13957619	Chr6B	8759124	8759897	-	8759510	1.0	0.965	collinear
gene:TraesCS6B03G0042500	Chr6B	14007864	14013433	-	14010648	Chr6B	8780963	8786755	-	8783859	0.996	0.978	collinear
gene:TraesCS6B03G0042600	Chr6B	14025460	14027670	+	14026565	Chr6B	8803388	8805575	+	8804481	1.0	0.973	collinear
gene:TraesCS6B03G0042800	Chr6B	14027886	14029565	-	14028725	Chr6B	8805791	8807489	-	8806640	0.999	0.959	collinear
gene:TraesCS6B03G0043100	Chr6B	14059612	14061041	-	14060326	Chr6B	8838487	8839932	-	8839209	1.0	0.984	collinear
gene:TraesCS6B03G0043300	Chr6B	14072311	14073899	-	14073105	Chr6B	8850770	8852359	-	8851564	1.0	0.974	collinear
gene:TraesCS6B03G0043400	Chr6B	14080412	14081158	+	14080785	Chr6B	8858721	8859467	+	8859094	1.0	0.997	collinear
gene:TraesCS6B03G0043900	Chr6B	14087824	14088411	+	14088117	Chr6B	8866139	8866726	+	8866432	1.0	0.996	collinear
gene:TraesCS6B03G0046400	Chr6B	14531892	14532704	-	14532298	Chr6B	9383779	9384596	+	9384187	1.0	0.99	collinear
gene:TraesCS6B03G0046600	Chr6B	14601611	14605189	-	14603400	Chr6B	9311290	9314884	+	9313087	0.997	0.988	collinear
gene:TraesCS6B03G0047600	Chr6B	15529834	15532751	-	15531292	Chr6B	9715017	9717922	+	9716469	0.995	0.974	collinear
gene:TraesCS6B03G0047700	Chr6B	15539564	15541528	+	15540546	Chr6B	9677389	9679278	-	9678333	0.973	0.956	collinear
gene:TraesCS6B03G0047900	Chr6B	15544116	15545611	+	15544863	Chr6B	9675109	9676585	-	9675847	0.985	0.953	collinear
gene:TraesCS6B03G0048100	Chr6B	15557607	15561532	+	15559569	Chr6B	9827617	9831718	+	9829667	0.991	0.968	collinear
gene:TraesCS6B03G0048200	Chr6B	15564426	15571930	+	15568178	Chr6B	9834762	9842283	+	9838522	1.0	0.992	collinear
gene:TraesCS6B03G0048500	Chr6B	15628039	15628491	+	15628265	Chr6B	9900916	9901365	+	9901140	0.993	0.955	collinear
gene:TraesCS6B03G0048600	Chr6B	15650823	15653319	-	15652071	Chr6B	9923941	9926437	-	9925189	1.0	0.997	collinear
gene:TraesCS6B03G0049100	Chr6B	15925509	15926204	+	15925856	Chr6B	10436133	10436829	-	10436481	1.0	0.961	collinear
gene:TraesCS6B03G0049700	Chr6B	16476231	16477370	-	16476800	Chr6B	10094320	10095434	-	10094877	0.974	0.903	collinear
gene:TraesCS6B03G0050800	Chr6B	16959158	16962952	-	16961055	Chr6B	10619918	10623648	-	10621783	0.985	0.978	collinear
gene:TraesCS6B03G0051000	Chr6B	16978023	16980204	-	16979113	Chr6B	10638796	10640977	-	10639886	1.0	0.986	collinear
gene:TraesCS6B03G0051100	Chr6B	16988444	16989999	+	16989221	Chr6B	10647861	10649416	+	10648638	1.0	0.975	collinear
gene:TraesCS6B03G0051400	Chr6B	17002091	17003860	-	17002975	Chr6B	10658960	10660729	-	10659844	1.0	0.995	collinear
gene:TraesCS6B03G0051600	Chr6B	17119363	17121035	-	17120199	Chr6B	10738490	10740162	-	10739326	1.0	0.979	collinear
gene:TraesCS6B03G0051700	Chr6B	17151794	17153507	+	17152650	Chr6B	10771625	10773338	+	10772481	1.0	0.998	collinear
gene:TraesCS6B03G0051800	Chr6B	17189455	17190896	+	17190175	Chr6B	10654727	10656170	-	10655448	1.0	0.97	collinear
gene:TraesCS6B03G0052000	Chr6B	17273509	17275098	-	17274303	Chr6B	10839105	10840694	-	10839899	1.0	0.987	collinear
gene:TraesCS6B03G0052200	Chr6B	17316306	17322278	+	17319292	Chr6B	10869157	10875111	+	10872134	0.99	0.987	collinear
gene:TraesCS6B03G0052300	Chr6B	17324936	17329772	+	17327354	Chr6B	10877723	10882551	+	10880137	0.997	0.995	collinear
gene:TraesCS6B03G0052500	Chr6B	17332621	17333787	+	17333204	Chr6B	10885473	10886634	+	10886053	0.995	0.995	collinear
gene:TraesCS6B03G0053200	Chr6B	17420210	17420749	-	17420479	Chr6B	10964962	10965501	-	10965231	1.0	0.998	collinear
gene:TraesCS6B03G0053500	Chr6B	17474757	17476173	-	17475465	Chr6B	11020030	11021452	-	11020741	0.997	0.985	collinear
gene:TraesCS6B03G0053600	Chr6B	17477571	17477953	-	17477762	Chr6B	11022850	11023279	-	11023064	1.0	0.978	collinear
gene:TraesCS6B03G0053700	Chr6B	17482169	17482761	-	17482465	Chr6B	11027454	11028051	-	11027752	1.0	0.989	collinear
gene:TraesCS6B03G0053900	Chr6B	17542927	17548034	-	17545480	Chr6B	11091890	11097007	-	11094448	0.969	0.965	collinear
gene:TraesCS6B03G0054000	Chr6B	17563311	17571287	-	17567299	Chr6B	11119924	11128095	-	11124009	0.995	0.985	collinear
gene:TraesCS6B03G0054200	Chr6B	17570064	17570525	-	17570294	Chr6B	11126872	11127333	-	11127102	1.0	1.0	collinear
gene:TraesCS6B03G0054900	Chr6B	17647600	17649827	-	17648713	Chr6B	11979391	11981616	-	11980503	0.997	0.988	collinear
gene:TraesCS6B03G0055700	Chr6B	17883132	17883398	-	17883265	Chr6B	12761905	12762171	-	12762038	1.0	0.996	collinear
gene:TraesCS6B03G0055800	Chr6B	17894796	17895062	+	17894929	Chr6B	12249439	12249705	+	12249572	1.0	0.996	collinear
gene:TraesCS6B03G0055900	Chr6B	18118663	18120067	+	18119365	Chr6B	13111468	13112872	+	13112170	1.0	0.994	collinear
gene:TraesCS6B03G0056000	Chr6B	18123160	18128009	-	18125584	Chr6B	13116328	13120963	-	13118645	0.948	0.942	collinear
gene:TraesCS6B03G0056200	Chr6B	18140661	18146770	+	18143715	Chr6B	13133993	13139993	+	13136993	0.951	0.922	collinear
gene:TraesCS6B03G0056800	Chr6B	18230819	18231280	-	18231049	Chr6B	13700717	13701178	-	13700947	1.0	1.0	collinear
gene:TraesCS6B03G0057000	Chr6B	18245649	18247177	-	18246413	Chr6B	13715610	13717138	-	13716374	1.0	0.999	collinear
gene:TraesCS6B03G0057100	Chr6B	18258902	18261863	-	18260382	Chr6B	13732234	13735195	-	13733714	1.0	0.999	collinear
gene:TraesCS6B03G0057200	Chr6B	18275248	18275709	-	18275478	Chr6B	13748713	13749174	-	13748943	1.0	1.0	collinear
gene:TraesCS6B03G0057400	Chr6B	18286152	18289433	-	18287792	Chr6B	13759616	13762897	-	13761256	1.0	1.0	collinear
gene:TraesCS6B03G0057800	Chr6B	18391461	18392135	-	18391798	Chr6B	13864350	13865024	-	13864687	1.0	1.0	collinear
gene:TraesCS6B03G0058300	Chr6B	18406857	18408844	-	18407850	Chr6B	13879771	13881758	-	13880764	1.0	1.0	collinear
gene:TraesCS6B03G0058400	Chr6B	18722780	18723913	-	18723346	Chr6B	14194124	14195257	-	14194690	1.0	1.0	collinear
gene:TraesCS6B03G0058600	Chr6B	18751634	18752794	-	18752214	Chr6B	14222599	14223759	-	14223179	1.0	1.0	collinear
gene:TraesCS6B03G0058700	Chr6B	18758565	18759719	-	18759142	Chr6B	14229530	14230684	-	14230107	1.0	1.0	collinear
gene:TraesCS6B03G0059200	Chr6B	18789158	18796933	-	18793045	Chr6B	14260068	14267846	-	14263957	1.0	0.999	collinear
gene:TraesCS6B03G0059300	Chr6B	18798866	18802124	-	18800495	Chr6B	14269779	14273037	-	14271408	1.0	1.0	collinear
gene:TraesCS6B03G0059700	Chr6B	18911966	18912713	-	18912339	Chr6B	14365742	14366489	-	14366115	1.0	0.978	collinear
gene:TraesCS6B03G0059900	Chr6B	18925907	18926449	-	18926178	Chr6B	14355596	14356138	-	14355867	1.0	0.966	collinear
gene:TraesCS6B03G0060200	Chr6B	18950001	18950570	-	18950285	Chr6B	14370658	14371227	-	14370942	1.0	0.989	collinear
gene:TraesCS6B03G0060300	Chr6B	18951652	18955977	-	18953814	Chr6B	14372307	14376603	-	14374455	0.999	0.989	collinear
gene:TraesCS6B03G0060400	Chr6B	18959381	18964102	+	18961741	Chr6B	14379966	14384675	+	14382320	0.986	0.97	collinear
gene:TraesCS6B03G0060500	Chr6B	19259304	19278233	+	19268768	Chr6B	14635803	14654803	+	14645303	1.0	1.0	collinear
gene:TraesCS6B03G0060600	Chr6B	19269168	19269908	+	19269538	Chr6B	14645697	14646437	+	14646067	1.0	1.0	collinear
gene:TraesCS6B03G0060800	Chr6B	19286287	19287822	+	19287054	Chr6B	14662855	14664390	+	14663622	1.0	1.0	collinear
gene:TraesCS6B03G0061100	Chr6B	19342776	19343237	+	19343006	Chr6B	14719521	14719982	+	14719751	1.0	1.0	collinear
gene:TraesCS6B03G0061200	Chr6B	19360463	19361437	+	19360950	Chr6B	14737210	14738184	+	14737697	1.0	0.998	collinear
gene:TraesCS6B03G0061500	Chr6B	19449611	19450915	+	19450263	Chr6B	14826425	14827729	+	14827077	1.0	1.0	collinear
gene:TraesCS6B03G0061900	Chr6B	19453760	19455056	+	19454408	Chr6B	14830575	14831871	+	14831223	1.0	1.0	collinear
gene:TraesCS6B03G0062000	Chr6B	19461239	19464989	+	19463114	Chr6B	14838022	14841772	+	14839897	1.0	1.0	collinear
gene:TraesCS6B03G0062600	Chr6B	19566807	19567490	-	19567148	Chr6B	14944797	14945480	-	14945138	1.0	1.0	collinear
gene:TraesCS6B03G0062800	Chr6B	19628098	19629681	+	19628889	Chr6B	15006159	15007742	+	15006950	1.0	1.0	collinear
gene:TraesCS6B03G0062900	Chr6B	19701508	19702074	+	19701791	Chr6B	15079767	15080333	+	15080050	1.0	1.0	collinear
gene:TraesCS6B03G0063300	Chr6B	19984085	19984573	+	19984329	Chr6B	15362218	15362706	+	15362462	1.0	1.0	collinear
gene:TraesCS6B03G0063400	Chr6B	20009684	20010319	+	20010001	Chr6B	15387783	15388418	+	15388100	1.0	1.0	collinear
gene:TraesCS6B03G0063600	Chr6B	20050119	20050455	-	20050287	Chr6B	15428258	15428594	-	15428426	1.0	1.0	collinear
gene:TraesCS6B03G0064100	Chr6B	20104089	20104859	-	20104474	Chr6B	15482461	15483231	-	15482846	1.0	0.998	collinear
gene:TraesCS6B03G0064400	Chr6B	20239279	20244945	-	20242112	Chr6B	15617521	15623187	-	15620354	1.0	1.0	collinear
gene:TraesCS6B03G0064500	Chr6B	20389866	20392134	+	20391000	Chr6B	15767895	15770163	+	15769029	1.0	1.0	collinear
gene:TraesCS6B03G0064700	Chr6B	20408534	20418327	+	20413430	Chr6B	15785831	15795622	+	15790726	1.0	1.0	collinear
gene:TraesCS6B03G0064800	Chr6B	20427149	20429657	+	20428403	Chr6B	15804355	15806863	+	15805609	1.0	1.0	collinear
gene:TraesCS6B03G0065000	Chr6B	20430039	20433975	-	20432007	Chr6B	15807245	15811181	-	15809213	1.0	1.0	collinear
gene:TraesCS6B03G0065100	Chr6B	20512314	20513471	-	20512892	Chr6B	15889500	15890657	-	15890078	1.0	1.0	collinear
gene:TraesCS6B03G0065400	Chr6B	20546501	20547743	+	20547122	Chr6B	15923689	15924931	+	15924310	1.0	1.0	collinear
gene:TraesCS6B03G0065700	Chr6B	20715922	20716830	-	20716376	Chr6B	16084385	16085293	-	16084839	1.0	1.0	collinear
gene:TraesCS6B03G0065800	Chr6B	20739221	20742345	-	20740783	Chr6B	16107313	16110437	-	16108875	1.0	1.0	collinear
gene:TraesCS6B03G0066300	Chr6B	20814231	20816681	-	20815456	Chr6B	16181391	16183841	-	16182616	1.0	1.0	collinear
gene:TraesCS6B03G0066400	Chr6B	20910951	20929091	+	20920021	Chr6B	16278239	16296377	+	16287308	1.0	1.0	collinear
gene:TraesCS6B03G0066800	Chr6B	20970292	20971927	+	20971109	Chr6B	16337534	16339169	+	16338351	1.0	0.999	collinear
gene:TraesCS6B03G0067000	Chr6B	21014532	21018710	+	21016621	Chr6B	16374133	16378311	+	16376222	1.0	1.0	collinear
gene:TraesCS6B03G0067300	Chr6B	21031108	21035779	+	21033443	Chr6B	16390709	16395565	+	16393137	1.0	1.0	collinear
gene:TraesCS6B03G0067500	Chr6B	21058476	21058988	-	21058732	Chr6B	16418535	16419047	-	16418791	1.0	1.0	collinear
gene:TraesCS6B03G0067800	Chr6B	21150018	21150546	-	21150282	Chr6B	16510109	16510637	-	16510373	1.0	1.0	collinear
gene:TraesCS6B03G0067900	Chr6B	21153256	21153654	-	21153455	Chr6B	16513346	16513744	-	16513545	1.0	1.0	collinear
gene:TraesCS6B03G0068100	Chr6B	21163414	21165123	-	21164268	Chr6B	16523564	16525273	-	16524418	1.0	1.0	collinear
gene:TraesCS6B03G0068200	Chr6B	21179445	21184616	+	21182030	Chr6B	16539594	16544765	+	16542179	1.0	0.999	collinear
gene:TraesCS6B03G0068400	Chr6B	21238179	21244392	+	21241285	Chr6B	16627649	16633862	+	16630755	1.0	1.0	collinear
gene:TraesCS6B03G0068600	Chr6B	21256700	21256930	+	21256815	Chr6B	16646169	16646399	+	16646284	1.0	1.0	collinear
gene:TraesCS6B03G0069000	Chr6B	21278007	21281519	+	21279763	Chr6B	16667875	16671386	+	16669630	1.0	1.0	collinear
gene:TraesCS6B03G0069200	Chr6B	21312367	21314110	-	21313238	Chr6B	16702243	16703986	-	16703114	1.0	0.999	collinear
gene:TraesCS6B03G0069400	Chr6B	21394834	21398210	+	21396522	Chr6B	16785204	16788580	+	16786892	1.0	1.0	collinear
gene:TraesCS6B03G0069500	Chr6B	21412753	21412983	-	21412868	Chr6B	16802697	16802927	-	16802812	1.0	1.0	collinear
gene:TraesCS6B03G0070000	Chr6B	21466796	21467449	-	21467122	Chr6B	16855137	16855790	-	16855463	1.0	1.0	collinear
gene:TraesCS6B03G0071000	Chr6B	21604832	21608131	+	21606481	Chr6B	16990974	16994273	+	16992623	1.0	1.0	collinear
gene:TraesCS6B03G0071100	Chr6B	21610925	21611248	-	21611086	Chr6B	16997067	16997390	-	16997228	1.0	1.0	collinear
gene:TraesCS6B03G0071500	Chr6B	21656907	21660426	-	21658666	Chr6B	17042826	17046345	-	17044585	1.0	1.0	collinear
gene:TraesCS6B03G0071700	Chr6B	21667195	21670449	-	21668822	Chr6B	17052899	17056153	-	17054526	1.0	0.999	collinear
gene:TraesCS6B03G0072100	Chr6B	21751421	21751849	-	21751635	Chr6B	17139685	17140113	-	17139899	1.0	0.997	collinear
gene:TraesCS6B03G0073000	Chr6B	21759336	21759559	+	21759447	Chr6B	17147600	17147823	+	17147711	1.0	1.0	collinear
gene:TraesCS6B03G0073600	Chr6B	21823252	21828355	+	21825803	Chr6B	17211600	17216703	+	17214151	1.0	1.0	collinear
gene:TraesCS6B03G0073700	Chr6B	21847324	21849373	+	21848348	Chr6B	17235711	17237760	+	17236735	1.0	1.0	collinear
gene:TraesCS6B03G0073800	Chr6B	21855324	21861184	-	21858254	Chr6B	17243699	17249559	-	17246629	1.0	1.0	collinear
gene:TraesCS6B03G0073900	Chr6B	21863357	21867570	-	21865463	Chr6B	17251732	17255945	-	17253838	1.0	1.0	collinear
gene:TraesCS6B03G0074200	Chr6B	21945621	21946493	-	21946057	Chr6B	17333985	17334857	-	17334421	1.0	1.0	collinear
gene:TraesCS6B03G0074300	Chr6B	21951489	21953984	-	21952736	Chr6B	17339888	17342383	-	17341135	1.0	1.0	collinear
gene:TraesCS6B03G0074600	Chr6B	22127034	22129273	+	22128153	Chr6B	17538233	17540472	+	17539352	1.0	1.0	collinear
gene:TraesCS6B03G0074700	Chr6B	22132664	22135617	+	22134140	Chr6B	17543899	17546852	+	17545375	1.0	1.0	collinear
gene:TraesCS6B03G0074900	Chr6B	22203342	22205615	+	22204478	Chr6B	17614722	17616995	+	17615858	1.0	1.0	collinear
gene:TraesCS6B03G0075100	Chr6B	22246170	22246991	+	22246580	Chr6B	17651582	17652403	+	17651992	1.0	1.0	collinear
gene:TraesCS6B03G0075200	Chr6B	22324878	22327546	+	22326212	Chr6B	17729863	17732531	+	17731197	1.0	1.0	collinear
gene:TraesCS6B03G0075400	Chr6B	22453661	22454078	-	22453869	Chr6B	17859391	17859808	-	17859599	1.0	1.0	collinear
