gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Spelt_tgt_chr	Spelt_tgt_start	Spelt_tgt_end	Spelt_tgt_strand	Spelt_tgt_midpoint	Spelt_coverage	Spelt_identity	segment
gene:TraesCS4A03G0133600	Chr4A	64961270	64963419	+	64962344	Chr4A	80733800	80735949	-	80734874	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A03G0133700	Chr4A	65457706	65466978	+	65462342	Chr4A	80233552	80242826	-	80238189	0.999	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A03G0133800	Chr4A	65467067	65468463	+	65467765	Chr4A	80232067	80233463	-	80232765	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A03G0133900	Chr4A	65775553	65776214	+	65775883	Chr4A	79923160	79923821	-	79923490	1.0	0.995	rearrangement:Chr4A_block2
gene:TraesCS4A03G0134200	Chr4A	66139512	66145254	+	66142383	Chr4A	79585470	79591202	-	79588336	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A03G0134300	Chr4A	66145608	66146165	-	66145886	Chr4A	79584559	79585116	+	79584837	1.0	1.0	rearrangement:Chr4A_block2
gene:TraesCS4A03G0134400	Chr4A	66334238	66336642	+	66335440	Chr4A	79393688	79396092	-	79394890	1.0	0.997	rearrangement:Chr4A_block2
gene:TraesCS4A03G0134900	Chr4A	66601033	66604235	+	66602634	Chr4A	79117322	79120837	-	79119079	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A03G0135000	Chr4A	66604657	66605801	-	66605229	Chr4A	79115756	79116900	+	79116328	1.0	0.996	rearrangement:Chr4A_block2
gene:TraesCS4A03G0135200	Chr4A	66796121	66797224	-	66796672	Chr4A	78983841	78984947	+	78984394	0.989	0.936	rearrangement:Chr4A_block2
gene:TraesCS4A03G0135500	Chr4A	66904077	66905702	+	66904889	Chr4A	78813485	78815110	-	78814297	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A03G0135600	Chr4A	66922892	66924179	+	66923535	Chr4A	78800938	78802225	-	78801581	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A03G0135700	Chr4A	66925706	66926909	+	66926307	Chr4A	78798183	78799343	-	78798763	0.964	0.957	rearrangement:Chr4A_block2
gene:TraesCS4A03G0135800	Chr4A	66929549	66930641	+	66930095	Chr4A	78794441	78795536	-	78794988	1.0	0.996	rearrangement:Chr4A_block2
gene:TraesCS4A03G0136300	Chr4A	67251568	67252868	+	67252218	Chr4A	78428391	78429691	-	78429041	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A03G0136500	Chr4A	67252936	67261733	-	67257334	Chr4A	78419392	78428323	+	78423857	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A03G0136800	Chr4A	67289062	67289884	+	67289473	Chr4A	78392722	78393544	-	78393133	1.0	0.996	rearrangement:Chr4A_block2
gene:TraesCS4A03G0136900	Chr4A	67405831	67408273	+	67407052	Chr4A	78275450	78277892	-	78276671	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A03G0137100	Chr4A	67415531	67415851	-	67415691	Chr4A	78267874	78268193	+	78268033	0.996	0.981	rearrangement:Chr4A_block2
gene:TraesCS4A03G0141800	Chr4A	67881183	67884955	-	67883069	Chr4A	77809368	77813138	+	77811253	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A03G0141900	Chr4A	67978564	67980472	+	67979518	Chr4A	77725297	77727205	-	77726251	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A03G0142000	Chr4A	68113481	68115478	-	68114479	Chr4A	77590762	77592759	+	77591760	1.0	0.996	rearrangement:Chr4A_block2
gene:TraesCS4A03G0142400	Chr4A	68130034	68132814	+	68131424	Chr4A	77558903	77561683	-	77560293	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A03G0142500	Chr4A	68141690	68145971	-	68143830	Chr4A	77543388	77547738	+	77545563	1.0	1.0	rearrangement:Chr4A_block2
gene:TraesCS4A03G0142800	Chr4A	68443084	68452011	-	68447547	Chr4A	77261963	77270886	+	77266424	1.0	0.99	rearrangement:Chr4A_block2
gene:TraesCS4A03G0142900	Chr4A	68455141	68458481	-	68456811	Chr4A	77255495	77258835	+	77257165	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A03G0143000	Chr4A	68548867	68554446	-	68551656	Chr4A	77169824	77175410	+	77172617	1.0	0.978	rearrangement:Chr4A_block2
gene:TraesCS4A03G0143100	Chr4A	68667663	68671591	+	68669627	Chr4A	77045664	77049592	-	77047628	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A03G0143200	Chr4A	68675647	68678400	+	68677023	Chr4A	77038816	77041589	-	77040202	0.999	0.982	rearrangement:Chr4A_block2
gene:TraesCS4A03G0143300	Chr4A	68942789	68945757	+	68944273	Chr4A	76786581	76789549	-	76788065	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A03G0143400	Chr4A	69250194	69255352	-	69252773	Chr4A	76476021	76481188	+	76478604	1.0	0.995	rearrangement:Chr4A_block2
gene:TraesCS4A03G0143700	Chr4A	69297902	69299516	+	69298709	Chr4A	76393279	76394895	-	76394087	1.0	0.997	rearrangement:Chr4A_block2
gene:TraesCS4A03G0143800	Chr4A	69300886	69304375	-	69302630	Chr4A	76388422	76391909	+	76390165	0.999	0.997	rearrangement:Chr4A_block2
gene:TraesCS4A03G0144000	Chr4A	69304754	69316376	-	69310565	Chr4A	76376965	76388034	+	76382499	1.0	1.0	rearrangement:Chr4A_block2
gene:TraesCS4A03G0144500	Chr4A	69493506	69494446	-	69493976	Chr4A	76209211	76210151	+	76209681	1.0	0.995	rearrangement:Chr4A_block2
gene:TraesCS4A03G0117000	Chr4A	54082770	54086286	-	54084528	Chr4A	66689475	66692991	+	66691233	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A03G0117300	Chr4A	54379904	54381472	-	54380688	Chr4A	66407245	66408813	+	66408029	1.0	0.999	rearrangement:Chr4A_block1
gene:TraesCS4A03G0117600	Chr4A	55349876	55352750	-	55351313	Chr4A	65416377	65419247	+	65417812	1.0	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A03G0117700	Chr4A	55361788	55371132	-	55366460	Chr4A	65399256	65407485	+	65403370	1.0	0.999	rearrangement:Chr4A_block1
gene:TraesCS4A03G0117800	Chr4A	55543502	55546248	+	55544875	Chr4A	65199587	65202333	-	65200960	1.0	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A03G0118200	Chr4A	55882446	55889295	+	55885870	Chr4A	64834377	64841226	-	64837801	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0118400	Chr4A	56112381	56114640	+	56113510	Chr4A	64621335	64623592	-	64622463	1.0	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A03G0118700	Chr4A	56220062	56223069	-	56221565	Chr4A	64505511	64508517	+	64507014	0.999	0.995	rearrangement:Chr4A_block1
gene:TraesCS4A03G0118900	Chr4A	56228922	56231502	+	56230212	Chr4A	64497054	64499632	-	64498343	0.998	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A03G0119200	Chr4A	56234911	56240038	-	56237474	Chr4A	64488518	64493644	+	64491081	0.999	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A03G0119300	Chr4A	56438575	56449004	-	56443789	Chr4A	64274237	64284667	+	64279452	1.0	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A03G0119500	Chr4A	56463206	56467382	-	56465294	Chr4A	64255834	64260019	+	64257926	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0119700	Chr4A	56467828	56472223	-	56470025	Chr4A	64250994	64255388	+	64253191	0.999	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A03G0119900	Chr4A	56475666	56477514	-	56476590	Chr4A	64245703	64247551	+	64246627	1.0	0.978	rearrangement:Chr4A_block1
gene:TraesCS4A03G0154500	Chr4A	75387392	75390962	+	75389177	Chr4A	70389211	70392781	-	70390996	1.0	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A03G0154600	Chr4A	75391116	75393450	-	75392283	Chr4A	70386723	70389057	+	70387890	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A03G0154700	Chr4A	75394256	75400461	-	75397358	Chr4A	70378185	70386062	+	70382123	0.924	0.922	rearrangement:Chr4A_block1
gene:TraesCS4A03G0154900	Chr4A	75401471	75405307	-	75403389	Chr4A	70373338	70377175	+	70375256	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A03G0155000	Chr4A	75425431	75427343	+	75426387	Chr4A	70334023	70335935	-	70334979	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A03G0155100	Chr4A	75429542	75431574	+	75430558	Chr4A	70330042	70332074	-	70331058	1.0	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A03G0155200	Chr4A	75804560	75814148	+	75809354	Chr4A	69968310	69977895	-	69973102	1.0	0.999	rearrangement:Chr4A_block1
gene:TraesCS4A03G0155300	Chr4A	75814478	75816006	-	75815242	Chr4A	69966452	69967980	+	69967216	1.0	0.994	rearrangement:Chr4A_block1
gene:TraesCS4A03G0155600	Chr4A	75890764	75892791	+	75891777	Chr4A	69880931	69882950	-	69881940	1.0	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A03G0155800	Chr4A	75940995	75945605	+	75943300	Chr4A	69825851	69832379	-	69829115	1.0	0.995	rearrangement:Chr4A_block1
gene:TraesCS4A03G0156000	Chr4A	76385162	76392067	+	76388614	Chr4A	69366923	69373828	-	69370375	1.0	0.999	rearrangement:Chr4A_block1
gene:TraesCS4A03G0156200	Chr4A	76393305	76395671	-	76394488	Chr4A	69363319	69365685	+	69364502	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0156400	Chr4A	76587591	76593680	+	76590635	Chr4A	69151863	69157971	-	69154917	1.0	0.992	rearrangement:Chr4A_block1
gene:TraesCS4A03G0156600	Chr4A	76595050	76598017	+	76596533	Chr4A	69147516	69150479	-	69148997	0.998	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A03G0157000	Chr4A	76890252	76899326	+	76894789	Chr4A	68850987	68860053	-	68855520	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A03G0157100	Chr4A	76900231	76907654	+	76903942	Chr4A	68842414	68849860	-	68846137	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A03G0157200	Chr4A	76908014	76910672	-	76909343	Chr4A	68839396	68842054	+	68840725	1.0	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A03G0157400	Chr4A	77057032	77062394	+	77059713	Chr4A	68697609	68702971	-	68700290	1.0	0.99	rearrangement:Chr4A_block1
gene:TraesCS4A03G0157500	Chr4A	77402851	77409156	+	77406003	Chr4A	68355215	68361508	-	68358361	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A03G0158100	Chr4A	78116224	78119818	-	78118021	Chr4A	67626520	67630113	+	67628316	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A03G0158200	Chr4A	78136530	78136913	-	78136721	Chr4A	67609444	67609827	+	67609635	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0158300	Chr4A	78137077	78138960	-	78138018	Chr4A	67607397	67609280	+	67608338	1.0	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A03G0158400	Chr4A	78222080	78225156	+	78223618	Chr4A	67537052	67540127	-	67538589	0.998	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A03G0158600	Chr4A	78234205	78234697	+	78234451	Chr4A	67518291	67518783	-	67518537	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A03G0159600	Chr4A	78734995	78737736	+	78736365	Chr4A	66992324	66995065	-	66993694	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A03G0286300	Chr4A	180033689	180034054	-	180033871	Chr4A	189523548	189523913	+	189523730	1.0	0.994	rearrangement:Chr4A_block4
gene:TraesCS4A03G0286400	Chr4A	180159147	180161374	+	180160260	Chr4A	189386591	189388818	-	189387704	1.0	0.998	rearrangement:Chr4A_block4
gene:TraesCS4A03G0286600	Chr4A	180165937	180170209	-	180168073	Chr4A	189377768	189382040	+	189379904	1.0	0.999	rearrangement:Chr4A_block4
gene:TraesCS4A03G0287100	Chr4A	180598046	180598692	+	180598369	Chr4A	188983642	188984288	-	188983965	1.0	1.0	rearrangement:Chr4A_block4
gene:TraesCS4A03G0287600	Chr4A	181375408	181388506	+	181381957	Chr4A	188184104	188197217	-	188190660	1.0	0.997	rearrangement:Chr4A_block4
gene:TraesCS4A03G0287700	Chr4A	181464953	181468326	+	181466639	Chr4A	188104849	188108222	-	188106535	1.0	0.999	rearrangement:Chr4A_block4
gene:TraesCS4A03G0287900	Chr4A	181814237	181816933	+	181815585	Chr4A	187741327	187744023	-	187742675	1.0	0.995	rearrangement:Chr4A_block4
gene:TraesCS4A03G0288100	Chr4A	181880474	181885248	+	181882861	Chr4A	187673200	187677960	-	187675580	0.988	0.987	rearrangement:Chr4A_block4
gene:TraesCS4A03G0288200	Chr4A	181885432	181886243	+	181885837	Chr4A	187672206	187673017	-	187672611	1.0	0.998	rearrangement:Chr4A_block4
gene:TraesCS4A03G0288900	Chr4A	181973177	181977234	-	181975205	Chr4A	187661003	187665062	+	187663032	1.0	0.998	rearrangement:Chr4A_block4
gene:TraesCS4A03G0292900	Chr4A	188321096	188323452	+	188322274	Chr4A	181423774	181426130	-	181424952	1.0	0.999	rearrangement:Chr4A_block3
gene:TraesCS4A03G0293000	Chr4A	188353122	188355399	-	188354260	Chr4A	181391813	181394090	+	181392951	1.0	0.997	rearrangement:Chr4A_block3
gene:TraesCS4A03G0293300	Chr4A	189317020	189321707	+	189319363	Chr4A	180356208	180360895	-	180358551	1.0	0.998	rearrangement:Chr4A_block3
gene:TraesCS4A03G0293500	Chr4A	189383537	189384727	-	189384132	Chr4A	180302904	180304152	+	180303528	0.978	0.912	rearrangement:Chr4A_block3
gene:TraesCS4A03G0293800	Chr4A	189901896	189911185	-	189906540	Chr4A	179788897	179798188	+	179793542	0.999	0.998	rearrangement:Chr4A_block3
gene:TraesCS4A03G0294200	Chr4A	190530404	190542404	+	190536404	Chr4A	179179915	179191929	-	179185922	1.0	0.995	rearrangement:Chr4A_block3
gene:TraesCS4A03G0410400	Chr4A	342977780	342997405	+	342987592	Chr4A	355089239	355108045	-	355098642	1.0	1.0	rearrangement:Chr4A_block6
gene:TraesCS4A03G0411100	Chr4A	343101555	343102478	-	343102016	Chr4A	354980751	354981675	+	354981213	1.0	0.984	rearrangement:Chr4A_block6
gene:TraesCS4A03G0411200	Chr4A	343126970	343131082	+	343129026	Chr4A	354952246	354956359	-	354954302	0.998	0.995	rearrangement:Chr4A_block6
