gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Cadenza_v2_tgt_chr	Cadenza_v2_tgt_start	Cadenza_v2_tgt_end	Cadenza_v2_tgt_strand	Cadenza_v2_tgt_midpoint	Cadenza_v2_coverage	Cadenza_v2_identity	segment
gene:TraesCS6D03G0000400	Chr6D	52444	52899	+	52671	Chr6D	325694	326149	-	325921	1.0	0.982	collinear
gene:TraesCS6D03G0001000	Chr6D	88938	95787	-	92362	Chr6D	309656	315574	+	312615	0.924	0.918	collinear
gene:TraesCS6D03G0004600	Chr6D	797280	798536	+	797908	Chr6D	285137	286413	-	285775	1.0	0.998	collinear
gene:TraesCS6D03G0004700	Chr6D	799214	801609	+	800411	Chr6D	282064	284459	-	283261	1.0	0.997	collinear
gene:TraesCS6D03G0005600	Chr6D	959215	959478	+	959346	Chr6D	117362	117625	-	117493	1.0	0.981	collinear
gene:TraesCS6D03G0006700	Chr6D	1060930	1063103	+	1062016	Chr6D	33496	35631	-	34563	1.0	0.993	collinear
gene:TraesCS6D03G0006800	Chr6D	1364800	1366449	+	1365624	Chr6D	335914	337563	+	336738	1.0	0.995	collinear
gene:TraesCS6D03G0008200	Chr6D	1562254	1562682	-	1562468	Chr6D	686207	686635	-	686421	1.0	0.993	collinear
gene:TraesCS6D03G0008300	Chr6D	1576200	1578916	+	1577558	Chr6D	703618	706333	+	704975	0.998	0.991	collinear
gene:TraesCS6D03G0008600	Chr6D	1617253	1618208	+	1617730	Chr6D	752450	753407	+	752928	1.0	0.988	collinear
gene:TraesCS6D03G0008700	Chr6D	1625389	1626300	+	1625844	Chr6D	760593	761504	+	761048	1.0	0.985	collinear
gene:TraesCS6D03G0008900	Chr6D	1750151	1751236	+	1750693	Chr6D	890469	891554	+	891011	1.0	0.995	collinear
gene:TraesCS6D03G0009000	Chr6D	1759389	1764048	-	1761718	Chr6D	902557	907228	-	904892	1.0	0.998	collinear
gene:TraesCS6D03G0009100	Chr6D	1769252	1772936	+	1771094	Chr6D	912413	916098	+	914255	1.0	0.995	collinear
gene:TraesCS6D03G0009200	Chr6D	1787907	1788841	-	1788374	Chr6D	931078	932012	-	931545	1.0	0.998	collinear
gene:TraesCS6D03G0009700	Chr6D	1889545	1890474	-	1890009	Chr6D	1094602	1095531	-	1095066	1.0	0.993	collinear
gene:TraesCS6D03G0010300	Chr6D	1964939	1967513	+	1966226	Chr6D	1156161	1158715	+	1157438	0.995	0.99	collinear
gene:TraesCS6D03G0010400	Chr6D	1983644	1984738	-	1984191	Chr6D	1194926	1196020	-	1195473	1.0	0.999	collinear
gene:TraesCS6D03G0010500	Chr6D	2015616	2022835	+	2019225	Chr6D	1226857	1234076	+	1230466	1.0	0.999	collinear
gene:TraesCS6D03G0010600	Chr6D	2032784	2037081	-	2034932	Chr6D	1244023	1248318	-	1246170	1.0	0.997	collinear
gene:TraesCS6D03G0010800	Chr6D	2065479	2067149	+	2066314	Chr6D	1299635	1301305	+	1300470	1.0	0.997	collinear
gene:TraesCS6D03G0010900	Chr6D	2081888	2088204	+	2085046	Chr6D	1316018	1322331	+	1319174	1.0	0.999	collinear
