gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Cadenza_v2_tgt_chr	Cadenza_v2_tgt_start	Cadenza_v2_tgt_end	Cadenza_v2_tgt_strand	Cadenza_v2_tgt_midpoint	Cadenza_v2_coverage	Cadenza_v2_identity	segment
gene:TraesCS5A03G0316600	Chr5A	238583607	238602022	-	238592814	Chr5A	263887257	263905675	+	263896466	1.0	0.999	rearrangement:Chr5A_block2
gene:TraesCS5A03G0317200	Chr5A	239075263	239075566	+	239075414	Chr5A	263415837	263416140	-	263415988	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A03G0317800	Chr5A	239807142	239807427	+	239807284	Chr5A	262685139	262685424	-	262685281	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A03G0317900	Chr5A	239809502	239814513	+	239812007	Chr5A	262678053	262683064	-	262680558	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A03G0318000	Chr5A	239905361	239905679	-	239905520	Chr5A	262586886	262587204	+	262587045	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A03G0318900	Chr5A	239935420	239936137	+	239935778	Chr5A	262556428	262557145	-	262556786	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A03G0319000	Chr5A	239936332	239936925	-	239936628	Chr5A	262555640	262556233	+	262555936	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A03G0319100	Chr5A	239937290	239937728	+	239937509	Chr5A	262554837	262555275	-	262555056	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A03G0319200	Chr5A	239938031	239945581	+	239941806	Chr5A	262546982	262554534	-	262550758	0.999	0.997	rearrangement:Chr5A_block2
gene:TraesCS5A03G0319400	Chr5A	239943540	239943842	-	239943691	Chr5A	262548720	262549022	+	262548871	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A03G0319800	Chr5A	239962195	239964287	-	239963241	Chr5A	262528456	262530548	+	262529502	1.0	0.998	rearrangement:Chr5A_block2
gene:TraesCS5A03G0321700	Chr5A	240233168	240238496	+	240235832	Chr5A	262256344	262261672	-	262259008	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A03G0321800	Chr5A	240509093	240522950	+	240516021	Chr5A	261972658	261986518	-	261979588	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A03G0322400	Chr5A	240637244	240643615	+	240640429	Chr5A	261852161	261858532	-	261855346	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A03G0323100	Chr5A	242369411	242391468	+	242380439	Chr5A	260103894	260125941	-	260114917	1.0	0.998	rearrangement:Chr5A_block1
gene:TraesCS5A03G0323200	Chr5A	242552595	242552981	+	242552788	Chr5A	259942339	259942725	-	259942532	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0323500	Chr5A	242850264	242850467	-	242850365	Chr5A	259645297	259645500	+	259645398	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0323600	Chr5A	242857728	242857931	-	242857829	Chr5A	259637833	259638036	+	259637934	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0324100	Chr5A	243617341	243624572	-	243620956	Chr5A	258872332	258879564	+	258875948	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0324200	Chr5A	243921024	243934305	+	243927664	Chr5A	258552685	258565966	-	258559325	1.0	0.999	rearrangement:Chr5A_block1
gene:TraesCS5A03G0324300	Chr5A	244024822	244025046	+	244024934	Chr5A	258461935	258462159	-	258462047	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0000400	Chr5A	215597	216821	+	216209	Chr5A	141743	142967	+	142355	1.0	1.0	collinear
gene:TraesCS5A03G0000800	Chr5A	622810	628759	+	625784	Chr5A	531363	537320	+	534341	1.0	0.996	collinear
gene:TraesCS5A03G0000900	Chr5A	628951	630466	+	629708	Chr5A	537512	539009	+	538260	0.984	0.976	collinear
gene:TraesCS5A03G0001000	Chr5A	637855	638799	+	638327	Chr5A	546212	547162	+	546687	1.0	0.991	collinear
gene:TraesCS5A03G0001300	Chr5A	1542470	1544254	+	1543362	Chr5A	3919107	3920891	+	3919999	1.0	0.995	collinear
gene:TraesCS5A03G0001700	Chr5A	1703882	1707094	-	1705488	Chr5A	4172702	4175822	-	4174262	0.998	0.993	collinear
gene:TraesCS5A03G0001900	Chr5A	1955095	1955460	-	1955277	Chr5A	4458154	4458519	-	4458336	1.0	0.969	collinear
gene:TraesCS5A03G0002100	Chr5A	2042895	2043377	+	2043136	Chr5A	4538457	4538945	+	4538701	1.0	0.985	collinear
gene:TraesCS5A03G0002500	Chr5A	2059447	2067895	+	2063671	Chr5A	4555638	4564082	+	4559860	0.994	0.992	collinear
gene:TraesCS5A03G0002900	Chr5A	2082542	2082888	+	2082715	Chr5A	4584574	4584920	+	4584747	1.0	0.991	collinear
gene:TraesCS5A03G0003200	Chr5A	2225824	2226003	+	2225913	Chr5A	4660274	4660453	+	4660363	1.0	1.0	collinear
gene:TraesCS5A03G0003300	Chr5A	2269703	2270692	-	2270197	Chr5A	4690063	4691052	-	4690557	1.0	1.0	collinear
gene:TraesCS5A03G0003900	Chr5A	2671848	2673352	-	2672600	Chr5A	5049810	5051243	-	5050526	0.952	0.946	collinear
gene:TraesCS5A03G0004000	Chr5A	2741825	2743021	-	2742423	Chr5A	5108475	5109671	-	5109073	1.0	0.992	collinear
gene:TraesCS5A03G0004500	Chr5A	2854750	2859673	-	2857211	Chr5A	5244204	5249037	-	5246620	0.993	0.957	collinear
gene:TraesCS5A03G0004900	Chr5A	2989002	2993252	-	2991127	Chr5A	5382520	5386867	-	5384693	0.994	0.991	collinear
gene:TraesCS5A03G0005200	Chr5A	3010374	3014596	+	3012485	Chr5A	5396629	5400851	+	5398740	1.0	0.997	collinear
gene:TraesCS5A03G0005300	Chr5A	3015603	3020596	+	3018099	Chr5A	5401858	5406851	+	5404354	1.0	1.0	collinear
gene:TraesCS5A03G0005400	Chr5A	3027435	3033237	-	3030336	Chr5A	5413690	5419494	-	5416592	1.0	1.0	collinear
gene:TraesCS5A03G0005500	Chr5A	3081377	3084416	-	3082896	Chr5A	5466733	5469772	-	5468252	1.0	1.0	collinear
gene:TraesCS5A03G0006300	Chr5A	3306994	3308561	-	3307777	Chr5A	5672988	5674531	-	5673759	0.983	0.974	collinear
gene:TraesCS5A03G0006400	Chr5A	3312509	3313435	+	3312972	Chr5A	5739843	5740769	+	5740306	1.0	0.992	collinear
gene:TraesCS5A03G0006500	Chr5A	3315802	3317881	-	3316841	Chr5A	5742979	5744997	-	5743988	0.992	0.991	collinear
gene:TraesCS5A03G0006600	Chr5A	3318157	3321929	-	3320043	Chr5A	5745273	5749059	-	5747166	0.991	0.972	collinear
gene:TraesCS5A03G0006700	Chr5A	3323908	3324402	+	3324155	Chr5A	5751028	5751522	+	5751275	1.0	0.997	collinear
gene:TraesCS5A03G0006800	Chr5A	3330540	3332847	+	3331693	Chr5A	5754952	5757255	+	5756103	1.0	0.999	collinear
gene:TraesCS5A03G0007000	Chr5A	3335666	3337315	-	3336490	Chr5A	5760063	5761699	-	5760881	0.992	0.985	collinear
gene:TraesCS5A03G0007500	Chr5A	3522415	3524184	-	3523299	Chr5A	5800124	5801891	-	5801007	0.998	0.988	collinear
gene:TraesCS5A03G0007700	Chr5A	3551523	3556494	-	3554008	Chr5A	5828103	5833074	-	5830588	1.0	1.0	collinear
gene:TraesCS5A03G0007900	Chr5A	3632961	3634579	+	3633770	Chr5A	5909522	5911140	+	5910331	1.0	0.996	collinear
gene:TraesCS5A03G0008000	Chr5A	3769384	3773677	+	3771530	Chr5A	6045903	6050196	+	6048049	1.0	1.0	collinear
gene:TraesCS5A03G0008100	Chr5A	3774296	3777820	-	3776058	Chr5A	6050815	6054354	-	6052584	1.0	1.0	collinear
gene:TraesCS5A03G0008300	Chr5A	3796488	3802877	-	3799682	Chr5A	6073030	6079372	-	6076201	0.986	0.985	collinear
gene:TraesCS5A03G0008900	Chr5A	3992185	3995626	+	3993905	Chr5A	6187071	6190512	+	6188791	1.0	1.0	collinear
gene:TraesCS5A03G0009200	Chr5A	4072714	4080157	+	4076435	Chr5A	6267613	6275056	+	6271334	1.0	1.0	collinear
gene:TraesCS5A03G0009300	Chr5A	4081207	4083626	+	4082416	Chr5A	6276102	6278519	+	6277310	1.0	1.0	collinear
gene:TraesCS5A03G0009400	Chr5A	4100653	4103564	-	4102108	Chr5A	6295575	6298484	-	6297029	1.0	1.0	collinear
gene:TraesCS5A03G0009500	Chr5A	4120412	4124180	-	4122296	Chr5A	6315335	6319103	-	6317219	1.0	1.0	collinear
gene:TraesCS5A03G0009700	Chr5A	4186460	4199135	+	4192797	Chr5A	6408033	6420708	+	6414370	1.0	1.0	collinear
