gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Cadenza_v2_tgt_chr	Cadenza_v2_tgt_start	Cadenza_v2_tgt_end	Cadenza_v2_tgt_strand	Cadenza_v2_tgt_midpoint	Cadenza_v2_coverage	Cadenza_v2_identity	segment
gene:TraesCS4A03G0000100	Chr4A	80751	81905	-	81328	Chr4A	119996	121189	-	120592	1.0	0.966	collinear
gene:TraesCS4A03G0000300	Chr4A	189629	191253	-	190441	Chr4A	229246	230873	-	230059	1.0	0.995	collinear
gene:TraesCS4A03G0000700	Chr4A	192479	193797	-	193138	Chr4A	232121	233459	-	232790	1.0	0.998	collinear
gene:TraesCS4A03G0000900	Chr4A	464377	473615	+	468996	Chr4A	505460	514694	+	510077	1.0	0.999	collinear
gene:TraesCS4A03G0001000	Chr4A	527393	528028	-	527710	Chr4A	568497	569132	-	568814	1.0	0.995	collinear
gene:TraesCS4A03G0001100	Chr4A	724229	730229	-	727229	Chr4A	764061	770617	-	767339	1.0	0.997	collinear
gene:TraesCS4A03G0001300	Chr4A	737645	742881	-	740263	Chr4A	774138	779388	-	776763	0.996	0.978	collinear
gene:TraesCS4A03G0001500	Chr4A	879654	880180	+	879917	Chr4A	881513	882041	+	881777	1.0	0.981	collinear
gene:TraesCS4A03G0001600	Chr4A	890746	894177	+	892461	Chr4A	897274	900700	+	898987	0.997	0.993	collinear
gene:TraesCS4A03G0001700	Chr4A	899296	900070	+	899683	Chr4A	906807	907575	+	907191	0.992	0.988	collinear
gene:TraesCS4A03G0001800	Chr4A	923950	925283	-	924616	Chr4A	931899	933232	-	932565	1.0	1.0	collinear
gene:TraesCS4A03G0001900	Chr4A	1067430	1067825	+	1067627	Chr4A	1070440	1070835	+	1070637	1.0	1.0	collinear
gene:TraesCS4A03G0002000	Chr4A	1144047	1145891	-	1144969	Chr4A	1141215	1143059	-	1142137	1.0	1.0	collinear
gene:TraesCS4A03G0002100	Chr4A	1219342	1222566	+	1220954	Chr4A	1210587	1213811	+	1212199	1.0	1.0	collinear
gene:TraesCS4A03G0002200	Chr4A	1519322	1519796	-	1519559	Chr4A	1511661	1512135	-	1511898	1.0	1.0	collinear
gene:TraesCS4A03G0002600	Chr4A	1720645	1723263	+	1721954	Chr4A	1712838	1715456	+	1714147	1.0	1.0	collinear
gene:TraesCS4A03G0002900	Chr4A	1872733	1874596	-	1873664	Chr4A	1864828	1866691	-	1865759	1.0	1.0	collinear
gene:TraesCS4A03G0003000	Chr4A	1876368	1884930	-	1880649	Chr4A	1868460	1877022	-	1872741	1.0	1.0	collinear
gene:TraesCS4A03G0003100	Chr4A	1887453	1896045	-	1891749	Chr4A	1879545	1888238	-	1883891	1.0	1.0	collinear
gene:TraesCS4A03G0003200	Chr4A	1904683	1907590	-	1906136	Chr4A	1897046	1899941	-	1898493	0.987	0.987	collinear
gene:TraesCS4A03G0003300	Chr4A	1908725	1910020	-	1909372	Chr4A	1901076	1902371	-	1901723	1.0	0.999	collinear
gene:TraesCS4A03G0003600	Chr4A	2034845	2039676	-	2037260	Chr4A	2026929	2031760	-	2029344	1.0	1.0	collinear
gene:TraesCS4A03G0003800	Chr4A	2144567	2151745	-	2148156	Chr4A	2136655	2143623	-	2140139	1.0	1.0	collinear
gene:TraesCS4A03G0004000	Chr4A	2396423	2406197	+	2401310	Chr4A	2388403	2397894	+	2393148	1.0	1.0	collinear
gene:TraesCS4A03G0004100	Chr4A	2407157	2412110	-	2409633	Chr4A	2398854	2403807	-	2401330	1.0	0.999	collinear
gene:TraesCS4A03G0004200	Chr4A	2539821	2543289	-	2541555	Chr4A	2530798	2534266	-	2532532	1.0	1.0	collinear
gene:TraesCS4A03G0004300	Chr4A	2549120	2550253	-	2549686	Chr4A	2540097	2541230	-	2540663	1.0	1.0	collinear
gene:TraesCS4A03G0004700	Chr4A	2613805	2615102	+	2614453	Chr4A	2604455	2605752	+	2605103	1.0	1.0	collinear
gene:TraesCS4A03G0004800	Chr4A	2630028	2631685	-	2630856	Chr4A	2620804	2622461	-	2621632	1.0	1.0	collinear
gene:TraesCS4A03G0004900	Chr4A	2636507	2637932	-	2637219	Chr4A	2627119	2628544	-	2627831	1.0	0.998	collinear
gene:TraesCS4A03G0005100	Chr4A	2731327	2733151	+	2732239	Chr4A	2721536	2723360	+	2722448	1.0	1.0	collinear
gene:TraesCS4A03G0005200	Chr4A	2767289	2768680	+	2767984	Chr4A	2757478	2758869	+	2758173	1.0	1.0	collinear
gene:TraesCS4A03G0005400	Chr4A	2778918	2779295	-	2779106	Chr4A	2769107	2769484	-	2769295	1.0	1.0	collinear
gene:TraesCS4A03G0005500	Chr4A	2783068	2789950	-	2786509	Chr4A	2773236	2780116	-	2776676	0.999	0.999	collinear
gene:TraesCS4A03G0005700	Chr4A	2896900	2897945	-	2897422	Chr4A	2891620	2892708	-	2892164	1.0	0.957	collinear
gene:TraesCS4A03G0005800	Chr4A	2930585	2932852	+	2931718	Chr4A	2922318	2924585	+	2923451	1.0	0.998	collinear
gene:TraesCS4A03G0006100	Chr4A	2934653	2937212	+	2935932	Chr4A	2926478	2929040	+	2927759	1.0	0.999	collinear
gene:TraesCS4A03G0006200	Chr4A	2936960	2940182	-	2938571	Chr4A	2928788	2932018	-	2930403	1.0	0.996	collinear
gene:TraesCS4A03G0006300	Chr4A	2942998	2949575	-	2946286	Chr4A	2934853	2941659	-	2938256	0.999	0.998	collinear
gene:TraesCS4A03G0006700	Chr4A	2964010	2964348	+	2964179	Chr4A	2956131	2956469	+	2956300	1.0	1.0	collinear
gene:TraesCS4A03G0006900	Chr4A	2973914	2984600	-	2979257	Chr4A	2967427	2978109	-	2972768	1.0	0.998	collinear
gene:TraesCS4A03G0007100	Chr4A	3050569	3055204	-	3052886	Chr4A	3056819	3061461	-	3059140	1.0	0.997	collinear
gene:TraesCS4A03G0007300	Chr4A	3066937	3070613	-	3068775	Chr4A	3074497	3078173	-	3076335	1.0	0.999	collinear
gene:TraesCS4A03G0007500	Chr4A	3096625	3101109	-	3098867	Chr4A	3116040	3120547	-	3118293	1.0	0.998	collinear
gene:TraesCS4A03G0007600	Chr4A	3101459	3105097	-	3103278	Chr4A	3120897	3124551	-	3122724	0.999	0.993	collinear
gene:TraesCS4A03G0007700	Chr4A	3107379	3109574	-	3108476	Chr4A	3126630	3128859	-	3127744	0.976	0.929	collinear
gene:TraesCS4A03G0008000	Chr4A	3121834	3127155	-	3124494	Chr4A	3141030	3146282	-	3143656	1.0	0.999	collinear
gene:TraesCS4A03G0008100	Chr4A	3129258	3135283	+	3132270	Chr4A	3148424	3154461	+	3151442	1.0	0.998	collinear
gene:TraesCS4A03G0008200	Chr4A	3134254	3140594	-	3137424	Chr4A	3153432	3159767	-	3156599	1.0	1.0	collinear
gene:TraesCS4A03G0008300	Chr4A	3205933	3206955	+	3206444	Chr4A	3225173	3226195	+	3225684	1.0	1.0	collinear
gene:TraesCS4A03G0008400	Chr4A	3238765	3239608	+	3239186	Chr4A	3257487	3258330	+	3257908	1.0	1.0	collinear
gene:TraesCS4A03G0008600	Chr4A	3261415	3263213	+	3262314	Chr4A	3280086	3281884	+	3280985	1.0	1.0	collinear
gene:TraesCS4A03G0008700	Chr4A	3326425	3327669	+	3327047	Chr4A	3345096	3346340	+	3345718	1.0	1.0	collinear
gene:TraesCS4A03G0009200	Chr4A	3354842	3356422	+	3355632	Chr4A	3373535	3375115	+	3374325	1.0	1.0	collinear
gene:TraesCS4A03G0009300	Chr4A	3365529	3365927	-	3365728	Chr4A	3384222	3384620	-	3384421	1.0	1.0	collinear
gene:TraesCS4A03G0009500	Chr4A	3372257	3373213	+	3372735	Chr4A	3390950	3391906	+	3391428	1.0	1.0	collinear
gene:TraesCS4A03G0010000	Chr4A	3426660	3429932	+	3428296	Chr4A	3445357	3448629	+	3446993	1.0	1.0	collinear
gene:TraesCS4A03G0010100	Chr4A	3430702	3432528	+	3431615	Chr4A	3449399	3451225	+	3450312	1.0	1.0	collinear
gene:TraesCS4A03G0010400	Chr4A	3781940	3782996	+	3782468	Chr4A	3799665	3800721	+	3800193	1.0	1.0	collinear
gene:TraesCS4A03G0010500	Chr4A	3851393	3859754	-	3855573	Chr4A	3868786	3877147	-	3872966	1.0	1.0	collinear
gene:TraesCS4A03G0010700	Chr4A	3982734	3986342	-	3984538	Chr4A	4000287	4003897	-	4002092	1.0	1.0	collinear
gene:TraesCS4A03G0011000	Chr4A	4137896	4141435	+	4139665	Chr4A	4155310	4158850	+	4157080	1.0	0.996	collinear
gene:TraesCS4A03G0011100	Chr4A	4172321	4175894	-	4174107	Chr4A	4189737	4193311	-	4191524	1.0	0.998	collinear
gene:TraesCS4A03G0011200	Chr4A	4219071	4222355	-	4220713	Chr4A	4243892	4247152	-	4245522	1.0	0.995	collinear
gene:TraesCS4A03G0011700	Chr4A	4444831	4448386	-	4446608	Chr4A	4441752	4445302	-	4443527	0.998	0.982	collinear
gene:TraesCS4A03G0011800	Chr4A	4499291	4504470	-	4501880	Chr4A	4500455	4505627	-	4503041	1.0	0.999	collinear
gene:TraesCS4A03G0011900	Chr4A	4560580	4567056	-	4563818	Chr4A	4562086	4568537	-	4565311	1.0	0.999	collinear
gene:TraesCS4A03G0012300	Chr4A	4591425	4593909	-	4592667	Chr4A	4592996	4595480	-	4594238	1.0	1.0	collinear
gene:TraesCS4A03G0012400	Chr4A	4596684	4602109	-	4599396	Chr4A	4598265	4603690	-	4600977	1.0	1.0	collinear
gene:TraesCS4A03G0012600	Chr4A	4608919	4609802	+	4609360	Chr4A	4610490	4611373	+	4610931	1.0	1.0	collinear
gene:TraesCS4A03G0012700	Chr4A	4613865	4615981	+	4614923	Chr4A	4615486	4617602	+	4616544	1.0	0.999	collinear
gene:TraesCS4A03G0012800	Chr4A	4746764	4750893	-	4748828	Chr4A	4748390	4752526	-	4750458	1.0	1.0	collinear
gene:TraesCS4A03G0013000	Chr4A	4765486	4768837	-	4767161	Chr4A	4762066	4765417	-	4763741	1.0	0.999	collinear
gene:TraesCS4A03G0013100	Chr4A	4788667	4792278	+	4790472	Chr4A	4785258	4788869	+	4787063	1.0	0.996	collinear
gene:TraesCS4A03G0013200	Chr4A	4793797	4794162	+	4793979	Chr4A	4790388	4790753	+	4790570	1.0	0.997	collinear
gene:TraesCS4A03G0013400	Chr4A	4804208	4805190	-	4804699	Chr4A	4800800	4801782	-	4801291	1.0	1.0	collinear
gene:TraesCS4A03G0013500	Chr4A	4813813	4815493	-	4814653	Chr4A	4810407	4812087	-	4811247	1.0	0.999	collinear
gene:TraesCS4A03G0013600	Chr4A	4817972	4819251	+	4818611	Chr4A	4814566	4815845	+	4815205	1.0	1.0	collinear
gene:TraesCS4A03G0013700	Chr4A	4836842	4840913	+	4838877	Chr4A	4833426	4837497	+	4835461	1.0	0.999	collinear
gene:TraesCS4A03G0014400	Chr4A	5028278	5031575	+	5029926	Chr4A	5023752	5027049	+	5025400	1.0	1.0	collinear
gene:TraesCS4A03G0014600	Chr4A	5084326	5085797	+	5085061	Chr4A	5088998	5090469	+	5089733	1.0	1.0	collinear
gene:TraesCS4A03G0014700	Chr4A	5155150	5161485	+	5158317	Chr4A	5159826	5166152	+	5162989	1.0	1.0	collinear
gene:TraesCS4A03G0014800	Chr4A	5181978	5189544	-	5185761	Chr4A	5186383	5193770	-	5190076	1.0	1.0	collinear
gene:TraesCS4A03G0014900	Chr4A	5308550	5310305	+	5309427	Chr4A	5312299	5314054	+	5313176	1.0	1.0	collinear
gene:TraesCS4A03G0015000	Chr4A	5364132	5366668	+	5365400	Chr4A	5367888	5370423	+	5369155	1.0	1.0	collinear
gene:TraesCS4A03G0015100	Chr4A	5422681	5425025	+	5423853	Chr4A	5426217	5428561	+	5427389	1.0	1.0	collinear
gene:TraesCS4A03G0015500	Chr4A	5483729	5485212	+	5484470	Chr4A	5485430	5486913	+	5486171	1.0	1.0	collinear
gene:TraesCS4A03G0015600	Chr4A	5485467	5489196	-	5487331	Chr4A	5487168	5490897	-	5489032	1.0	1.0	collinear
gene:TraesCS4A03G0015700	Chr4A	5511627	5512007	-	5511817	Chr4A	5513122	5513502	-	5513312	1.0	1.0	collinear
gene:TraesCS4A03G0015800	Chr4A	5512600	5512905	-	5512752	Chr4A	5514095	5514400	-	5514247	1.0	1.0	collinear
gene:TraesCS4A03G0015900	Chr4A	5623219	5629414	-	5626316	Chr4A	5624680	5630875	-	5627777	1.0	1.0	collinear
gene:TraesCS4A03G0016200	Chr4A	5665706	5666551	+	5666128	Chr4A	5667170	5668015	+	5667592	1.0	1.0	collinear
gene:TraesCS4A03G0016300	Chr4A	5701054	5702409	-	5701731	Chr4A	5702538	5703893	-	5703215	1.0	1.0	collinear
gene:TraesCS4A03G0016500	Chr4A	5770600	5771973	-	5771286	Chr4A	5771671	5773044	-	5772357	1.0	0.999	collinear
gene:TraesCS4A03G0016600	Chr4A	5774081	5775445	-	5774763	Chr4A	5775152	5776516	-	5775834	1.0	0.996	collinear
gene:TraesCS4A03G0016700	Chr4A	5791428	5792902	+	5792165	Chr4A	5792552	5794026	+	5793289	1.0	0.997	collinear
gene:TraesCS4A03G0016800	Chr4A	5793526	5798387	-	5795956	Chr4A	5794650	5799509	-	5797079	1.0	0.996	collinear
gene:TraesCS4A03G0016900	Chr4A	5930148	5930953	+	5930550	Chr4A	5931269	5932074	+	5931671	1.0	1.0	collinear
gene:TraesCS4A03G0017000	Chr4A	5940061	5940753	+	5940407	Chr4A	5941070	5941762	+	5941416	1.0	1.0	collinear
gene:TraesCS4A03G0017100	Chr4A	5940214	5949407	-	5944810	Chr4A	5941223	5950417	-	5945820	1.0	1.0	collinear
gene:TraesCS4A03G0017400	Chr4A	5961057	5965225	+	5963141	Chr4A	5962072	5966176	+	5964124	1.0	1.0	collinear
gene:TraesCS4A03G0017500	Chr4A	5966525	5968986	+	5967755	Chr4A	5967476	5969937	+	5968706	1.0	1.0	collinear
gene:TraesCS4A03G0017700	Chr4A	5973701	5975480	+	5974590	Chr4A	5974652	5976445	+	5975548	1.0	0.997	collinear
gene:TraesCS4A03G0017900	Chr4A	5975822	5976896	-	5976359	Chr4A	5976791	5977865	-	5977328	1.0	1.0	collinear
gene:TraesCS4A03G0018000	Chr4A	5977575	5989753	+	5983664	Chr4A	5978544	5990730	+	5984637	1.0	1.0	collinear
gene:TraesCS4A03G0018100	Chr4A	5990164	5990274	-	5990219	Chr4A	5991141	5991251	-	5991196	1.0	1.0	collinear
