gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Cadenza_v2_tgt_chr	Cadenza_v2_tgt_start	Cadenza_v2_tgt_end	Cadenza_v2_tgt_strand	Cadenza_v2_tgt_midpoint	Cadenza_v2_coverage	Cadenza_v2_identity	segment
gene:TraesCS2B03G0000100	Chr2B	28743	34135	+	31439	Chr2B	2592256	2597585	+	2594920	1.0	0.988	collinear
gene:TraesCS2B03G0000200	Chr2B	39467	43757	-	41612	Chr2B	2602794	2606967	-	2604880	0.958	0.931	collinear
gene:TraesCS2B03G0000300	Chr2B	99450	99932	-	99691	Chr2B	2657778	2658260	-	2658019	1.0	0.977	collinear
gene:TraesCS2B03G0000400	Chr2B	106822	111948	+	109385	Chr2B	2735427	2740546	+	2737986	0.982	0.962	collinear
gene:TraesCS2B03G0000700	Chr2B	125470	127186	+	126328	Chr2B	2754441	2756152	+	2755296	1.0	0.992	collinear
gene:TraesCS2B03G0000800	Chr2B	129516	134301	-	131908	Chr2B	2759398	2764128	-	2761763	0.997	0.989	collinear
gene:TraesCS2B03G0000900	Chr2B	248523	249650	-	249086	Chr2B	2870769	2871888	-	2871328	1.0	0.997	collinear
gene:TraesCS2B03G0001000	Chr2B	255128	258501	+	256814	Chr2B	2877132	2880517	+	2878824	0.998	0.977	collinear
gene:TraesCS2B03G0001900	Chr2B	359414	360259	+	359836	Chr2B	2886172	2887017	+	2886594	0.995	0.915	collinear
gene:TraesCS2B03G0002400	Chr2B	401647	403609	+	402628	Chr2B	2957293	2959670	+	2958481	0.975	0.963	collinear
gene:TraesCS2B03G0002500	Chr2B	404319	408371	-	406345	Chr2B	2960438	2964029	-	2962233	0.986	0.916	collinear
gene:TraesCS2B03G0002600	Chr2B	410883	413197	+	412040	Chr2B	2999729	3001734	+	3000731	1.0	0.971	collinear
gene:TraesCS2B03G0005700	Chr2B	963404	964372	+	963888	Chr2B	3098581	3099549	+	3099065	1.0	0.998	collinear
gene:TraesCS2B03G0005900	Chr2B	993279	993881	+	993580	Chr2B	3114255	3114809	+	3114532	0.92	0.903	collinear
gene:TraesCS2B03G0006000	Chr2B	1002722	1009665	+	1006193	Chr2B	3124462	3131403	+	3127932	1.0	0.996	collinear
gene:TraesCS2B03G0006500	Chr2B	1091608	1092561	-	1092084	Chr2B	3188477	3189430	-	3188953	1.0	1.0	collinear
gene:TraesCS2B03G0006600	Chr2B	1094148	1094755	-	1094451	Chr2B	3191023	3191630	-	3191326	1.0	1.0	collinear
gene:TraesCS2B03G0006800	Chr2B	1102968	1104198	+	1103583	Chr2B	3199838	3201106	+	3200472	0.998	0.945	collinear
gene:TraesCS2B03G0006900	Chr2B	1108051	1109094	-	1108572	Chr2B	3209538	3210576	-	3210057	0.995	0.975	collinear
gene:TraesCS2B03G0008300	Chr2B	1951546	1953088	-	1952317	Chr2B	3417386	3418929	-	3418157	0.997	0.979	collinear
gene:TraesCS2B03G0008500	Chr2B	1958192	1967818	-	1963005	Chr2B	3424045	3433641	-	3428843	1.0	0.999	collinear
gene:TraesCS2B03G0009200	Chr2B	2344071	2344364	+	2344217	Chr2B	3731367	3731660	+	3731513	1.0	1.0	collinear
gene:TraesCS2B03G0009700	Chr2B	2520260	2520661	-	2520460	Chr2B	3907705	3908107	-	3907906	1.0	1.0	collinear
gene:TraesCS2B03G0009900	Chr2B	2672857	2674541	-	2673699	Chr2B	4091755	4093436	-	4092595	0.998	0.994	collinear
gene:TraesCS2B03G0010000	Chr2B	2678638	2681094	-	2679866	Chr2B	4097535	4099991	-	4098763	1.0	0.998	collinear
gene:TraesCS2B03G0010300	Chr2B	2698016	2703512	+	2700764	Chr2B	4117171	4122646	+	4119908	0.999	0.996	collinear
gene:TraesCS2B03G0010400	Chr2B	2717986	2718723	-	2718354	Chr2B	4137132	4137869	-	4137500	1.0	0.991	collinear
gene:TraesCS2B03G0010800	Chr2B	2882010	2883720	-	2882865	Chr2B	4323136	4324857	-	4323996	1.0	0.99	collinear
gene:TraesCS2B03G0010900	Chr2B	2892074	2894736	+	2893405	Chr2B	4365632	4368644	+	4367138	1.0	0.983	collinear
gene:TraesCS2B03G0011000	Chr2B	2916973	2932515	-	2924744	Chr2B	4387767	4398453	-	4393110	0.976	0.968	collinear
gene:TraesCS2B03G0011100	Chr2B	2935121	2936823	+	2935972	Chr2B	5831487	5833165	-	5832326	0.977	0.906	collinear
gene:TraesCS2B03G0011300	Chr2B	2962930	2963370	+	2963150	Chr2B	4432601	4433041	+	4432821	1.0	1.0	collinear
gene:TraesCS2B03G0011700	Chr2B	3194437	3195324	-	3194880	Chr2B	5852440	5853320	-	5852880	0.99	0.973	collinear
gene:TraesCS2B03G0014300	Chr2B	4031007	4035278	-	4033142	Chr2B	5517172	5521442	-	5519307	0.999	0.991	collinear
gene:TraesCS2B03G0014500	Chr2B	4057416	4065064	-	4061240	Chr2B	5347136	5354785	-	5350960	1.0	0.992	collinear
gene:TraesCS2B03G0015300	Chr2B	4921039	4922226	-	4921632	Chr2B	5885811	5886981	-	5886396	0.985	0.981	collinear
gene:TraesCS2B03G0015400	Chr2B	4921039	4925322	-	4923180	Chr2B	5885811	5890077	-	5887944	0.996	0.992	collinear
gene:TraesCS2B03G0016000	Chr2B	5016726	5020169	+	5018447	Chr2B	5985785	5989228	+	5987506	1.0	0.994	collinear
gene:TraesCS2B03G0016200	Chr2B	5031749	5033515	-	5032632	Chr2B	6008509	6010278	-	6009393	1.0	0.975	collinear
gene:TraesCS2B03G0016300	Chr2B	5034478	5034879	-	5034678	Chr2B	6012611	6013012	-	6012811	1.0	0.972	collinear
