gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	Landmark_tgt_strand	Landmark_tgt_midpoint	Landmark_coverage	Landmark_identity	segment
gene:TraesCS6D03G0000300	Chr6D	43457	44110	-	43783	Chr6D	88465	89118	-	88791	1.0	0.996	collinear
gene:TraesCS6D03G0000400	Chr6D	52444	52899	+	52671	Chr6D	97451	97906	+	97678	1.0	1.0	collinear
gene:TraesCS6D03G0003800	Chr6D	598333	601573	-	599953	Chr6D	199579	202819	-	201199	1.0	0.998	collinear
gene:TraesCS6D03G0004000	Chr6D	674763	675185	-	674974	Chr6D	264944	265366	-	265155	1.0	0.997	collinear
gene:TraesCS6D03G0004600	Chr6D	797280	798536	+	797908	Chr6D	396790	398046	+	397418	1.0	1.0	collinear
gene:TraesCS6D03G0004700	Chr6D	799214	801609	+	800411	Chr6D	398724	401119	+	399921	1.0	1.0	collinear
gene:TraesCS6D03G0005600	Chr6D	959215	959478	+	959346	Chr6D	560489	560752	+	560620	1.0	1.0	collinear
gene:TraesCS6D03G0006800	Chr6D	1364800	1366449	+	1365624	Chr6D	717395	719044	+	718219	1.0	0.999	collinear
gene:TraesCS6D03G0007000	Chr6D	1403764	1407970	-	1405867	Chr6D	756368	760551	-	758459	0.994	0.993	collinear
gene:TraesCS6D03G0007200	Chr6D	1411704	1421963	-	1416833	Chr6D	764285	774261	-	769273	1.0	0.999	collinear
gene:TraesCS6D03G0007300	Chr6D	1436172	1441156	+	1438664	Chr6D	801059	806043	+	803551	1.0	1.0	collinear
gene:TraesCS6D03G0007500	Chr6D	1479620	1482804	+	1481212	Chr6D	844913	848097	+	846505	1.0	0.998	collinear
gene:TraesCS6D03G0007600	Chr6D	1498848	1508542	-	1503695	Chr6D	864154	873831	-	868992	1.0	0.998	collinear
gene:TraesCS6D03G0007800	Chr6D	1529313	1530649	-	1529981	Chr6D	894514	895850	-	895182	1.0	1.0	collinear
gene:TraesCS6D03G0008200	Chr6D	1562254	1562682	-	1562468	Chr6D	927621	928049	-	927835	1.0	0.993	collinear
gene:TraesCS6D03G0008300	Chr6D	1576200	1578916	+	1577558	Chr6D	942351	945065	+	943708	0.999	0.995	collinear
gene:TraesCS6D03G0008600	Chr6D	1617253	1618208	+	1617730	Chr6D	1018841	1019796	+	1019318	1.0	0.992	collinear
gene:TraesCS6D03G0008700	Chr6D	1625389	1626300	+	1625844	Chr6D	1026980	1027891	+	1027435	1.0	0.994	collinear
gene:TraesCS6D03G0008900	Chr6D	1750151	1751236	+	1750693	Chr6D	1139018	1140103	+	1139560	1.0	0.998	collinear
gene:TraesCS6D03G0009000	Chr6D	1759389	1764048	-	1761718	Chr6D	1148358	1153003	-	1150680	0.996	0.994	collinear
gene:TraesCS6D03G0009100	Chr6D	1769252	1772936	+	1771094	Chr6D	1158153	1161821	+	1159987	1.0	0.995	collinear
gene:TraesCS6D03G0009200	Chr6D	1787907	1788841	-	1788374	Chr6D	1176668	1177602	-	1177135	1.0	0.991	collinear
gene:TraesCS6D03G0009700	Chr6D	1889545	1890474	-	1890009	Chr6D	1285289	1286218	-	1285753	1.0	0.994	collinear
gene:TraesCS6D03G0010300	Chr6D	1964939	1967513	+	1966226	Chr6D	1332993	1335551	+	1334272	0.996	0.994	collinear
gene:TraesCS6D03G0010700	Chr6D	2052300	2059460	+	2055880	Chr6D	1354496	1361644	+	1358070	1.0	0.998	collinear
gene:TraesCS6D03G0010900	Chr6D	2081888	2088204	+	2085046	Chr6D	1433340	1439278	+	1436309	0.999	0.98	collinear
gene:TraesCS6D03G0011000	Chr6D	2091320	2092937	-	2092128	Chr6D	1442963	1444579	-	1443771	0.999	0.996	collinear
gene:TraesCS6D03G0011300	Chr6D	2151178	2151584	+	2151381	Chr6D	1503765	1504171	+	1503968	1.0	0.997	collinear
gene:TraesCS6D03G0011500	Chr6D	2153707	2155826	+	2154766	Chr6D	1506293	1508412	+	1507352	1.0	0.998	collinear
gene:TraesCS6D03G0011700	Chr6D	2223820	2229371	+	2226595	Chr6D	1574244	1579306	+	1576775	0.949	0.939	collinear
gene:TraesCS6D03G0011800	Chr6D	2230085	2234438	-	2232261	Chr6D	1580020	1584373	-	1582196	1.0	1.0	collinear
gene:TraesCS6D03G0012000	Chr6D	2248880	2253420	+	2251150	Chr6D	1598811	1603350	+	1601080	1.0	0.999	collinear
gene:TraesCS6D03G0012100	Chr6D	2253761	2256109	+	2254935	Chr6D	1603691	1606039	+	1604865	1.0	1.0	collinear
gene:TraesCS6D03G0012200	Chr6D	2256122	2258291	+	2257206	Chr6D	1606052	1608221	+	1607136	1.0	1.0	collinear
gene:TraesCS6D03G0012400	Chr6D	2258250	2263550	-	2260900	Chr6D	1608180	1613521	-	1610850	0.995	0.99	collinear
gene:TraesCS6D03G0012600	Chr6D	2304145	2310167	-	2307156	Chr6D	1654320	1660205	-	1657262	0.999	0.998	collinear
gene:TraesCS6D03G0012800	Chr6D	2336946	2340619	-	2338782	Chr6D	1687655	1691328	-	1689491	1.0	1.0	collinear
gene:TraesCS6D03G0012900	Chr6D	2381888	2391593	+	2386740	Chr6D	1732547	1742252	+	1737399	1.0	0.999	collinear
gene:TraesCS6D03G0013100	Chr6D	2420566	2421251	+	2420908	Chr6D	1771146	1771831	+	1771488	1.0	1.0	collinear
gene:TraesCS6D03G0013400	Chr6D	2484061	2487246	-	2485653	Chr6D	1834546	1837731	-	1836138	1.0	1.0	collinear
gene:TraesCS6D03G0013500	Chr6D	2498481	2500053	+	2499267	Chr6D	1849013	1850585	+	1849799	1.0	1.0	collinear
gene:TraesCS6D03G0013600	Chr6D	2500109	2501299	+	2500704	Chr6D	1850641	1851831	+	1851236	1.0	1.0	collinear
gene:TraesCS6D03G0013800	Chr6D	2595039	2596583	+	2595811	Chr6D	1945333	1946877	+	1946105	1.0	1.0	collinear
gene:TraesCS6D03G0014100	Chr6D	2650839	2652374	-	2651606	Chr6D	2001723	2003255	-	2002489	0.997	0.997	collinear
gene:TraesCS6D03G0014800	Chr6D	2817020	2819252	+	2818136	Chr6D	2152004	2154236	+	2153120	1.0	1.0	collinear
gene:TraesCS6D03G0014900	Chr6D	2831086	2832280	+	2831683	Chr6D	2166070	2167264	+	2166667	1.0	1.0	collinear
gene:TraesCS6D03G0015000	Chr6D	2854348	2871319	-	2862833	Chr6D	2188750	2205904	-	2197327	1.0	1.0	collinear
gene:TraesCS6D03G0015300	Chr6D	2886437	2890407	+	2888422	Chr6D	2221195	2225165	+	2223180	1.0	1.0	collinear
gene:TraesCS6D03G0015400	Chr6D	2895434	2897880	+	2896657	Chr6D	2230191	2232637	+	2231414	1.0	0.999	collinear
gene:TraesCS6D03G0015700	Chr6D	2910492	2913432	+	2911962	Chr6D	2245249	2248189	+	2246719	1.0	1.0	collinear
gene:TraesCS6D03G0015800	Chr6D	2918728	2920608	+	2919668	Chr6D	2253485	2255365	+	2254425	1.0	1.0	collinear
gene:TraesCS6D03G0016000	Chr6D	2954763	2957526	-	2956144	Chr6D	2289551	2292314	-	2290932	1.0	1.0	collinear
gene:TraesCS6D03G0016200	Chr6D	2979470	2992784	-	2986127	Chr6D	2315107	2328342	-	2321724	1.0	1.0	collinear
gene:TraesCS6D03G0016500	Chr6D	3014273	3017041	-	3015657	Chr6D	2348885	2351653	-	2350269	1.0	1.0	collinear
gene:TraesCS6D03G0016600	Chr6D	3023887	3025392	-	3024639	Chr6D	2358574	2360079	-	2359326	1.0	1.0	collinear
gene:TraesCS6D03G0016800	Chr6D	3036582	3039393	-	3037987	Chr6D	2370938	2373932	-	2372435	1.0	1.0	collinear
gene:TraesCS6D03G0016900	Chr6D	3046129	3052058	-	3049093	Chr6D	2380401	2386330	-	2383365	1.0	1.0	collinear
gene:TraesCS6D03G0017000	Chr6D	3073668	3076208	-	3074938	Chr6D	2407870	2410410	-	2409140	1.0	1.0	collinear
gene:TraesCS6D03G0017200	Chr6D	3140837	3142923	-	3141880	Chr6D	2474528	2476614	-	2475571	1.0	1.0	collinear
gene:TraesCS6D03G0017300	Chr6D	3159367	3163246	+	3161306	Chr6D	2492357	2495928	+	2494142	1.0	1.0	collinear
gene:TraesCS6D03G0017400	Chr6D	3271951	3276380	+	3274165	Chr6D	2604709	2609138	+	2606923	1.0	1.0	collinear
gene:TraesCS6D03G0017700	Chr6D	3314006	3317537	+	3315771	Chr6D	2646825	2650355	+	2648590	1.0	1.0	collinear
gene:TraesCS6D03G0017800	Chr6D	3344049	3346451	-	3345250	Chr6D	2676622	2679024	-	2677823	1.0	0.999	collinear
