gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	Landmark_tgt_strand	Landmark_tgt_midpoint	Landmark_coverage	Landmark_identity	segment
gene:TraesCS7A03G0000200	Chr7A	237447	240619	+	239033	Chr7A	4568042	4571214	-	4569628	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0000300	Chr7A	241763	245662	-	243712	Chr7A	4563000	4566898	+	4564949	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0000400	Chr7A	249969	253391	+	251680	Chr7A	4555272	4558694	-	4556983	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0001000	Chr7A	287782	289092	+	288437	Chr7A	4520448	4521761	-	4521104	1.0	0.994	rearrangement:Chr7A_block1
gene:TraesCS7A03G0001800	Chr7A	329150	329954	+	329552	Chr7A	4478561	4479365	-	4478963	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0001900	Chr7A	339975	343261	-	341618	Chr7A	4464666	4467952	+	4466309	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0002500	Chr7A	458993	460972	-	459982	Chr7A	4344138	4346117	+	4345127	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0002900	Chr7A	625626	629540	+	627583	Chr7A	4165302	4169215	-	4167258	1.0	0.999	rearrangement:Chr7A_block1
gene:TraesCS7A03G0003000	Chr7A	636996	649433	-	643214	Chr7A	4145435	4157872	+	4151653	1.0	0.999	rearrangement:Chr7A_block1
gene:TraesCS7A03G0003300	Chr7A	658982	671984	-	665483	Chr7A	4122478	4135885	+	4129181	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0003400	Chr7A	751650	755043	-	753346	Chr7A	4038688	4042081	+	4040384	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0003500	Chr7A	776562	777005	-	776783	Chr7A	4016692	4017135	+	4016913	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0004100	Chr7A	965060	971771	+	968415	Chr7A	3821044	3827755	-	3824399	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A03G0004300	Chr7A	1116397	1117068	+	1116732	Chr7A	3674967	3675638	-	3675302	1.0	1.0	rearrangement:Chr7A_block1
