gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	Landmark_tgt_strand	Landmark_tgt_midpoint	Landmark_coverage	Landmark_identity	segment
gene:TraesCS2B03G0045200	Chr2B	11908629	11909914	-	11909271	Chr2B	417252	418537	+	417894	1.0	0.997	rearrangement:Chr2B_block1
gene:TraesCS2B03G0045500	Chr2B	11953152	11954641	+	11953896	Chr2B	467576	469065	+	468320	1.0	0.997	rearrangement:Chr2B_block1
gene:TraesCS2B03G0046100	Chr2B	12230579	12231627	-	12231103	Chr2B	582911	583959	-	583435	1.0	0.993	rearrangement:Chr2B_block1
gene:TraesCS2B03G0046400	Chr2B	12245084	12246319	+	12245701	Chr2B	609166	610401	+	609783	1.0	0.998	rearrangement:Chr2B_block1
gene:TraesCS2B03G0046300	Chr2B	12245024	12246636	+	12245830	Chr2B	609106	610718	+	609912	1.0	0.998	rearrangement:Chr2B_block1
gene:TraesCS2B03G0046600	Chr2B	12298712	12301127	+	12299919	Chr2B	663206	665621	+	664413	1.0	0.997	rearrangement:Chr2B_block1
gene:TraesCS2B03G0046700	Chr2B	12396725	12399054	+	12397889	Chr2B	760459	762789	+	761624	1.0	0.998	rearrangement:Chr2B_block1
gene:TraesCS2B03G0047000	Chr2B	12537971	12540326	+	12539148	Chr2B	859098	861452	+	860275	1.0	0.997	rearrangement:Chr2B_block1
gene:TraesCS2B03G0047100	Chr2B	12584834	12585947	-	12585390	Chr2B	945378	946484	-	945931	1.0	0.994	rearrangement:Chr2B_block1
gene:TraesCS2B03G0047200	Chr2B	12595123	12596934	+	12596028	Chr2B	955672	957483	+	956577	1.0	0.998	rearrangement:Chr2B_block1
gene:TraesCS2B03G0047300	Chr2B	12606495	12608204	+	12607349	Chr2B	967371	969086	+	968228	1.0	0.994	rearrangement:Chr2B_block1
gene:TraesCS2B03G0047400	Chr2B	12616252	12628595	+	12622423	Chr2B	978166	990775	+	984470	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0047600	Chr2B	12734549	12737361	+	12735955	Chr2B	1097428	1100445	+	1098936	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0047700	Chr2B	12772668	12777056	+	12774862	Chr2B	1112820	1117208	+	1115014	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0047800	Chr2B	12781702	12782631	+	12782166	Chr2B	1121853	1122782	+	1122317	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0047900	Chr2B	12783163	12784476	+	12783819	Chr2B	1123314	1124627	+	1123970	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0048000	Chr2B	12785502	12793555	-	12789528	Chr2B	1125653	1133706	-	1129679	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0048100	Chr2B	12795192	12804217	+	12799704	Chr2B	1135384	1144389	+	1139886	1.0	0.999	rearrangement:Chr2B_block1
gene:TraesCS2B03G0049400	Chr2B	12981259	12981576	+	12981417	Chr2B	1177799	1178116	-	1177957	1.0	0.996	rearrangement:Chr2B_block1
gene:TraesCS2B03G0020600	Chr2B	6113325	6116343	-	6114834	Chr2B	21108	24126	-	22617	1.0	0.999	collinear
gene:TraesCS2B03G0021300	Chr2B	6161766	6163667	-	6162716	Chr2B	59548	61512	+	60530	1.0	0.998	collinear
gene:TraesCS2B03G0021600	Chr2B	6188607	6190076	-	6189341	Chr2B	112340	113809	+	113074	1.0	0.997	collinear
gene:TraesCS2B03G0022100	Chr2B	6245944	6247230	+	6246587	Chr2B	169576	170863	+	170219	1.0	0.999	collinear
gene:TraesCS2B03G0022200	Chr2B	6269901	6271154	+	6270527	Chr2B	193361	194614	+	193987	1.0	0.999	collinear
gene:TraesCS2B03G0022400	Chr2B	6456104	6457096	-	6456600	Chr2B	344065	345057	-	344561	1.0	0.996	collinear
gene:TraesCS2B03G0022500	Chr2B	6468597	6470870	+	6469733	Chr2B	356551	358782	+	357666	1.0	0.997	collinear
gene:TraesCS2B03G0023300	Chr2B	6570795	6571658	+	6571226	Chr2B	134023	134886	+	134454	1.0	0.987	collinear
gene:TraesCS2B03G0026100	Chr2B	7188185	7188382	-	7188283	Chr2B	5730204	5730401	+	5730302	1.0	1.0	collinear
gene:TraesCS2B03G0026200	Chr2B	7202008	7208867	-	7205437	Chr2B	5709719	5716578	+	5713148	1.0	0.999	collinear
gene:TraesCS2B03G0026300	Chr2B	7231414	7238036	-	7234725	Chr2B	5680176	5686798	+	5683487	1.0	1.0	collinear
gene:TraesCS2B03G0026600	Chr2B	7342466	7343956	+	7343211	Chr2B	5613933	5615423	-	5614678	1.0	1.0	collinear
gene:TraesCS2B03G0026500	Chr2B	7342428	7347675	-	7345051	Chr2B	5610214	5615461	+	5612837	1.0	0.999	collinear
gene:TraesCS2B03G0026800	Chr2B	7368058	7373714	+	7370886	Chr2B	5584011	5589667	-	5586839	1.0	1.0	collinear
gene:TraesCS2B03G0026900	Chr2B	7374744	7376852	-	7375798	Chr2B	5580873	5582981	+	5581927	1.0	1.0	collinear
gene:TraesCS2B03G0027000	Chr2B	7384257	7389466	+	7386861	Chr2B	5567939	5573468	-	5570703	1.0	1.0	collinear
gene:TraesCS2B03G0027300	Chr2B	7423234	7427119	-	7425176	Chr2B	5520407	5524232	+	5522319	0.971	0.964	collinear
gene:TraesCS2B03G0027400	Chr2B	7430644	7430993	-	7430818	Chr2B	5516362	5516710	+	5516536	1.0	0.987	collinear
gene:TraesCS2B03G0027500	Chr2B	7457794	7474452	+	7466123	Chr2B	5488130	5494006	-	5491068	0.909	0.905	collinear
gene:TraesCS2B03G0027600	Chr2B	7480197	7485085	+	7482641	Chr2B	5474003	5478891	-	5476447	1.0	0.993	collinear
gene:TraesCS2B03G0027700	Chr2B	7488542	7503846	+	7496194	Chr2B	5456979	5470543	-	5463761	1.0	0.996	collinear
gene:TraesCS2B03G0027800	Chr2B	7503853	7505322	-	7504587	Chr2B	5455503	5456972	+	5456237	1.0	0.997	collinear
gene:TraesCS2B03G0027900	Chr2B	7523936	7527616	+	7525776	Chr2B	5341467	5345147	-	5343307	1.0	1.0	collinear
gene:TraesCS2B03G0028000	Chr2B	7543649	7547126	+	7545387	Chr2B	5321957	5325434	-	5323695	1.0	0.998	collinear
gene:TraesCS2B03G0028100	Chr2B	7550450	7550846	-	7550648	Chr2B	5318237	5318633	+	5318435	1.0	1.0	collinear
gene:TraesCS2B03G0028300	Chr2B	7608181	7613666	+	7610923	Chr2B	5255144	5261027	-	5258085	1.0	1.0	collinear
gene:TraesCS2B03G0028400	Chr2B	7623099	7624529	+	7623814	Chr2B	5243921	5245351	-	5244636	1.0	1.0	collinear
gene:TraesCS2B03G0028700	Chr2B	7643082	7646942	+	7645012	Chr2B	5221501	5225361	-	5223431	1.0	1.0	collinear
gene:TraesCS2B03G0028900	Chr2B	7658092	7659718	-	7658905	Chr2B	5208696	5210322	+	5209509	1.0	0.995	collinear
gene:TraesCS2B03G0029100	Chr2B	7701267	7705799	-	7703533	Chr2B	5189327	5193821	+	5191574	0.949	0.949	collinear
gene:TraesCS2B03G0029200	Chr2B	7868819	7869526	+	7869172	Chr2B	5024512	5025219	-	5024865	1.0	1.0	collinear
gene:TraesCS2B03G0029300	Chr2B	7872274	7875518	-	7873896	Chr2B	5018520	5021764	+	5020142	1.0	1.0	collinear
gene:TraesCS2B03G0029600	Chr2B	7890473	7900384	-	7895428	Chr2B	4993187	5003525	+	4998356	1.0	0.999	collinear
gene:TraesCS2B03G0029700	Chr2B	7911010	7912109	+	7911559	Chr2B	4981460	4982559	-	4982009	1.0	1.0	collinear
gene:TraesCS2B03G0030200	Chr2B	7977648	7979453	+	7978550	Chr2B	4913320	4915126	-	4914223	1.0	0.999	collinear
gene:TraesCS2B03G0030300	Chr2B	8006235	8010811	+	8008523	Chr2B	4881580	4885883	-	4883731	1.0	1.0	collinear
gene:TraesCS2B03G0030400	Chr2B	8013387	8018171	-	8015779	Chr2B	4874097	4878881	+	4876489	1.0	1.0	collinear
gene:TraesCS2B03G0030500	Chr2B	8021978	8025987	+	8023982	Chr2B	4865881	4869890	-	4867885	1.0	1.0	collinear
gene:TraesCS2B03G0030600	Chr2B	8028120	8034668	-	8031394	Chr2B	4857405	4863954	+	4860679	1.0	1.0	collinear
gene:TraesCS2B03G0030700	Chr2B	8065103	8066982	-	8066042	Chr2B	4832133	4833992	+	4833062	0.988	0.987	collinear
gene:TraesCS2B03G0030800	Chr2B	8082243	8086823	-	8084533	Chr2B	4812087	4816667	+	4814377	1.0	0.999	collinear
gene:TraesCS2B03G0030900	Chr2B	8091004	8091576	-	8091290	Chr2B	4807220	4807792	+	4807506	1.0	1.0	collinear
gene:TraesCS2B03G0031000	Chr2B	8098223	8098723	+	8098473	Chr2B	4799772	4800272	-	4800022	1.0	1.0	collinear
gene:TraesCS2B03G0031100	Chr2B	8101793	8102553	+	8102173	Chr2B	4795938	4796698	-	4796318	1.0	1.0	collinear
gene:TraesCS2B03G0031200	Chr2B	8114748	8116073	-	8115410	Chr2B	4782418	4783743	+	4783080	1.0	1.0	collinear
gene:TraesCS2B03G0031900	Chr2B	8209424	8214046	-	8211735	Chr2B	4682831	4687453	+	4685142	1.0	0.999	collinear
gene:TraesCS2B03G0032500	Chr2B	8318794	8321353	+	8320073	Chr2B	4575378	4577949	-	4576663	1.0	0.985	collinear
gene:TraesCS2B03G0032900	Chr2B	8569211	8569753	+	8569482	Chr2B	4312278	4312820	-	4312549	1.0	1.0	collinear
gene:TraesCS2B03G0033000	Chr2B	8645459	8647142	+	8646300	Chr2B	4233449	4235132	-	4234290	1.0	1.0	collinear
gene:TraesCS2B03G0033300	Chr2B	8677011	8677322	+	8677166	Chr2B	4202195	4202506	-	4202350	1.0	1.0	collinear
gene:TraesCS2B03G0033400	Chr2B	8696627	8703483	-	8700055	Chr2B	4142047	4149354	+	4145700	0.986	0.962	collinear
gene:TraesCS2B03G0034000	Chr2B	9042175	9042552	+	9042363	Chr2B	4075548	4075925	-	4075736	1.0	0.994	collinear
gene:TraesCS2B03G0034200	Chr2B	9153032	9155753	+	9154392	Chr2B	3955512	3958233	-	3956872	0.999	0.967	collinear
gene:TraesCS2B03G0034400	Chr2B	9162506	9163054	+	9162780	Chr2B	3948211	3948759	-	3948485	1.0	1.0	collinear
gene:TraesCS2B03G0034800	Chr2B	9231046	9234494	+	9232770	Chr2B	3877956	3881404	-	3879680	1.0	1.0	collinear
gene:TraesCS2B03G0035000	Chr2B	9247068	9254229	+	9250648	Chr2B	3858268	3865435	-	3861851	1.0	1.0	collinear
gene:TraesCS2B03G0034900	Chr2B	9246803	9289710	-	9268256	Chr2B	3822474	3865700	+	3844087	1.0	1.0	collinear
gene:TraesCS2B03G0035200	Chr2B	9343040	9344596	+	9343818	Chr2B	3795281	3796837	-	3796059	1.0	1.0	collinear
gene:TraesCS2B03G0035300	Chr2B	9343040	9345337	+	9344188	Chr2B	3794540	3796837	-	3795688	1.0	1.0	collinear
gene:TraesCS2B03G0035500	Chr2B	9345406	9346238	+	9345822	Chr2B	3793639	3794471	-	3794055	1.0	1.0	collinear
gene:TraesCS2B03G0036600	Chr2B	9591731	9595119	+	9593425	Chr2B	3557939	3561327	-	3559633	1.0	0.999	collinear
gene:TraesCS2B03G0036700	Chr2B	9601532	9604373	-	9602952	Chr2B	3548699	3551540	+	3550119	1.0	1.0	collinear
gene:TraesCS2B03G0036800	Chr2B	9689277	9694655	+	9691966	Chr2B	3511338	3516716	-	3514027	1.0	0.999	collinear
gene:TraesCS2B03G0036900	Chr2B	9696616	9701784	+	9699200	Chr2B	3504145	3509296	-	3506720	1.0	1.0	collinear
gene:TraesCS2B03G0037000	Chr2B	9708622	9713131	-	9710876	Chr2B	3492799	3497310	+	3495054	1.0	0.999	collinear
gene:TraesCS2B03G0037600	Chr2B	10352360	10355723	+	10354041	Chr2B	2870099	2873462	-	2871780	1.0	1.0	collinear
gene:TraesCS2B03G0037900	Chr2B	10428959	10429546	+	10429252	Chr2B	2802594	2803181	-	2802887	1.0	1.0	collinear
gene:TraesCS2B03G0038000	Chr2B	10466399	10469668	+	10468033	Chr2B	2760771	2764040	-	2762405	1.0	1.0	collinear
gene:TraesCS2B03G0038100	Chr2B	10491592	10494176	+	10492884	Chr2B	2737523	2740107	-	2738815	1.0	0.999	collinear
gene:TraesCS2B03G0038200	Chr2B	10588029	10591331	+	10589680	Chr2B	2639257	2642572	-	2640914	1.0	1.0	collinear
gene:TraesCS2B03G0038400	Chr2B	10647577	10651198	+	10649387	Chr2B	2581897	2585518	-	2583707	1.0	1.0	collinear
gene:TraesCS2B03G0038500	Chr2B	10659178	10659779	-	10659478	Chr2B	2573316	2573917	+	2573616	1.0	1.0	collinear
gene:TraesCS2B03G0038600	Chr2B	10757228	10760110	-	10758669	Chr2B	2473748	2476636	+	2475192	0.999	0.995	collinear
gene:TraesCS2B03G0039900	Chr2B	10878933	10879520	-	10879226	Chr2B	2354313	2354900	+	2354606	1.0	1.0	collinear
gene:TraesCS2B03G0040000	Chr2B	10882178	10886156	+	10884167	Chr2B	2339102	2343659	-	2341380	1.0	1.0	collinear
gene:TraesCS2B03G0040100	Chr2B	10886848	10888396	-	10887622	Chr2B	2336862	2338410	+	2337636	1.0	1.0	collinear
