gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	Landmark_tgt_strand	Landmark_tgt_midpoint	Landmark_coverage	Landmark_identity	segment
gene:TraesCS3A03G0000100	Chr3A	26146	30400	+	28273	Chr3A	632832	637067	+	634949	1.0	0.992	collinear
gene:TraesCS3A03G0000200	Chr3A	53676	57493	-	55584	Chr3A	668952	672760	-	670856	0.992	0.987	collinear
gene:TraesCS3A03G0000600	Chr3A	170523	170900	+	170711	Chr3A	825702	826078	+	825890	0.997	0.992	collinear
gene:TraesCS3A03G0002400	Chr3A	721607	725654	-	723630	Chr3A	1330620	1334665	-	1332642	0.998	0.997	collinear
gene:TraesCS3A03G0002600	Chr3A	730535	733253	-	731894	Chr3A	1339464	1342182	-	1340823	1.0	0.998	collinear
gene:TraesCS3A03G0002700	Chr3A	747197	753779	+	750488	Chr3A	1377881	1384388	+	1381134	0.966	0.952	collinear
gene:TraesCS3A03G0002800	Chr3A	762529	765599	+	764064	Chr3A	1389995	1393157	+	1391576	1.0	0.982	collinear
gene:TraesCS3A03G0003000	Chr3A	954676	957962	+	956319	Chr3A	1549995	1553279	+	1551637	1.0	0.998	collinear
gene:TraesCS3A03G0003300	Chr3A	983733	985531	+	984632	Chr3A	1579311	1581176	+	1580243	0.97	0.957	collinear
gene:TraesCS3A03G0003600	Chr3A	1030844	1033134	+	1031989	Chr3A	1625154	1627444	+	1626299	1.0	0.993	collinear
gene:TraesCS3A03G0004000	Chr3A	1075288	1077959	+	1076623	Chr3A	1670505	1673066	+	1671785	0.953	0.951	collinear
gene:TraesCS3A03G0005000	Chr3A	1668456	1668815	+	1668635	Chr3A	3522184	3522540	-	3522362	0.991	0.991	collinear
gene:TraesCS3A03G0005300	Chr3A	1686660	1687091	+	1686875	Chr3A	3505190	3505616	-	3505403	0.981	0.96	collinear
gene:TraesCS3A03G0005500	Chr3A	1712162	1713083	+	1712622	Chr3A	3493786	3494707	-	3494246	1.0	0.991	collinear
gene:TraesCS3A03G0006000	Chr3A	1805228	1805714	-	1805471	Chr3A	3344207	3344693	+	3344450	1.0	0.996	collinear
gene:TraesCS3A03G0006800	Chr3A	1872412	1874269	+	1873340	Chr3A	3204983	3206840	-	3205911	1.0	0.99	collinear
gene:TraesCS3A03G0007300	Chr3A	1881511	1881988	+	1881749	Chr3A	3195924	3196401	-	3196162	1.0	0.995	collinear
gene:TraesCS3A03G0007400	Chr3A	1888827	1889429	+	1889128	Chr3A	3188822	3189424	-	3189123	1.0	0.993	collinear
gene:TraesCS3A03G0007900	Chr3A	1986188	1988425	-	1987306	Chr3A	2981657	2983900	+	2982778	1.0	0.954	collinear
gene:TraesCS3A03G0008000	Chr3A	1993217	1993959	+	1993588	Chr3A	2967256	2967998	-	2967627	0.998	0.989	collinear
gene:TraesCS3A03G0008400	Chr3A	2008922	2012376	+	2010649	Chr3A	2957998	2961454	-	2959726	1.0	0.994	collinear
gene:TraesCS3A03G0008700	Chr3A	2225872	2226467	+	2226169	Chr3A	2929508	2930103	-	2929805	0.997	0.968	collinear
gene:TraesCS3A03G0009000	Chr3A	2524157	2524527	+	2524342	Chr3A	2810016	2810386	+	2810201	1.0	0.975	collinear
gene:TraesCS3A03G0009100	Chr3A	2692803	2693503	+	2693153	Chr3A	2029009	2029710	-	2029359	0.998	0.962	collinear
gene:TraesCS3A03G0009600	Chr3A	3003041	3003623	+	3003332	Chr3A	1957740	1958322	-	1958031	1.0	0.973	collinear
gene:TraesCS3A03G0010200	Chr3A	3503928	3504623	+	3504275	Chr3A	2272492	2273185	-	2272838	0.996	0.975	collinear
