gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	Landmark_tgt_strand	Landmark_tgt_midpoint	Landmark_coverage	Landmark_identity	segment
gene:TraesCS3D03G0000500	Chr3D	162008	165953	-	163980	Chr3D	225393	229223	+	227308	0.98	0.937	collinear
gene:TraesCS3D03G0001100	Chr3D	351113	355413	+	353263	Chr3D	76755	80967	-	78861	1.0	0.968	collinear
gene:TraesCS3D03G0001900	Chr3D	579644	582517	-	581080	Chr3D	529558	532420	-	530989	0.985	0.911	collinear
gene:TraesCS3D03G0002300	Chr3D	693528	696046	+	694787	Chr3D	683022	685629	-	684325	0.996	0.954	collinear
gene:TraesCS3D03G0002700	Chr3D	817877	820684	+	819280	Chr3D	919453	922457	+	920955	1.0	0.971	collinear
gene:TraesCS3D03G0005200	Chr3D	1190842	1191189	-	1191015	Chr3D	1453331	1453678	-	1453504	1.0	0.942	collinear
gene:TraesCS3D03G0005300	Chr3D	1192861	1193316	-	1193088	Chr3D	1455103	1455552	-	1455327	0.967	0.907	collinear
gene:TraesCS3D03G0005400	Chr3D	1281513	1290345	-	1285929	Chr3D	1473835	1482636	-	1478235	0.974	0.932	collinear
gene:TraesCS3D03G0005700	Chr3D	1306177	1308940	+	1307558	Chr3D	1508516	1511370	+	1509943	1.0	0.966	collinear
gene:TraesCS3D03G0005800	Chr3D	1311820	1319448	-	1315634	Chr3D	1514747	1522367	-	1518557	0.99	0.916	collinear
gene:TraesCS3D03G0006200	Chr3D	1445437	1445859	+	1445648	Chr3D	1538940	1539347	+	1539143	0.964	0.938	collinear
gene:TraesCS3D03G0008200	Chr3D	1597665	1598401	-	1598033	Chr3D	1623461	1624195	-	1623828	0.998	0.93	collinear
gene:TraesCS3D03G0009200	Chr3D	1663003	1663416	+	1663209	Chr3D	2068827	2069240	-	2069033	1.0	0.971	collinear
gene:TraesCS3D03G0010000	Chr3D	1755449	1757937	+	1756693	Chr3D	1760560	1762936	-	1761748	1.0	0.971	collinear
gene:TraesCS3D03G0011500	Chr3D	2010145	2011606	-	2010875	Chr3D	2334588	2336049	-	2335318	0.998	0.979	collinear
gene:TraesCS3D03G0011600	Chr3D	2017247	2017954	-	2017600	Chr3D	2341003	2341709	-	2341356	0.998	0.956	collinear
gene:TraesCS3D03G0012400	Chr3D	2149067	2150912	-	2149989	Chr3D	2690833	2692673	-	2691753	0.991	0.936	collinear
gene:TraesCS3D03G0012600	Chr3D	2162896	2166424	+	2164660	Chr3D	2701470	2705501	+	2703485	0.97	0.922	collinear
gene:TraesCS3D03G0013200	Chr3D	2238841	2242333	-	2240587	Chr3D	2713556	2717099	-	2715327	0.988	0.907	collinear
gene:TraesCS3D03G0013300	Chr3D	2257630	2259555	+	2258592	Chr3D	2776254	2778117	+	2777185	0.937	0.912	collinear
gene:TraesCS3D03G0013600	Chr3D	2262089	2264237	+	2263163	Chr3D	2780708	2782853	+	2781780	0.998	0.956	collinear
gene:TraesCS3D03G0013700	Chr3D	2288946	2291244	+	2290095	Chr3D	2798372	2800676	+	2799524	0.988	0.947	collinear
gene:TraesCS3D03G0013800	Chr3D	2294788	2295291	+	2295039	Chr3D	2803696	2804208	+	2803952	1.0	0.939	collinear
gene:TraesCS3D03G0015300	Chr3D	2617340	2619344	-	2618342	Chr3D	2979222	2981316	-	2980269	0.976	0.91	collinear
gene:TraesCS3D03G0017100	Chr3D	3024974	3029545	+	3027259	Chr3D	3651864	3656871	+	3654367	0.989	0.91	collinear
gene:TraesCS3D03G0017400	Chr3D	3116522	3120868	+	3118695	Chr3D	3691427	3695699	+	3693563	0.977	0.94	collinear
gene:TraesCS3D03G0017500	Chr3D	3124047	3124545	-	3124296	Chr3D	3699004	3699446	-	3699225	0.996	0.9	collinear
gene:TraesCS3D03G0017900	Chr3D	3185368	3186843	-	3186105	Chr3D	3721348	3722814	-	3722081	0.993	0.945	collinear
gene:TraesCS3D03G0020000	Chr3D	3546869	3547792	+	3547330	Chr3D	4010869	4011807	+	4011338	1.0	0.96	collinear
gene:TraesCS3D03G0020300	Chr3D	3575256	3575879	-	3575567	Chr3D	4093539	4094159	+	4093849	0.995	0.939	collinear
gene:TraesCS3D03G0020400	Chr3D	3578221	3578589	+	3578405	Chr3D	4091244	4091606	-	4091425	0.98	0.9	collinear
gene:TraesCS3D03G0020900	Chr3D	3975249	3979260	-	3977254	Chr3D	4315710	4319095	-	4317402	0.979	0.915	collinear
gene:TraesCS3D03G0021100	Chr3D	3999469	4000474	+	3999971	Chr3D	4336676	4337682	+	4337179	0.996	0.965	collinear
gene:TraesCS3D03G0022400	Chr3D	4165437	4168414	-	4166925	Chr3D	4524639	4527663	-	4526151	1.0	0.952	collinear
gene:TraesCS3D03G0023000	Chr3D	4301512	4303273	+	4302392	Chr3D	4554757	4556489	+	4555623	0.982	0.937	collinear
gene:TraesCS3D03G0024400	Chr3D	4487254	4488429	+	4487841	Chr3D	4945017	4946172	-	4945594	0.983	0.906	collinear
gene:TraesCS3D03G0026000	Chr3D	4935230	4935895	-	4935562	Chr3D	5516500	5517164	-	5516832	1.0	0.958	collinear
gene:TraesCS3D03G0026700	Chr3D	4964476	4967939	+	4966207	Chr3D	5459389	5463081	+	5461235	1.0	0.955	collinear
gene:TraesCS3D03G0028000	Chr3D	5150285	5152919	-	5151602	Chr3D	10192482	10195095	+	10193788	0.982	0.924	collinear
gene:TraesCS3D03G0028700	Chr3D	5379183	5382995	-	5381089	Chr3D	5963263	5967012	-	5965137	0.988	0.906	collinear
gene:TraesCS3D03G0028800	Chr3D	5384693	5385410	+	5385051	Chr3D	6115786	6116505	+	6116145	1.0	0.957	collinear
gene:TraesCS3D03G0029200	Chr3D	5609039	5613244	-	5611141	Chr3D	6249882	6254000	-	6251941	0.939	0.9	collinear
gene:TraesCS3D03G0029500	Chr3D	5656561	5658853	+	5657707	Chr3D	6290049	6292455	+	6291252	1.0	0.953	collinear
gene:TraesCS3D03G0029700	Chr3D	5686609	5688092	-	5687350	Chr3D	6318383	6319866	-	6319124	1.0	1.0	collinear
gene:TraesCS3D03G0029900	Chr3D	5731894	5733309	+	5732601	Chr3D	6374617	6376032	+	6375324	1.0	1.0	collinear
gene:TraesCS3D03G0030000	Chr3D	5739726	5743791	-	5741758	Chr3D	6382449	6386442	-	6384445	1.0	1.0	collinear
gene:TraesCS3D03G0030100	Chr3D	5763633	5767044	-	5765338	Chr3D	6406306	6409717	-	6408011	1.0	0.999	collinear
gene:TraesCS3D03G0030200	Chr3D	5797017	5800765	+	5798891	Chr3D	6444573	6448389	+	6446481	1.0	1.0	collinear
gene:TraesCS3D03G0030300	Chr3D	5809005	5810319	+	5809662	Chr3D	6457253	6458567	+	6457910	1.0	1.0	collinear
gene:TraesCS3D03G0030400	Chr3D	5816005	5816940	+	5816472	Chr3D	6464414	6465349	+	6464881	1.0	1.0	collinear
gene:TraesCS3D03G0030500	Chr3D	5818304	5819531	-	5818917	Chr3D	6466713	6467940	-	6467326	1.0	0.998	collinear
gene:TraesCS3D03G0030600	Chr3D	5820146	5821511	-	5820828	Chr3D	6468555	6469920	-	6469237	1.0	1.0	collinear
gene:TraesCS3D03G0030900	Chr3D	5862195	5863530	-	5862862	Chr3D	6510785	6512120	-	6511452	1.0	1.0	collinear
gene:TraesCS3D03G0031000	Chr3D	5867190	5868919	+	5868054	Chr3D	6515896	6517625	+	6516760	1.0	1.0	collinear
gene:TraesCS3D03G0031100	Chr3D	5870206	5872024	-	5871115	Chr3D	6518912	6520730	-	6519821	1.0	1.0	collinear
gene:TraesCS3D03G0031200	Chr3D	5875186	5878680	+	5876933	Chr3D	6523778	6527272	+	6525525	1.0	1.0	collinear
gene:TraesCS3D03G0031300	Chr3D	5880800	5886024	-	5883412	Chr3D	6529392	6534616	-	6532004	1.0	1.0	collinear
gene:TraesCS3D03G0031400	Chr3D	6013557	6016610	+	6015083	Chr3D	6668746	6671943	+	6670344	1.0	1.0	collinear
gene:TraesCS3D03G0031600	Chr3D	6017542	6019765	-	6018653	Chr3D	6672891	6675114	-	6674002	1.0	1.0	collinear
gene:TraesCS3D03G0031700	Chr3D	6021226	6025147	-	6023186	Chr3D	6676575	6680498	-	6678536	1.0	1.0	collinear
gene:TraesCS3D03G0031800	Chr3D	6026140	6028193	-	6027166	Chr3D	6681491	6683544	-	6682517	1.0	1.0	collinear
gene:TraesCS3D03G0031900	Chr3D	6034462	6038139	+	6036300	Chr3D	6689813	6693485	+	6691649	1.0	1.0	collinear
gene:TraesCS3D03G0032000	Chr3D	6063729	6071669	+	6067699	Chr3D	6719184	6727124	+	6723154	1.0	1.0	collinear
gene:TraesCS3D03G0032100	Chr3D	6141043	6143113	+	6142078	Chr3D	6796943	6799013	+	6797978	1.0	1.0	collinear
gene:TraesCS3D03G0032200	Chr3D	6147248	6150321	-	6148784	Chr3D	6803150	6806223	-	6804686	1.0	1.0	collinear
gene:TraesCS3D03G0032400	Chr3D	6167729	6170462	-	6169095	Chr3D	6823631	6826364	-	6824997	1.0	1.0	collinear
gene:TraesCS3D03G0032700	Chr3D	6177438	6180753	-	6179095	Chr3D	6833340	6836655	-	6834997	1.0	1.0	collinear
gene:TraesCS3D03G0032800	Chr3D	6193499	6194282	+	6193890	Chr3D	6849401	6850184	+	6849792	1.0	0.998	collinear
gene:TraesCS3D03G0032900	Chr3D	6196409	6198230	-	6197319	Chr3D	6852311	6854132	-	6853221	1.0	1.0	collinear
gene:TraesCS3D03G0033400	Chr3D	6332166	6338039	+	6335102	Chr3D	6988003	6993876	+	6990939	1.0	1.0	collinear
gene:TraesCS3D03G0033500	Chr3D	6339455	6344609	-	6342032	Chr3D	6995292	7000486	-	6997889	1.0	1.0	collinear
gene:TraesCS3D03G0033600	Chr3D	6402458	6406175	-	6404316	Chr3D	7062877	7066594	-	7064735	1.0	1.0	collinear
gene:TraesCS3D03G0033700	Chr3D	6408680	6414449	+	6411564	Chr3D	7069099	7074666	+	7071882	1.0	1.0	collinear
gene:TraesCS3D03G0033800	Chr3D	6424052	6425978	-	6425015	Chr3D	7084749	7086675	-	7085712	1.0	1.0	collinear
gene:TraesCS3D03G0033900	Chr3D	6428865	6430477	+	6429671	Chr3D	7089562	7091174	+	7090368	1.0	0.999	collinear
gene:TraesCS3D03G0034100	Chr3D	6454019	6455576	-	6454797	Chr3D	7114719	7116276	-	7115497	1.0	0.999	collinear
gene:TraesCS3D03G0034200	Chr3D	6459248	6460446	-	6459847	Chr3D	7119874	7121072	-	7120473	1.0	1.0	collinear
gene:TraesCS3D03G0034300	Chr3D	6464310	6465173	-	6464741	Chr3D	7124922	7125785	-	7125353	1.0	0.998	collinear
gene:TraesCS3D03G0034400	Chr3D	6528383	6528670	-	6528526	Chr3D	7195021	7195308	-	7195164	1.0	1.0	collinear
gene:TraesCS3D03G0034800	Chr3D	6659972	6665271	+	6662621	Chr3D	7326965	7332264	+	7329614	1.0	0.999	collinear
gene:TraesCS3D03G0034900	Chr3D	6674763	6676403	+	6675583	Chr3D	7341756	7343396	+	7342576	1.0	0.999	collinear
gene:TraesCS3D03G0035000	Chr3D	6724677	6728276	+	6726476	Chr3D	7391593	7395191	+	7393392	1.0	0.999	collinear
gene:TraesCS3D03G0035100	Chr3D	6728459	6731952	-	6730205	Chr3D	7395374	7398867	-	7397120	1.0	1.0	collinear
gene:TraesCS3D03G0035200	Chr3D	6736247	6737317	-	6736782	Chr3D	7403165	7404235	-	7403700	1.0	1.0	collinear
gene:TraesCS3D03G0035300	Chr3D	6744076	6752258	+	6748167	Chr3D	7410820	7419002	+	7414911	1.0	1.0	collinear
gene:TraesCS3D03G0035400	Chr3D	6752843	6753088	+	6752965	Chr3D	7419587	7419832	+	7419709	1.0	1.0	collinear
gene:TraesCS3D03G0035600	Chr3D	6859224	6861630	-	6860427	Chr3D	7528527	7530933	-	7529730	1.0	1.0	collinear
gene:TraesCS3D03G0035700	Chr3D	6947951	6948541	+	6948246	Chr3D	7628963	7629553	+	7629258	1.0	1.0	collinear
gene:TraesCS3D03G0035900	Chr3D	6966063	6967893	+	6966978	Chr3D	7647470	7649300	+	7648385	1.0	1.0	collinear
gene:TraesCS3D03G0036100	Chr3D	6969121	6970794	-	6969957	Chr3D	7650528	7652201	-	7651364	1.0	1.0	collinear
gene:TraesCS3D03G0036200	Chr3D	6973041	6975568	+	6974304	Chr3D	7654447	7656974	+	7655710	1.0	1.0	collinear
gene:TraesCS3D03G0036500	Chr3D	7017167	7018259	+	7017713	Chr3D	7698627	7699719	+	7699173	1.0	1.0	collinear
gene:TraesCS3D03G0036700	Chr3D	7020377	7021321	-	7020849	Chr3D	7701837	7702781	-	7702309	1.0	1.0	collinear
gene:TraesCS3D03G0036900	Chr3D	7026135	7026917	+	7026526	Chr3D	7707334	7708116	+	7707725	1.0	1.0	collinear
gene:TraesCS3D03G0037100	Chr3D	7029142	7032386	-	7030764	Chr3D	7710341	7713585	-	7711963	1.0	1.0	collinear
gene:TraesCS3D03G0037400	Chr3D	7087609	7088550	-	7088079	Chr3D	7770034	7770975	-	7770504	1.0	1.0	collinear
gene:TraesCS3D03G0037500	Chr3D	7092063	7092587	+	7092325	Chr3D	7774488	7775012	+	7774750	1.0	1.0	collinear
gene:TraesCS3D03G0037600	Chr3D	7100495	7105183	-	7102839	Chr3D	7782921	7787609	-	7785265	1.0	1.0	collinear
gene:TraesCS3D03G0037900	Chr3D	7120235	7122799	-	7121517	Chr3D	7802635	7805199	-	7803917	1.0	1.0	collinear
gene:TraesCS3D03G0038200	Chr3D	7163467	7166630	+	7165048	Chr3D	7822401	7825403	+	7823902	1.0	1.0	collinear
gene:TraesCS3D03G0038500	Chr3D	7169943	7171604	+	7170773	Chr3D	7828716	7830377	+	7829546	1.0	0.999	collinear
gene:TraesCS3D03G0038600	Chr3D	7175330	7176971	+	7176150	Chr3D	7834103	7835744	+	7834923	1.0	1.0	collinear
gene:TraesCS3D03G0038800	Chr3D	7179334	7183356	+	7181345	Chr3D	7838335	7842357	+	7840346	1.0	1.0	collinear
gene:TraesCS3D03G0039000	Chr3D	7183880	7184701	-	7184290	Chr3D	7842881	7843702	-	7843291	1.0	1.0	collinear
gene:TraesCS3D03G0039200	Chr3D	7217237	7225137	+	7221187	Chr3D	7883850	7891750	+	7887800	1.0	0.999	collinear
gene:TraesCS3D03G0039300	Chr3D	7226047	7227533	+	7226790	Chr3D	7892660	7894146	+	7893403	1.0	1.0	collinear
gene:TraesCS3D03G0039400	Chr3D	7228566	7240939	-	7234752	Chr3D	7895179	7907355	-	7901267	1.0	1.0	collinear
gene:TraesCS3D03G0039500	Chr3D	7241582	7242961	-	7242271	Chr3D	7907998	7909377	-	7908687	1.0	1.0	collinear
gene:TraesCS3D03G0039600	Chr3D	7251751	7252314	+	7252032	Chr3D	7918060	7918623	+	7918341	1.0	1.0	collinear
gene:TraesCS3D03G0039700	Chr3D	7254664	7266601	-	7260632	Chr3D	7920996	7932933	-	7926964	1.0	1.0	collinear
gene:TraesCS3D03G0040000	Chr3D	7285215	7288674	-	7286944	Chr3D	7951417	7954876	-	7953146	1.0	1.0	collinear
gene:TraesCS3D03G0040200	Chr3D	7334462	7338445	+	7336453	Chr3D	8000322	8004305	+	8002313	1.0	1.0	collinear
gene:TraesCS3D03G0040400	Chr3D	7403155	7409310	+	7406232	Chr3D	8069363	8075518	+	8072440	1.0	1.0	collinear
gene:TraesCS3D03G0040700	Chr3D	7418373	7421201	-	7419787	Chr3D	8084510	8087338	-	8085924	1.0	1.0	collinear
gene:TraesCS3D03G0040800	Chr3D	7427458	7427712	-	7427585	Chr3D	8093597	8093851	-	8093724	1.0	1.0	collinear
