gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	Landmark_tgt_strand	Landmark_tgt_midpoint	Landmark_coverage	Landmark_identity	segment
gene:TraesCS4B03G0000300	Chr4B	232361	233964	-	233162	Chr4B	226360	227926	-	227143	0.958	0.921	collinear
gene:TraesCS4B03G0000400	Chr4B	234311	235908	-	235109	Chr4B	228273	229870	-	229071	1.0	0.997	collinear
gene:TraesCS4B03G0000500	Chr4B	630437	634424	+	632430	Chr4B	631224	635211	+	633217	1.0	0.999	collinear
gene:TraesCS4B03G0000600	Chr4B	635301	639416	-	637358	Chr4B	636088	639977	-	638032	0.915	0.915	collinear
gene:TraesCS4B03G0000700	Chr4B	689726	690943	+	690334	Chr4B	690659	691873	+	691266	0.985	0.97	collinear
gene:TraesCS4B03G0000900	Chr4B	691894	697186	-	694540	Chr4B	693295	698635	-	695965	1.0	0.986	collinear
gene:TraesCS4B03G0001100	Chr4B	707693	710911	+	709302	Chr4B	709735	712969	+	711352	0.999	0.989	collinear
gene:TraesCS4B03G0001400	Chr4B	754576	755193	+	754884	Chr4B	744102	744731	+	744416	1.0	0.971	collinear
gene:TraesCS4B03G0001500	Chr4B	816760	817386	-	817073	Chr4B	794333	794959	-	794646	1.0	0.992	collinear
gene:TraesCS4B03G0001700	Chr4B	849504	850496	-	850000	Chr4B	826967	827983	-	827475	1.0	0.974	collinear
gene:TraesCS4B03G0001800	Chr4B	871710	872102	+	871906	Chr4B	848333	848722	+	848527	0.992	0.969	collinear
gene:TraesCS4B03G0001900	Chr4B	895192	896810	+	896001	Chr4B	871530	873154	+	872342	1.0	0.972	collinear
gene:TraesCS4B03G0002000	Chr4B	895341	896708	-	896024	Chr4B	871679	873052	-	872365	1.0	0.966	collinear
gene:TraesCS4B03G0002100	Chr4B	902508	905787	+	904147	Chr4B	887252	890533	+	888892	1.0	0.994	collinear
gene:TraesCS4B03G0002200	Chr4B	1124957	1126970	+	1125963	Chr4B	1087800	1089765	+	1088782	0.975	0.973	collinear
gene:TraesCS4B03G0002400	Chr4B	1138844	1139764	+	1139304	Chr4B	1101957	1102877	+	1102417	1.0	0.996	collinear
gene:TraesCS4B03G0002500	Chr4B	1141387	1143114	-	1142250	Chr4B	1104425	1106152	-	1105288	0.999	0.998	collinear
gene:TraesCS4B03G0002700	Chr4B	1144783	1145893	+	1145338	Chr4B	1107821	1108931	+	1108376	1.0	1.0	collinear
gene:TraesCS4B03G0002900	Chr4B	1291719	1293491	+	1292605	Chr4B	1256002	1257772	+	1256887	0.998	0.998	collinear
gene:TraesCS4B03G0003100	Chr4B	1304995	1306038	+	1305516	Chr4B	1269683	1270726	+	1270204	1.0	1.0	collinear
gene:TraesCS4B03G0003200	Chr4B	1322700	1324740	+	1323720	Chr4B	1287391	1289431	+	1288411	1.0	0.998	collinear
gene:TraesCS4B03G0003300	Chr4B	1336993	1338899	+	1337946	Chr4B	1301803	1303709	+	1302756	1.0	1.0	collinear
gene:TraesCS4B03G0003400	Chr4B	1351991	1352386	-	1352188	Chr4B	1320630	1321025	-	1320827	1.0	1.0	collinear
gene:TraesCS4B03G0003600	Chr4B	1386123	1388841	+	1387482	Chr4B	1355046	1357764	+	1356405	1.0	1.0	collinear
gene:TraesCS4B03G0003700	Chr4B	1405651	1408832	+	1407241	Chr4B	1374574	1377755	+	1376164	1.0	1.0	collinear
gene:TraesCS4B03G0003800	Chr4B	1685750	1687075	+	1686412	Chr4B	1902886	1904211	+	1903548	1.0	1.0	collinear
gene:TraesCS4B03G0004200	Chr4B	1757457	1761476	+	1759466	Chr4B	1974815	1978915	+	1976865	1.0	0.923	collinear
gene:TraesCS4B03G0004300	Chr4B	1762923	1767453	+	1765188	Chr4B	1980362	1985217	+	1982789	1.0	1.0	collinear
gene:TraesCS4B03G0004400	Chr4B	1769850	1774224	+	1772037	Chr4B	1987746	1992120	+	1989933	1.0	1.0	collinear
gene:TraesCS4B03G0004500	Chr4B	1775068	1779099	+	1777083	Chr4B	1992964	1996995	+	1994979	1.0	0.999	collinear
gene:TraesCS4B03G0004900	Chr4B	1839220	1843075	+	1841147	Chr4B	2058040	2061895	+	2059967	1.0	1.0	collinear
gene:TraesCS4B03G0005100	Chr4B	1966977	1971429	-	1969203	Chr4B	2186896	2191348	-	2189122	1.0	0.993	collinear
gene:TraesCS4B03G0005300	Chr4B	2021348	2025490	-	2023419	Chr4B	2241794	2245936	-	2243865	1.0	1.0	collinear
gene:TraesCS4B03G0005400	Chr4B	2134054	2136160	+	2135107	Chr4B	2342592	2344698	+	2343645	1.0	1.0	collinear
gene:TraesCS4B03G0006400	Chr4B	2318788	2320128	-	2319458	Chr4B	2513885	2515225	-	2514555	1.0	1.0	collinear
gene:TraesCS4B03G0006600	Chr4B	2361690	2362465	-	2362077	Chr4B	2555967	2556742	-	2556354	1.0	0.998	collinear
gene:TraesCS4B03G0007000	Chr4B	2416943	2418089	+	2417516	Chr4B	2613518	2614664	+	2614091	1.0	0.999	collinear
gene:TraesCS4B03G0007500	Chr4B	2443066	2488821	+	2465943	Chr4B	2640345	2687697	+	2664021	1.0	1.0	collinear
gene:TraesCS4B03G0007800	Chr4B	3611489	3612627	+	3612058	Chr4B	2852332	2853470	+	2852901	1.0	0.997	collinear
gene:TraesCS4B03G0008000	Chr4B	3629912	3630922	-	3630417	Chr4B	2870963	2871973	-	2871468	1.0	1.0	collinear
gene:TraesCS4B03G0008500	Chr4B	3739290	3747740	+	3743515	Chr4B	3603475	3607513	-	3605494	1.0	0.999	collinear
gene:TraesCS4B03G0008700	Chr4B	3827314	3833721	+	3830517	Chr4B	3524397	3530804	-	3527600	1.0	0.999	collinear
gene:TraesCS4B03G0008800	Chr4B	3842707	3849034	+	3845870	Chr4B	3508896	3515223	-	3512059	1.0	1.0	collinear
gene:TraesCS4B03G0009100	Chr4B	3859442	3864519	+	3861980	Chr4B	3493717	3498695	-	3496206	1.0	0.995	collinear
gene:TraesCS4B03G0009200	Chr4B	3875185	3875885	+	3875535	Chr4B	3482351	3483051	-	3482701	1.0	0.998	collinear
gene:TraesCS4B03G0009300	Chr4B	3880766	3883099	+	3881932	Chr4B	3475311	3477564	-	3476437	1.0	1.0	collinear
gene:TraesCS4B03G0009600	Chr4B	4394789	4395654	-	4395221	Chr4B	2946357	2947222	+	2946789	1.0	1.0	collinear
gene:TraesCS4B03G0010100	Chr4B	4628508	4631877	-	4630192	Chr4B	3888051	3891420	-	3889735	1.0	1.0	collinear
gene:TraesCS4B03G0010200	Chr4B	4649709	4654096	+	4651902	Chr4B	3909270	3913657	+	3911463	1.0	1.0	collinear
