gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	Landmark_tgt_strand	Landmark_tgt_midpoint	Landmark_coverage	Landmark_identity	segment
gene:TraesCS1D03G0000300	Chr1D	29025	30863	+	29944	Chr1D	104190	106027	+	105108	0.99	0.97	collinear
gene:TraesCS1D03G0000400	Chr1D	31231	35151	-	33191	Chr1D	106389	110329	-	108359	0.99	0.962	collinear
gene:TraesCS1D03G0000500	Chr1D	35595	39094	-	37344	Chr1D	110778	114259	-	112518	0.991	0.983	collinear
gene:TraesCS1D03G0000600	Chr1D	42073	49239	+	45656	Chr1D	118654	125847	+	122250	0.99	0.982	collinear
gene:TraesCS1D03G0000800	Chr1D	55880	57669	+	56774	Chr1D	132536	134364	+	133450	0.998	0.992	collinear
gene:TraesCS1D03G0001000	Chr1D	62405	66535	+	64470	Chr1D	139992	144381	+	142186	0.98	0.913	collinear
gene:TraesCS1D03G0001100	Chr1D	66949	69971	-	68460	Chr1D	144813	147839	-	146326	0.999	0.979	collinear
gene:TraesCS1D03G0001500	Chr1D	92853	98829	-	95841	Chr1D	168762	174738	-	171750	0.991	0.975	collinear
gene:TraesCS1D03G0001800	Chr1D	171475	183229	-	177352	Chr1D	200572	212241	-	206406	0.971	0.951	collinear
gene:TraesCS1D03G0002300	Chr1D	387049	399494	-	393271	Chr1D	419779	432576	-	426177	1.0	0.992	collinear
gene:TraesCS1D03G0002400	Chr1D	409650	411707	-	410678	Chr1D	443349	445406	-	444377	1.0	0.998	collinear
gene:TraesCS1D03G0002600	Chr1D	418798	422767	-	420782	Chr1D	450256	454229	-	452242	0.998	0.996	collinear
gene:TraesCS1D03G0002800	Chr1D	432621	439371	+	435996	Chr1D	462492	469474	+	465983	1.0	0.987	collinear
gene:TraesCS1D03G0002900	Chr1D	444052	448470	-	446261	Chr1D	474214	478616	-	476415	1.0	0.973	collinear
gene:TraesCS1D03G0003000	Chr1D	454345	457932	+	456138	Chr1D	532232	536077	+	534154	1.0	0.998	collinear
gene:TraesCS1D03G0003200	Chr1D	465036	466154	-	465595	Chr1D	543166	544280	-	543723	0.996	0.991	collinear
