cs_chr	cs_start	cs_end	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	n_anchors	mean_identity
Chr6B	250846275	259111612	Chr6B	250345466	258449063	28	0.9979285714285714
Chr6B	261263057	268713242	Chr6B	260603456	268320334	31	0.9929032258064515
Chr6B	298564695	299893030	Chr6B	310024115	311375890	3	0.9856666666666666
Chr6B	301908638	305947992	Chr6B	303373716	307455757	20	0.9916
Chr6B	315779163	322747827	Chr6B	286299477	293332003	13	0.9988461538461539
Chr6B	344110456	344916877	Chr6B	317564708	318373925	6	0.9951666666666666
Chr6B	304323	109698670	Chr6B	560580	104632608	985	0.9922852791878172
Chr6B	112206304	114854793	Chr6B	108032158	110423833	6	0.9803333333333333
Chr6B	118675045	246426312	Chr6B	112931596	245892588	752	0.993871010638298
Chr6B	280387366	289129738	Chr6B	269049098	277607328	39	0.9961794871794871
Chr6B	292829101	297214023	Chr6B	281492095	285902387	19	0.9972105263157894
Chr6B	306083910	308701890	Chr6B	300552666	303237001	7	0.9992857142857143
Chr6B	310986731	314597625	Chr6B	294471474	298260720	10	0.9993000000000001
Chr6B	323344757	327439454	Chr6B	312254407	316374971	11	0.9921818181818182
Chr6B	340390557	341741766	Chr6B	320786137	324019580	3	0.9983333333333334
Chr6B	349642328	349949438	Chr6B	343112569	343389468	3	0.9953333333333333
Chr6B	380913451	387071487	Chr6B	366578535	372654079	8	0.990625
Chr6B	410641112	413497479	Chr6B	394888429	397763785	8	0.9995
Chr6B	416633433	432650099	Chr6B	399243247	415464875	47	0.9927021276595744
Chr6B	438515907	449326149	Chr6B	416114221	426889965	51	0.9983137254901961
Chr6B	452819490	486984757	Chr6B	430434585	463600943	172	0.9960348837209303
Chr6B	499685333	508155265	Chr6B	479694892	488170407	41	0.9993658536585367
Chr6B	524252260	629148387	Chr6B	500754330	607292289	633	0.9963649289099525
Chr6B	631157333	635284956	Chr6B	609198102	613196872	31	0.9931935483870968
Chr6B	638657051	678556983	Chr6B	615719611	655107713	317	0.9916593059936908
Chr6B	683953458	731065543	Chr6B	655386227	704774715	525	0.9850647619047619
Chr6B	371514368	379165130	Chr6B	374412845	382398550	16	0.998375
Chr6B	394428044	395753456	Chr6B	360100648	361444285	16	0.9973125
Chr6B	487287532	498806667	Chr6B	489049846	500499334	53	0.9986415094339622
Chr6B	508472261	523759415	Chr6B	464085605	479377501	95	0.9993578947368422
