gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	Landmark_tgt_strand	Landmark_tgt_midpoint	Landmark_coverage	Landmark_identity	segment
gene:TraesCS6B03G0001400	Chr6B	303846	304801	+	304323	Chr6B	2923047	2924002	-	2923524	1.0	0.949	collinear
gene:TraesCS6B03G0002600	Chr6B	800270	802828	-	801549	Chr6B	2261620	2264178	-	2262899	1.0	0.988	collinear
gene:TraesCS6B03G0002700	Chr6B	858141	859548	+	858844	Chr6B	2324716	2326118	+	2325417	1.0	0.915	collinear
gene:TraesCS6B03G0004500	Chr6B	1356705	1358539	+	1357622	Chr6B	1912684	1914525	+	1913604	1.0	0.986	collinear
gene:TraesCS6B03G0004800	Chr6B	1449770	1452891	-	1451330	Chr6B	2034494	2037617	-	2036055	1.0	0.994	collinear
gene:TraesCS6B03G0004900	Chr6B	1463243	1464019	+	1463631	Chr6B	2048562	2049338	+	2048950	1.0	0.993	collinear
gene:TraesCS6B03G0006600	Chr6B	1918826	1930684	+	1924755	Chr6B	3477676	3489140	-	3483408	1.0	0.992	collinear
gene:TraesCS6B03G0006900	Chr6B	1960140	1964803	+	1962471	Chr6B	3443331	3448197	-	3445764	0.999	0.91	collinear
gene:TraesCS6B03G0007000	Chr6B	2097695	2158332	-	2128013	Chr6B	3247704	3308867	+	3278285	1.0	0.981	collinear
gene:TraesCS6B03G0007100	Chr6B	2163047	2165544	-	2164295	Chr6B	3240435	3242932	+	3241683	1.0	0.999	collinear
gene:TraesCS6B03G0007200	Chr6B	2258074	2311692	-	2284883	Chr6B	3055346	3116302	+	3085824	1.0	0.99	collinear
gene:TraesCS6B03G0007500	Chr6B	2396042	2397882	+	2396962	Chr6B	2988430	2990270	-	2989350	1.0	0.997	collinear
gene:TraesCS6B03G0008100	Chr6B	2581651	2582883	-	2582267	Chr6B	1523127	1524359	-	1523743	1.0	0.98	collinear
gene:TraesCS6B03G0009100	Chr6B	2860011	2862961	-	2861486	Chr6B	2362042	2365136	+	2363589	0.973	0.905	collinear
gene:TraesCS6B03G0009700	Chr6B	3189981	3196826	-	3193403	Chr6B	1376551	1384867	+	1380709	0.986	0.908	collinear
gene:TraesCS6B03G0010200	Chr6B	3324499	3325296	+	3324897	Chr6B	940162	940959	-	940560	1.0	0.982	collinear
gene:TraesCS6B03G0010600	Chr6B	3668366	3668803	-	3668584	Chr6B	560362	560799	-	560580	1.0	0.986	collinear
gene:TraesCS6B03G0011100	Chr6B	3878854	3880441	+	3879647	Chr6B	1717412	1719004	+	1718208	0.998	0.972	collinear
gene:TraesCS6B03G0011500	Chr6B	4061981	4062939	+	4062460	Chr6B	2886702	2887657	-	2887179	1.0	0.947	collinear
gene:TraesCS6B03G0011600	Chr6B	4066472	4067398	+	4066935	Chr6B	2876307	2877233	-	2876770	1.0	0.987	collinear
gene:TraesCS6B03G0011900	Chr6B	4074231	4078635	-	4076433	Chr6B	2868368	2872772	+	2870570	0.992	0.987	collinear
gene:TraesCS6B03G0012000	Chr6B	4088101	4092324	+	4090212	Chr6B	2854809	2859074	-	2856941	1.0	0.991	collinear
gene:TraesCS6B03G0012100	Chr6B	4094308	4095305	-	4094806	Chr6B	2851836	2852833	+	2852334	1.0	0.998	collinear
gene:TraesCS6B03G0012200	Chr6B	4101789	4102203	+	4101996	Chr6B	2844740	2845154	-	2844947	1.0	0.996	collinear
gene:TraesCS6B03G0013100	Chr6B	4365827	4370767	+	4368297	Chr6B	3876642	3881389	+	3879015	0.997	0.99	collinear
gene:TraesCS6B03G0013400	Chr6B	4391416	4398100	+	4394758	Chr6B	3905398	3912427	+	3908912	1.0	0.996	collinear
gene:TraesCS6B03G0013500	Chr6B	4404062	4404739	+	4404400	Chr6B	3918383	3919060	+	3918721	1.0	0.995	collinear
