gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity	segment
gene:TraesCS3A03G0014500	Chr3A	7235692	7236321	+	7236006	Chr3A	273110	273739	+	273424	1.0	0.984	collinear
gene:TraesCS3A03G0014600	Chr3A	7271218	7272481	-	7271849	Chr3A	288023	289289	-	288656	1.0	0.99	collinear
gene:TraesCS3A03G0014700	Chr3A	7285296	7286069	-	7285682	Chr3A	338825	339594	-	339209	0.994	0.976	collinear
gene:TraesCS3A03G0014800	Chr3A	7323919	7329828	+	7326873	Chr3A	400012	405927	+	402969	0.984	0.976	collinear
gene:TraesCS3A03G0015200	Chr3A	7342556	7344335	-	7343445	Chr3A	425881	427651	-	426766	0.995	0.973	collinear
gene:TraesCS3A03G0015300	Chr3A	7348215	7349429	-	7348822	Chr3A	431522	432760	-	432141	0.995	0.938	collinear
gene:TraesCS3A03G0015600	Chr3A	7363585	7366969	+	7365277	Chr3A	513301	516690	+	514995	1.0	0.992	collinear
gene:TraesCS3A03G0016000	Chr3A	7452849	7457127	-	7454988	Chr3A	564124	567412	-	565768	0.994	0.914	collinear
gene:TraesCS3A03G0016300	Chr3A	7500062	7500565	-	7500313	Chr3A	581542	582045	-	581793	1.0	0.978	collinear
gene:TraesCS3A03G0016400	Chr3A	7504661	7506864	-	7505762	Chr3A	586349	588648	-	587498	0.995	0.971	collinear
gene:TraesCS3A03G0016700	Chr3A	7536839	7541137	-	7538988	Chr3A	616229	620491	-	618360	1.0	0.988	collinear
gene:TraesCS3A03G0016800	Chr3A	7541942	7543943	-	7542942	Chr3A	621319	623326	-	622322	1.0	0.968	collinear
gene:TraesCS3A03G0017200	Chr3A	7711376	7711747	+	7711561	Chr3A	720758	721132	+	720945	1.0	0.954	collinear
gene:TraesCS3A03G0017500	Chr3A	7835763	7836658	+	7836210	Chr3A	739307	740199	+	739753	0.989	0.963	collinear
gene:TraesCS3A03G0017600	Chr3A	7843174	7845911	-	7844542	Chr3A	746774	749640	-	748207	0.995	0.952	collinear
gene:TraesCS3A03G0017800	Chr3A	7873298	7874889	+	7874093	Chr3A	790755	792344	+	791549	1.0	0.987	collinear
gene:TraesCS3A03G0018900	Chr3A	8203442	8203990	-	8203716	Chr3A	1116140	1116692	-	1116416	1.0	0.983	collinear
gene:TraesCS3A03G0019100	Chr3A	8214105	8215239	+	8214672	Chr3A	1122753	1123886	+	1123319	0.996	0.96	collinear
gene:TraesCS3A03G0019500	Chr3A	8312029	8313781	+	8312905	Chr3A	1254753	1256493	+	1255623	0.993	0.971	collinear
gene:TraesCS3A03G0020200	Chr3A	8667965	8674038	+	8671001	Chr3A	1299759	1305776	+	1302767	0.986	0.968	collinear
gene:TraesCS3A03G0020300	Chr3A	8675885	8676581	+	8676233	Chr3A	1307818	1308514	+	1308166	1.0	0.987	collinear
gene:TraesCS3A03G0020900	Chr3A	8761108	8765593	+	8763350	Chr3A	1410859	1415480	+	1413169	0.994	0.971	collinear
gene:TraesCS3A03G0021100	Chr3A	8815764	8817443	-	8816603	Chr3A	1453081	1454760	-	1453920	1.0	0.97	collinear
gene:TraesCS3A03G0021500	Chr3A	8936932	8941473	+	8939202	Chr3A	1550288	1554840	+	1552564	1.0	0.981	collinear
gene:TraesCS3A03G0021700	Chr3A	8941709	8945367	-	8943538	Chr3A	1555076	1558482	-	1556779	1.0	0.99	collinear
gene:TraesCS3A03G0021900	Chr3A	8978050	8978574	-	8978312	Chr3A	1600148	1600668	-	1600408	0.99	0.95	collinear
gene:TraesCS3A03G0022000	Chr3A	8985209	8987799	-	8986504	Chr3A	1603186	1605962	-	1604574	0.988	0.906	collinear
gene:TraesCS3A03G0022400	Chr3A	9068031	9068433	+	9068232	Chr3A	1664367	1664769	+	1664568	1.0	0.977	collinear
gene:TraesCS3A03G0022600	Chr3A	9084051	9084863	+	9084457	Chr3A	1706943	1707761	+	1707352	1.0	0.979	collinear
gene:TraesCS3A03G0022900	Chr3A	9122196	9122766	+	9122481	Chr3A	1701615	1702185	+	1701900	1.0	0.983	collinear
gene:TraesCS3A03G0023200	Chr3A	9140921	9143315	-	9142118	Chr3A	1765435	1767814	-	1766624	1.0	0.966	collinear
gene:TraesCS3A03G0023600	Chr3A	9261431	9262046	+	9261738	Chr3A	1861667	1862310	+	1861988	1.0	0.979	collinear
gene:TraesCS3A03G0023900	Chr3A	9285037	9286005	+	9285521	Chr3A	1879582	1880550	+	1880066	1.0	0.978	collinear
gene:TraesCS3A03G0024200	Chr3A	9353587	9354501	-	9354044	Chr3A	1923867	1924772	-	1924319	0.989	0.963	collinear
gene:TraesCS3A03G0025300	Chr3A	9545280	9546050	+	9545665	Chr3A	2013958	2014739	+	2014348	1.0	0.972	collinear
gene:TraesCS3A03G0025400	Chr3A	9552904	9553640	+	9553272	Chr3A	2021201	2021933	+	2021567	0.981	0.947	collinear
gene:TraesCS3A03G0026000	Chr3A	9642965	9643977	-	9643471	Chr3A	2103330	2104342	-	2103836	1.0	0.978	collinear
gene:TraesCS3A03G0026100	Chr3A	9644666	9645634	+	9645150	Chr3A	2104992	2105960	+	2105476	1.0	0.982	collinear
gene:TraesCS3A03G0026200	Chr3A	9653139	9669786	-	9661462	Chr3A	2125055	2136559	-	2130807	0.994	0.98	collinear
gene:TraesCS3A03G0026400	Chr3A	9675840	9678026	-	9676933	Chr3A	2142792	2144978	-	2143885	1.0	0.993	collinear
gene:TraesCS3A03G0026500	Chr3A	9681056	9686935	+	9683995	Chr3A	2147976	2154307	+	2151141	0.998	0.928	collinear
gene:TraesCS3A03G0027000	Chr3A	9838666	9841851	-	9840258	Chr3A	2436922	2439853	-	2438387	1.0	0.979	collinear
gene:TraesCS3A03G0027300	Chr3A	9849094	9851236	+	9850165	Chr3A	2446544	2448657	+	2447600	0.982	0.976	collinear
gene:TraesCS3A03G0027500	Chr3A	9911389	9914507	-	9912948	Chr3A	2510118	2513230	-	2511674	1.0	0.992	collinear
