gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity	segment
gene:TraesCS5D03G0000300	Chr5D	295745	301549	-	298647	Chr5D	582354427	582360227	+	582357327	0.998	0.993	rearrangement:Chr5D_block2
gene:TraesCS5D03G0000400	Chr5D	306801	310996	+	308898	Chr5D	582344980	582349175	-	582347077	1.0	0.999	rearrangement:Chr5D_block2
gene:TraesCS5D03G0000500	Chr5D	475881	477308	+	476594	Chr5D	582179768	582181195	-	582180481	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0000600	Chr5D	504194	504526	-	504360	Chr5D	581900462	581900794	+	581900628	1.0	0.972	rearrangement:Chr5D_block2
gene:TraesCS5D03G0000700	Chr5D	504194	504552	-	504373	Chr5D	581900436	581900794	+	581900615	1.0	0.974	rearrangement:Chr5D_block2
gene:TraesCS5D03G0000900	Chr5D	716462	716794	-	716628	Chr5D	582152546	582152878	+	582152712	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0001100	Chr5D	763156	767483	-	765319	Chr5D	581888668	581893003	+	581890835	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0001300	Chr5D	929486	932500	+	930993	Chr5D	581723520	581726534	-	581725027	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0001500	Chr5D	932731	938642	-	935686	Chr5D	581717378	581723289	+	581720333	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0001700	Chr5D	1529495	1530538	+	1530016	Chr5D	581127966	581129009	-	581128487	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0001900	Chr5D	1537103	1539147	-	1538125	Chr5D	581119357	581121401	+	581120379	1.0	0.992	rearrangement:Chr5D_block2
gene:TraesCS5D03G0002100	Chr5D	1605131	1610309	+	1607720	Chr5D	581048182	581053360	-	581050771	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0002300	Chr5D	1705168	1712206	-	1708687	Chr5D	580946508	580953546	+	580950027	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0002500	Chr5D	1803394	1806327	+	1804860	Chr5D	580852224	580855157	-	580853690	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0002700	Chr5D	1866423	1868501	+	1867462	Chr5D	580790423	580792124	-	580791273	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0002900	Chr5D	1887729	1890428	-	1889078	Chr5D	580769205	580771904	+	580770554	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0003000	Chr5D	2120086	2120451	-	2120268	Chr5D	580539258	580539623	+	580539440	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0003100	Chr5D	2121153	2121944	+	2121548	Chr5D	580537765	580538556	-	580538160	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0003200	Chr5D	2135387	2142134	+	2138760	Chr5D	580517568	580524315	-	580520941	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0003400	Chr5D	2251213	2252857	-	2252035	Chr5D	580406779	580408423	+	580407601	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0003500	Chr5D	2286363	2288714	+	2287538	Chr5D	580370900	580373253	-	580372076	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0003600	Chr5D	2291637	2302490	+	2297063	Chr5D	580357113	580367978	-	580362545	0.999	0.994	rearrangement:Chr5D_block2
gene:TraesCS5D03G0003700	Chr5D	2517220	2518242	-	2517731	Chr5D	580143809	580144831	+	580144320	1.0	0.999	rearrangement:Chr5D_block2
gene:TraesCS5D03G0004200	Chr5D	2615885	2618789	+	2617337	Chr5D	580043108	580046012	-	580044560	1.0	0.998	rearrangement:Chr5D_block2
gene:TraesCS5D03G0004700	Chr5D	2665098	2671307	+	2668202	Chr5D	579990482	579996691	-	579993586	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0004800	Chr5D	2672766	2677982	-	2675374	Chr5D	579983823	579989023	+	579986423	0.991	0.987	rearrangement:Chr5D_block2
gene:TraesCS5D03G0004900	Chr5D	2679349	2683430	-	2681389	Chr5D	579978375	579982456	+	579980415	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0005100	Chr5D	2688714	2693084	+	2690899	Chr5D	579968721	579973091	-	579970906	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0005200	Chr5D	2696120	2701036	+	2698578	Chr5D	579960767	579965683	-	579963225	1.0	1.0	rearrangement:Chr5D_block2
gene:TraesCS5D03G0005300	Chr5D	2814456	2815962	+	2815209	Chr5D	579845774	579847280	-	579846527	1.0	0.999	rearrangement:Chr5D_block2
gene:TraesCS5D03G0005400	Chr5D	3027689	3029129	+	3028409	Chr5D	186887	188327	+	187607	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0005700	Chr5D	3085495	3086987	+	3086241	Chr5D	244669	246161	+	245415	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0006000	Chr5D	3150676	3151507	+	3151091	Chr5D	309849	310678	+	310263	0.997	0.997	rearrangement:Chr5D_block1
gene:TraesCS5D03G0007100	Chr5D	3285989	3291185	-	3288587	Chr5D	445116	450320	-	447718	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0007600	Chr5D	3553643	3558815	+	3556229	Chr5D	711230	716402	+	713816	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0007700	Chr5D	3560879	3562605	-	3561742	Chr5D	718466	720192	-	719329	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0007800	Chr5D	3566317	3566982	+	3566649	Chr5D	723904	724569	+	724236	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0007900	Chr5D	3568816	3570710	-	3569763	Chr5D	726403	728297	-	727350	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0008000	Chr5D	3579222	3582239	-	3580730	Chr5D	736807	739824	-	738315	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0008100	Chr5D	3584251	3584745	+	3584498	Chr5D	741836	742330	+	742083	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0008300	Chr5D	3604593	3605039	+	3604816	Chr5D	762180	762626	+	762403	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0008400	Chr5D	3608804	3611113	-	3609958	Chr5D	766391	768700	-	767545	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0008600	Chr5D	3622739	3623188	+	3622963	Chr5D	780326	780775	+	780550	1.0	0.997	rearrangement:Chr5D_block1
gene:TraesCS5D03G0008900	Chr5D	3646131	3647699	+	3646915	Chr5D	803696	805264	+	804480	1.0	0.997	rearrangement:Chr5D_block1
gene:TraesCS5D03G0009200	Chr5D	3649092	3650582	+	3649837	Chr5D	806657	808147	+	807402	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0009100	Chr5D	3649059	3653270	-	3651164	Chr5D	806624	810835	-	808729	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0009400	Chr5D	3672490	3674058	-	3673274	Chr5D	830057	831625	-	830841	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0009800	Chr5D	3763968	3767732	-	3765850	Chr5D	921404	925168	-	923286	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D03G0009900	Chr5D	3777701	3780330	+	3779015	Chr5D	935134	937763	+	936448	1.0	1.0	rearrangement:Chr5D_block1
