gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity	segment
gene:TraesCS3D03G0028000	Chr3D	5150285	5152919	-	5151602	Chr3D	16197750	16200363	+	16199056	0.982	0.924	collinear
gene:TraesCS3D03G0095400	Chr3D	21213997	21214317	-	21214157	Chr3D	32451080	32451400	-	32451240	1.0	1.0	collinear
gene:TraesCS3D03G0095800	Chr3D	21260500	21261032	-	21260766	Chr3D	32497647	32498179	-	32497913	1.0	0.997	collinear
gene:TraesCS3D03G0096000	Chr3D	21336911	21337662	-	21337286	Chr3D	32573550	32574297	-	32573923	1.0	1.0	collinear
gene:TraesCS3D03G0096300	Chr3D	21772332	21773589	-	21772960	Chr3D	33520511	33521769	-	33521140	1.0	1.0	collinear
gene:TraesCS3D03G0096400	Chr3D	21796592	21798779	+	21797685	Chr3D	33544773	33546960	+	33545866	1.0	1.0	collinear
gene:TraesCS3D03G0096600	Chr3D	21891750	21892811	+	21892280	Chr3D	33610757	33611818	+	33611287	1.0	1.0	collinear
gene:TraesCS3D03G0096900	Chr3D	21897618	21898567	+	21898092	Chr3D	33616625	33617323	+	33616974	1.0	0.998	collinear
gene:TraesCS3D03G0097100	Chr3D	21899382	21899525	-	21899453	Chr3D	33618138	33618281	-	33618209	1.0	1.0	collinear
gene:TraesCS3D03G0097200	Chr3D	21899630	21899746	-	21899688	Chr3D	33618386	33618502	-	33618444	1.0	1.0	collinear
gene:TraesCS3D03G0097400	Chr3D	21899899	21900150	-	21900024	Chr3D	33618655	33618906	-	33618780	1.0	1.0	collinear
gene:TraesCS3D03G0098000	Chr3D	21903478	21903990	+	21903734	Chr3D	33622234	33622746	+	33622490	1.0	1.0	collinear
gene:TraesCS3D03G0098100	Chr3D	21904153	21904512	-	21904332	Chr3D	33622909	33623268	-	33623088	1.0	1.0	collinear
gene:TraesCS3D03G0098300	Chr3D	21905997	21906647	-	21906322	Chr3D	33624216	33624866	-	33624541	1.0	1.0	collinear
gene:TraesCS3D03G0098400	Chr3D	21907250	21908670	+	21907960	Chr3D	33625469	33626889	+	33626179	1.0	1.0	collinear
gene:TraesCS3D03G0098700	Chr3D	22049282	22054560	-	22051921	Chr3D	33767540	33772818	-	33770179	1.0	1.0	collinear
gene:TraesCS3D03G0098900	Chr3D	22086168	22094049	+	22090108	Chr3D	33804435	33812323	+	33808379	1.0	1.0	collinear
gene:TraesCS3D03G0099000	Chr3D	22130478	22130898	-	22130688	Chr3D	33848754	33849174	-	33848964	1.0	1.0	collinear
gene:TraesCS3D03G0099800	Chr3D	22223292	22224989	+	22224140	Chr3D	33941569	33943266	+	33942417	1.0	0.988	collinear
gene:TraesCS3D03G0100100	Chr3D	22271797	22273444	+	22272620	Chr3D	33990163	33991810	+	33990986	1.0	1.0	collinear
gene:TraesCS3D03G0100200	Chr3D	22275335	22279685	+	22277510	Chr3D	33993705	33998055	+	33995880	1.0	1.0	collinear
gene:TraesCS3D03G0100300	Chr3D	22279964	22284122	-	22282043	Chr3D	33998334	34002492	-	34000413	1.0	1.0	collinear
gene:TraesCS3D03G0100700	Chr3D	22326877	22330418	-	22328647	Chr3D	34045455	34048996	-	34047225	1.0	1.0	collinear
gene:TraesCS3D03G0100800	Chr3D	22362429	22367701	+	22365065	Chr3D	34080999	34086271	+	34083635	1.0	0.999	collinear
gene:TraesCS3D03G0100900	Chr3D	22365767	22366717	-	22366242	Chr3D	34084337	34085287	-	34084812	1.0	1.0	collinear
gene:TraesCS3D03G0101000	Chr3D	22367619	22372527	-	22370073	Chr3D	34086189	34091097	-	34088643	1.0	1.0	collinear
gene:TraesCS3D03G0101200	Chr3D	22373968	22376581	+	22375274	Chr3D	34092538	34095151	+	34093844	1.0	0.998	collinear
gene:TraesCS3D03G0101300	Chr3D	22381332	22385165	+	22383248	Chr3D	34099899	34103734	+	34101816	1.0	0.999	collinear
gene:TraesCS3D03G0101600	Chr3D	22674791	22677510	+	22676150	Chr3D	34393368	34396087	+	34394727	1.0	1.0	collinear
