gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity	segment
gene:TraesCS1B03G0064500	Chr1B	16377824	16383870	+	16380847	Chr1B	586887	592929	+	589908	0.999	0.993	rearrangement:Chr1B_block1
gene:TraesCS1B03G0065000	Chr1B	16429794	16435792	+	16432793	Chr1B	621879	637484	+	629681	0.998	0.997	rearrangement:Chr1B_block1
gene:TraesCS1B03G0065200	Chr1B	16463745	16465085	-	16464415	Chr1B	660218	661550	-	660884	0.988	0.962	rearrangement:Chr1B_block1
gene:TraesCS1B03G0065400	Chr1B	16466003	16472286	-	16469144	Chr1B	664522	670642	-	667582	0.972	0.928	rearrangement:Chr1B_block1
gene:TraesCS1B03G0065500	Chr1B	16590974	16596202	+	16593588	Chr1B	690153	695100	+	692626	0.99	0.945	rearrangement:Chr1B_block1
gene:TraesCS1B03G0065700	Chr1B	16637109	16644999	-	16641054	Chr1B	713770	721644	-	717707	1.0	0.997	rearrangement:Chr1B_block1
gene:TraesCS1B03G0065800	Chr1B	16865135	16865368	+	16865251	Chr1B	872012	872245	+	872128	1.0	0.987	rearrangement:Chr1B_block1
gene:TraesCS1B03G0066200	Chr1B	16929529	16932910	-	16931219	Chr1B	934859	938402	-	936630	0.997	0.992	rearrangement:Chr1B_block1
gene:TraesCS1B03G0066500	Chr1B	16957911	16959063	+	16958487	Chr1B	950355	951507	+	950931	1.0	0.983	rearrangement:Chr1B_block1
gene:TraesCS1B03G0066600	Chr1B	16964977	16967151	-	16966064	Chr1B	957419	959595	-	958507	0.995	0.986	rearrangement:Chr1B_block1
gene:TraesCS1B03G0066700	Chr1B	16969928	16973026	+	16971477	Chr1B	962357	965450	+	963903	1.0	0.99	rearrangement:Chr1B_block1
gene:TraesCS1B03G0067600	Chr1B	17167924	17169799	-	17168861	Chr1B	1100672	1102545	-	1101608	0.998	0.997	rearrangement:Chr1B_block1
gene:TraesCS1B03G0067800	Chr1B	17291906	17292136	+	17292021	Chr1B	1541867	1542097	+	1541982	1.0	0.991	rearrangement:Chr1B_block1
