gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity	segment
gene:TraesCS5B03G0000300	Chr5B	16033	21153	+	18593	Chr5B	10144315	10149453	-	10146884	0.998	0.981	collinear
gene:TraesCS5B03G0000800	Chr5B	85900	87414	-	86657	Chr5B	9894970	9896495	+	9895732	1.0	0.998	collinear
gene:TraesCS5B03G0000900	Chr5B	208601	214218	+	211409	Chr5B	9786141	9791766	-	9788953	0.998	0.996	collinear
gene:TraesCS5B03G0001100	Chr5B	214767	217901	-	216334	Chr5B	9782474	9785619	+	9784046	0.989	0.971	collinear
gene:TraesCS5B03G0001200	Chr5B	227704	231809	+	229756	Chr5B	9761686	9765827	-	9763756	0.999	0.997	collinear
gene:TraesCS5B03G0001600	Chr5B	1005121	1009642	+	1007381	Chr5B	10834100	10838576	-	10836338	1.0	0.984	collinear
gene:TraesCS5B03G0001800	Chr5B	1110422	1112273	-	1111347	Chr5B	10709794	10711648	+	10710721	1.0	0.993	collinear
gene:TraesCS5B03G0001900	Chr5B	1209448	1212378	+	1210913	Chr5B	10693543	10696482	-	10695012	1.0	0.989	collinear
gene:TraesCS5B03G0046400	Chr5B	19702854	19704256	-	19703555	Chr5B	28379139	28380536	+	28379837	0.994	0.944	collinear
gene:TraesCS5B03G0047200	Chr5B	19833123	19835984	+	19834553	Chr5B	28532933	28535789	+	28534361	0.998	0.985	collinear
gene:TraesCS5B03G0047300	Chr5B	19837961	19839826	-	19838893	Chr5B	28537766	28539632	-	28538699	1.0	0.996	collinear
gene:TraesCS5B03G0048900	Chr5B	20252668	20252994	-	20252831	Chr5B	29417888	29418214	+	29418051	1.0	0.951	collinear
gene:TraesCS5B03G0049100	Chr5B	20275393	20275719	-	20275556	Chr5B	29434087	29434413	+	29434250	1.0	0.926	collinear
gene:TraesCS5B03G0049300	Chr5B	20304988	20305515	-	20305251	Chr5B	29478958	29479485	+	29479221	1.0	0.914	collinear
gene:TraesCS5B03G0051600	Chr5B	21267486	21269548	-	21268517	Chr5B	29900569	29902414	-	29901491	0.996	0.974	collinear
gene:TraesCS5B03G0052300	Chr5B	21339653	21339907	+	21339780	Chr5B	29990135	29990389	+	29990262	1.0	0.98	collinear
gene:TraesCS5B03G0052600	Chr5B	21384375	21386198	+	21385286	Chr5B	30087788	30089611	+	30088699	1.0	0.995	collinear
gene:TraesCS5B03G0053200	Chr5B	21412101	21417989	-	21415045	Chr5B	30116614	30122509	-	30119561	1.0	0.993	collinear
gene:TraesCS5B03G0053500	Chr5B	21627713	21632715	+	21630214	Chr5B	30263739	30268553	+	30266146	0.918	0.909	collinear
gene:TraesCS5B03G0053600	Chr5B	21637412	21640309	+	21638860	Chr5B	30271645	30274542	+	30273093	1.0	0.996	collinear
gene:TraesCS5B03G0053800	Chr5B	21751116	21753413	+	21752264	Chr5B	30415968	30418321	+	30417144	0.996	0.943	collinear
gene:TraesCS5B03G0053900	Chr5B	21758565	21761308	+	21759936	Chr5B	30423475	30426218	+	30424846	1.0	1.0	collinear
gene:TraesCS5B03G0054000	Chr5B	21761757	21765503	-	21763630	Chr5B	30426667	30430412	-	30428539	1.0	0.997	collinear
gene:TraesCS5B03G0054300	Chr5B	21823716	21831254	-	21827485	Chr5B	30449125	30456656	-	30452890	1.0	0.998	collinear
gene:TraesCS5B03G0054500	Chr5B	21859825	21862127	+	21860976	Chr5B	30485224	30487526	+	30486375	1.0	1.0	collinear
gene:TraesCS5B03G0055400	Chr5B	21959340	21969388	+	21964364	Chr5B	30584747	30594805	+	30589776	1.0	1.0	collinear
gene:TraesCS5B03G0055500	Chr5B	21973268	21976598	-	21974933	Chr5B	30598685	30602015	-	30600350	1.0	1.0	collinear
gene:TraesCS5B03G0055700	Chr5B	22255074	22256283	-	22255678	Chr5B	32661152	32662361	-	32661756	1.0	1.0	collinear
gene:TraesCS5B03G0055800	Chr5B	22258802	22267208	+	22263005	Chr5B	32664880	32672955	+	32668917	1.0	1.0	collinear
gene:TraesCS5B03G0056400	Chr5B	22336680	22338890	+	22337785	Chr5B	32733233	32735443	+	32734338	1.0	1.0	collinear
gene:TraesCS5B03G0056600	Chr5B	22723032	22726300	-	22724666	Chr5B	33097572	33100840	-	33099206	1.0	1.0	collinear
gene:TraesCS5B03G0056700	Chr5B	22728877	22734097	-	22731487	Chr5B	33103417	33108637	-	33106027	1.0	0.999	collinear
gene:TraesCS5B03G0057400	Chr5B	23570781	23571459	+	23571120	Chr5B	33906785	33907463	+	33907124	1.0	1.0	collinear
gene:TraesCS5B03G0057700	Chr5B	23643223	23646001	-	23644612	Chr5B	33937023	33939794	-	33938408	0.997	0.996	collinear
gene:TraesCS5B03G0057900	Chr5B	23766570	23771003	-	23768786	Chr5B	34028588	34033050	-	34030819	1.0	0.981	collinear
gene:TraesCS5B03G0058100	Chr5B	23896000	23898756	+	23897378	Chr5B	34222371	34225126	+	34223748	0.999	0.997	collinear
gene:TraesCS5B03G0058300	Chr5B	24092985	24093610	+	24093297	Chr5B	34416742	34417367	+	34417054	1.0	0.996	collinear
gene:TraesCS5B03G0058400	Chr5B	24102774	24108628	-	24105701	Chr5B	34422344	34428200	-	34425272	1.0	0.996	collinear
gene:TraesCS5B03G0058600	Chr5B	24225104	24231144	-	24228124	Chr5B	34525327	34531376	-	34528351	1.0	0.991	collinear
gene:TraesCS5B03G0058800	Chr5B	24313329	24317251	+	24315290	Chr5B	34619186	34623108	+	34621147	1.0	0.998	collinear
gene:TraesCS5B03G0059100	Chr5B	24329330	24332883	-	24331106	Chr5B	34629702	34633551	-	34631626	1.0	0.997	collinear
gene:TraesCS5B03G0059200	Chr5B	24359273	24360515	-	24359894	Chr5B	34659875	34661117	-	34660496	1.0	1.0	collinear
gene:TraesCS5B03G0059300	Chr5B	24361320	24363800	-	24362560	Chr5B	34661922	34664402	-	34663162	1.0	1.0	collinear
gene:TraesCS5B03G0060100	Chr5B	24529782	24532869	+	24531325	Chr5B	34856696	34859783	+	34858239	1.0	0.983	collinear
