gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity	segment
gene:TraesCS6B03G0000500	Chr6B	137372	140150	-	138761	Chr6B	1472545	1475325	-	1473935	0.993	0.975	collinear
gene:TraesCS6B03G0000700	Chr6B	140235	142046	-	141140	Chr6B	1475411	1477329	-	1476370	0.995	0.934	collinear
gene:TraesCS6B03G0002500	Chr6B	746313	747823	-	747068	Chr6B	1662556	1664066	-	1663311	1.0	0.984	collinear
gene:TraesCS6B03G0002600	Chr6B	800270	802828	-	801549	Chr6B	1745077	1747635	-	1746356	1.0	0.993	collinear
gene:TraesCS6B03G0002700	Chr6B	858141	859548	+	858844	Chr6B	1781047	1782454	+	1781750	1.0	0.99	collinear
gene:TraesCS6B03G0003000	Chr6B	919543	920926	-	920234	Chr6B	1834170	1835239	-	1834704	1.0	0.995	collinear
gene:TraesCS6B03G0003100	Chr6B	921163	922065	+	921614	Chr6B	1835476	1836395	+	1835935	1.0	0.979	collinear
gene:TraesCS6B03G0003800	Chr6B	1126724	1127689	-	1127206	Chr6B	2051556	2052521	-	2052038	1.0	0.996	collinear
gene:TraesCS6B03G0003900	Chr6B	1217867	1224899	+	1221383	Chr6B	2164666	2171699	+	2168182	1.0	0.997	collinear
gene:TraesCS6B03G0004100	Chr6B	1270563	1271358	-	1270960	Chr6B	2215711	2216506	-	2216108	1.0	0.996	collinear
gene:TraesCS6B03G0007800	Chr6B	2515997	2524753	-	2520375	Chr6B	2002622	2010720	-	2006671	0.995	0.924	collinear
gene:TraesCS6B03G0011400	Chr6B	4007165	4008627	-	4007896	Chr6B	4521556	4523008	-	4522282	0.978	0.911	collinear
gene:TraesCS6B03G0011500	Chr6B	4061981	4062939	+	4062460	Chr6B	4543576	4544534	+	4544055	1.0	0.996	collinear
gene:TraesCS6B03G0011600	Chr6B	4066472	4067398	+	4066935	Chr6B	4547848	4548774	+	4548311	1.0	0.985	collinear
gene:TraesCS6B03G0011900	Chr6B	4074231	4078635	-	4076433	Chr6B	4555617	4560021	-	4557819	0.992	0.985	collinear
gene:TraesCS6B03G0012000	Chr6B	4088101	4092324	+	4090212	Chr6B	4574504	4578732	+	4576618	1.0	0.994	collinear
gene:TraesCS6B03G0012100	Chr6B	4094308	4095305	-	4094806	Chr6B	4580697	4581694	-	4581195	1.0	0.997	collinear
gene:TraesCS6B03G0012200	Chr6B	4101789	4102203	+	4101996	Chr6B	4587569	4587983	+	4587776	1.0	0.992	collinear
gene:TraesCS6B03G0012400	Chr6B	4125013	4125984	+	4125498	Chr6B	4624221	4625198	+	4624709	1.0	0.973	collinear
gene:TraesCS6B03G0013100	Chr6B	4365827	4370767	+	4368297	Chr6B	4857760	4862516	+	4860138	1.0	0.996	collinear
gene:TraesCS6B03G0013400	Chr6B	4391416	4398100	+	4394758	Chr6B	4882723	4889406	+	4886064	1.0	0.997	collinear
gene:TraesCS6B03G0013500	Chr6B	4404062	4404739	+	4404400	Chr6B	4670208	4670891	+	4670549	1.0	0.931	collinear
gene:TraesCS6B03G0013700	Chr6B	4413195	4419297	+	4416246	Chr6B	4928207	4934311	+	4931259	1.0	0.995	collinear
gene:TraesCS6B03G0014000	Chr6B	4455874	4461863	+	4458868	Chr6B	4963120	4969108	+	4966114	1.0	0.992	collinear
gene:TraesCS6B03G0014800	Chr6B	4784208	4787302	+	4785755	Chr6B	5727191	5729689	-	5728440	1.0	0.982	collinear
gene:TraesCS6B03G0015900	Chr6B	4988145	4990408	+	4989276	Chr6B	5147073	5149308	+	5148190	0.996	0.954	collinear
gene:TraesCS6B03G0016400	Chr6B	5017617	5021758	+	5019687	Chr6B	5566064	5570538	-	5568301	0.98	0.902	collinear
gene:TraesCS6B03G0016500	Chr6B	5031400	5035651	-	5033525	Chr6B	5358103	5362258	-	5360180	0.96	0.926	collinear
gene:TraesCS6B03G0016600	Chr6B	5267504	5271857	+	5269680	Chr6B	5556092	5560488	+	5558290	0.999	0.984	collinear
gene:TraesCS6B03G0016900	Chr6B	5275373	5277237	+	5276305	Chr6B	5564064	5565897	+	5564980	0.968	0.943	collinear
gene:TraesCS6B03G0017400	Chr6B	5286921	5287880	-	5287400	Chr6B	5653175	5654134	-	5653654	1.0	0.971	collinear
gene:TraesCS6B03G0018700	Chr6B	5530350	5532958	-	5531654	Chr6B	5860190	5862816	-	5861503	1.0	0.995	collinear
gene:TraesCS6B03G0018800	Chr6B	5556339	5559013	-	5557676	Chr6B	5886198	5888871	-	5887534	1.0	0.999	collinear
gene:TraesCS6B03G0019200	Chr6B	5580392	5588578	-	5584485	Chr6B	5909397	5917575	-	5913486	1.0	1.0	collinear
gene:TraesCS6B03G0019300	Chr6B	5639201	5640067	-	5639634	Chr6B	5977683	5978549	-	5978116	1.0	1.0	collinear
gene:TraesCS6B03G0019400	Chr6B	6025414	6031378	-	6028396	Chr6B	6380896	6386860	-	6383878	1.0	1.0	collinear
gene:TraesCS6B03G0019500	Chr6B	6041029	6053074	-	6047051	Chr6B	6396099	6407948	-	6402023	1.0	1.0	collinear
gene:TraesCS6B03G0019700	Chr6B	6077589	6087397	-	6082493	Chr6B	6432463	6442271	-	6437367	1.0	0.999	collinear
gene:TraesCS6B03G0019800	Chr6B	6099288	6099791	+	6099539	Chr6B	6454160	6454663	+	6454411	1.0	1.0	collinear
gene:TraesCS6B03G0019900	Chr6B	6111305	6111814	+	6111559	Chr6B	6466177	6466686	+	6466431	1.0	1.0	collinear
gene:TraesCS6B03G0020300	Chr6B	6173873	6174172	-	6174022	Chr6B	6543432	6543731	-	6543581	1.0	1.0	collinear
gene:TraesCS6B03G0020400	Chr6B	6206476	6209545	-	6208010	Chr6B	6575372	6578441	-	6576906	1.0	1.0	collinear
gene:TraesCS6B03G0021800	Chr6B	6396832	6398301	+	6397566	Chr6B	6762615	6764084	+	6763349	1.0	1.0	collinear
gene:TraesCS6B03G0021900	Chr6B	6533377	6534963	-	6534170	Chr6B	6886436	6888022	-	6887229	1.0	1.0	collinear
gene:TraesCS6B03G0022100	Chr6B	6622598	6625061	+	6623829	Chr6B	6975666	6978129	+	6976897	1.0	1.0	collinear
gene:TraesCS6B03G0022200	Chr6B	6626180	6626836	+	6626508	Chr6B	6979248	6979904	+	6979576	1.0	1.0	collinear
gene:TraesCS6B03G0022300	Chr6B	6626882	6627442	+	6627162	Chr6B	6979950	6980510	+	6980230	1.0	1.0	collinear
gene:TraesCS6B03G0022400	Chr6B	6653253	6656792	-	6655022	Chr6B	7006041	7009897	-	7007969	1.0	1.0	collinear
gene:TraesCS6B03G0022500	Chr6B	6897656	6899178	+	6898417	Chr6B	7242751	7244273	+	7243512	1.0	1.0	collinear
gene:TraesCS6B03G0022600	Chr6B	6902577	6904805	+	6903691	Chr6B	7247671	7250059	+	7248865	1.0	0.923	collinear
gene:TraesCS6B03G0022700	Chr6B	6911203	6914974	+	6913088	Chr6B	7255067	7258854	+	7256960	0.975	0.913	collinear
gene:TraesCS6B03G0022900	Chr6B	6924085	6926402	+	6925243	Chr6B	7270580	7272825	+	7271702	0.971	0.914	collinear
gene:TraesCS6B03G0023000	Chr6B	6936001	6937452	+	6936726	Chr6B	7277709	7279161	+	7278435	1.0	0.966	collinear
gene:TraesCS6B03G0023300	Chr6B	7061530	7064275	-	7062902	Chr6B	7296046	7299076	-	7297561	0.985	0.929	collinear
gene:TraesCS6B03G0023500	Chr6B	7089330	7090701	-	7090015	Chr6B	7314499	7315888	-	7315193	0.998	0.968	collinear
gene:TraesCS6B03G0023900	Chr6B	7115022	7120828	-	7117925	Chr6B	7379871	7386274	-	7383072	0.981	0.956	collinear
gene:TraesCS6B03G0024600	Chr6B	7405188	7405569	+	7405378	Chr6B	7585139	7585520	+	7585329	1.0	0.989	collinear
gene:TraesCS6B03G0024800	Chr6B	7432566	7436828	+	7434697	Chr6B	7602694	7607050	+	7604872	0.993	0.971	collinear
gene:TraesCS6B03G0024900	Chr6B	7497813	7501390	+	7499601	Chr6B	7684192	7687725	+	7685958	0.999	0.967	collinear
gene:TraesCS6B03G0025000	Chr6B	7523590	7525907	-	7524748	Chr6B	7725007	7727319	-	7726163	0.998	0.964	collinear
gene:TraesCS6B03G0025300	Chr6B	7684532	7685381	-	7684956	Chr6B	7752984	7753836	-	7753410	1.0	0.993	collinear
gene:TraesCS6B03G0025400	Chr6B	7696523	7697623	-	7697073	Chr6B	7764217	7765317	-	7764767	1.0	0.995	collinear
