gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity	segment
gene:TraesCS1A03G0009200	Chr1A	2579251	2580660	+	2579955	Chr1A	4635474	4636879	+	4636176	0.995	0.919	collinear
gene:TraesCS1A03G0013100	Chr1A	3442853	3443320	-	3443086	Chr1A	7332455	7332922	-	7332688	1.0	0.997	collinear
gene:TraesCS1A03G0013400	Chr1A	3543536	3549092	-	3546314	Chr1A	7454635	7460202	-	7457418	1.0	0.99	collinear
gene:TraesCS1A03G0013600	Chr1A	3563033	3568128	-	3565580	Chr1A	7474742	7480400	-	7477571	1.0	0.993	collinear
gene:TraesCS1A03G0013800	Chr1A	3736743	3743503	-	3740123	Chr1A	7702520	7709258	-	7705889	1.0	0.986	collinear
gene:TraesCS1A03G0013900	Chr1A	3747551	3750600	+	3749075	Chr1A	7713274	7716323	+	7714798	1.0	0.985	collinear
gene:TraesCS1A03G0014300	Chr1A	3927688	3931188	+	3929438	Chr1A	7772443	7775940	+	7774191	0.998	0.994	collinear
gene:TraesCS1A03G0014400	Chr1A	3927688	3931514	+	3929601	Chr1A	7772443	7776266	+	7774354	0.999	0.993	collinear
gene:TraesCS1A03G0014500	Chr1A	3935056	3938039	+	3936547	Chr1A	7779823	7782329	+	7781076	1.0	0.993	collinear
gene:TraesCS1A03G0015600	Chr1A	4110192	4111500	+	4110846	Chr1A	7860121	7861446	+	7860783	0.985	0.913	collinear
gene:TraesCS1A03G0016000	Chr1A	4248617	4255576	-	4252096	Chr1A	7931355	7937835	-	7934595	0.941	0.925	collinear
gene:TraesCS1A03G0016200	Chr1A	4370836	4376697	+	4373766	Chr1A	7993364	7999435	+	7996399	0.985	0.953	collinear
gene:TraesCS1A03G0016300	Chr1A	4379285	4384806	-	4382045	Chr1A	8003211	8008689	-	8005950	1.0	0.989	collinear
gene:TraesCS1A03G0016400	Chr1A	4439929	4443198	+	4441563	Chr1A	8044671	8047948	+	8046309	0.987	0.954	collinear
gene:TraesCS1A03G0016500	Chr1A	4444852	4447770	-	4446311	Chr1A	8060647	8063552	-	8062099	0.995	0.987	collinear
gene:TraesCS1A03G0017400	Chr1A	4524156	4525613	-	4524884	Chr1A	7787395	7788855	+	7788125	1.0	0.916	collinear
gene:TraesCS1A03G0017500	Chr1A	4570594	4574086	-	4572340	Chr1A	8326634	8330066	-	8328350	0.981	0.94	collinear
gene:TraesCS1A03G0018800	Chr1A	4668102	4669750	-	4668926	Chr1A	8341817	8343465	-	8342641	1.0	0.993	collinear
gene:TraesCS1A03G0018900	Chr1A	4688180	4690620	-	4689400	Chr1A	8349511	8351951	-	8350731	1.0	0.988	collinear
gene:TraesCS1A03G0019200	Chr1A	4764892	4765791	+	4765341	Chr1A	8386943	8387908	+	8387425	1.0	0.915	collinear
gene:TraesCS1A03G0019600	Chr1A	4833835	4834480	-	4834157	Chr1A	8427285	8427903	-	8427594	0.958	0.941	collinear
gene:TraesCS1A03G0019800	Chr1A	4897332	4898204	+	4897768	Chr1A	8491411	8492283	+	8491847	0.998	0.974	collinear
gene:TraesCS1A03G0020400	Chr1A	5018187	5019044	+	5018615	Chr1A	8527852	8528709	+	8528280	1.0	0.99	collinear
gene:TraesCS1A03G0020500	Chr1A	5026172	5027029	+	5026600	Chr1A	8520171	8521028	+	8520599	1.0	0.986	collinear
gene:TraesCS1A03G0020600	Chr1A	5030561	5033532	+	5032046	Chr1A	8535357	8538391	+	8536874	0.979	0.925	collinear
gene:TraesCS1A03G0020700	Chr1A	5032814	5033138	-	5032976	Chr1A	8537683	8538019	-	8537851	1.0	0.961	collinear
gene:TraesCS1A03G0020800	Chr1A	5038069	5038671	+	5038370	Chr1A	8542433	8543035	+	8542734	1.0	0.995	collinear
gene:TraesCS1A03G0020900	Chr1A	5039590	5039808	+	5039699	Chr1A	8543994	8544212	+	8544103	1.0	0.958	collinear
gene:TraesCS1A03G0021200	Chr1A	5048045	5048254	+	5048149	Chr1A	8741364	8741573	+	8741468	1.0	0.976	collinear
gene:TraesCS1A03G0021500	Chr1A	5185968	5186757	-	5186362	Chr1A	8917027	8917801	-	8917414	0.978	0.946	collinear
gene:TraesCS1A03G0023800	Chr1A	6068357	6073773	-	6071065	Chr1A	9618029	9623535	-	9620782	1.0	0.982	collinear
gene:TraesCS1A03G0024300	Chr1A	6273767	6275702	+	6274734	Chr1A	9860541	9862542	+	9861541	1.0	0.978	collinear
gene:TraesCS1A03G0024500	Chr1A	6665657	6669742	+	6667699	Chr1A	10090936	10095021	+	10092978	1.0	0.981	collinear
gene:TraesCS1A03G0028000	Chr1A	7625934	7626749	-	7626341	Chr1A	10190939	10191461	-	10191200	0.96	0.947	collinear
gene:TraesCS1A03G0028300	Chr1A	7705071	7705988	+	7705529	Chr1A	10250721	10251638	+	10251179	1.0	0.991	collinear
gene:TraesCS1A03G0028500	Chr1A	7877764	7878655	+	7878209	Chr1A	10279302	10280186	+	10279744	0.976	0.937	collinear
gene:TraesCS1A03G0029300	Chr1A	8076711	8080232	-	8078471	Chr1A	10410744	10414146	-	10412445	0.984	0.977	collinear
gene:TraesCS1A03G0029500	Chr1A	8082307	8082522	-	8082414	Chr1A	10415052	10415267	-	10415159	1.0	0.949	collinear
gene:TraesCS1A03G0029600	Chr1A	8089436	8089945	-	8089690	Chr1A	10445468	10445971	-	10445719	0.982	0.959	collinear
gene:TraesCS1A03G0031500	Chr1A	8526026	8532786	+	8529406	Chr1A	10496099	10502855	+	10499477	0.996	0.976	collinear
gene:TraesCS1A03G0031600	Chr1A	8533323	8534333	+	8533828	Chr1A	10503382	10504392	+	10503887	1.0	0.982	collinear
gene:TraesCS1A03G0031900	Chr1A	8575612	8576836	-	8576224	Chr1A	10542944	10544181	-	10543562	1.0	0.978	collinear
gene:TraesCS1A03G0032000	Chr1A	8616326	8617328	+	8616827	Chr1A	10554012	10555014	+	10554513	1.0	0.992	collinear
gene:TraesCS1A03G0032100	Chr1A	8618386	8621059	+	8619722	Chr1A	10555984	10558524	+	10557254	0.917	0.911	collinear
gene:TraesCS1A03G0032200	Chr1A	8623361	8635717	+	8629539	Chr1A	10559657	10571776	+	10565716	0.985	0.975	collinear
gene:TraesCS1A03G0032400	Chr1A	8652783	8653352	+	8653067	Chr1A	10594401	10594988	+	10594694	0.996	0.935	collinear
gene:TraesCS1A03G0032500	Chr1A	8656184	8666852	+	8661518	Chr1A	10599724	10614474	+	10607099	0.987	0.978	collinear
gene:TraesCS1A03G0033200	Chr1A	8866181	8866776	-	8866478	Chr1A	10798648	10799245	-	10798946	1.0	0.996	collinear
gene:TraesCS1A03G0033300	Chr1A	8875965	8876255	+	8876110	Chr1A	10815902	10816192	+	10816047	1.0	0.986	collinear
gene:TraesCS1A03G0033600	Chr1A	8981643	8982502	+	8982072	Chr1A	10902985	10903855	+	10903420	1.0	0.982	collinear
gene:TraesCS1A03G0033800	Chr1A	8990493	8993152	-	8991822	Chr1A	10981430	10984262	+	10982846	0.995	0.976	collinear
gene:TraesCS1A03G0033900	Chr1A	8996174	9008804	-	9002489	Chr1A	10960664	10973284	+	10966974	1.0	0.986	collinear
gene:TraesCS1A03G0034000	Chr1A	9014494	9016070	-	9015282	Chr1A	10955127	10956701	+	10955914	0.998	0.996	collinear
gene:TraesCS1A03G0034600	Chr1A	9149837	9152212	+	9151024	Chr1A	11082334	11084709	+	11083521	1.0	0.979	collinear
gene:TraesCS1A03G0034700	Chr1A	9169077	9169745	+	9169411	Chr1A	11334489	11335163	-	11334826	1.0	0.98	collinear
gene:TraesCS1A03G0034800	Chr1A	9173491	9176022	+	9174756	Chr1A	11326983	11329514	-	11328248	1.0	0.98	collinear
gene:TraesCS1A03G0036100	Chr1A	9480719	9483259	-	9481989	Chr1A	11427255	11429795	-	11428525	1.0	0.994	collinear
gene:TraesCS1A03G0036200	Chr1A	9496105	9498615	-	9497360	Chr1A	11442225	11444735	-	11443480	1.0	1.0	collinear
