gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	JIN50_tgt_strand	JIN50_tgt_midpoint	JIN50_coverage	JIN50_identity	segment
gene:TraesCS2A03G0082000	Chr2A	20409791	20411436	+	20410613	Chr2A	27191660	27193306	-	27192483	1.0	0.967	collinear
gene:TraesCS2A03G0090000	Chr2A	21694200	21694439	+	21694319	Chr2A	21380166	21380405	+	21380285	1.0	0.966	collinear
gene:TraesCS2A03G0090800	Chr2A	21746123	21746616	+	21746369	Chr2A	21554289	21554782	+	21554535	1.0	0.984	collinear
gene:TraesCS2A03G0091400	Chr2A	21969678	21969893	+	21969785	Chr2A	21645480	21645695	+	21645587	1.0	0.939	collinear
gene:TraesCS2A03G0091700	Chr2A	22020193	22020916	-	22020554	Chr2A	21826784	21827504	-	21827144	0.994	0.958	collinear
gene:TraesCS2A03G0091800	Chr2A	22135105	22135478	-	22135291	Chr2A	22138157	22138530	-	22138343	1.0	0.973	collinear
gene:TraesCS2A03G0092300	Chr2A	22177953	22180088	-	22179020	Chr2A	22409108	22411246	-	22410177	1.0	0.962	collinear
gene:TraesCS2A03G0092400	Chr2A	22186552	22191628	-	22189090	Chr2A	22417330	22422425	-	22419877	1.0	0.979	collinear
gene:TraesCS2A03G0092600	Chr2A	22207089	22213127	-	22210108	Chr2A	22448670	22454544	-	22451607	0.989	0.945	collinear
gene:TraesCS2A03G0093100	Chr2A	22230883	22233201	+	22232042	Chr2A	22524554	22526921	+	22525737	0.993	0.953	collinear
gene:TraesCS2A03G0093200	Chr2A	22269439	22270719	-	22270079	Chr2A	22560129	22561385	-	22560757	0.962	0.918	collinear
gene:TraesCS2A03G0093300	Chr2A	22276632	22277872	+	22277252	Chr2A	22629212	22630496	+	22629854	0.999	0.913	collinear
gene:TraesCS2A03G0095700	Chr2A	23308749	23309798	+	23309273	Chr2A	25915172	25916221	+	25915696	1.0	0.974	collinear
gene:TraesCS2A03G0096200	Chr2A	23409779	23410381	-	23410080	Chr2A	26474704	26475309	-	26475006	1.0	0.93	collinear
gene:TraesCS2A03G0096600	Chr2A	23432553	23435142	+	23433847	Chr2A	26694189	26696682	+	26695435	1.0	0.941	collinear
gene:TraesCS2A03G0099400	Chr2A	24259027	24260903	-	24259965	Chr2A	27221155	27223111	-	27222133	0.998	0.972	collinear
gene:TraesCS2A03G0100400	Chr2A	24448895	24450594	-	24449744	Chr2A	27355647	27357345	-	27356496	0.999	0.955	collinear
gene:TraesCS2A03G0100600	Chr2A	24463068	24464830	-	24463949	Chr2A	27464476	27466238	-	27465357	1.0	0.979	collinear
gene:TraesCS2A03G0100700	Chr2A	24492384	24493955	-	24493169	Chr2A	27492644	27494212	-	27493428	0.998	0.996	collinear
gene:TraesCS2A03G0100900	Chr2A	24635508	24637370	+	24636439	Chr2A	27634704	27636559	+	27635631	0.996	0.988	collinear
gene:TraesCS2A03G0101400	Chr2A	24778810	24781520	-	24780165	Chr2A	27654431	27657141	-	27655786	1.0	0.998	collinear
gene:TraesCS2A03G0101500	Chr2A	24802617	24805314	-	24803965	Chr2A	27739167	27741866	-	27740516	1.0	0.995	collinear
gene:TraesCS2A03G0101700	Chr2A	24811381	24817755	+	24814568	Chr2A	27762355	27768719	+	27765537	0.998	0.991	collinear
gene:TraesCS2A03G0101800	Chr2A	24823842	24825975	-	24824908	Chr2A	27774814	27776947	-	27775880	1.0	0.997	collinear
gene:TraesCS2A03G0102500	Chr2A	25010701	25015564	-	25013132	Chr2A	27934084	27938971	-	27936527	1.0	1.0	collinear
gene:TraesCS2A03G0102600	Chr2A	25081869	25085511	-	25083690	Chr2A	28004357	28007999	-	28006178	1.0	1.0	collinear
gene:TraesCS2A03G0102800	Chr2A	25239435	25239914	-	25239674	Chr2A	28161227	28161706	-	28161466	1.0	1.0	collinear
gene:TraesCS2A03G0103000	Chr2A	25281731	25282208	-	25281969	Chr2A	28196568	28197045	-	28196806	1.0	1.0	collinear
gene:TraesCS2A03G0103300	Chr2A	25488035	25541186	-	25514610	Chr2A	28402932	28456112	-	28429522	1.0	0.999	collinear
gene:TraesCS2A03G0103500	Chr2A	25587041	25587444	-	25587242	Chr2A	28501967	28502370	-	28502168	1.0	1.0	collinear
gene:TraesCS2A03G0103700	Chr2A	25667486	25667899	+	25667692	Chr2A	28582449	28582862	+	28582655	1.0	1.0	collinear
gene:TraesCS2A03G0103800	Chr2A	25737973	25738710	-	25738341	Chr2A	28652919	28653656	-	28653287	1.0	1.0	collinear
gene:TraesCS2A03G0104200	Chr2A	26112071	26114447	-	26113259	Chr2A	29027064	29029440	-	29028252	1.0	1.0	collinear
gene:TraesCS2A03G0104300	Chr2A	26120934	26123798	+	26122366	Chr2A	29035927	29038791	+	29037359	1.0	1.0	collinear
gene:TraesCS2A03G0104700	Chr2A	26168519	26169498	+	26169008	Chr2A	29083521	29084500	+	29084010	1.0	1.0	collinear
gene:TraesCS2A03G0105000	Chr2A	26192469	26192756	+	26192612	Chr2A	29121999	29122286	+	29122142	1.0	1.0	collinear
gene:TraesCS2A03G0105200	Chr2A	26342093	26342380	-	26342236	Chr2A	29306805	29307092	-	29306948	1.0	1.0	collinear
gene:TraesCS2A03G0105500	Chr2A	26479181	26480286	-	26479733	Chr2A	29435699	29436804	-	29436251	1.0	1.0	collinear
gene:TraesCS2A03G0105600	Chr2A	26673122	26673409	-	26673265	Chr2A	29612986	29613273	-	29613129	1.0	1.0	collinear
gene:TraesCS2A03G0105700	Chr2A	27582410	27582733	+	27582571	Chr2A	30437171	30437494	+	30437332	1.0	1.0	collinear
gene:TraesCS2A03G0105800	Chr2A	27583070	27583516	+	27583293	Chr2A	30437710	30438156	+	30437933	1.0	1.0	collinear
gene:TraesCS2A03G0106000	Chr2A	27680282	27680569	+	27680425	Chr2A	31345631	31345918	+	31345774	1.0	1.0	collinear
gene:TraesCS2A03G0107400	Chr2A	28332409	28332744	+	28332576	Chr2A	32000425	32000760	+	32000592	1.0	1.0	collinear
gene:TraesCS2A03G0107500	Chr2A	28339170	28342334	+	28340752	Chr2A	32007186	32010350	+	32008768	1.0	1.0	collinear
gene:TraesCS2A03G0107600	Chr2A	28361955	28362647	+	28362301	Chr2A	32029981	32030673	+	32030327	1.0	1.0	collinear
gene:TraesCS2A03G0107700	Chr2A	28364266	28365102	+	28364684	Chr2A	32032292	32033128	+	32032710	1.0	0.994	collinear
gene:TraesCS2A03G0107800	Chr2A	28400021	28400596	+	28400308	Chr2A	32068054	32068629	+	32068341	1.0	1.0	collinear
gene:TraesCS2A03G0107900	Chr2A	28414395	28415084	+	28414739	Chr2A	32082434	32083123	+	32082778	1.0	1.0	collinear
gene:TraesCS2A03G0108000	Chr2A	28419345	28419611	-	28419478	Chr2A	32087384	32087650	-	32087517	1.0	1.0	collinear
gene:TraesCS2A03G0108200	Chr2A	28461361	28461612	-	28461486	Chr2A	32129397	32129648	-	32129522	1.0	1.0	collinear
gene:TraesCS2A03G0108600	Chr2A	28471668	28471850	-	28471759	Chr2A	32139704	32139886	-	32139795	1.0	1.0	collinear
