cs_chr	cs_start	cs_end	JIN50_tgt_chr	JIN50_tgt_start	JIN50_tgt_end	n_anchors	mean_identity
Chr6B	138761	25760753	Chr6B	1473935	24517235	216	0.9784444444444444
Chr6B	28414538	109698670	Chr6B	25366226	107329477	740	0.9972094594594594
Chr6B	112200748	114854793	Chr6B	109824301	112500081	7	0.9998571428571429
Chr6B	117445277	246426312	Chr6B	117064688	250417289	776	0.9949922680412372
Chr6B	249274084	259111612	Chr6B	253373823	263006608	29	0.9977586206896552
Chr6B	261263057	268713242	Chr6B	265131504	272823759	31	0.9929677419354839
Chr6B	304424565	306833186	Chr6B	306748263	309179043	14	0.9950714285714286
Chr6B	348550830	349949438	Chr6B	347560603	348927973	5	0.9934000000000001
Chr6B	376074235	380913451	Chr6B	377954974	382763630	8	0.9978750000000001
Chr6B	410641112	432650099	Chr6B	411659785	433501317	56	0.9975357142857143
Chr6B	441347240	449326149	Chr6B	440708409	448614153	42	0.9982142857142856
Chr6B	452819490	486984757	Chr6B	452105953	490792966	170	0.9968176470588236
Chr6B	503691318	508155265	Chr6B	506849731	511446947	22	0.9999545454545454
Chr6B	524252260	629148387	Chr6B	528115957	634758284	651	0.9984946236559139
Chr6B	631157333	635284956	Chr6B	636676944	640753468	36	0.9964999999999998
Chr6B	638657051	716201262	Chr6B	644326844	721968732	722	0.9937091412742384
Chr6B	719513132	728269080	Chr6B	723541947	733149177	26	0.9399615384615385
