gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_IAAS_tgt_chr	CS_IAAS_tgt_start	CS_IAAS_tgt_end	CS_IAAS_tgt_strand	CS_IAAS_tgt_midpoint	CS_IAAS_coverage	CS_IAAS_identity	segment
gene:TraesCS2B03G0000100	Chr2B	28743	34135	+	31439	Chr2B	544755	550147	+	547451	1.0	1.0	collinear
gene:TraesCS2B03G0000200	Chr2B	39467	43757	-	41612	Chr2B	555479	559769	-	557624	1.0	1.0	collinear
gene:TraesCS2B03G0000300	Chr2B	99450	99932	-	99691	Chr2B	615465	615947	-	615706	1.0	1.0	collinear
gene:TraesCS2B03G0000400	Chr2B	106822	111948	+	109385	Chr2B	622842	627968	+	625405	1.0	1.0	collinear
gene:TraesCS2B03G0000700	Chr2B	125470	127186	+	126328	Chr2B	641491	643207	+	642349	1.0	1.0	collinear
gene:TraesCS2B03G0000800	Chr2B	129516	134301	-	131908	Chr2B	645537	650322	-	647929	1.0	1.0	collinear
gene:TraesCS2B03G0000900	Chr2B	248523	249650	-	249086	Chr2B	765312	766439	-	765875	1.0	1.0	collinear
gene:TraesCS2B03G0001000	Chr2B	255128	258501	+	256814	Chr2B	771671	775044	+	773357	1.0	1.0	collinear
gene:TraesCS2B03G0001100	Chr2B	277481	281508	+	279494	Chr2B	793883	797910	+	795896	1.0	1.0	collinear
gene:TraesCS2B03G0001700	Chr2B	340090	341249	+	340669	Chr2B	856006	857165	+	856585	1.0	1.0	collinear
gene:TraesCS2B03G0001900	Chr2B	359414	360259	+	359836	Chr2B	875333	876178	+	875755	1.0	1.0	collinear
gene:TraesCS2B03G0002000	Chr2B	374883	385010	+	379946	Chr2B	890802	900929	+	895865	1.0	1.0	collinear
gene:TraesCS2B03G0002400	Chr2B	401647	403609	+	402628	Chr2B	917566	919528	+	918547	1.0	1.0	collinear
gene:TraesCS2B03G0002500	Chr2B	404319	408371	-	406345	Chr2B	920238	924290	-	922264	1.0	1.0	collinear
gene:TraesCS2B03G0002600	Chr2B	410883	413197	+	412040	Chr2B	926802	929121	+	927961	1.0	1.0	collinear
gene:TraesCS2B03G0002800	Chr2B	416211	435790	-	426000	Chr2B	932133	951712	-	941922	1.0	1.0	collinear
gene:TraesCS2B03G0002900	Chr2B	459671	461718	-	460694	Chr2B	975665	977712	-	976688	1.0	1.0	collinear
gene:TraesCS2B03G0003100	Chr2B	463843	465375	-	464609	Chr2B	979837	981369	-	980603	1.0	1.0	collinear
gene:TraesCS2B03G0003300	Chr2B	517984	518190	-	518087	Chr2B	1033985	1034191	-	1034088	1.0	1.0	collinear
gene:TraesCS2B03G0003600	Chr2B	568597	573759	-	571178	Chr2B	1084592	1089754	-	1087173	1.0	1.0	collinear
gene:TraesCS2B03G0004000	Chr2B	587902	591459	-	589680	Chr2B	1103897	1107454	-	1105675	1.0	1.0	collinear
gene:TraesCS2B03G0004100	Chr2B	593205	600260	+	596732	Chr2B	1109202	1116257	+	1112729	1.0	1.0	collinear
gene:TraesCS2B03G0005000	Chr2B	794419	800602	-	797510	Chr2B	1310526	1316709	-	1313617	1.0	1.0	collinear
gene:TraesCS2B03G0005300	Chr2B	815240	815533	-	815386	Chr2B	1331350	1331643	-	1331496	1.0	1.0	collinear
gene:TraesCS2B03G0005500	Chr2B	823285	827294	-	825289	Chr2B	1339395	1343404	-	1341399	1.0	1.0	collinear
gene:TraesCS2B03G0005700	Chr2B	963404	964372	+	963888	Chr2B	1479522	1480490	+	1480006	1.0	1.0	collinear
gene:TraesCS2B03G0005800	Chr2B	976395	977051	+	976723	Chr2B	1492513	1493169	+	1492841	1.0	1.0	collinear
gene:TraesCS2B03G0005900	Chr2B	993279	993881	+	993580	Chr2B	1509399	1510001	+	1509700	1.0	1.0	collinear
gene:TraesCS2B03G0006000	Chr2B	1002722	1009665	+	1006193	Chr2B	1518842	1525785	+	1522313	1.0	1.0	collinear
gene:TraesCS2B03G0006500	Chr2B	1091608	1092561	-	1092084	Chr2B	1607731	1608684	-	1608207	1.0	1.0	collinear
gene:TraesCS2B03G0006600	Chr2B	1094148	1094755	-	1094451	Chr2B	1610271	1610878	-	1610574	1.0	1.0	collinear
gene:TraesCS2B03G0006800	Chr2B	1102968	1104198	+	1103583	Chr2B	1619092	1620322	+	1619707	1.0	1.0	collinear
gene:TraesCS2B03G0006900	Chr2B	1108051	1109094	-	1108572	Chr2B	1624175	1625218	-	1624696	1.0	1.0	collinear
gene:TraesCS2B03G0007300	Chr2B	1288909	1292682	-	1290795	Chr2B	1804201	1807974	-	1806087	1.0	1.0	collinear
gene:TraesCS2B03G0007800	Chr2B	1510232	1513235	-	1511733	Chr2B	2023934	2026937	-	2025435	1.0	1.0	collinear
gene:TraesCS2B03G0007900	Chr2B	1846230	1850991	+	1848610	Chr2B	2370876	2375637	+	2373256	1.0	1.0	collinear
gene:TraesCS2B03G0008300	Chr2B	1951546	1953088	-	1952317	Chr2B	2486374	2487916	-	2487145	1.0	1.0	collinear
gene:TraesCS2B03G0008500	Chr2B	1958192	1967818	-	1963005	Chr2B	2493021	2502642	-	2497831	1.0	1.0	collinear
gene:TraesCS2B03G0008600	Chr2B	2040906	2041766	-	2041336	Chr2B	2575750	2576610	-	2576180	1.0	1.0	collinear
gene:TraesCS2B03G0009200	Chr2B	2344071	2344364	+	2344217	Chr2B	2881132	2881425	+	2881278	1.0	1.0	collinear
gene:TraesCS2B03G0009700	Chr2B	2520260	2520661	-	2520460	Chr2B	3057330	3057731	-	3057530	1.0	1.0	collinear
gene:TraesCS2B03G0009900	Chr2B	2672857	2674541	-	2673699	Chr2B	3209773	3211457	-	3210615	1.0	1.0	collinear
gene:TraesCS2B03G0010000	Chr2B	2678638	2681094	-	2679866	Chr2B	3215554	3218010	-	3216782	1.0	1.0	collinear
gene:TraesCS2B03G0010300	Chr2B	2698016	2703512	+	2700764	Chr2B	3234934	3240432	+	3237683	1.0	1.0	collinear
gene:TraesCS2B03G0010400	Chr2B	2717986	2718723	-	2718354	Chr2B	3254906	3255643	-	3255274	1.0	1.0	collinear
gene:TraesCS2B03G0010600	Chr2B	2829446	2831107	+	2830276	Chr2B	3366376	3368037	+	3367206	1.0	1.0	collinear
gene:TraesCS2B03G0010700	Chr2B	2843172	2844740	+	2843956	Chr2B	3380116	3381684	+	3380900	1.0	1.0	collinear
gene:TraesCS2B03G0010800	Chr2B	2882010	2883720	-	2882865	Chr2B	3419866	3421576	-	3420721	1.0	1.0	collinear
gene:TraesCS2B03G0010900	Chr2B	2892074	2894736	+	2893405	Chr2B	3429930	3432592	+	3431261	1.0	1.0	collinear
gene:TraesCS2B03G0011000	Chr2B	2916973	2932515	-	2924744	Chr2B	3454831	3470373	-	3462602	1.0	1.0	collinear
gene:TraesCS2B03G0011100	Chr2B	2935121	2936823	+	2935972	Chr2B	3472979	3474681	+	3473830	1.0	1.0	collinear
gene:TraesCS2B03G0011300	Chr2B	2962930	2963370	+	2963150	Chr2B	3500788	3501228	+	3501008	1.0	1.0	collinear
gene:TraesCS2B03G0011700	Chr2B	3194437	3195324	-	3194880	Chr2B	7029976	7030863	-	7030419	1.0	0.99	collinear
gene:TraesCS2B03G0011900	Chr2B	3212333	3217189	-	3214761	Chr2B	5769849	5774705	-	5772277	1.0	1.0	collinear
gene:TraesCS2B03G0012000	Chr2B	3233211	3235901	+	3234556	Chr2B	5790375	5793065	+	5791720	1.0	1.0	collinear
gene:TraesCS2B03G0012100	Chr2B	3287024	3288556	-	3287790	Chr2B	5844203	5845735	-	5844969	1.0	1.0	collinear
gene:TraesCS2B03G0012600	Chr2B	3595745	3613268	+	3604506	Chr2B	6147506	6165029	+	6156267	1.0	1.0	collinear
gene:TraesCS2B03G0012700	Chr2B	3630724	3631650	-	3631187	Chr2B	6182487	6183413	-	6182950	1.0	1.0	collinear
gene:TraesCS2B03G0012800	Chr2B	3632392	3635151	-	3633771	Chr2B	6184155	6186914	-	6185534	1.0	1.0	collinear
gene:TraesCS2B03G0012900	Chr2B	3685456	3686983	-	3686219	Chr2B	6237219	6238746	-	6237982	1.0	1.0	collinear
gene:TraesCS2B03G0013100	Chr2B	3855432	3862083	+	3858757	Chr2B	6407202	6413855	+	6410528	1.0	1.0	collinear
gene:TraesCS2B03G0013300	Chr2B	3877680	3878447	+	3878063	Chr2B	6429495	6430262	+	6429878	1.0	1.0	collinear
gene:TraesCS2B03G0013400	Chr2B	3880027	3880452	+	3880239	Chr2B	6431842	6432267	+	6432054	1.0	1.0	collinear
gene:TraesCS2B03G0013700	Chr2B	3956480	3957106	-	3956793	Chr2B	6508297	6508923	-	6508610	1.0	1.0	collinear
gene:TraesCS2B03G0013900	Chr2B	3959709	3961547	-	3960628	Chr2B	6511526	6513364	-	6512445	1.0	1.0	collinear
gene:TraesCS2B03G0014300	Chr2B	4031007	4035278	-	4033142	Chr2B	6582920	6587191	-	6585055	1.0	1.0	collinear
gene:TraesCS2B03G0014500	Chr2B	4057416	4065064	-	4061240	Chr2B	6609329	6616975	-	6613152	1.0	1.0	collinear
gene:TraesCS2B03G0015000	Chr2B	4111148	4113262	-	4112205	Chr2B	6663060	6665174	-	6664117	1.0	1.0	collinear
gene:TraesCS2B03G0015100	Chr2B	4116808	4124611	-	4120709	Chr2B	6668720	6676523	-	6672621	1.0	1.0	collinear
gene:TraesCS2B03G0015300	Chr2B	4921039	4922226	-	4921632	Chr2B	7667936	7669123	-	7668529	1.0	0.998	collinear
gene:TraesCS2B03G0015400	Chr2B	4921039	4925322	-	4923180	Chr2B	7667936	7672219	-	7670077	1.0	0.998	collinear
gene:TraesCS2B03G0016000	Chr2B	5016726	5020169	+	5018447	Chr2B	7963205	7966648	+	7964926	1.0	1.0	collinear
gene:TraesCS2B03G0016200	Chr2B	5031749	5033515	-	5032632	Chr2B	7978228	7979994	-	7979111	1.0	1.0	collinear
gene:TraesCS2B03G0016300	Chr2B	5034478	5034879	-	5034678	Chr2B	7980957	7981358	-	7981157	1.0	1.0	collinear
gene:TraesCS2B03G0016400	Chr2B	5035649	5037309	-	5036479	Chr2B	7982128	7983788	-	7982958	1.0	1.0	collinear
gene:TraesCS2B03G0016700	Chr2B	5058158	5060304	+	5059231	Chr2B	8004631	8006777	+	8005704	1.0	1.0	collinear
gene:TraesCS2B03G0016900	Chr2B	5071624	5076306	+	5073965	Chr2B	8018101	8022783	+	8020442	1.0	1.0	collinear
gene:TraesCS2B03G0017200	Chr2B	5133457	5135141	-	5134299	Chr2B	8079940	8081624	-	8080782	1.0	1.0	collinear
gene:TraesCS2B03G0017300	Chr2B	5224896	5229545	+	5227220	Chr2B	8171393	8176046	+	8173719	1.0	0.998	collinear
gene:TraesCS2B03G0017500	Chr2B	5236031	5237507	+	5236769	Chr2B	8182534	8184010	+	8183272	1.0	1.0	collinear
gene:TraesCS2B03G0017600	Chr2B	5295192	5296900	-	5296046	Chr2B	8241701	8243409	-	8242555	1.0	1.0	collinear
gene:TraesCS2B03G0017700	Chr2B	5393429	5393683	+	5393556	Chr2B	8339950	8340204	+	8340077	1.0	1.0	collinear
gene:TraesCS2B03G0018100	Chr2B	5448721	5450259	+	5449490	Chr2B	8395256	8396794	+	8396025	1.0	1.0	collinear
gene:TraesCS2B03G0018300	Chr2B	5465459	5467015	-	5466237	Chr2B	8411990	8413546	-	8412768	1.0	1.0	collinear
