gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_IAAS_tgt_chr	CS_IAAS_tgt_start	CS_IAAS_tgt_end	CS_IAAS_tgt_strand	CS_IAAS_tgt_midpoint	CS_IAAS_coverage	CS_IAAS_identity	segment
gene:TraesCS7A03G0000200	Chr7A	237447	240619	+	239033	Chr7A	252456	255628	+	254042	1.0	1.0	collinear
gene:TraesCS7A03G0000300	Chr7A	241763	245662	-	243712	Chr7A	256772	260671	-	258721	1.0	1.0	collinear
gene:TraesCS7A03G0000400	Chr7A	249969	253391	+	251680	Chr7A	264978	268400	+	266689	1.0	1.0	collinear
gene:TraesCS7A03G0001000	Chr7A	287782	289092	+	288437	Chr7A	302795	304105	+	303450	1.0	1.0	collinear
gene:TraesCS7A03G0001800	Chr7A	329150	329954	+	329552	Chr7A	344170	344974	+	344572	1.0	1.0	collinear
gene:TraesCS7A03G0001900	Chr7A	339975	343261	-	341618	Chr7A	355005	358291	-	356648	1.0	1.0	collinear
gene:TraesCS7A03G0002500	Chr7A	458993	460972	-	459982	Chr7A	474047	476026	-	475036	1.0	1.0	collinear
gene:TraesCS7A03G0002900	Chr7A	625626	629540	+	627583	Chr7A	640692	644606	+	642649	1.0	1.0	collinear
gene:TraesCS7A03G0003000	Chr7A	636996	649433	-	643214	Chr7A	652062	664499	-	658280	1.0	1.0	collinear
gene:TraesCS7A03G0003300	Chr7A	658982	671984	-	665483	Chr7A	674048	687055	-	680551	1.0	1.0	collinear
gene:TraesCS7A03G0003400	Chr7A	751650	755043	-	753346	Chr7A	766712	770105	-	768408	1.0	1.0	collinear
gene:TraesCS7A03G0003500	Chr7A	776562	777005	-	776783	Chr7A	791629	792072	-	791850	1.0	1.0	collinear
gene:TraesCS7A03G0004100	Chr7A	965060	971771	+	968415	Chr7A	980164	986875	+	983519	1.0	1.0	collinear
gene:TraesCS7A03G0004300	Chr7A	1116397	1117068	+	1116732	Chr7A	1131289	1131960	+	1131624	1.0	1.0	collinear
gene:TraesCS7A03G0004500	Chr7A	1168399	1170394	+	1169396	Chr7A	1181915	1183910	+	1182912	1.0	1.0	collinear
gene:TraesCS7A03G0004800	Chr7A	1288480	1289699	+	1289089	Chr7A	1300470	1301689	+	1301079	1.0	1.0	collinear
gene:TraesCS7A03G0004900	Chr7A	1292673	1293108	-	1292890	Chr7A	1304663	1305098	-	1304880	1.0	1.0	collinear
gene:TraesCS7A03G0005000	Chr7A	1295626	1310738	-	1303182	Chr7A	1307616	1322728	-	1315172	1.0	1.0	collinear
gene:TraesCS7A03G0005100	Chr7A	1331278	1332098	-	1331688	Chr7A	1342737	1343557	-	1343147	1.0	1.0	collinear
gene:TraesCS7A03G0005200	Chr7A	1335552	1337332	-	1336442	Chr7A	1347011	1348791	-	1347901	1.0	1.0	collinear
gene:TraesCS7A03G0005400	Chr7A	1385966	1392029	+	1388997	Chr7A	1397243	1402903	+	1400073	1.0	1.0	collinear
gene:TraesCS7A03G0005500	Chr7A	1419975	1425182	+	1422578	Chr7A	1430649	1435856	+	1433252	1.0	1.0	collinear
gene:TraesCS7A03G0005700	Chr7A	1432182	1436354	+	1434268	Chr7A	1442856	1447028	+	1444942	1.0	1.0	collinear
gene:TraesCS7A03G0005800	Chr7A	1454642	1455418	+	1455030	Chr7A	1465316	1466092	+	1465704	1.0	1.0	collinear
gene:TraesCS7A03G0005900	Chr7A	1474660	1477341	+	1476000	Chr7A	1484837	1487518	+	1486177	1.0	1.0	collinear
gene:TraesCS7A03G0006400	Chr7A	1511767	1523016	-	1517391	Chr7A	1521602	1532851	-	1527226	1.0	1.0	collinear
gene:TraesCS7A03G0006500	Chr7A	1536839	1539713	+	1538276	Chr7A	1546446	1549320	+	1547883	1.0	1.0	collinear
gene:TraesCS7A03G0006900	Chr7A	1705137	1706808	+	1705972	Chr7A	1775416	1777087	+	1776251	1.0	1.0	collinear
gene:TraesCS7A03G0007000	Chr7A	1709690	1715064	+	1712377	Chr7A	1779969	1785343	+	1782656	1.0	1.0	collinear
gene:TraesCS7A03G0007100	Chr7A	1716639	1726072	-	1721355	Chr7A	1786918	1796351	-	1791634	1.0	1.0	collinear
gene:TraesCS7A03G0007200	Chr7A	1727345	1733016	+	1730180	Chr7A	1797624	1803295	+	1800459	1.0	1.0	collinear
gene:TraesCS7A03G0007300	Chr7A	1733546	1738771	-	1736158	Chr7A	1803825	1809050	-	1806437	1.0	1.0	collinear
gene:TraesCS7A03G0007400	Chr7A	1757255	1763142	-	1760198	Chr7A	1826638	1832525	-	1829581	1.0	1.0	collinear
gene:TraesCS7A03G0007600	Chr7A	1963947	1966400	-	1965173	Chr7A	1993149	1995602	-	1994375	1.0	1.0	collinear
gene:TraesCS7A03G0007500	Chr7A	1963777	1966710	-	1965243	Chr7A	1992979	1995912	-	1994445	1.0	1.0	collinear
gene:TraesCS7A03G0007700	Chr7A	1984711	1990302	-	1987506	Chr7A	2052567	2058158	-	2055362	1.0	1.0	collinear
gene:TraesCS7A03G0007800	Chr7A	1991641	1995052	-	1993346	Chr7A	2059497	2062908	-	2061202	1.0	1.0	collinear
gene:TraesCS7A03G0007900	Chr7A	1999166	2001559	+	2000362	Chr7A	2067023	2069416	+	2068219	1.0	1.0	collinear
gene:TraesCS7A03G0008000	Chr7A	2002174	2006210	-	2004192	Chr7A	2070031	2074067	-	2072049	1.0	1.0	collinear
gene:TraesCS7A03G0008400	Chr7A	2059191	2064602	+	2061896	Chr7A	2127062	2132473	+	2129767	1.0	1.0	collinear
gene:TraesCS7A03G0008800	Chr7A	2119023	2128730	+	2123876	Chr7A	2186894	2196601	+	2191747	1.0	1.0	collinear
