gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_IAAS_tgt_chr	CS_IAAS_tgt_start	CS_IAAS_tgt_end	CS_IAAS_tgt_strand	CS_IAAS_tgt_midpoint	CS_IAAS_coverage	CS_IAAS_identity	segment
gene:TraesCS5A03G0000100	Chr5A	10126	18461	-	14293	Chr5A	21379	29714	-	25546	1.0	1.0	collinear
gene:TraesCS5A03G0000200	Chr5A	20226	23967	+	22096	Chr5A	31479	35220	+	33349	1.0	1.0	collinear
gene:TraesCS5A03G0000300	Chr5A	28171	30032	-	29101	Chr5A	39704	41565	-	40634	1.0	0.997	collinear
gene:TraesCS5A03G0000400	Chr5A	215597	216821	+	216209	Chr5A	236299	237523	+	236911	1.0	1.0	collinear
gene:TraesCS5A03G0000800	Chr5A	622810	628759	+	625784	Chr5A	642212	648161	+	645186	1.0	1.0	collinear
gene:TraesCS5A03G0000900	Chr5A	628951	630466	+	629708	Chr5A	648353	649868	+	649110	1.0	1.0	collinear
gene:TraesCS5A03G0001000	Chr5A	637855	638799	+	638327	Chr5A	657258	658202	+	657730	1.0	1.0	collinear
gene:TraesCS5A03G0001300	Chr5A	1542470	1544254	+	1543362	Chr5A	4512625	4514409	+	4513517	1.0	1.0	collinear
gene:TraesCS5A03G0001500	Chr5A	1684670	1685023	+	1684846	Chr5A	4654851	4655204	+	4655027	1.0	1.0	collinear
gene:TraesCS5A03G0001700	Chr5A	1703882	1707094	-	1705488	Chr5A	4674066	4677278	-	4675672	1.0	1.0	collinear
gene:TraesCS5A03G0001900	Chr5A	1955095	1955460	-	1955277	Chr5A	4924335	4924700	-	4924517	1.0	1.0	collinear
gene:TraesCS5A03G0002000	Chr5A	2041391	2042111	-	2041751	Chr5A	5010004	5010724	-	5010364	1.0	1.0	collinear
gene:TraesCS5A03G0002100	Chr5A	2042895	2043377	+	2043136	Chr5A	5011508	5011990	+	5011749	1.0	1.0	collinear
gene:TraesCS5A03G0002500	Chr5A	2059447	2067895	+	2063671	Chr5A	5027802	5036250	+	5032026	1.0	1.0	collinear
gene:TraesCS5A03G0002700	Chr5A	2068880	2071814	+	2070347	Chr5A	5037235	5040169	+	5038702	1.0	1.0	collinear
gene:TraesCS5A03G0002900	Chr5A	2082542	2082888	+	2082715	Chr5A	5050897	5051243	+	5051070	1.0	1.0	collinear
gene:TraesCS5A03G0003200	Chr5A	2225824	2226003	+	2225913	Chr5A	5193844	5194023	+	5193933	1.0	1.0	collinear
gene:TraesCS5A03G0003300	Chr5A	2269703	2270692	-	2270197	Chr5A	5237613	5238602	-	5238107	1.0	1.0	collinear
gene:TraesCS5A03G0003900	Chr5A	2671848	2673352	-	2672600	Chr5A	5634503	5636007	-	5635255	1.0	1.0	collinear
gene:TraesCS5A03G0004000	Chr5A	2741825	2743021	-	2742423	Chr5A	5704485	5705681	-	5705083	1.0	1.0	collinear
gene:TraesCS5A03G0004500	Chr5A	2854750	2859673	-	2857211	Chr5A	5816371	5821300	-	5818835	1.0	1.0	collinear
gene:TraesCS5A03G0004900	Chr5A	2989002	2993252	-	2991127	Chr5A	5950632	5954882	-	5952757	1.0	1.0	collinear
