gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_IAAS_tgt_chr	CS_IAAS_tgt_start	CS_IAAS_tgt_end	CS_IAAS_tgt_strand	CS_IAAS_tgt_midpoint	CS_IAAS_coverage	CS_IAAS_identity	segment
gene:TraesCS3A03G0000100	Chr3A	26146	30400	+	28273	Chr3A	769504	773758	+	771631	1.0	1.0	collinear
gene:TraesCS3A03G0000200	Chr3A	53676	57493	-	55584	Chr3A	797055	800872	-	798963	1.0	1.0	collinear
gene:TraesCS3A03G0000300	Chr3A	96529	96813	+	96671	Chr3A	839915	840199	+	840057	1.0	1.0	collinear
gene:TraesCS3A03G0000600	Chr3A	170523	170900	+	170711	Chr3A	913921	914298	+	914109	1.0	1.0	collinear
gene:TraesCS3A03G0002400	Chr3A	721607	725654	-	723630	Chr3A	1459092	1463139	-	1461115	1.0	1.0	collinear
gene:TraesCS3A03G0002600	Chr3A	730535	733253	-	731894	Chr3A	1468020	1470738	-	1469379	1.0	1.0	collinear
gene:TraesCS3A03G0002700	Chr3A	747197	753779	+	750488	Chr3A	1484524	1491106	+	1487815	1.0	1.0	collinear
gene:TraesCS3A03G0002800	Chr3A	762529	765599	+	764064	Chr3A	1499856	1502926	+	1501391	1.0	1.0	collinear
gene:TraesCS3A03G0003000	Chr3A	954676	957962	+	956319	Chr3A	1689700	1692986	+	1691343	1.0	1.0	collinear
gene:TraesCS3A03G0003300	Chr3A	983733	985531	+	984632	Chr3A	1718802	1720600	+	1719701	1.0	1.0	collinear
gene:TraesCS3A03G0003600	Chr3A	1030844	1033134	+	1031989	Chr3A	1765916	1768206	+	1767061	1.0	1.0	collinear
gene:TraesCS3A03G0003900	Chr3A	1064790	1066982	+	1065886	Chr3A	1799868	1802060	+	1800964	1.0	1.0	collinear
gene:TraesCS3A03G0004000	Chr3A	1075288	1077959	+	1076623	Chr3A	1810370	1813041	+	1811705	1.0	1.0	collinear
gene:TraesCS3A03G0004300	Chr3A	1094785	1098146	+	1096465	Chr3A	1874716	1878077	+	1876396	1.0	1.0	collinear
gene:TraesCS3A03G0004600	Chr3A	1117240	1120441	+	1118840	Chr3A	1851990	1855191	+	1853590	1.0	1.0	collinear
gene:TraesCS3A03G0004700	Chr3A	1428190	1428489	-	1428339	Chr3A	2157422	2157721	-	2157571	1.0	1.0	collinear
gene:TraesCS3A03G0004800	Chr3A	1608981	1609485	+	1609233	Chr3A	2338232	2338736	+	2338484	1.0	1.0	collinear
gene:TraesCS3A03G0004900	Chr3A	1614046	1614462	+	1614254	Chr3A	2343297	2343713	+	2343505	1.0	1.0	collinear
gene:TraesCS3A03G0005000	Chr3A	1668456	1668815	+	1668635	Chr3A	2397705	2398064	+	2397884	1.0	1.0	collinear
gene:TraesCS3A03G0005300	Chr3A	1686660	1687091	+	1686875	Chr3A	2415916	2416347	+	2416131	1.0	1.0	collinear
gene:TraesCS3A03G0005500	Chr3A	1712162	1713083	+	1712622	Chr3A	2441421	2442342	+	2441881	1.0	0.998	collinear
gene:TraesCS3A03G0005900	Chr3A	1800445	1803196	-	1801820	Chr3A	2529718	2532469	-	2531093	1.0	1.0	collinear
gene:TraesCS3A03G0006000	Chr3A	1805228	1805714	-	1805471	Chr3A	2534501	2534987	-	2534744	1.0	1.0	collinear
gene:TraesCS3A03G0006600	Chr3A	1861996	1862403	+	1862199	Chr3A	2591270	2591677	+	2591473	1.0	1.0	collinear
gene:TraesCS3A03G0006800	Chr3A	1872412	1874269	+	1873340	Chr3A	2601690	2603547	+	2602618	1.0	1.0	collinear
gene:TraesCS3A03G0007300	Chr3A	1881511	1881988	+	1881749	Chr3A	2610791	2611268	+	2611029	1.0	1.0	collinear
gene:TraesCS3A03G0007400	Chr3A	1888827	1889429	+	1889128	Chr3A	2618103	2618705	+	2618404	1.0	1.0	collinear
gene:TraesCS3A03G0007800	Chr3A	1975660	1976366	+	1976013	Chr3A	2704950	2705656	+	2705303	1.0	1.0	collinear
gene:TraesCS3A03G0007900	Chr3A	1986188	1988425	-	1987306	Chr3A	2715478	2717715	-	2716596	1.0	1.0	collinear
gene:TraesCS3A03G0008000	Chr3A	1993217	1993959	+	1993588	Chr3A	2722510	2723252	+	2722881	1.0	1.0	collinear
gene:TraesCS3A03G0008400	Chr3A	2008922	2012376	+	2010649	Chr3A	2740285	2743739	+	2742012	1.0	1.0	collinear
gene:TraesCS3A03G0008500	Chr3A	2013683	2017892	-	2015787	Chr3A	2745049	2749258	-	2747153	1.0	1.0	collinear
gene:TraesCS3A03G0008700	Chr3A	2225872	2226467	+	2226169	Chr3A	2956667	2957262	+	2956964	1.0	1.0	collinear
gene:TraesCS3A03G0008900	Chr3A	2507366	2507736	+	2507551	Chr3A	3235884	3236254	+	3236069	1.0	1.0	collinear
gene:TraesCS3A03G0009000	Chr3A	2524157	2524527	+	2524342	Chr3A	3252675	3253045	+	3252860	1.0	1.0	collinear
gene:TraesCS3A03G0009100	Chr3A	2692803	2693503	+	2693153	Chr3A	3418517	3419217	+	3418867	1.0	1.0	collinear
gene:TraesCS3A03G0009500	Chr3A	2986222	2986840	+	2986531	Chr3A	3708665	3709283	+	3708974	1.0	1.0	collinear
