gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_IAAS_tgt_chr	CS_IAAS_tgt_start	CS_IAAS_tgt_end	CS_IAAS_tgt_strand	CS_IAAS_tgt_midpoint	CS_IAAS_coverage	CS_IAAS_identity	segment
gene:TraesCS2A03G0000200	Chr2A	250369	258919	+	254644	Chr2A	271753	280303	+	276028	1.0	1.0	collinear
gene:TraesCS2A03G0000300	Chr2A	259362	263505	-	261433	Chr2A	280746	284889	-	282817	1.0	1.0	collinear
gene:TraesCS2A03G0000600	Chr2A	272656	273599	-	273127	Chr2A	294040	294983	-	294511	1.0	1.0	collinear
gene:TraesCS2A03G0000700	Chr2A	279352	289424	+	284388	Chr2A	300737	310813	+	305775	1.0	1.0	collinear
gene:TraesCS2A03G0001000	Chr2A	326315	327315	-	326815	Chr2A	347704	348704	-	348204	1.0	1.0	collinear
gene:TraesCS2A03G0001200	Chr2A	389113	391290	+	390201	Chr2A	410503	412680	+	411591	1.0	1.0	collinear
gene:TraesCS2A03G0001400	Chr2A	396069	400877	-	398473	Chr2A	417459	422267	-	419863	1.0	1.0	collinear
gene:TraesCS2A03G0001500	Chr2A	471994	473071	-	472532	Chr2A	493384	494461	-	493922	1.0	1.0	collinear
gene:TraesCS2A03G0001600	Chr2A	498907	502516	+	500711	Chr2A	520298	523907	+	522102	1.0	1.0	collinear
gene:TraesCS2A03G0001800	Chr2A	511382	514968	+	513175	Chr2A	532773	536359	+	534566	1.0	1.0	collinear
gene:TraesCS2A03G0001900	Chr2A	523708	527051	+	525379	Chr2A	545103	548446	+	546774	1.0	1.0	collinear
gene:TraesCS2A03G0002000	Chr2A	527668	531424	-	529546	Chr2A	549063	552819	-	550941	1.0	1.0	collinear
gene:TraesCS2A03G0002200	Chr2A	531622	534531	+	533076	Chr2A	553017	555926	+	554471	1.0	1.0	collinear
gene:TraesCS2A03G0002500	Chr2A	560892	563807	-	562349	Chr2A	582332	585247	-	583789	1.0	1.0	collinear
gene:TraesCS2A03G0002600	Chr2A	578869	583401	-	581135	Chr2A	600309	604841	-	602575	1.0	1.0	collinear
gene:TraesCS2A03G0003200	Chr2A	723635	725724	+	724679	Chr2A	743683	745772	+	744727	1.0	1.0	collinear
gene:TraesCS2A03G0003300	Chr2A	728142	730497	+	729319	Chr2A	748191	750546	+	749368	1.0	1.0	collinear
gene:TraesCS2A03G0003600	Chr2A	780091	780912	+	780501	Chr2A	800132	800953	+	800542	1.0	1.0	collinear
gene:TraesCS2A03G0003700	Chr2A	811926	812799	+	812362	Chr2A	831973	832846	+	832409	1.0	1.0	collinear
gene:TraesCS2A03G0003900	Chr2A	884928	885681	+	885304	Chr2A	904976	905729	+	905352	1.0	1.0	collinear
gene:TraesCS2A03G0004500	Chr2A	1228280	1229883	-	1229081	Chr2A	1246676	1248279	-	1247477	1.0	1.0	collinear
gene:TraesCS2A03G0005600	Chr2A	1423029	1424057	-	1423543	Chr2A	1441454	1442482	-	1441968	1.0	1.0	collinear
gene:TraesCS2A03G0005800	Chr2A	1428836	1440401	-	1434618	Chr2A	1447261	1458860	-	1453060	0.999	0.991	collinear
gene:TraesCS2A03G0006300	Chr2A	1665722	1666219	+	1665970	Chr2A	1684192	1684689	+	1684440	1.0	1.0	collinear
gene:TraesCS2A03G0006500	Chr2A	1751281	1752992	+	1752136	Chr2A	1769750	1771461	+	1770605	1.0	1.0	collinear
gene:TraesCS2A03G0006600	Chr2A	1841287	1843264	+	1842275	Chr2A	1859757	1861734	+	1860745	1.0	1.0	collinear
gene:TraesCS2A03G0006700	Chr2A	1848046	1849956	-	1849001	Chr2A	1866517	1868427	-	1867472	1.0	1.0	collinear
gene:TraesCS2A03G0006900	Chr2A	1921768	1927033	-	1924400	Chr2A	1940245	1945510	-	1942877	1.0	1.0	collinear
gene:TraesCS2A03G0007100	Chr2A	1935100	1941200	+	1938150	Chr2A	1953577	1959678	+	1956627	1.0	1.0	collinear
gene:TraesCS2A03G0008000	Chr2A	2289325	2293622	+	2291473	Chr2A	2303849	2308146	+	2305997	1.0	1.0	collinear
gene:TraesCS2A03G0008100	Chr2A	2322266	2324111	-	2323188	Chr2A	2335771	2337616	-	2336693	1.0	1.0	collinear
