gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	Landmark_tgt_strand	Landmark_tgt_midpoint	Landmark_coverage	Landmark_identity	segment
gene:TraesCS6A02G049600	Chr6A	25472841	25473704	+	25473272	Chr6A	33036315	33037175	+	33036745	0.996	0.994	rearrangement:Chr6A_block1
gene:TraesCS6A02G049700	Chr6A	25525808	25526701	+	25526254	Chr6A	33089386	33090273	+	33089829	0.993	0.993	rearrangement:Chr6A_block1
gene:TraesCS6A02G049800	Chr6A	25581178	25582017	+	25581597	Chr6A	33145169	33146008	+	33145588	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G049900	Chr6A	25629661	25635357	+	25632509	Chr6A	33193169	33198865	+	33196017	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G050000	Chr6A	25636074	25638889	+	25637481	Chr6A	33199582	33202397	+	33200989	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G050100	Chr6A	25637798	25641762	-	25639780	Chr6A	33201306	33205270	-	33203288	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G050200	Chr6A	25687155	25690866	-	25689010	Chr6A	33250662	33254373	-	33252517	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G050300	Chr6A	25692506	25698785	-	25695645	Chr6A	33256013	33262292	-	33259152	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G050400	Chr6A	25701992	25705073	-	25703532	Chr6A	33265499	33268580	-	33267039	1.0	0.999	rearrangement:Chr6A_block1
gene:TraesCS6A02G050500	Chr6A	25767139	25771520	-	25769329	Chr6A	33337358	33341739	-	33339548	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A02G050600	Chr6A	25799748	25800648	-	25800198	Chr6A	33370019	33370888	-	33370453	0.945	0.943	rearrangement:Chr6A_block1
gene:TraesCS6A02G050700	Chr6A	26270104	26270936	-	26270520	Chr6A	33852191	33853009	-	33852600	0.972	0.972	rearrangement:Chr6A_block2
gene:TraesCS6A02G050800	Chr6A	26529406	26530524	+	26529965	Chr6A	34111612	34112730	+	34112171	1.0	1.0	rearrangement:Chr6A_block2
gene:TraesCS6A02G050900	Chr6A	26564999	26567547	+	26566273	Chr6A	34150483	34153031	+	34151757	1.0	1.0	rearrangement:Chr6A_block2
gene:TraesCS6A02G051000	Chr6A	26620469	26621840	-	26621154	Chr6A	34206006	34207377	-	34206691	1.0	0.999	rearrangement:Chr6A_block2
gene:TraesCS6A02G051100	Chr6A	26631805	26634897	-	26633351	Chr6A	34217082	34220174	-	34218628	1.0	1.0	rearrangement:Chr6A_block2
gene:TraesCS6A02G051200	Chr6A	26717837	26719705	+	26718771	Chr6A	34303101	34304969	+	34304035	1.0	1.0	rearrangement:Chr6A_block2
gene:TraesCS6A02G051300	Chr6A	26734106	26735749	+	26734927	Chr6A	34319370	34321013	+	34320191	1.0	1.0	rearrangement:Chr6A_block2
gene:TraesCS6A02G051400	Chr6A	26763781	26765745	-	26764763	Chr6A	34348327	34350291	-	34349309	1.0	1.0	rearrangement:Chr6A_block2
gene:TraesCS6A02G051500	Chr6A	26812437	26816661	-	26814549	Chr6A	34396694	34400926	-	34398810	1.0	0.996	rearrangement:Chr6A_block2
gene:TraesCS6A02G051600	Chr6A	26930769	26933269	+	26932019	Chr6A	34514798	34517298	+	34516048	1.0	1.0	rearrangement:Chr6A_block2
gene:TraesCS6A02G051700	Chr6A	26934504	26936004	-	26935254	Chr6A	34518533	34520033	-	34519283	1.0	0.999	rearrangement:Chr6A_block2
gene:TraesCS6A02G051800	Chr6A	26952147	26952878	+	26952512	Chr6A	34536157	34536888	+	34536522	1.0	1.0	rearrangement:Chr6A_block2
gene:TraesCS6A02G051900	Chr6A	26960036	26968711	+	26964373	Chr6A	34543720	34552395	+	34548057	1.0	1.0	rearrangement:Chr6A_block2
gene:TraesCS6A02G052000	Chr6A	26969903	26972017	+	26970960	Chr6A	34553236	34555350	+	34554293	1.0	1.0	rearrangement:Chr6A_block2
gene:TraesCS6A02G052100	Chr6A	26974351	26978736	-	26976543	Chr6A	34557684	34562069	-	34559876	1.0	1.0	rearrangement:Chr6A_block2
gene:TraesCS6A02G000100	Chr6A	56821	58390	+	57605	Chr6A	1768885	1770454	-	1769669	1.0	0.997	collinear
gene:TraesCS6A02G000200	Chr6A	103455	110107	+	106781	Chr6A	1718968	1724909	-	1721938	1.0	0.994	collinear
gene:TraesCS6A02G000300	Chr6A	286171	288047	+	287109	Chr6A	1530512	1532387	-	1531449	0.999	0.996	collinear
gene:TraesCS6A02G000400	Chr6A	288059	291030	+	289544	Chr6A	1527532	1530500	-	1529016	0.998	0.994	collinear
gene:TraesCS6A02G000700	Chr6A	616773	620979	-	618876	Chr6A	1410920	1415123	+	1413021	1.0	0.996	collinear
gene:TraesCS6A02G000800	Chr6A	629428	634290	+	631859	Chr6A	1378554	1383292	-	1380923	0.966	0.961	collinear
gene:TraesCS6A02G000900	Chr6A	634738	636233	+	635485	Chr6A	1376532	1378069	-	1377300	1.0	0.991	collinear
gene:TraesCS6A02G001000	Chr6A	637025	639371	+	638198	Chr6A	1373373	1375711	-	1374542	0.978	0.949	collinear
gene:TraesCS6A02G001100	Chr6A	637766	644465	-	641115	Chr6A	1368398	1374985	+	1371691	0.995	0.978	collinear
gene:TraesCS6A02G001400	Chr6A	771942	774641	-	773291	Chr6A	1200990	1203922	+	1202456	1.0	0.998	collinear
gene:TraesCS6A02G001500	Chr6A	786731	788315	+	787523	Chr6A	1188185	1189769	-	1188977	1.0	0.998	collinear
gene:TraesCS6A02G001600	Chr6A	795316	801602	-	798459	Chr6A	1174735	1181013	+	1177874	0.997	0.979	collinear
gene:TraesCS6A02G001700	Chr6A	811604	816032	+	813818	Chr6A	1161005	1165454	-	1163229	0.999	0.997	collinear
gene:TraesCS6A02G001800	Chr6A	818204	825117	-	821660	Chr6A	1148103	1155008	+	1151555	1.0	0.994	collinear
gene:TraesCS6A02G002000	Chr6A	914925	915899	-	915412	Chr6A	1128799	1129773	+	1129286	0.987	0.959	collinear
gene:TraesCS6A02G002100	Chr6A	917908	918405	+	918156	Chr6A	1126313	1126810	-	1126561	1.0	0.996	collinear
gene:TraesCS6A02G002200	Chr6A	925885	926272	-	926078	Chr6A	1118106	1118493	+	1118299	1.0	1.0	collinear
gene:TraesCS6A02G002300	Chr6A	932264	933310	+	932787	Chr6A	1111056	1112102	-	1111579	1.0	0.993	collinear
gene:TraesCS6A02G002400	Chr6A	942509	947206	-	944857	Chr6A	1097562	1102074	+	1099818	1.0	0.993	collinear
gene:TraesCS6A02G002600	Chr6A	967860	968797	-	968328	Chr6A	1051304	1052240	+	1051772	1.0	0.993	collinear
gene:TraesCS6A02G002700	Chr6A	1029778	1031799	-	1030788	Chr6A	987263	989279	+	988271	0.997	0.994	collinear
gene:TraesCS6A02G003150	Chr6A	1334641	1339511	-	1337076	Chr6A	2156061	2161819	+	2158940	0.999	0.992	collinear
gene:TraesCS6A02G003300	Chr6A	1494577	1504714	-	1499645	Chr6A	849197	859021	+	854109	0.966	0.964	collinear
gene:TraesCS6A02G003400	Chr6A	1590045	1590678	+	1590361	Chr6A	776748	777312	-	777030	1.0	0.994	collinear
gene:TraesCS6A02G003600	Chr6A	1650398	1650967	+	1650682	Chr6A	739463	740021	-	739742	1.0	0.988	collinear
gene:TraesCS6A02G003700	Chr6A	1659193	1668144	-	1663668	Chr6A	720934	730011	+	725472	1.0	0.994	collinear
gene:TraesCS6A02G003900	Chr6A	1716008	1717197	+	1716602	Chr6A	631226	632418	-	631822	1.0	0.988	collinear
gene:TraesCS6A02G004000	Chr6A	1730409	1732051	-	1731230	Chr6A	615491	617098	+	616294	0.976	0.961	collinear
gene:TraesCS6A02G004200	Chr6A	1808051	1814286	+	1811168	Chr6A	594971	596257	-	595614	0.986	0.982	collinear
gene:TraesCS6A02G004600	Chr6A	1885540	1889805	+	1887672	Chr6A	581669	586575	-	584122	1.0	0.998	collinear
gene:TraesCS6A02G004800	Chr6A	1900642	1902822	+	1901732	Chr6A	568640	570820	-	569730	1.0	0.998	collinear
gene:TraesCS6A02G004900	Chr6A	1921601	1924313	+	1922957	Chr6A	561851	564531	-	563191	0.984	0.977	collinear
gene:TraesCS6A02G005000	Chr6A	1942409	1948879	+	1945644	Chr6A	479767	486242	-	483004	0.999	0.992	collinear
gene:TraesCS6A02G005100	Chr6A	1960642	1961854	+	1961248	Chr6A	466806	468018	-	467412	1.0	0.997	collinear
gene:TraesCS6A02G005200	Chr6A	1972751	1975657	+	1974204	Chr6A	440906	443820	-	442363	0.999	0.99	collinear
gene:TraesCS6A02G005300	Chr6A	1985120	1987834	+	1986477	Chr6A	427492	430195	-	428843	0.982	0.968	collinear
gene:TraesCS6A02G005400	Chr6A	2130377	2133736	+	2132056	Chr6A	160133	163987	-	162060	1.0	0.988	collinear
gene:TraesCS6A02G005500	Chr6A	2144869	2145129	-	2144999	Chr6A	148833	149093	+	148963	1.0	1.0	collinear
gene:TraesCS6A02G005600	Chr6A	2177764	2180753	-	2179258	Chr6A	113810	116394	+	115102	0.996	0.977	collinear
gene:TraesCS6A02G005700	Chr6A	2221023	2222302	-	2221662	Chr6A	49938	51220	+	50579	1.0	0.992	collinear
gene:TraesCS6A02G005800	Chr6A	2232270	2234509	-	2233389	Chr6A	25464	27778	+	26621	1.0	0.992	collinear
gene:TraesCS6A02G005900	Chr6A	2247617	2248544	-	2248080	Chr6A	11569	12518	+	12043	1.0	0.966	collinear
gene:TraesCS6A02G006200	Chr6A	2273724	2277122	-	2275423	Chr6A	3542214	3545597	+	3543905	0.988	0.984	collinear
gene:TraesCS6A02G006400	Chr6A	2397497	2403046	+	2400271	Chr6A	3391737	3397174	-	3394455	1.0	0.997	collinear
gene:TraesCS6A02G006500	Chr6A	2407884	2411797	-	2409840	Chr6A	3382997	3386909	+	3384953	1.0	0.997	collinear
gene:TraesCS6A02G006600	Chr6A	2716291	2719670	-	2717980	Chr6A	3862883	3866263	-	3864573	1.0	0.995	collinear
gene:TraesCS6A02G006700	Chr6A	2724236	2725111	-	2724673	Chr6A	3876753	3877629	-	3877191	1.0	0.996	collinear
gene:TraesCS6A02G006800	Chr6A	2727546	2731988	-	2729767	Chr6A	3880040	3883825	-	3881932	1.0	0.995	collinear
gene:TraesCS6A02G006900	Chr6A	2749268	2749864	+	2749566	Chr6A	3897246	3897842	+	3897544	1.0	1.0	collinear
gene:TraesCS6A02G007000	Chr6A	2750921	2751822	+	2751371	Chr6A	3898898	3899745	+	3899321	0.94	0.937	collinear
gene:TraesCS6A02G007100	Chr6A	2790533	2795156	+	2792844	Chr6A	4065083	4069738	+	4067410	1.0	0.97	collinear
gene:TraesCS6A02G007200	Chr6A	2799043	2801355	+	2800199	Chr6A	4073559	4075873	+	4074716	1.0	0.994	collinear
gene:TraesCS6A02G007300	Chr6A	2925081	2929106	+	2927093	Chr6A	4196233	4200324	+	4198278	1.0	0.996	collinear
gene:TraesCS6A02G007400	Chr6A	2951919	2958039	+	2954979	Chr6A	4230760	4236881	+	4233820	1.0	0.996	collinear
gene:TraesCS6A02G007500	Chr6A	2970723	2974933	+	2972828	Chr6A	4239542	4243752	+	4241647	1.0	0.996	collinear
gene:TraesCS6A02G007600	Chr6A	3001015	3003106	+	3002060	Chr6A	4252606	4254703	+	4253654	1.0	0.982	collinear
gene:TraesCS6A02G007700	Chr6A	3014040	3017481	+	3015760	Chr6A	4265809	4269129	+	4267469	1.0	0.996	collinear
gene:TraesCS6A02G007800	Chr6A	3206194	3206811	+	3206502	Chr6A	4440222	4440839	+	4440530	1.0	0.998	collinear
gene:TraesCS6A02G007900	Chr6A	3237974	3238467	+	3238220	Chr6A	4472705	4473198	+	4472951	1.0	0.991	collinear
gene:TraesCS6A02G008000	Chr6A	3288495	3289339	+	3288917	Chr6A	4527950	4528797	+	4528373	1.0	0.991	collinear
gene:TraesCS6A02G008500	Chr6A	3529548	3530042	+	3529795	Chr6A	4754092	4754586	+	4754339	1.0	0.983	collinear
gene:TraesCS6A02G008600	Chr6A	3596300	3597064	-	3596682	Chr6A	4822938	4823702	-	4823320	1.0	0.996	collinear
gene:TraesCS6A02G008700	Chr6A	3687889	3690253	+	3689071	Chr6A	4908477	4910856	+	4909666	1.0	0.994	collinear
gene:TraesCS6A02G008800	Chr6A	3690332	3692787	+	3691559	Chr6A	4910935	4913389	+	4912162	1.0	0.978	collinear
gene:TraesCS6A02G008900	Chr6A	3705190	3706849	+	3706019	Chr6A	4921496	4923053	+	4922274	0.933	0.917	collinear
gene:TraesCS6A02G009000	Chr6A	3745929	3748223	-	3747076	Chr6A	4958572	4960869	-	4959720	1.0	0.967	collinear
gene:TraesCS6A02G009100	Chr6A	3771987	3774077	-	3773032	Chr6A	4982997	4985097	-	4984047	0.997	0.988	collinear
gene:TraesCS6A02G009200	Chr6A	3851157	3853368	-	3852262	Chr6A	5328315	5330628	-	5329471	0.996	0.96	collinear
gene:TraesCS6A02G009300	Chr6A	3855223	3856041	-	3855632	Chr6A	5332351	5333175	-	5332763	0.982	0.932	collinear
