gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	Landmark_tgt_strand	Landmark_tgt_midpoint	Landmark_coverage	Landmark_identity	segment
gene:TraesCS1D02G000200	Chr1D	84681	85607	+	85144	Chr1D	4362454	4363371	-	4362912	0.99	0.988	collinear
gene:TraesCS1D02G000300	Chr1D	99355	100422	+	99888	Chr1D	4345474	4346541	-	4346007	1.0	0.992	collinear
gene:TraesCS1D02G000400	Chr1D	111463	112058	-	111760	Chr1D	4335488	4336100	+	4335794	0.996	0.944	collinear
gene:TraesCS1D02G000500	Chr1D	121980	122198	-	122089	Chr1D	4307130	4307348	+	4307239	1.0	0.995	collinear
gene:TraesCS1D02G001200	Chr1D	321910	322893	-	322401	Chr1D	4179810	4180793	+	4180301	1.0	0.994	collinear
gene:TraesCS1D02G001300	Chr1D	339837	340811	-	340324	Chr1D	4161963	4162946	+	4162454	1.0	0.987	collinear
gene:TraesCS1D02G001600	Chr1D	415385	418153	+	416769	Chr1D	4107209	4109977	-	4108593	1.0	0.997	collinear
gene:TraesCS1D02G001700	Chr1D	447129	462647	+	454888	Chr1D	4003122	4016665	-	4009893	1.0	0.992	collinear
gene:TraesCS1D02G001800	Chr1D	458727	460352	+	459539	Chr1D	4005417	4007042	-	4006229	1.0	0.998	collinear
gene:TraesCS1D02G001900	Chr1D	463242	464905	-	464073	Chr1D	4000864	4002527	+	4001695	1.0	1.0	collinear
gene:TraesCS1D02G002000	Chr1D	469277	472378	+	470827	Chr1D	3993583	3996684	-	3995133	1.0	0.992	collinear
gene:TraesCS1D02G002100	Chr1D	509821	510750	+	510285	Chr1D	3935954	3936883	-	3936418	1.0	0.995	collinear
gene:TraesCS1D02G002200	Chr1D	512104	515096	-	513600	Chr1D	3931574	3934594	+	3933084	1.0	0.993	collinear
gene:TraesCS1D02G002300	Chr1D	548169	554637	-	551403	Chr1D	3885498	3892096	+	3888797	0.98	0.966	collinear
gene:TraesCS1D02G002400	Chr1D	568769	574727	+	571748	Chr1D	3859647	3865608	-	3862627	1.0	0.996	collinear
gene:TraesCS1D02G002500	Chr1D	577240	584788	-	581014	Chr1D	3849487	3857136	+	3853311	1.0	0.991	collinear
gene:TraesCS1D02G002600	Chr1D	613482	616505	+	614993	Chr1D	3815062	3818087	-	3816574	1.0	0.998	collinear
gene:TraesCS1D02G002700	Chr1D	617337	621178	-	619257	Chr1D	3810389	3814230	+	3812309	1.0	0.999	collinear
gene:TraesCS1D02G003000	Chr1D	694529	697208	-	695868	Chr1D	3740311	3742945	+	3741628	0.996	0.985	collinear
gene:TraesCS1D02G003100	Chr1D	829734	830595	+	830164	Chr1D	3312224	3313087	-	3312655	1.0	0.977	collinear
gene:TraesCS1D02G003200	Chr1D	893853	897135	-	895494	Chr1D	3261186	3264469	+	3262827	1.0	0.993	collinear
gene:TraesCS1D02G003300	Chr1D	906800	907265	+	907032	Chr1D	3248127	3248596	-	3248361	1.0	0.986	collinear
gene:TraesCS1D02G003800	Chr1D	2074711	2076549	+	2075630	Chr1D	104190	106027	+	105108	0.99	0.97	collinear
gene:TraesCS1D02G003900	Chr1D	2076917	2080837	-	2078877	Chr1D	106389	110329	-	108359	0.99	0.962	collinear
gene:TraesCS1D02G004000	Chr1D	2081281	2084780	-	2083030	Chr1D	110778	114259	-	112518	0.991	0.983	collinear
gene:TraesCS1D02G004100	Chr1D	2087759	2094728	+	2091243	Chr1D	118654	125847	+	122250	0.99	0.982	collinear
gene:TraesCS1D02G004200	Chr1D	2101598	2103387	+	2102492	Chr1D	132536	134364	+	133450	0.998	0.992	collinear
gene:TraesCS1D02G004300	Chr1D	2108471	2112601	+	2110536	Chr1D	139992	144381	+	142186	0.98	0.913	collinear
gene:TraesCS1D02G004400	Chr1D	2113015	2116037	-	2114526	Chr1D	144813	147839	-	146326	0.999	0.979	collinear
gene:TraesCS1D02G004700	Chr1D	2139321	2145297	-	2142309	Chr1D	168762	174738	-	171750	0.991	0.975	collinear
gene:TraesCS1D02G004900	Chr1D	2218698	2230622	-	2224660	Chr1D	200572	212241	-	206406	0.971	0.951	collinear
