gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	Landmark_tgt_strand	Landmark_tgt_midpoint	Landmark_coverage	Landmark_identity	segment
gene:TraesCS4D02G000100	Chr4D	410004	411353	-	410678	Chr4D	3506180	3507529	+	3506854	1.0	1.0	collinear
gene:TraesCS4D02G000200	Chr4D	459757	463413	+	461585	Chr4D	3453838	3457494	-	3455666	1.0	1.0	collinear
gene:TraesCS4D02G000300	Chr4D	463593	465530	-	464561	Chr4D	3451721	3453658	+	3452689	1.0	1.0	collinear
gene:TraesCS4D02G000400	Chr4D	465934	467579	-	466756	Chr4D	3449672	3451317	+	3450494	1.0	1.0	collinear
gene:TraesCS4D02G000600	Chr4D	536521	548551	+	542536	Chr4D	3369974	3382004	-	3375989	1.0	1.0	collinear
gene:TraesCS4D02G000700	Chr4D	606454	610258	-	608356	Chr4D	3311960	3315764	+	3313862	1.0	1.0	collinear
gene:TraesCS4D02G000800	Chr4D	610570	611973	+	611271	Chr4D	3310245	3311648	-	3310946	1.0	1.0	collinear
gene:TraesCS4D02G000900	Chr4D	613247	618294	-	615770	Chr4D	3303931	3308971	+	3306451	0.996	0.996	collinear
gene:TraesCS4D02G001000	Chr4D	628287	631577	+	629932	Chr4D	3291271	3294561	-	3292916	1.0	0.998	collinear
gene:TraesCS4D02G001100	Chr4D	663250	664073	+	663661	Chr4D	3256599	3257422	-	3257010	1.0	1.0	collinear
gene:TraesCS4D02G001200	Chr4D	738967	739353	+	739160	Chr4D	3180969	3181355	-	3181162	1.0	1.0	collinear
gene:TraesCS4D02G001300	Chr4D	762065	764320	-	763192	Chr4D	3156433	3158688	+	3157560	1.0	1.0	collinear
gene:TraesCS4D02G001400	Chr4D	1184737	1188140	+	1186438	Chr4D	2738277	2741680	-	2739978	1.0	1.0	collinear
gene:TraesCS4D02G001500	Chr4D	1197681	1199853	+	1198767	Chr4D	2726819	2728991	-	2727905	1.0	1.0	collinear
gene:TraesCS4D02G001600	Chr4D	1202412	1204113	-	1203262	Chr4D	2722559	2724260	+	2723409	1.0	1.0	collinear
gene:TraesCS4D02G001700	Chr4D	1205779	1206821	+	1206300	Chr4D	2719851	2720893	-	2720372	1.0	1.0	collinear
gene:TraesCS4D02G001800	Chr4D	1230245	1231918	+	1231081	Chr4D	2694489	2696162	-	2695325	1.0	1.0	collinear
gene:TraesCS4D02G001900	Chr4D	1239483	1240526	+	1240004	Chr4D	2686309	2687352	-	2686830	1.0	1.0	collinear
gene:TraesCS4D02G002000	Chr4D	1241676	1243905	+	1242790	Chr4D	2682930	2685159	-	2684044	1.0	1.0	collinear
gene:TraesCS4D02G002100	Chr4D	1245719	1248662	+	1247190	Chr4D	2678173	2681116	-	2679644	1.0	1.0	collinear
gene:TraesCS4D02G002200	Chr4D	1251438	1251851	-	1251644	Chr4D	2675193	2675603	+	2675398	0.992	0.992	collinear
gene:TraesCS4D02G002300	Chr4D	1286302	1287883	+	1287092	Chr4D	2635151	2636732	-	2635941	1.0	1.0	collinear
gene:TraesCS4D02G002400	Chr4D	1288444	1290808	+	1289626	Chr4D	2632226	2634590	-	2633408	1.0	1.0	collinear
gene:TraesCS4D02G002500	Chr4D	1297963	1301125	+	1299544	Chr4D	2621909	2625071	-	2623490	1.0	1.0	collinear
gene:TraesCS4D02G002600	Chr4D	1310863	1311597	-	1311230	Chr4D	2611450	2612184	+	2611817	1.0	0.998	collinear
gene:TraesCS4D02G002700	Chr4D	1326107	1330167	+	1328137	Chr4D	2593628	2597688	-	2595658	1.0	1.0	collinear
gene:TraesCS4D02G002800	Chr4D	1348408	1352693	-	1350550	Chr4D	2570265	2574982	+	2572623	1.0	1.0	collinear
gene:TraesCS4D02G002900	Chr4D	1364798	1368651	-	1366724	Chr4D	2554261	2558114	+	2556187	1.0	1.0	collinear
gene:TraesCS4D02G003000	Chr4D	1369971	1374666	-	1372318	Chr4D	2548246	2552941	+	2550593	1.0	1.0	collinear
gene:TraesCS4D02G003100	Chr4D	1376523	1381207	-	1378865	Chr4D	2541708	2546392	+	2544050	1.0	1.0	collinear
gene:TraesCS4D02G003200	Chr4D	1382332	1386959	-	1384645	Chr4D	2536139	2540583	+	2538361	1.0	1.0	collinear
gene:TraesCS4D02G003300	Chr4D	1397792	1401504	+	1399648	Chr4D	2521920	2525632	-	2523776	1.0	1.0	collinear
gene:TraesCS4D02G003400	Chr4D	1405006	1407207	-	1406106	Chr4D	2516217	2518418	+	2517317	1.0	1.0	collinear
gene:TraesCS4D02G003500	Chr4D	1408328	1412112	-	1410220	Chr4D	2511312	2515096	+	2513204	1.0	0.999	collinear
