cs_chr	cs_start	cs_end	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	n_anchors	mean_identity
Chr3A	85896	3423540	Chr3A	26838	3574608	36	0.9777500000000001
Chr3A	5488025	128718501	Chr3A	1836047	137091707	1263	0.9948709422011084
Chr3A	130835529	181088605	Chr3A	139162698	189227747	212	0.9958443396226415
Chr3A	184214632	251342423	Chr3A	192788639	260164830	200	0.9987950000000001
Chr3A	259064196	267056348	Chr3A	267919517	275932358	12	0.9978333333333333
Chr3A	269215500	273159995	Chr3A	278103514	282032807	6	0.9986666666666667
Chr3A	275284207	283103162	Chr3A	284172644	291996109	7	0.9998571428571428
Chr3A	290432064	293589663	Chr3A	299374190	302540738	5	0.9996
Chr3A	298160773	314620161	Chr3A	307090534	323566109	22	0.9996818181818182
Chr3A	321109384	337881732	Chr3A	328846268	346819080	30	0.9995999999999999
Chr3A	340259729	343231466	Chr3A	349221854	352181695	8	0.994875
Chr3A	345871376	349014829	Chr3A	354850458	358034296	6	0.9998333333333335
Chr3A	351126951	528599904	Chr3A	360157471	537306655	858	0.9980034965034965
Chr3A	533129337	545153837	Chr3A	537431876	549759169	77	0.992
Chr3A	556260652	750618114	Chr3A	554766552	752728589	2083	0.9959755160825733
Chr3A	529107092	530496965	Chr3A	552286467	553670672	15	0.9953333333333333
Chr3A	531078912	533075051	Chr3A	549791506	551811582	26	0.9913076923076922
Chr3A	545257989	547981226	Chr3A	105187822	107958932	30	0.9985666666666667
Chr3A	549266231	555697701	Chr3A	109242076	115585847	45	0.9950444444444445
