gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	Landmark_tgt_strand	Landmark_tgt_midpoint	Landmark_coverage	Landmark_identity	segment
gene:TraesCS3A02G000300	Chr3A	84561	87232	-	85896	Chr3A	1670505	1673066	+	1671785	0.953	0.951	collinear
gene:TraesCS3A02G000500	Chr3A	129964	132254	-	131109	Chr3A	1625154	1627444	+	1626299	1.0	0.993	collinear
gene:TraesCS3A02G000600	Chr3A	177219	179017	-	178118	Chr3A	1579311	1581176	+	1580243	0.97	0.957	collinear
gene:TraesCS3A02G000700	Chr3A	204727	208013	-	206370	Chr3A	1549995	1553279	+	1551637	1.0	0.998	collinear
gene:TraesCS3A02G000800	Chr3A	397801	400871	-	399336	Chr3A	1389995	1393157	+	1391576	1.0	0.982	collinear
gene:TraesCS3A02G000900	Chr3A	409621	416203	-	412912	Chr3A	1377881	1384388	+	1381134	0.966	0.952	collinear
gene:TraesCS3A02G001100	Chr3A	430147	432865	+	431506	Chr3A	1339464	1342182	-	1340823	1.0	0.998	collinear
gene:TraesCS3A02G001200	Chr3A	437746	441793	+	439769	Chr3A	1330620	1334665	-	1332642	0.998	0.997	collinear
gene:TraesCS3A02G001300	Chr3A	912044	912421	-	912232	Chr3A	825702	826078	+	825890	0.997	0.992	collinear
gene:TraesCS3A02G001500	Chr3A	1028128	1031945	+	1030036	Chr3A	668952	672760	-	670856	0.992	0.987	collinear
gene:TraesCS3A02G001600	Chr3A	1055242	1059496	-	1057369	Chr3A	632832	637067	+	634949	1.0	0.992	collinear
gene:TraesCS3A02G001700	Chr3A	1304381	1309289	+	1306835	Chr3A	110255	115518	-	112886	1.0	0.993	collinear
gene:TraesCS3A02G001800	Chr3A	1313066	1315898	-	1314482	Chr3A	103832	106386	+	105109	0.942	0.92	collinear
gene:TraesCS3A02G001900	Chr3A	1325708	1326744	-	1326226	Chr3A	94109	95118	+	94613	0.968	0.953	collinear
gene:TraesCS3A02G002000	Chr3A	1328508	1329908	-	1329208	Chr3A	90978	92338	+	91658	0.958	0.942	collinear
gene:TraesCS3A02G002100	Chr3A	1380918	1383491	+	1382204	Chr3A	36806	39382	-	38094	1.0	0.992	collinear
gene:TraesCS3A02G002200	Chr3A	1389037	1389428	-	1389232	Chr3A	30847	31238	+	31042	1.0	1.0	collinear
gene:TraesCS3A02G002300	Chr3A	1392585	1394247	-	1393416	Chr3A	26049	27627	+	26838	0.973	0.949	collinear
gene:TraesCS3A02G002400	Chr3A	1514278	1514782	+	1514530	Chr3A	3574355	3574862	-	3574608	1.0	0.984	collinear
gene:TraesCS3A02G002500	Chr3A	1519343	1519759	+	1519551	Chr3A	3567657	3568073	-	3567865	1.0	1.0	collinear
gene:TraesCS3A02G002600	Chr3A	1574631	1574990	+	1574810	Chr3A	3522184	3522540	-	3522362	0.991	0.991	collinear
gene:TraesCS3A02G002700	Chr3A	1593227	1593658	+	1593442	Chr3A	3505190	3505616	-	3505403	0.981	0.96	collinear
gene:TraesCS3A02G002800	Chr3A	1618081	1619002	+	1618541	Chr3A	3493786	3494707	-	3494246	1.0	0.993	collinear
gene:TraesCS3A02G003000	Chr3A	1711784	1712270	-	1712027	Chr3A	3344207	3344693	+	3344450	1.0	0.996	collinear
gene:TraesCS3A02G003200	Chr3A	1780395	1782252	+	1781323	Chr3A	3204983	3206840	-	3205911	1.0	0.99	collinear
gene:TraesCS3A02G003300	Chr3A	1789588	1790065	+	1789826	Chr3A	3195924	3196401	-	3196162	1.0	0.995	collinear
gene:TraesCS3A02G003400	Chr3A	1797375	1797977	+	1797676	Chr3A	3188822	3189424	-	3189123	1.0	0.993	collinear
gene:TraesCS3A02G003600	Chr3A	1896509	1898746	-	1897627	Chr3A	2981657	2983900	+	2982778	1.0	0.954	collinear
gene:TraesCS3A02G003700	Chr3A	1903850	1904592	+	1904221	Chr3A	2967256	2967998	-	2967627	0.998	0.989	collinear
gene:TraesCS3A02G003800	Chr3A	1919555	1923009	+	1921282	Chr3A	2957998	2961454	-	2959726	1.0	0.994	collinear
gene:TraesCS3A02G004000	Chr3A	2137062	2137657	+	2137359	Chr3A	2929508	2930103	-	2929805	0.997	0.968	collinear
gene:TraesCS3A02G004200	Chr3A	2435784	2436154	+	2435969	Chr3A	2810016	2810386	+	2810201	1.0	0.975	collinear
gene:TraesCS3A02G004300	Chr3A	2604430	2605130	+	2604780	Chr3A	2029009	2029710	-	2029359	0.998	0.962	collinear
gene:TraesCS3A02G004500	Chr3A	2915325	2915907	+	2915616	Chr3A	1957740	1958322	-	1958031	1.0	0.973	collinear
gene:TraesCS3A02G004600	Chr3A	3410856	3411551	+	3411203	Chr3A	2272492	2273185	-	2272838	0.996	0.975	collinear
gene:TraesCS3A02G004700	Chr3A	3423355	3423725	+	3423540	Chr3A	1790693	1791047	-	1790870	1.0	0.959	collinear
gene:TraesCS3A02G005200	Chr3A	5487681	5488369	+	5488025	Chr3A	1835702	1836392	-	1836047	1.0	0.954	collinear
gene:TraesCS3A02G005300	Chr3A	5991467	5993606	-	5992536	Chr3A	2380739	2382900	+	2381819	0.974	0.945	collinear
gene:TraesCS3A02G005400	Chr3A	6085069	6085439	+	6085254	Chr3A	2603087	2603457	-	2603272	1.0	0.991	collinear
gene:TraesCS3A02G005600	Chr3A	7124999	7125736	-	7125367	Chr3A	4567545	4568282	+	4567913	1.0	0.982	collinear
gene:TraesCS3A02G005700	Chr3A	7130853	7131625	-	7131239	Chr3A	4557914	4558694	+	4558304	1.0	0.982	collinear
gene:TraesCS3A02G005900	Chr3A	7200517	7201780	-	7201148	Chr3A	4522166	4523429	+	4522797	1.0	0.993	collinear
gene:TraesCS3A02G006000	Chr3A	7214595	7215368	-	7214981	Chr3A	4506934	4507707	+	4507320	1.0	0.983	collinear
gene:TraesCS3A02G006100	Chr3A	7254324	7260233	+	7257278	Chr3A	4416610	4422539	-	4419574	0.998	0.991	collinear
gene:TraesCS3A02G006300	Chr3A	7273333	7275112	-	7274222	Chr3A	4396749	4398530	+	4397639	1.0	0.996	collinear
gene:TraesCS3A02G006400	Chr3A	7278992	7280206	-	7279599	Chr3A	4391376	4392617	+	4391996	1.0	0.957	collinear
gene:TraesCS3A02G006600	Chr3A	7294362	7297912	+	7296137	Chr3A	4351727	4355120	-	4353423	1.0	0.991	collinear
gene:TraesCS3A02G006900	Chr3A	7384784	7389062	-	7386923	Chr3A	4217121	4221487	+	4219304	0.992	0.946	collinear
gene:TraesCS3A02G007000	Chr3A	7432258	7432761	-	7432509	Chr3A	4197921	4198424	+	4198172	1.0	0.998	collinear
gene:TraesCS3A02G007100	Chr3A	7436857	7439060	-	7437958	Chr3A	4191574	4193786	+	4192680	0.997	0.983	collinear
gene:TraesCS3A02G007200	Chr3A	7469796	7474094	-	7471945	Chr3A	4162209	4166471	+	4164340	1.0	0.988	collinear
gene:TraesCS3A02G007300	Chr3A	7474899	7476900	-	7475899	Chr3A	4159365	4161372	+	4160368	1.0	0.968	collinear
gene:TraesCS3A02G007500	Chr3A	7653355	7653726	+	7653540	Chr3A	4056500	4056874	-	4056687	1.0	0.954	collinear
gene:TraesCS3A02G007700	Chr3A	7781523	7782418	+	7781970	Chr3A	4037261	4038153	-	4037707	0.989	0.963	collinear
gene:TraesCS3A02G007800	Chr3A	7788947	7791684	-	7790315	Chr3A	4027957	4030823	+	4029390	0.995	0.953	collinear
gene:TraesCS3A02G007900	Chr3A	7819924	7821515	+	7820719	Chr3A	3968806	3970397	-	3969601	1.0	0.994	collinear
gene:TraesCS3A02G008000	Chr3A	7918329	7929294	-	7923811	Chr3A	3902126	3912128	+	3907127	0.999	0.98	collinear
gene:TraesCS3A02G008100	Chr3A	7948592	7952410	+	7950501	Chr3A	3892986	3896894	-	3894940	0.998	0.976	collinear
gene:TraesCS3A02G008200	Chr3A	8032629	8040119	+	8036374	Chr3A	3820360	3828023	-	3824191	0.962	0.906	collinear
gene:TraesCS3A02G008400	Chr3A	8149662	8150210	-	8149936	Chr3A	3816794	3817346	+	3817070	1.0	0.976	collinear
gene:TraesCS3A02G008900	Chr3A	8258758	8260510	+	8259634	Chr3A	3742053	3743799	-	3742926	0.996	0.968	collinear
gene:TraesCS3A02G009600	Chr3A	8682322	8687101	+	8684711	Chr3A	4858130	4862799	+	4860464	0.996	0.968	collinear
gene:TraesCS3A02G009700	Chr3A	8737546	8739225	-	8738385	Chr3A	4895448	4897127	-	4896287	1.0	0.968	collinear
gene:TraesCS3A02G009800	Chr3A	8794573	8800596	-	8797584	Chr3A	5002831	5009142	-	5005986	0.986	0.905	collinear
gene:TraesCS3A02G010000	Chr3A	8861309	8865850	+	8863579	Chr3A	5069408	5073885	+	5071646	1.0	0.97	collinear
gene:TraesCS3A02G010100	Chr3A	8866086	8869744	-	8867915	Chr3A	5074121	5077536	-	5075828	1.0	0.994	collinear
gene:TraesCS3A02G010200	Chr3A	8902920	8903444	-	8903182	Chr3A	5082295	5082815	-	5082555	0.99	0.95	collinear
gene:TraesCS3A02G010600	Chr3A	9007482	9008294	+	9007888	Chr3A	5243647	5244464	+	5244055	1.0	0.962	collinear
gene:TraesCS3A02G010700	Chr3A	9045707	9046277	+	9045992	Chr3A	5235880	5236450	+	5236165	1.0	0.993	collinear
gene:TraesCS3A02G010900	Chr3A	9064431	9066825	-	9065628	Chr3A	5277567	5279945	-	5278756	1.0	0.972	collinear
gene:TraesCS3A02G011200	Chr3A	9186003	9186618	+	9186310	Chr3A	5374159	5374802	+	5374480	1.0	0.979	collinear
gene:TraesCS3A02G011400	Chr3A	9210008	9210976	+	9210492	Chr3A	5392572	5393540	+	5393056	1.0	0.978	collinear
gene:TraesCS3A02G011900	Chr3A	9473058	9473828	+	9473443	Chr3A	5516263	5517044	+	5516653	1.0	0.972	collinear
gene:TraesCS3A02G012000	Chr3A	9480858	9481594	+	9481226	Chr3A	5523648	5524380	+	5524014	0.981	0.947	collinear
gene:TraesCS3A02G012500	Chr3A	9571506	9572518	-	9572012	Chr3A	5603986	5604998	-	5604492	1.0	0.978	collinear
gene:TraesCS3A02G012600	Chr3A	9573207	9574175	+	9573691	Chr3A	5607039	5608007	+	5607523	1.0	0.981	collinear
gene:TraesCS3A02G012700	Chr3A	9581939	9598586	-	9590262	Chr3A	5627978	5639476	-	5633727	0.994	0.984	collinear
gene:TraesCS3A02G012800	Chr3A	9604640	9606826	-	9605733	Chr3A	5645669	5647855	-	5646762	1.0	0.993	collinear
gene:TraesCS3A02G013000	Chr3A	9609856	9615735	+	9612795	Chr3A	5650828	5657154	+	5653991	0.997	0.927	collinear
gene:TraesCS3A02G013400	Chr3A	9777592	9783864	-	9780728	Chr3A	5838121	5843675	-	5840898	0.973	0.938	collinear
gene:TraesCS3A02G013500	Chr3A	9780929	9783071	+	9782000	Chr3A	5841023	5843136	+	5842079	0.982	0.977	collinear
gene:TraesCS3A02G013700	Chr3A	9843405	9846523	-	9844964	Chr3A	5980206	5983313	-	5981759	1.0	0.992	collinear
gene:TraesCS3A02G013800	Chr3A	9852585	9855941	+	9854263	Chr3A	5990121	5993477	+	5991799	1.0	0.99	collinear
gene:TraesCS3A02G014700	Chr3A	10153824	10154825	+	10154324	Chr3A	6117015	6118016	+	6117515	1.0	0.996	collinear
gene:TraesCS3A02G014800	Chr3A	10166126	10168849	+	10167487	Chr3A	6129677	6132402	+	6131039	0.999	0.99	collinear
gene:TraesCS3A02G014900	Chr3A	10213214	10218015	+	10215614	Chr3A	6179523	6184326	+	6181924	1.0	0.992	collinear
gene:TraesCS3A02G015000	Chr3A	10239375	10240401	+	10239888	Chr3A	6205845	6207107	+	6206476	1.0	0.994	collinear
gene:TraesCS3A02G015100	Chr3A	10244883	10246304	+	10245593	Chr3A	6211705	6213125	+	6212415	0.999	0.966	collinear
gene:TraesCS3A02G015400	Chr3A	10290684	10292582	+	10291633	Chr3A	6316163	6318061	+	6317112	1.0	0.996	collinear
