gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	Landmark_tgt_strand	Landmark_tgt_midpoint	Landmark_coverage	Landmark_identity	segment
gene:TraesCS2B02G264300	Chr2B	357206275	357206520	+	357206397	Chr2B	361222874	361223119	+	361222996	1.0	1.0	rearrangement:Chr2B_block2
gene:TraesCS2B02G264400	Chr2B	357227577	357227810	-	357227693	Chr2B	361243923	361244156	-	361244039	1.0	0.995	rearrangement:Chr2B_block2
gene:TraesCS2B02G264500	Chr2B	357244787	357245197	-	357244992	Chr2B	361260884	361261294	-	361261089	1.0	1.0	rearrangement:Chr2B_block2
gene:TraesCS2B02G264600	Chr2B	357263953	357264267	+	357264110	Chr2B	361280050	361280364	+	361280207	1.0	0.996	rearrangement:Chr2B_block2
gene:TraesCS2B02G264700	Chr2B	357308679	357308870	+	357308774	Chr2B	361324771	361324962	+	361324866	1.0	1.0	rearrangement:Chr2B_block2
gene:TraesCS2B02G264800	Chr2B	357434792	357435358	+	357435075	Chr2B	361449638	361450204	+	361449921	1.0	1.0	rearrangement:Chr2B_block2
gene:TraesCS2B02G264900	Chr2B	357472942	357473283	-	357473112	Chr2B	361488225	361488566	-	361488395	1.0	1.0	rearrangement:Chr2B_block2
gene:TraesCS2B02G265000	Chr2B	357486667	357487191	-	357486929	Chr2B	361501952	361502476	-	361502214	1.0	1.0	rearrangement:Chr2B_block2
gene:TraesCS2B02G265100	Chr2B	357519483	357520128	+	357519805	Chr2B	361534248	361534893	+	361534570	1.0	0.997	rearrangement:Chr2B_block2
gene:TraesCS2B02G265200	Chr2B	357539373	357539729	-	357539551	Chr2B	361554138	361554494	-	361554316	1.0	1.0	rearrangement:Chr2B_block2
gene:TraesCS2B02G265300	Chr2B	357675575	357675916	+	357675745	Chr2B	361690400	361690741	+	361690570	1.0	1.0	rearrangement:Chr2B_block2
gene:TraesCS2B02G265400	Chr2B	357690428	357690897	-	357690662	Chr2B	361711122	361711591	-	361711356	1.0	1.0	rearrangement:Chr2B_block2
gene:TraesCS2B02G265500	Chr2B	357716563	357718300	-	357717431	Chr2B	361737402	361739139	-	361738270	1.0	0.999	rearrangement:Chr2B_block2
gene:TraesCS2B02G265600	Chr2B	357725578	357726184	-	357725881	Chr2B	361746504	361747110	-	361746807	1.0	1.0	rearrangement:Chr2B_block2
gene:TraesCS2B02G265700	Chr2B	357912906	357917457	+	357915181	Chr2B	361932176	361936727	+	361934451	1.0	0.999	rearrangement:Chr2B_block2
gene:TraesCS2B02G265800	Chr2B	357918017	357924451	-	357921234	Chr2B	361937287	361943721	-	361940504	1.0	1.0	rearrangement:Chr2B_block2
