gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	Landmark_tgt_strand	Landmark_tgt_midpoint	Landmark_coverage	Landmark_identity	segment
gene:TraesCS5D02G000100	Chr5D	93627	97954	+	95790	Chr5D	6922674	6927174	+	6924924	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G000200	Chr5D	145361	145693	+	145527	Chr5D	7188648	7188980	+	7188814	1.0	0.99	rearrangement:Chr5D_block1
gene:TraesCS5D02G000300	Chr5D	360377	360709	+	360543	Chr5D	6973460	6973792	+	6973626	1.0	0.996	rearrangement:Chr5D_block1
gene:TraesCS5D02G000400	Chr5D	388060	389487	-	388773	Chr5D	7216327	7217754	-	7217040	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G000500	Chr5D	554527	558722	-	556624	Chr5D	7381517	7385712	-	7383614	1.0	0.999	rearrangement:Chr5D_block1
gene:TraesCS5D02G000600	Chr5D	563974	569774	+	566874	Chr5D	7390964	7396764	+	7393864	1.0	1.0	rearrangement:Chr5D_block1
gene:TraesCS5D02G000800	Chr5D	932454	935468	+	933961	Chr5D	6751501	6754491	-	6752996	0.991	0.991	collinear
gene:TraesCS5D02G000900	Chr5D	935699	941610	-	938654	Chr5D	6745361	6751270	+	6748315	1.0	1.0	collinear
gene:TraesCS5D02G001000	Chr5D	1533333	1534376	+	1533854	Chr5D	6159250	6160293	-	6159771	1.0	1.0	collinear
gene:TraesCS5D02G001100	Chr5D	1540941	1542985	-	1541963	Chr5D	6150641	6152685	+	6151663	1.0	1.0	collinear
gene:TraesCS5D02G001200	Chr5D	1609486	1614664	+	1612075	Chr5D	6077572	6082750	-	6080161	1.0	0.999	collinear
gene:TraesCS5D02G001300	Chr5D	1710262	1717300	-	1713781	Chr5D	5976834	5983872	+	5980353	1.0	1.0	collinear
gene:TraesCS5D02G001400	Chr5D	1799796	1802729	+	1801262	Chr5D	5882957	5885890	-	5884423	1.0	1.0	collinear
gene:TraesCS5D02G001600	Chr5D	1884703	1887402	-	1886052	Chr5D	5799091	5801790	+	5800440	1.0	1.0	collinear
gene:TraesCS5D02G001700	Chr5D	2120473	2120838	-	2120655	Chr5D	5567154	5567519	+	5567336	1.0	1.0	collinear
gene:TraesCS5D02G001800	Chr5D	2121540	2122331	+	2121935	Chr5D	5565661	5566452	-	5566056	1.0	1.0	collinear
gene:TraesCS5D02G001900	Chr5D	2135699	2142446	+	2139072	Chr5D	5544083	5550830	-	5547456	1.0	1.0	collinear
gene:TraesCS5D02G002000	Chr5D	2251351	2252995	-	2252173	Chr5D	5454301	5455945	+	5455123	1.0	1.0	collinear
gene:TraesCS5D02G002100	Chr5D	2286527	2288880	+	2287703	Chr5D	5418259	5420612	-	5419435	1.0	1.0	collinear
gene:TraesCS5D02G002200	Chr5D	2291803	2303188	+	2297495	Chr5D	5404169	5415336	-	5409752	1.0	1.0	collinear
gene:TraesCS5D02G002300	Chr5D	2511000	2512022	-	2511511	Chr5D	5206517	5207539	+	5207028	1.0	1.0	collinear
gene:TraesCS5D02G002400	Chr5D	2610483	2613387	+	2611935	Chr5D	5106158	5109062	-	5107610	1.0	0.997	collinear
gene:TraesCS5D02G002500	Chr5D	2660134	2666343	+	2663238	Chr5D	5053528	5059737	-	5056632	1.0	0.999	collinear
gene:TraesCS5D02G002600	Chr5D	2667802	2673002	-	2670402	Chr5D	5046869	5052069	+	5049469	1.0	1.0	collinear
gene:TraesCS5D02G002700	Chr5D	2674369	2678450	-	2676409	Chr5D	5041421	5045502	+	5043461	1.0	1.0	collinear
gene:TraesCS5D02G002800	Chr5D	2684313	2688683	+	2686498	Chr5D	5032135	5036505	-	5034320	1.0	1.0	collinear
gene:TraesCS5D02G002900	Chr5D	2691719	2696635	+	2694177	Chr5D	5024183	5029099	-	5026641	1.0	0.999	collinear
gene:TraesCS5D02G003000	Chr5D	2797228	2798734	+	2797981	Chr5D	4915096	4916602	-	4915849	1.0	1.0	collinear
gene:TraesCS5D02G003100	Chr5D	3012448	3013888	+	3013168	Chr5D	4700191	4701631	-	4700911	1.0	1.0	collinear
gene:TraesCS5D02G003200	Chr5D	3070546	3072038	+	3071292	Chr5D	4642385	4643877	-	4643131	1.0	1.0	collinear
gene:TraesCS5D02G003300	Chr5D	3135889	3136720	+	3136304	Chr5D	4577348	4578178	-	4577763	0.998	0.998	collinear
gene:TraesCS5D02G003400	Chr5D	3271656	3276929	-	3274292	Chr5D	4437406	4442599	+	4440002	1.0	1.0	collinear
gene:TraesCS5D02G003500	Chr5D	3540352	3545524	+	3542938	Chr5D	4168263	4173435	-	4170849	1.0	1.0	collinear
gene:TraesCS5D02G003600	Chr5D	3547588	3549314	-	3548451	Chr5D	4164473	4166199	+	4165336	1.0	1.0	collinear
gene:TraesCS5D02G003700	Chr5D	3553026	3553691	+	3553358	Chr5D	4160096	4160761	-	4160428	1.0	1.0	collinear
gene:TraesCS5D02G003800	Chr5D	3555525	3557419	-	3556472	Chr5D	4156368	4158262	+	4157315	1.0	1.0	collinear
gene:TraesCS5D02G003900	Chr5D	3566155	3569172	-	3567663	Chr5D	4144777	4147794	+	4146285	1.0	1.0	collinear
gene:TraesCS5D02G004000	Chr5D	3571184	3571678	+	3571431	Chr5D	4142271	4142765	-	4142518	1.0	1.0	collinear
gene:TraesCS5D02G004300	Chr5D	3609672	3610121	+	3609896	Chr5D	4119262	4119711	-	4119486	1.0	1.0	collinear
gene:TraesCS5D02G004400	Chr5D	3632895	3634463	+	3633679	Chr5D	4094199	4095767	-	4094983	1.0	0.997	collinear
gene:TraesCS5D02G004500	Chr5D	3635856	3637346	+	3636601	Chr5D	4091316	4092806	-	4092061	1.0	1.0	collinear
gene:TraesCS5D02G004600	Chr5D	3635823	3640034	-	3637928	Chr5D	4088628	4092839	+	4090733	1.0	1.0	collinear
gene:TraesCS5D02G004700	Chr5D	3659254	3660822	-	3660038	Chr5D	4067492	4069060	+	4068276	1.0	1.0	collinear
gene:TraesCS5D02G004800	Chr5D	3751055	3754819	-	3752937	Chr5D	3974487	3978251	+	3976369	1.0	1.0	collinear
gene:TraesCS5D02G004900	Chr5D	3764987	3767616	+	3766301	Chr5D	3961767	3964396	-	3963081	1.0	1.0	collinear
gene:TraesCS5D02G005000	Chr5D	3869802	3870474	+	3870138	Chr5D	390805	391477	+	391141	1.0	1.0	collinear
gene:TraesCS5D02G005100	Chr5D	3875414	3875906	+	3875660	Chr5D	396162	396654	+	396408	1.0	1.0	collinear
gene:TraesCS5D02G005200	Chr5D	3927655	3930733	-	3929194	Chr5D	448990	452068	-	450529	1.0	1.0	collinear
gene:TraesCS5D02G005300	Chr5D	4040337	4056481	-	4048409	Chr5D	560804	576158	-	568481	1.0	1.0	collinear
gene:TraesCS5D02G005400	Chr5D	4248045	4260277	-	4254161	Chr5D	774203	786409	-	780306	1.0	1.0	collinear
gene:TraesCS5D02G005416	Chr5D	4263180	4269905	-	4266542	Chr5D	789312	796025	-	792668	0.998	0.984	collinear
gene:TraesCS5D02G005500	Chr5D	4308644	4312615	-	4310629	Chr5D	840103	844074	-	842088	1.0	1.0	collinear
gene:TraesCS5D02G005600	Chr5D	4324446	4339154	+	4331800	Chr5D	855834	870542	+	863188	1.0	1.0	collinear
gene:TraesCS5D02G005700	Chr5D	5098667	5103878	-	5101272	Chr5D	1664877	1670088	-	1667482	1.0	1.0	collinear
gene:TraesCS5D02G005800	Chr5D	5116756	5119168	-	5117962	Chr5D	1682972	1685644	-	1684308	1.0	1.0	collinear
gene:TraesCS5D02G005900	Chr5D	5153833	5164389	-	5159111	Chr5D	1720061	1730509	-	1725285	1.0	1.0	collinear
gene:TraesCS5D02G006000	Chr5D	5170287	5174463	-	5172375	Chr5D	1736691	1740867	-	1738779	1.0	1.0	collinear
gene:TraesCS5D02G006100	Chr5D	5219358	5222946	-	5221152	Chr5D	1787650	1791238	-	1789444	1.0	1.0	collinear
gene:TraesCS5D02G006200	Chr5D	5273740	5276900	-	5275320	Chr5D	1853298	1856459	-	1854878	1.0	1.0	collinear
gene:TraesCS5D02G006300	Chr5D	5355307	5358772	+	5357039	Chr5D	1934707	1938172	+	1936439	1.0	1.0	collinear
gene:TraesCS5D02G006400	Chr5D	5367331	5369010	+	5368170	Chr5D	1946436	1948115	+	1947275	1.0	1.0	collinear
gene:TraesCS5D02G006500	Chr5D	5423121	5425692	+	5424406	Chr5D	2002949	2005520	+	2004234	1.0	0.999	collinear
gene:TraesCS5D02G006600	Chr5D	5557189	5565296	+	5561242	Chr5D	2136878	2145703	+	2141290	1.0	0.999	collinear
gene:TraesCS5D02G006700	Chr5D	5586931	5598362	-	5592646	Chr5D	2163743	2175170	-	2169456	1.0	0.999	collinear
gene:TraesCS5D02G006800	Chr5D	5630638	5632381	-	5631509	Chr5D	2208106	2209849	-	2208977	1.0	1.0	collinear
gene:TraesCS5D02G006900	Chr5D	5792275	5795547	+	5793911	Chr5D	2369895	2373167	+	2371531	1.0	1.0	collinear
gene:TraesCS5D02G007000	Chr5D	5795798	5811501	-	5803649	Chr5D	2373418	2389121	-	2381269	1.0	1.0	collinear
gene:TraesCS5D02G007100	Chr5D	5816382	5825369	-	5820875	Chr5D	2394016	2402503	-	2398259	0.972	0.972	collinear
gene:TraesCS5D02G007200	Chr5D	6005545	6009431	+	6007488	Chr5D	2586823	2590709	+	2588766	1.0	0.999	collinear
gene:TraesCS5D02G007300	Chr5D	6086019	6087311	-	6086665	Chr5D	2666751	2668043	-	2667397	1.0	1.0	collinear
gene:TraesCS5D02G007400	Chr5D	6098712	6103466	-	6101089	Chr5D	2679184	2683938	-	2681561	1.0	0.999	collinear
gene:TraesCS5D02G007500	Chr5D	6117352	6123906	+	6120629	Chr5D	2697373	2702299	+	2699836	0.97	0.97	collinear
gene:TraesCS5D02G007600	Chr5D	6164783	6165481	-	6165132	Chr5D	2747232	2747930	-	2747581	1.0	1.0	collinear
gene:TraesCS5D02G007800	Chr5D	6175689	6175876	-	6175782	Chr5D	2756894	2757081	-	2756987	1.0	1.0	collinear
gene:TraesCS5D02G007900	Chr5D	6177829	6178296	-	6178062	Chr5D	2759034	2759501	-	2759267	1.0	1.0	collinear
gene:TraesCS5D02G008000	Chr5D	6180089	6180199	-	6180144	Chr5D	2761294	2761404	-	2761349	1.0	1.0	collinear
gene:TraesCS5D02G008100	Chr5D	6180601	6180795	-	6180698	Chr5D	2761806	2762000	-	2761903	1.0	1.0	collinear
gene:TraesCS5D02G008200	Chr5D	6181929	6182994	+	6182461	Chr5D	2763134	2764199	+	2763666	1.0	1.0	collinear
gene:TraesCS5D02G008300	Chr5D	6186436	6187430	+	6186933	Chr5D	2767641	2768635	+	2768138	1.0	1.0	collinear
gene:TraesCS5D02G008400	Chr5D	6187541	6187756	-	6187648	Chr5D	2768746	2768961	-	2768853	1.0	1.0	collinear
gene:TraesCS5D02G008500	Chr5D	6188132	6188581	-	6188356	Chr5D	2769337	2769786	-	2769561	1.0	1.0	collinear
gene:TraesCS5D02G008600	Chr5D	6188190	6189290	+	6188740	Chr5D	2769395	2770495	+	2769945	1.0	0.998	collinear
gene:TraesCS5D02G008700	Chr5D	6189429	6189590	+	6189509	Chr5D	2770634	2770795	+	2770714	1.0	1.0	collinear
gene:TraesCS5D02G008900	Chr5D	6192612	6192822	-	6192717	Chr5D	2773817	2774027	-	2773922	1.0	1.0	collinear
gene:TraesCS5D02G009000	Chr5D	6193148	6195391	-	6194269	Chr5D	2774353	2776596	-	2775474	1.0	1.0	collinear
gene:TraesCS5D02G009100	Chr5D	6198658	6198939	-	6198798	Chr5D	2779865	2780146	-	2780005	1.0	1.0	collinear
gene:TraesCS5D02G009200	Chr5D	6199751	6199987	-	6199869	Chr5D	2780958	2781194	-	2781076	1.0	1.0	collinear
gene:TraesCS5D02G009300	Chr5D	6200091	6200222	+	6200156	Chr5D	2781298	2781429	+	2781363	1.0	1.0	collinear
gene:TraesCS5D02G009400	Chr5D	6202570	6203283	+	6202926	Chr5D	2783777	2784490	+	2784133	1.0	1.0	collinear
gene:TraesCS5D02G009500	Chr5D	6205465	6205665	-	6205565	Chr5D	2786673	2786873	-	2786773	1.0	1.0	collinear
gene:TraesCS5D02G009600	Chr5D	6206106	6206234	-	6206170	Chr5D	2787314	2787442	-	2787378	1.0	1.0	collinear
gene:TraesCS5D02G009700	Chr5D	6207005	6207118	-	6207061	Chr5D	2788213	2788326	-	2788269	1.0	1.0	collinear
gene:TraesCS5D02G009800	Chr5D	6208807	6208923	+	6208865	Chr5D	2790015	2790131	+	2790073	1.0	1.0	collinear
gene:TraesCS5D02G009900	Chr5D	6209028	6209171	+	6209099	Chr5D	2790236	2790379	+	2790307	1.0	1.0	collinear
gene:TraesCS5D02G010200	Chr5D	6217773	6219137	-	6218455	Chr5D	2795218	2796582	-	2795900	1.0	1.0	collinear
gene:TraesCS5D02G010300	Chr5D	6220148	6232655	+	6226401	Chr5D	2797532	2810139	+	2803835	1.0	1.0	collinear
gene:TraesCS5D02G010400	Chr5D	6233466	6233879	+	6233672	Chr5D	2810950	2811363	+	2811156	1.0	0.997	collinear
gene:TraesCS5D02G010500	Chr5D	6235855	6236217	+	6236036	Chr5D	2813571	2813933	+	2813752	1.0	1.0	collinear
gene:TraesCS5D02G010600	Chr5D	6236512	6236943	+	6236727	Chr5D	2814228	2814659	+	2814443	1.0	1.0	collinear
gene:TraesCS5D02G010700	Chr5D	6237044	6237523	+	6237283	Chr5D	2814760	2815239	+	2814999	1.0	1.0	collinear
gene:TraesCS5D02G010800	Chr5D	6240182	6240771	+	6240476	Chr5D	2817427	2818016	+	2817721	1.0	1.0	collinear
gene:TraesCS5D02G010900	Chr5D	6244418	6246670	+	6245544	Chr5D	2821938	2824190	+	2823064	1.0	0.999	collinear
gene:TraesCS5D02G011000	Chr5D	6250296	6251462	-	6250879	Chr5D	2827816	2828982	-	2828399	1.0	0.999	collinear
gene:TraesCS5D02G011100	Chr5D	6251554	6251817	-	6251685	Chr5D	2829074	2829337	-	2829205	1.0	1.0	collinear
gene:TraesCS5D02G011200	Chr5D	6253372	6253617	-	6253494	Chr5D	2830892	2831137	-	2831014	1.0	1.0	collinear
