gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	Landmark_tgt_strand	Landmark_tgt_midpoint	Landmark_coverage	Landmark_identity	segment
gene:TraesCS6B02G205000	Chr6B	255665332	255673360	+	255669346	Chr6B	261296899	261305111	+	261301005	1.0	0.946	rearrangement:Chr6B_block1
gene:TraesCS6B02G205100	Chr6B	256014363	256016221	-	256015292	Chr6B	261649734	261651592	-	261650663	1.0	0.998	rearrangement:Chr6B_block1
gene:TraesCS6B02G205200	Chr6B	256313687	256326088	+	256319887	Chr6B	261962000	261974025	+	261968012	1.0	0.999	rearrangement:Chr6B_block1
gene:TraesCS6B02G205300	Chr6B	256445920	256448051	-	256446985	Chr6B	262118111	262120242	-	262119176	1.0	0.998	rearrangement:Chr6B_block1
gene:TraesCS6B02G205400	Chr6B	257331362	257333322	-	257332342	Chr6B	263014321	263016282	-	263015301	1.0	0.994	rearrangement:Chr6B_block1
gene:TraesCS6B02G205500	Chr6B	257565483	257568930	+	257567206	Chr6B	263257184	263260630	+	263258907	1.0	0.998	rearrangement:Chr6B_block1
gene:TraesCS6B02G205600	Chr6B	257577015	257577161	+	257577088	Chr6B	263268440	263268586	+	263268513	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G205700	Chr6B	257781137	257782885	-	257782011	Chr6B	263465942	263467690	-	263466816	1.0	0.998	rearrangement:Chr6B_block1
gene:TraesCS6B02G205800	Chr6B	257991181	257996938	+	257994059	Chr6B	263675987	263681745	+	263678866	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G205900	Chr6B	258006117	258012949	+	258009533	Chr6B	263690337	263697169	+	263693753	1.0	0.998	rearrangement:Chr6B_block1
gene:TraesCS6B02G206000	Chr6B	258234357	258235177	-	258234767	Chr6B	263912817	263913637	-	263913227	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G206100	Chr6B	258757154	258762773	+	258759963	Chr6B	264485525	264491131	+	264488328	0.989	0.989	rearrangement:Chr6B_block1
