gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	Landmark_tgt_strand	Landmark_tgt_midpoint	Landmark_coverage	Landmark_identity	segment
gene:TraesCS5A02G007300	Chr5A	4607991	4611930	+	4609960	Chr5A	3361397	3365336	-	3363366	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G007400	Chr5A	4691284	4697125	+	4694204	Chr5A	3277157	3283000	-	3280078	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G007600	Chr5A	4790243	4790864	-	4790553	Chr5A	3119706	3120326	+	3120016	0.998	0.996	rearrangement:Chr5A_block2
gene:TraesCS5A02G007700	Chr5A	4795839	4796504	-	4796171	Chr5A	3113708	3114373	+	3114040	1.0	0.996	rearrangement:Chr5A_block2
gene:TraesCS5A02G007800	Chr5A	4847805	4852706	-	4850255	Chr5A	3063635	3068501	+	3066068	0.987	0.986	rearrangement:Chr5A_block2
gene:TraesCS5A02G007900	Chr5A	4956291	4959912	-	4958101	Chr5A	2937378	2941002	+	2939190	1.0	0.993	rearrangement:Chr5A_block2
gene:TraesCS5A02G008100	Chr5A	5700716	5719719	+	5710217	Chr5A	2101903	2121310	-	2111606	1.0	0.997	rearrangement:Chr5A_block1
gene:TraesCS5A02G008200	Chr5A	5969479	5972725	-	5971102	Chr5A	1864121	1867388	+	1865754	1.0	0.988	rearrangement:Chr5A_block1
gene:TraesCS5A02G008300	Chr5A	5989148	5999236	+	5994192	Chr5A	1837163	1847357	-	1842260	0.993	0.97	rearrangement:Chr5A_block1
gene:TraesCS5A02G008400	Chr5A	6144261	6146054	+	6145157	Chr5A	1641642	1643435	-	1642538	1.0	0.995	rearrangement:Chr5A_block1
gene:TraesCS5A02G008500	Chr5A	6146679	6165534	+	6156106	Chr5A	1627322	1641017	-	1634169	0.997	0.995	rearrangement:Chr5A_block1
gene:TraesCS5A02G008600	Chr5A	6253185	6256500	+	6254842	Chr5A	1487799	1491060	-	1489429	0.964	0.954	rearrangement:Chr5A_block1
gene:TraesCS5A02G008700	Chr5A	6287359	6290472	-	6288915	Chr5A	1454387	1457381	+	1455884	1.0	0.995	rearrangement:Chr5A_block1
gene:TraesCS5A02G008800	Chr5A	6411078	6413189	+	6412133	Chr5A	1321798	1323909	-	1322853	1.0	0.997	rearrangement:Chr5A_block1
gene:TraesCS5A02G008900	Chr5A	6422019	6424272	+	6423145	Chr5A	1310470	1312723	-	1311596	1.0	0.996	rearrangement:Chr5A_block1
gene:TraesCS5A02G009000	Chr5A	6438667	6440111	-	6439389	Chr5A	1292345	1293789	+	1293067	1.0	0.991	rearrangement:Chr5A_block1
gene:TraesCS5A02G009300	Chr5A	6489601	6493759	-	6491680	Chr5A	1259734	1263891	+	1261812	1.0	0.997	rearrangement:Chr5A_block1
gene:TraesCS5A02G009400	Chr5A	6522776	6523576	+	6523176	Chr5A	1245502	1246302	-	1245902	1.0	0.996	rearrangement:Chr5A_block1
gene:TraesCS5A02G009500	Chr5A	6566567	6570070	+	6568318	Chr5A	1199407	1202918	-	1201162	0.999	0.989	rearrangement:Chr5A_block1
gene:TraesCS5A02G009600	Chr5A	6599471	6611564	+	6605517	Chr5A	1149476	1161409	-	1155442	0.995	0.983	rearrangement:Chr5A_block1
gene:TraesCS5A02G009700	Chr5A	6614883	6620347	+	6617615	Chr5A	1140897	1146359	-	1143628	0.994	0.987	rearrangement:Chr5A_block1
gene:TraesCS5A02G010200	Chr5A	6702856	6715117	-	6708986	Chr5A	1039212	1051207	+	1045209	0.995	0.994	rearrangement:Chr5A_block1
gene:TraesCS5A02G010400	Chr5A	6773230	6774222	-	6773726	Chr5A	986736	987728	+	987232	1.0	0.988	rearrangement:Chr5A_block1
gene:TraesCS5A02G010500	Chr5A	6797997	6799208	-	6798602	Chr5A	797826	799027	+	798426	0.991	0.986	rearrangement:Chr5A_block1
gene:TraesCS5A02G010600	Chr5A	6982513	6983531	+	6983022	Chr5A	623437	624431	-	623934	1.0	0.986	rearrangement:Chr5A_block1
gene:TraesCS5A02G010800	Chr5A	7105701	7107932	-	7106816	Chr5A	496437	498658	+	497547	1.0	0.994	rearrangement:Chr5A_block1
gene:TraesCS5A02G010900	Chr5A	7167643	7168403	+	7168023	Chr5A	446853	447615	-	447234	1.0	0.994	rearrangement:Chr5A_block1
gene:TraesCS5A02G011000	Chr5A	7189904	7195842	+	7192873	Chr5A	407314	413250	-	410282	1.0	0.996	rearrangement:Chr5A_block1
gene:TraesCS5A02G011100	Chr5A	7360180	7362343	+	7361261	Chr5A	268584	270748	-	269666	1.0	0.999	rearrangement:Chr5A_block1
gene:TraesCS5A02G011200	Chr5A	7362413	7366565	-	7364489	Chr5A	264362	268514	+	266438	1.0	0.998	rearrangement:Chr5A_block1
gene:TraesCS5A02G011300	Chr5A	7487068	7487998	+	7487533	Chr5A	211856	212786	-	212321	1.0	0.997	rearrangement:Chr5A_block1
gene:TraesCS5A02G011400	Chr5A	7495070	7496099	+	7495584	Chr5A	203935	204964	-	204449	1.0	0.997	rearrangement:Chr5A_block1
gene:TraesCS5A02G011500	Chr5A	7504654	7506482	-	7505568	Chr5A	193973	195801	+	194887	1.0	0.997	rearrangement:Chr5A_block1
gene:TraesCS5A02G011600	Chr5A	7569462	7572321	+	7570891	Chr5A	128691	131554	-	130122	1.0	0.998	rearrangement:Chr5A_block1
gene:TraesCS5A02G011700	Chr5A	7619165	7621105	+	7620135	Chr5A	94291	96231	-	95261	1.0	0.996	rearrangement:Chr5A_block1
gene:TraesCS5A02G011900	Chr5A	7654994	7655785	-	7655389	Chr5A	59666	60457	+	60061	1.0	0.997	rearrangement:Chr5A_block1
gene:TraesCS5A02G012000	Chr5A	7679511	7680674	+	7680092	Chr5A	34673	35836	-	35254	1.0	0.999	rearrangement:Chr5A_block1
gene:TraesCS5A02G116200	Chr5A	237953442	237953745	+	237953593	Chr5A	263049202	263049505	-	263049353	1.0	1.0	rearrangement:Chr5A_block3
gene:TraesCS5A02G116400	Chr5A	238691766	238692051	+	238691908	Chr5A	262307688	262307973	-	262307830	1.0	1.0	rearrangement:Chr5A_block3
gene:TraesCS5A02G116500	Chr5A	238694126	238699137	+	238696631	Chr5A	262300602	262305613	-	262303107	1.0	1.0	rearrangement:Chr5A_block3
