gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Landmark_tgt_chr	Landmark_tgt_start	Landmark_tgt_end	Landmark_tgt_strand	Landmark_tgt_midpoint	Landmark_coverage	Landmark_identity	segment
gene:TraesCS3B02G000100	Chr3B	212892	214491	-	213691	Chr3B	1576686	1578285	+	1577485	1.0	1.0	collinear
gene:TraesCS3B02G000200	Chr3B	218045	222328	+	220186	Chr3B	1568816	1573099	-	1570957	1.0	1.0	collinear
gene:TraesCS3B02G000300	Chr3B	264854	267987	+	266420	Chr3B	1522499	1525632	-	1524065	1.0	1.0	collinear
gene:TraesCS3B02G000400	Chr3B	334498	337790	+	336144	Chr3B	1453883	1457175	-	1455529	1.0	1.0	collinear
gene:TraesCS3B02G000500	Chr3B	369389	373754	-	371571	Chr3B	1417881	1422461	+	1420171	1.0	1.0	collinear
gene:TraesCS3B02G000600	Chr3B	662656	666514	+	664585	Chr3B	1130584	1134463	-	1132523	1.0	1.0	collinear
gene:TraesCS3B02G004800	Chr3B	2883520	2885827	+	2884673	Chr3B	4258303	4260489	-	4259396	0.983	0.902	collinear
gene:TraesCS3B02G005100	Chr3B	3036946	3039505	-	3038225	Chr3B	4149083	4151642	+	4150362	1.0	0.997	collinear
gene:TraesCS3B02G005200	Chr3B	3067426	3067795	-	3067610	Chr3B	4121473	4121842	+	4121657	1.0	1.0	collinear
gene:TraesCS3B02G005300	Chr3B	3078082	3079527	-	3078804	Chr3B	4109740	4111185	+	4110462	1.0	1.0	collinear
gene:TraesCS3B02G005400	Chr3B	3092002	3092337	-	3092169	Chr3B	4097659	4097994	+	4097826	1.0	1.0	collinear
gene:TraesCS3B02G005500	Chr3B	3100464	3101152	+	3100808	Chr3B	4089115	4089803	-	4089459	1.0	0.992	collinear
gene:TraesCS3B02G005600	Chr3B	3139873	3141678	-	3140775	Chr3B	4048831	4050636	+	4049733	1.0	0.997	collinear
gene:TraesCS3B02G005700	Chr3B	3205097	3206539	+	3205818	Chr3B	3982362	3983848	-	3983105	0.999	0.954	collinear
gene:TraesCS3B02G005800	Chr3B	3225733	3228659	+	3227196	Chr3B	3954677	3957244	-	3955960	0.995	0.99	collinear
gene:TraesCS3B02G005900	Chr3B	3230720	3242659	+	3236689	Chr3B	3940613	3952570	-	3946591	0.999	0.988	collinear
gene:TraesCS3B02G006000	Chr3B	3259140	3262012	-	3260576	Chr3B	3877213	3880035	+	3878624	0.998	0.982	collinear
gene:TraesCS3B02G006100	Chr3B	3268840	3271894	+	3270367	Chr3B	3825572	3828835	-	3827203	0.995	0.936	collinear
gene:TraesCS3B02G006200	Chr3B	3273997	3281157	-	3277577	Chr3B	3816067	3823413	+	3819740	0.947	0.919	collinear
gene:TraesCS3B02G006300	Chr3B	3307037	3308316	-	3307676	Chr3B	5274801	5276079	-	5275440	0.999	0.998	collinear
gene:TraesCS3B02G006400	Chr3B	3309907	3310290	-	3310098	Chr3B	5277982	5278365	-	5278173	1.0	0.997	collinear
gene:TraesCS3B02G006500	Chr3B	3407143	3409183	+	3408163	Chr3B	5387269	5389308	+	5388288	0.999	0.994	collinear
gene:TraesCS3B02G006600	Chr3B	3410634	3412172	-	3411403	Chr3B	5390772	5392310	-	5391541	1.0	0.994	collinear
