gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity	segment
gene:TraesCS7A03G0000200	Chr7A	237447	240619	+	239033	Chr7A	300057	303316	+	301686	0.997	0.954	collinear
gene:TraesCS7A03G0000300	Chr7A	241763	245662	-	243712	Chr7A	304459	308357	-	306408	1.0	1.0	collinear
gene:TraesCS7A03G0000400	Chr7A	249969	253391	+	251680	Chr7A	312664	316090	+	314377	1.0	1.0	collinear
gene:TraesCS7A03G0001000	Chr7A	287782	289092	+	288437	Chr7A	354478	355791	+	355134	1.0	1.0	collinear
gene:TraesCS7A03G0001800	Chr7A	329150	329954	+	329552	Chr7A	396283	397087	+	396685	1.0	1.0	collinear
gene:TraesCS7A03G0001900	Chr7A	339975	343261	-	341618	Chr7A	407108	410394	-	408751	1.0	1.0	collinear
gene:TraesCS7A03G0002500	Chr7A	458993	460972	-	459982	Chr7A	527720	529699	-	528709	1.0	1.0	collinear
gene:TraesCS7A03G0002900	Chr7A	625626	629540	+	627583	Chr7A	707866	711780	+	709823	1.0	0.999	collinear
gene:TraesCS7A03G0003000	Chr7A	636996	649433	-	643214	Chr7A	719235	731672	-	725453	1.0	1.0	collinear
gene:TraesCS7A03G0003300	Chr7A	658982	671984	-	665483	Chr7A	741223	753727	-	747475	1.0	1.0	collinear
gene:TraesCS7A03G0003400	Chr7A	751650	755043	-	753346	Chr7A	833354	836747	-	835050	1.0	1.0	collinear
gene:TraesCS7A03G0003500	Chr7A	776562	777005	-	776783	Chr7A	859619	860062	-	859840	1.0	1.0	collinear
gene:TraesCS7A03G0004100	Chr7A	965060	971771	+	968415	Chr7A	1050368	1057079	+	1053723	1.0	1.0	collinear
gene:TraesCS7A03G0004300	Chr7A	1116397	1117068	+	1116732	Chr7A	1202816	1203487	+	1203151	1.0	1.0	collinear
