gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity	segment
gene:TraesCS5D03G0000300	Chr5D	295745	301549	-	298647	Chr5D	4543905	4549705	-	4546805	0.997	0.993	collinear
gene:TraesCS5D03G0000400	Chr5D	306801	310996	+	308898	Chr5D	4554957	4559150	+	4557053	0.999	0.998	collinear
gene:TraesCS5D03G0000500	Chr5D	475881	477308	+	476594	Chr5D	4724414	4725841	+	4725127	1.0	1.0	collinear
gene:TraesCS5D03G0000600	Chr5D	504194	504526	-	504360	Chr5D	4966572	4966904	-	4966738	1.0	0.99	collinear
gene:TraesCS5D03G0000700	Chr5D	504194	504552	-	504373	Chr5D	4966572	4966930	-	4966751	1.0	0.991	collinear
gene:TraesCS5D03G0000900	Chr5D	716462	716794	-	716628	Chr5D	4752720	4753052	-	4752886	1.0	1.0	collinear
gene:TraesCS5D03G0001100	Chr5D	763156	767483	-	765319	Chr5D	5013273	5017621	-	5015447	1.0	1.0	collinear
gene:TraesCS5D03G0001300	Chr5D	929486	932500	+	930993	Chr5D	5181863	5184877	+	5183370	1.0	0.999	collinear
gene:TraesCS5D03G0001500	Chr5D	932731	938642	-	935686	Chr5D	5185108	5191019	-	5188063	1.0	1.0	collinear
gene:TraesCS5D03G0001700	Chr5D	1529495	1530538	+	1530016	Chr5D	5785029	5786072	+	5785550	1.0	1.0	collinear
gene:TraesCS5D03G0001900	Chr5D	1537103	1539147	-	1538125	Chr5D	5792638	5794682	-	5793660	1.0	0.992	collinear
gene:TraesCS5D03G0002100	Chr5D	1605131	1610309	+	1607720	Chr5D	5860658	5865836	+	5863247	1.0	1.0	collinear
gene:TraesCS5D03G0002300	Chr5D	1705168	1712206	-	1708687	Chr5D	5963509	5970547	-	5967028	1.0	1.0	collinear
gene:TraesCS5D03G0002500	Chr5D	1803394	1806327	+	1804860	Chr5D	6062116	6065049	+	6063582	1.0	1.0	collinear
gene:TraesCS5D03G0002700	Chr5D	1866423	1868501	+	1867462	Chr5D	6128281	6130001	+	6129141	1.0	1.0	collinear
gene:TraesCS5D03G0002900	Chr5D	1887729	1890428	-	1889078	Chr5D	6148426	6151125	-	6149775	1.0	1.0	collinear
gene:TraesCS5D03G0003000	Chr5D	2120086	2120451	-	2120268	Chr5D	6381873	6382238	-	6382055	1.0	1.0	collinear
gene:TraesCS5D03G0003100	Chr5D	2121153	2121944	+	2121548	Chr5D	6382940	6383731	+	6383335	1.0	1.0	collinear
gene:TraesCS5D03G0003200	Chr5D	2135387	2142134	+	2138760	Chr5D	6399883	6406630	+	6403256	1.0	1.0	collinear
gene:TraesCS5D03G0003400	Chr5D	2251213	2252857	-	2252035	Chr5D	6515800	6517444	-	6516622	1.0	1.0	collinear
gene:TraesCS5D03G0003500	Chr5D	2286363	2288714	+	2287538	Chr5D	6550949	6553302	+	6552125	1.0	1.0	collinear
gene:TraesCS5D03G0003600	Chr5D	2291637	2302490	+	2297063	Chr5D	6556225	6569235	+	6562730	1.0	0.994	collinear
gene:TraesCS5D03G0003700	Chr5D	2517220	2518242	-	2517731	Chr5D	6797071	6798093	-	6797582	1.0	0.999	collinear
gene:TraesCS5D03G0004200	Chr5D	2615885	2618789	+	2617337	Chr5D	6896032	6898936	+	6897484	1.0	0.999	collinear
gene:TraesCS5D03G0004700	Chr5D	2665098	2671307	+	2668202	Chr5D	6946096	6952305	+	6949200	1.0	1.0	collinear
gene:TraesCS5D03G0004800	Chr5D	2672766	2677982	-	2675374	Chr5D	6953764	6958964	-	6956364	0.991	0.987	collinear
gene:TraesCS5D03G0004900	Chr5D	2679349	2683430	-	2681389	Chr5D	6960490	6964571	-	6962530	1.0	1.0	collinear
gene:TraesCS5D03G0005100	Chr5D	2688714	2693084	+	2690899	Chr5D	6969855	6974225	+	6972040	1.0	1.0	collinear
gene:TraesCS5D03G0005200	Chr5D	2696120	2701036	+	2698578	Chr5D	6977261	6982177	+	6979719	1.0	1.0	collinear
gene:TraesCS5D03G0005300	Chr5D	2814456	2815962	+	2815209	Chr5D	7103648	7105154	+	7104401	1.0	1.0	collinear
gene:TraesCS5D03G0005400	Chr5D	3027689	3029129	+	3028409	Chr5D	7335308	7336748	+	7336028	1.0	1.0	collinear
gene:TraesCS5D03G0005700	Chr5D	3085495	3086987	+	3086241	Chr5D	7393651	7395143	+	7394397	1.0	0.998	collinear
gene:TraesCS5D03G0006000	Chr5D	3150676	3151507	+	3151091	Chr5D	7458827	7459656	+	7459241	0.997	0.997	collinear
gene:TraesCS5D03G0007100	Chr5D	3285989	3291185	-	3288587	Chr5D	7587289	7592484	-	7589886	1.0	1.0	collinear
gene:TraesCS5D03G0007600	Chr5D	3553643	3558815	+	3556229	Chr5D	7859396	7864568	+	7861982	1.0	1.0	collinear
gene:TraesCS5D03G0007800	Chr5D	3566317	3566982	+	3566649	Chr5D	7873631	7874296	+	7873963	1.0	1.0	collinear
gene:TraesCS5D03G0007900	Chr5D	3568816	3570710	-	3569763	Chr5D	7876130	7878024	-	7877077	1.0	1.0	collinear
gene:TraesCS5D03G0008000	Chr5D	3579222	3582239	-	3580730	Chr5D	7886587	7889604	-	7888095	1.0	1.0	collinear
gene:TraesCS5D03G0008100	Chr5D	3584251	3584745	+	3584498	Chr5D	7891616	7892110	+	7891863	1.0	1.0	collinear
gene:TraesCS5D03G0008300	Chr5D	3604593	3605039	+	3604816	Chr5D	7911958	7912404	+	7912181	1.0	1.0	collinear
gene:TraesCS5D03G0008400	Chr5D	3608804	3611113	-	3609958	Chr5D	7916169	7918478	-	7917323	1.0	1.0	collinear
gene:TraesCS5D03G0008600	Chr5D	3622739	3623188	+	3622963	Chr5D	7930104	7930553	+	7930328	1.0	0.997	collinear
gene:TraesCS5D03G0008900	Chr5D	3646131	3647699	+	3646915	Chr5D	7953467	7955035	+	7954251	1.0	0.998	collinear
gene:TraesCS5D03G0009200	Chr5D	3649092	3650582	+	3649837	Chr5D	7956428	7957918	+	7957173	1.0	1.0	collinear
gene:TraesCS5D03G0009100	Chr5D	3649059	3653270	-	3651164	Chr5D	7956395	7960606	-	7958500	1.0	1.0	collinear
gene:TraesCS5D03G0009400	Chr5D	3672490	3674058	-	3673274	Chr5D	7979827	7981395	-	7980611	1.0	1.0	collinear
gene:TraesCS5D03G0009800	Chr5D	3763968	3767732	-	3765850	Chr5D	8071243	8075007	-	8073125	1.0	1.0	collinear
gene:TraesCS5D03G0009900	Chr5D	3777701	3780330	+	3779015	Chr5D	8084981	8087610	+	8086295	1.0	1.0	collinear
