gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity	segment
gene:TraesCS2A03G0014300	Chr2A	3917393	3917941	-	3917667	Chr2A	42359	42907	-	42633	1.0	0.987	collinear
gene:TraesCS2A03G0014600	Chr2A	4108678	4111437	-	4110057	Chr2A	227174	230567	-	228870	1.0	0.996	collinear
gene:TraesCS2A03G0014700	Chr2A	4122713	4124844	+	4123778	Chr2A	252140	254245	+	253192	0.987	0.984	collinear
gene:TraesCS2A03G0014800	Chr2A	4609403	4612287	+	4610845	Chr2A	775295	778169	+	776732	0.993	0.986	collinear
gene:TraesCS2A03G0015100	Chr2A	4835156	4836689	+	4835922	Chr2A	991159	992691	+	991925	0.999	0.994	collinear
gene:TraesCS2A03G0016000	Chr2A	5071839	5073978	-	5072908	Chr2A	1234430	1236569	-	1235499	1.0	0.997	collinear
gene:TraesCS2A03G0016100	Chr2A	5074460	5079581	-	5077020	Chr2A	1237051	1242172	-	1239611	1.0	1.0	collinear
gene:TraesCS2A03G0017000	Chr2A	5190513	5193466	-	5191989	Chr2A	1280153	1283104	-	1281628	1.0	0.996	collinear
gene:TraesCS2A03G0017400	Chr2A	5208324	5208722	+	5208523	Chr2A	1297969	1298367	+	1298168	1.0	0.996	collinear
gene:TraesCS2A03G0017500	Chr2A	5257672	5262900	-	5260286	Chr2A	1347767	1353001	-	1350384	1.0	1.0	collinear
gene:TraesCS2A03G0017700	Chr2A	5297982	5303454	+	5300718	Chr2A	1410975	1416457	+	1413716	1.0	0.996	collinear
gene:TraesCS2A03G0017800	Chr2A	5304264	5306171	-	5305217	Chr2A	1417266	1419172	-	1418219	1.0	0.993	collinear
gene:TraesCS2A03G0018100	Chr2A	5378713	5380327	+	5379520	Chr2A	1484783	1486398	+	1485590	1.0	0.981	collinear
gene:TraesCS2A03G0018200	Chr2A	5388490	5390067	-	5389278	Chr2A	1494305	1495863	-	1495084	0.987	0.982	collinear
gene:TraesCS2A03G0018300	Chr2A	5393975	5395682	+	5394828	Chr2A	1499704	1501335	+	1500519	1.0	0.992	collinear
gene:TraesCS2A03G0018500	Chr2A	5449423	5450943	+	5450183	Chr2A	1541189	1542709	+	1541949	1.0	0.994	collinear
gene:TraesCS2A03G0018700	Chr2A	5479584	5484255	+	5481919	Chr2A	1554328	1559561	+	1556944	1.0	0.998	collinear
gene:TraesCS2A03G0018800	Chr2A	5483478	5484447	+	5483962	Chr2A	1558222	1559753	+	1558987	1.0	0.985	collinear
gene:TraesCS2A03G0018900	Chr2A	5485965	5487281	+	5486623	Chr2A	1561272	1562588	+	1561930	1.0	0.992	collinear
