gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity	segment
gene:TraesCS3D03G0523300	Chr3D	301137332	301139686	+	301138509	Chr3D	333956490	333958844	-	333957667	1.0	0.999	rearrangement:Chr3D_block2
gene:TraesCS3D03G0523600	Chr3D	301157826	301164762	-	301161294	Chr3D	333930939	333937875	+	333934407	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D03G0524400	Chr3D	301521037	301528549	-	301524793	Chr3D	333567693	333575205	+	333571449	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D03G0524600	Chr3D	301590608	301598643	-	301594625	Chr3D	333497612	333505649	+	333501630	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D03G0525000	Chr3D	301766761	301770080	+	301768420	Chr3D	333309913	333313217	-	333311565	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D03G0525600	Chr3D	302133238	302135744	-	302134491	Chr3D	332940807	332943313	+	332942060	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D03G0525800	Chr3D	302404222	302410624	-	302407423	Chr3D	332664175	332670577	+	332667376	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D03G0525900	Chr3D	302766193	302767061	-	302766627	Chr3D	332308806	332309674	+	332309240	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D03G0526000	Chr3D	302770737	302773625	-	302772181	Chr3D	332302255	332305143	+	332303699	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D03G0526100	Chr3D	302774821	302778122	-	302776471	Chr3D	332297758	332301059	+	332299408	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D03G0527600	Chr3D	302953235	302958764	+	302955999	Chr3D	332116754	332122074	-	332119414	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D03G0527700	Chr3D	302966090	302968554	+	302967322	Chr3D	332106964	332109428	-	332108196	1.0	1.0	rearrangement:Chr3D_block2
gene:TraesCS3D03G0527800	Chr3D	302968641	302972382	-	302970511	Chr3D	332103136	332106877	+	332105006	1.0	1.0	rearrangement:Chr3D_block2
