gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity	segment
gene:TraesCS3B03G0000300	Chr3B	73825	74249	-	74037	Chr3B	409510	409934	-	409722	1.0	0.971	collinear
gene:TraesCS3B03G0000700	Chr3B	244156	244849	+	244502	Chr3B	474083	474759	+	474421	0.966	0.919	collinear
gene:TraesCS3B03G0000800	Chr3B	246094	246695	-	246394	Chr3B	476041	476542	-	476291	0.985	0.965	collinear
gene:TraesCS3B03G0000900	Chr3B	268852	271443	-	270147	Chr3B	532269	534881	-	533575	0.967	0.906	collinear
gene:TraesCS3B03G0001100	Chr3B	388009	388991	+	388500	Chr3B	543817	544789	+	544303	0.958	0.904	collinear
gene:TraesCS3B03G0002800	Chr3B	855999	856555	+	856277	Chr3B	1096079	1096611	+	1096345	0.965	0.932	collinear
gene:TraesCS3B03G0003000	Chr3B	859122	864220	-	861671	Chr3B	1099830	1104922	-	1102376	0.992	0.922	collinear
gene:TraesCS3B03G0004000	Chr3B	1309880	1313738	-	1311809	Chr3B	1371386	1375242	-	1373314	0.993	0.956	collinear
gene:TraesCS3B03G0004300	Chr3B	1602640	1607005	+	1604822	Chr3B	1893243	1897660	+	1895451	0.994	0.984	collinear
gene:TraesCS3B03G0004400	Chr3B	1638604	1641896	-	1640250	Chr3B	2095229	2098502	-	2096865	1.0	0.996	collinear
gene:TraesCS3B03G0004600	Chr3B	1708407	1711540	-	1709973	Chr3B	2321934	2324839	-	2323386	0.981	0.92	collinear
gene:TraesCS3B03G0004800	Chr3B	1754066	1758349	-	1756207	Chr3B	2332197	2336545	-	2334371	0.993	0.947	collinear
gene:TraesCS3B03G0004900	Chr3B	1761903	1763502	+	1762702	Chr3B	2350567	2352108	+	2351337	0.963	0.919	collinear
gene:TraesCS3B03G0005100	Chr3B	2229591	2231019	+	2230305	Chr3B	2514242	2515695	+	2514968	0.992	0.955	collinear
gene:TraesCS3B03G0005600	Chr3B	2279997	2282921	-	2281459	Chr3B	2923179	2926098	+	2924638	1.0	0.976	collinear
gene:TraesCS3B03G0005700	Chr3B	2296800	2299629	-	2298214	Chr3B	2900119	2902953	+	2901536	1.0	0.971	collinear
gene:TraesCS3B03G0005800	Chr3B	2305509	2308573	-	2307041	Chr3B	2887368	2890480	+	2888924	0.996	0.909	collinear
gene:TraesCS3B03G0006100	Chr3B	2390285	2392680	-	2391482	Chr3B	2853915	2856279	+	2855097	0.998	0.985	collinear
gene:TraesCS3B03G0006200	Chr3B	2400732	2403083	-	2401907	Chr3B	2842394	2844638	+	2843516	0.996	0.963	collinear
gene:TraesCS3B03G0006400	Chr3B	2414282	2422889	+	2418585	Chr3B	2789934	2798333	-	2794133	0.982	0.926	collinear
gene:TraesCS3B03G0006500	Chr3B	2431101	2434170	+	2432635	Chr3B	2774726	2777777	-	2776251	1.0	0.967	collinear
gene:TraesCS3B03G0006700	Chr3B	2457176	2459341	+	2458258	Chr3B	2970508	2973040	+	2971774	1.0	0.939	collinear
gene:TraesCS3B03G0007000	Chr3B	2478261	2480528	+	2479394	Chr3B	2996573	2999889	+	2998231	0.979	0.938	collinear
gene:TraesCS3B03G0007600	Chr3B	2550258	2551285	-	2550771	Chr3B	3080718	3081733	-	3081225	0.993	0.962	collinear
gene:TraesCS3B03G0007900	Chr3B	2607986	2611253	+	2609619	Chr3B	3052042	3055731	+	3053886	0.999	0.96	collinear
gene:TraesCS3B03G0008500	Chr3B	2644992	2648624	+	2646808	Chr3B	3107739	3111409	+	3109574	0.999	0.967	collinear
gene:TraesCS3B03G0008700	Chr3B	2650047	2654817	+	2652432	Chr3B	3115139	3120186	+	3117662	0.986	0.928	collinear
gene:TraesCS3B03G0010600	Chr3B	3343534	3343869	-	3343701	Chr3B	3465095	3465433	+	3465264	1.0	0.955	collinear
gene:TraesCS3B03G0011700	Chr3B	3476475	3479401	+	3477938	Chr3B	3540814	3543634	+	3542224	0.962	0.905	collinear
gene:TraesCS3B03G0011800	Chr3B	3481462	3493401	+	3487431	Chr3B	3546647	3558489	+	3552568	0.982	0.956	collinear
gene:TraesCS3B03G0011900	Chr3B	3509554	3512426	-	3510990	Chr3B	3645781	3648636	-	3647208	0.999	0.976	collinear
gene:TraesCS3B03G0012000	Chr3B	3519251	3522305	+	3520778	Chr3B	3678064	3681047	+	3679555	0.965	0.922	collinear
gene:TraesCS3B03G0012100	Chr3B	3524408	3531567	-	3527987	Chr3B	3687083	3694695	-	3690889	0.954	0.92	collinear
gene:TraesCS3B03G0012200	Chr3B	3646467	3646898	+	3646682	Chr3B	3749987	3750409	+	3750198	0.979	0.969	collinear
gene:TraesCS3B03G0012700	Chr3B	3750107	3752530	+	3751318	Chr3B	3840891	3843365	+	3842128	0.989	0.913	collinear
