gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity
gene:TraesCS6D03G0000400	Chr6D	52444	52899	+	52671	Chr6D	1976526	1976981	-	1976753	1.0	0.982
gene:TraesCS6D03G0001000	Chr6D	88938	95787	-	92362	Chr6D	1960482	1966400	+	1963441	0.924	0.918
gene:TraesCS6D03G0004600	Chr6D	797280	798536	+	797908	Chr6D	1935269	1936545	-	1935907	1.0	0.998
gene:TraesCS6D03G0004700	Chr6D	799214	801609	+	800411	Chr6D	1932196	1934591	-	1933393	1.0	0.997
gene:TraesCS6D03G0005600	Chr6D	959215	959478	+	959346	Chr6D	1767428	1767691	-	1767559	1.0	0.981
gene:TraesCS6D03G0006700	Chr6D	1060930	1063103	+	1062016	Chr6D	1678031	1680166	-	1679098	1.0	0.993
gene:TraesCS6D03G0006800	Chr6D	1364800	1366449	+	1365624	Chr6D	1986746	1988395	+	1987570	1.0	0.978
gene:TraesCS6D03G0008200	Chr6D	1562254	1562682	-	1562468	Chr6D	2345740	2346168	-	2345954	1.0	0.993
gene:TraesCS6D03G0008300	Chr6D	1576200	1578916	+	1577558	Chr6D	2363144	2365859	+	2364501	0.998	0.991
gene:TraesCS6D03G0008600	Chr6D	1617253	1618208	+	1617730	Chr6D	2412738	2413695	+	2413216	1.0	0.988
gene:TraesCS6D03G0008700	Chr6D	1625389	1626300	+	1625844	Chr6D	2420881	2421792	+	2421336	1.0	0.985
gene:TraesCS6D03G0008900	Chr6D	1750151	1751236	+	1750693	Chr6D	2558633	2559718	+	2559175	1.0	0.995
gene:TraesCS6D03G0009000	Chr6D	1759389	1764048	-	1761718	Chr6D	2571266	2575937	-	2573601	1.0	0.998
gene:TraesCS6D03G0009100	Chr6D	1769252	1772936	+	1771094	Chr6D	2581122	2584807	+	2582964	1.0	0.995
gene:TraesCS6D03G0009200	Chr6D	1787907	1788841	-	1788374	Chr6D	2599784	2600718	-	2600251	1.0	0.998
gene:TraesCS6D03G0009700	Chr6D	1889545	1890474	-	1890009	Chr6D	2769461	2770390	-	2769925	1.0	0.993
gene:TraesCS6D03G0010300	Chr6D	1964939	1967513	+	1966226	Chr6D	2830994	2833548	+	2832271	0.995	0.99
gene:TraesCS6D03G0010400	Chr6D	1983644	1984738	-	1984191	Chr6D	2867410	2868504	-	2867957	1.0	0.999
gene:TraesCS6D03G0010500	Chr6D	2015616	2022835	+	2019225	Chr6D	2899338	2906556	+	2902947	1.0	0.999
gene:TraesCS6D03G0010600	Chr6D	2032784	2037081	-	2034932	Chr6D	2916503	2920798	-	2918650	1.0	0.997
gene:TraesCS6D03G0010800	Chr6D	2065479	2067149	+	2066314	Chr6D	2972128	2973798	+	2972963	1.0	0.997
gene:TraesCS6D03G0010900	Chr6D	2081888	2088204	+	2085046	Chr6D	2988502	2994815	+	2991658	1.0	0.999
gene:TraesCS6D03G0011000	Chr6D	2091320	2092937	-	2092128	Chr6D	2997931	2999547	-	2998739	0.999	0.996
gene:TraesCS6D03G0011100	Chr6D	2118955	2121958	+	2120456	Chr6D	3026095	3029099	+	3027597	1.0	0.994
gene:TraesCS6D03G0011300	Chr6D	2151178	2151584	+	2151381	Chr6D	3058307	3058713	+	3058510	1.0	0.997
gene:TraesCS6D03G0011500	Chr6D	2153707	2155826	+	2154766	Chr6D	3060835	3062954	+	3061894	1.0	0.998
gene:TraesCS6D03G0011700	Chr6D	2223820	2229371	+	2226595	Chr6D	3124782	3130410	+	3127596	1.0	0.99
gene:TraesCS6D03G0011800	Chr6D	2230085	2234438	-	2232261	Chr6D	3131125	3135479	-	3133302	0.999	0.998
gene:TraesCS6D03G0012000	Chr6D	2248880	2253420	+	2251150	Chr6D	3159944	3164482	+	3162213	1.0	0.999
gene:TraesCS6D03G0012100	Chr6D	2253761	2256109	+	2254935	Chr6D	3164821	3167175	+	3165998	1.0	0.998
gene:TraesCS6D03G0012200	Chr6D	2256122	2258291	+	2257206	Chr6D	3167188	3169356	+	3168272	0.999	0.999
gene:TraesCS6D03G0012400	Chr6D	2258250	2263550	-	2260900	Chr6D	3169315	3174015	-	3171665	0.999	0.983
gene:TraesCS6D03G0012800	Chr6D	2336946	2340619	-	2338782	Chr6D	3188899	3192548	-	3190723	0.999	0.994
gene:TraesCS6D03G0012900	Chr6D	2381888	2391593	+	2386740	Chr6D	3233100	3242805	+	3237952	1.0	0.997
gene:TraesCS6D03G0013100	Chr6D	2420566	2421251	+	2420908	Chr6D	3321942	3322620	+	3322281	0.986	0.98
gene:TraesCS6D03G0013400	Chr6D	2484061	2487246	-	2485653	Chr6D	3389090	3392283	-	3390686	0.998	0.981
gene:TraesCS6D03G0013500	Chr6D	2498481	2500053	+	2499267	Chr6D	3403676	3405249	+	3404462	1.0	0.998
gene:TraesCS6D03G0013600	Chr6D	2500109	2501299	+	2500704	Chr6D	3405305	3406495	+	3405900	1.0	0.995
gene:TraesCS6D03G0014100	Chr6D	2650839	2652374	-	2651606	Chr6D	3471283	3472818	-	3472050	1.0	0.995
gene:TraesCS6D03G0014800	Chr6D	2817020	2819252	+	2818136	Chr6D	3604505	3606737	+	3605621	1.0	0.999
gene:TraesCS6D03G0014900	Chr6D	2831086	2832280	+	2831683	Chr6D	3618750	3619944	+	3619347	1.0	0.996
gene:TraesCS6D03G0015000	Chr6D	2854348	2871319	-	2862833	Chr6D	3641642	3658342	-	3649992	1.0	0.997
gene:TraesCS6D03G0015300	Chr6D	2886437	2890407	+	2888422	Chr6D	3673762	3677732	+	3675747	1.0	1.0
gene:TraesCS6D03G0015400	Chr6D	2895434	2897880	+	2896657	Chr6D	3682758	3685204	+	3683981	1.0	0.999
gene:TraesCS6D03G0015700	Chr6D	2910492	2913432	+	2911962	Chr6D	3697816	3700756	+	3699286	1.0	1.0
gene:TraesCS6D03G0015800	Chr6D	2918728	2920608	+	2919668	Chr6D	3706052	3707932	+	3706992	1.0	1.0
gene:TraesCS6D03G0016000	Chr6D	2954763	2957526	-	2956144	Chr6D	3759719	3762482	-	3761100	1.0	1.0
gene:TraesCS6D03G0016200	Chr6D	2979470	2992784	-	2986127	Chr6D	3784436	3797679	-	3791057	1.0	1.0
gene:TraesCS6D03G0016500	Chr6D	3014273	3017041	-	3015657	Chr6D	3818232	3821000	-	3819616	1.0	1.0
gene:TraesCS6D03G0016600	Chr6D	3023887	3025392	-	3024639	Chr6D	3827856	3829361	-	3828608	1.0	1.0
