gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity	segment
gene:TraesCS7B03G0336700	Chr7B	158362809	158366389	-	158364599	Chr7B	333628139	333631719	-	333629929	1.0	0.999	rearrangement:Chr7B_block2
gene:TraesCS7B03G0337000	Chr7B	158484773	158488596	-	158486684	Chr7B	333735441	333739264	-	333737352	1.0	0.995	rearrangement:Chr7B_block2
gene:TraesCS7B03G0337200	Chr7B	158488677	158491921	+	158490299	Chr7B	333739345	333742588	+	333740966	1.0	0.998	rearrangement:Chr7B_block2
gene:TraesCS7B03G0337300	Chr7B	158493331	158498026	-	158495678	Chr7B	333743998	333748693	-	333746345	1.0	0.999	rearrangement:Chr7B_block2
gene:TraesCS7B03G0337700	Chr7B	158644670	158649491	+	158647080	Chr7B	333886738	333891359	+	333889048	1.0	1.0	rearrangement:Chr7B_block2
gene:TraesCS7B03G0337900	Chr7B	158673452	158677669	-	158675560	Chr7B	333914805	333919159	-	333916982	1.0	0.997	rearrangement:Chr7B_block2
gene:TraesCS7B03G0338000	Chr7B	158852445	158858488	+	158855466	Chr7B	334091223	334096658	+	334093940	1.0	0.998	rearrangement:Chr7B_block2
gene:TraesCS7B03G0338100	Chr7B	158892172	158894907	-	158893539	Chr7B	334130222	334132955	-	334131588	1.0	0.997	rearrangement:Chr7B_block2
gene:TraesCS7B03G0339300	Chr7B	159768208	159769887	+	159769047	Chr7B	334922121	334923800	+	334922960	1.0	1.0	rearrangement:Chr7B_block2
gene:TraesCS7B03G0339500	Chr7B	159774995	159780145	+	159777570	Chr7B	334928897	334934050	+	334931473	1.0	0.993	rearrangement:Chr7B_block2
gene:TraesCS7B03G0340000	Chr7B	159997839	160002528	-	160000183	Chr7B	335141300	335145989	-	335143644	1.0	0.999	rearrangement:Chr7B_block2
gene:TraesCS7B03G0340200	Chr7B	160153303	160156173	+	160154738	Chr7B	335304884	335307754	+	335306319	1.0	0.998	rearrangement:Chr7B_block2
gene:TraesCS7B03G0340300	Chr7B	160183996	160188930	-	160186463	Chr7B	335335594	335340526	-	335338060	1.0	0.997	rearrangement:Chr7B_block2
gene:TraesCS7B03G0340400	Chr7B	160245235	160249121	+	160247178	Chr7B	335408151	335412050	+	335410100	1.0	0.995	rearrangement:Chr7B_block2
gene:TraesCS7B03G0340800	Chr7B	160586272	160591178	+	160588725	Chr7B	335726884	335731792	+	335729338	1.0	0.997	rearrangement:Chr7B_block2
gene:TraesCS7B03G0340900	Chr7B	160592180	160593315	-	160592747	Chr7B	335732795	335733930	-	335733362	1.0	0.998	rearrangement:Chr7B_block2
gene:TraesCS7B03G0341000	Chr7B	160742930	160744635	-	160743782	Chr7B	335893801	335895506	-	335894653	1.0	0.999	rearrangement:Chr7B_block2
gene:TraesCS7B03G0341300	Chr7B	161023913	161024119	+	161024016	Chr7B	336167781	336167987	+	336167884	1.0	1.0	rearrangement:Chr7B_block2
gene:TraesCS7B03G0341400	Chr7B	161024615	161025022	-	161024818	Chr7B	336168483	336168890	-	336168686	1.0	1.0	rearrangement:Chr7B_block2
gene:TraesCS7B03G0341800	Chr7B	161071628	161072398	-	161072013	Chr7B	336227681	336228451	-	336228066	1.0	1.0	rearrangement:Chr7B_block2
gene:TraesCS7B03G0341900	Chr7B	161072574	161080551	+	161076562	Chr7B	336228627	336236575	+	336232601	0.998	0.997	rearrangement:Chr7B_block2
gene:TraesCS7B03G0342000	Chr7B	161076365	161081255	-	161078810	Chr7B	336232397	336237279	-	336234838	1.0	0.997	rearrangement:Chr7B_block2
gene:TraesCS7B03G0342400	Chr7B	161148812	161150464	-	161149638	Chr7B	336304584	336306236	-	336305410	1.0	1.0	rearrangement:Chr7B_block2
gene:TraesCS7B03G0342500	Chr7B	161337909	161343711	+	161340810	Chr7B	336469614	336475415	+	336472514	1.0	0.989	rearrangement:Chr7B_block2
gene:TraesCS7B03G0342700	Chr7B	161728800	161730271	+	161729535	Chr7B	336863039	336864510	+	336863774	1.0	1.0	rearrangement:Chr7B_block2
gene:TraesCS7B03G0343100	Chr7B	161747633	161754698	-	161751165	Chr7B	336881891	336888938	-	336885414	1.0	0.999	rearrangement:Chr7B_block2
gene:TraesCS7B03G0343500	Chr7B	162165719	162166101	-	162165910	Chr7B	337298214	337298596	-	337298405	1.0	0.995	rearrangement:Chr7B_block2
gene:TraesCS7B03G0344000	Chr7B	162207128	162207628	-	162207378	Chr7B	337339481	337339981	-	337339731	1.0	0.991	rearrangement:Chr7B_block2
gene:TraesCS7B03G0345000	Chr7B	162863086	162863535	-	162863310	Chr7B	337972860	337973309	-	337973084	1.0	0.997	rearrangement:Chr7B_block2
gene:TraesCS7B03G0345100	Chr7B	163213516	163217096	+	163215306	Chr7B	338292586	338296165	+	338294375	0.999	0.997	rearrangement:Chr7B_block2
gene:TraesCS7B03G0345700	Chr7B	163329975	163332418	+	163331196	Chr7B	338423460	338425773	+	338424616	0.92	0.919	rearrangement:Chr7B_block2
gene:TraesCS7B03G0345800	Chr7B	163357277	163362848	+	163360062	Chr7B	338458913	338464484	+	338461698	1.0	0.998	rearrangement:Chr7B_block2
