gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity	segment
gene:TraesCS6A03G0000400	Chr6A	117718	120689	-	119203	Chr6A	539641	542612	+	541126	1.0	0.999	collinear
gene:TraesCS6A03G0000500	Chr6A	120701	122577	-	121639	Chr6A	537754	539629	+	538691	0.999	0.998	collinear
gene:TraesCS6A03G0004300	Chr6A	1712278	1718977	+	1715627	Chr6A	734077	740671	+	737374	0.982	0.941	collinear
gene:TraesCS6A03G0004500	Chr6A	1720510	1722005	-	1721257	Chr6A	742260	743804	-	743032	1.0	0.968	collinear
gene:TraesCS6A03G0004800	Chr6A	1722453	1727315	-	1724884	Chr6A	744292	749134	-	746713	0.992	0.975	collinear
gene:TraesCS6A03G0004900	Chr6A	1735764	1739970	+	1737867	Chr6A	755344	759205	+	757274	0.999	0.964	collinear
gene:TraesCS6A03G0005000	Chr6A	1741213	1746701	-	1743957	Chr6A	759939	765318	-	762628	0.992	0.941	collinear
gene:TraesCS6A03G0005200	Chr6A	1781267	1784895	+	1783081	Chr6A	823839	827501	+	825670	0.97	0.952	collinear
gene:TraesCS6A03G0006500	Chr6A	2049229	2059125	-	2054177	Chr6A	905388	915158	-	910273	0.975	0.972	collinear
gene:TraesCS6A03G0006700	Chr6A	2144282	2144913	+	2144597	Chr6A	1000095	1000725	+	1000410	1.0	0.997	collinear
gene:TraesCS6A03G0007100	Chr6A	2203802	2204371	+	2204086	Chr6A	1028280	1028849	+	1028564	1.0	0.988	collinear
gene:TraesCS6A03G0007500	Chr6A	2212597	2221548	-	2217072	Chr6A	1038079	1047017	-	1042548	1.0	0.994	collinear
gene:TraesCS6A03G0007800	Chr6A	2268384	2269573	+	2268978	Chr6A	1133907	1135095	+	1134501	0.998	0.99	collinear
gene:TraesCS6A03G0007900	Chr6A	2282496	2284138	-	2283317	Chr6A	1156129	1157734	-	1156931	0.973	0.959	collinear
gene:TraesCS6A03G0008200	Chr6A	2360136	2366375	+	2363255	Chr6A	1171414	1177670	+	1174542	1.0	0.994	collinear
gene:TraesCS6A03G0009000	Chr6A	2428560	2434504	-	2431532	Chr6A	1180948	1186934	-	1183941	1.0	0.984	collinear
gene:TraesCS6A03G0009100	Chr6A	2436943	2441208	+	2439075	Chr6A	1189359	1193502	+	1191430	0.998	0.985	collinear
gene:TraesCS6A03G0009400	Chr6A	2451784	2453964	+	2452874	Chr6A	1204998	1207149	+	1206073	1.0	0.987	collinear
gene:TraesCS6A03G0010100	Chr6A	2492564	2499034	+	2495799	Chr6A	1228856	1235313	+	1232084	0.999	0.992	collinear
gene:TraesCS6A03G0010200	Chr6A	2510567	2511779	+	2511173	Chr6A	1246845	1248057	+	1247451	1.0	0.994	collinear
gene:TraesCS6A03G0010300	Chr6A	2522326	2525232	+	2523779	Chr6A	1258189	1261080	+	1259634	0.983	0.979	collinear
gene:TraesCS6A03G0010400	Chr6A	2534695	2537409	+	2536052	Chr6A	1302857	1305552	+	1304204	0.976	0.963	collinear
gene:TraesCS6A03G0010800	Chr6A	2677756	2680999	+	2679377	Chr6A	1575573	1584410	+	1579991	1.0	0.992	collinear
gene:TraesCS6A03G0010900	Chr6A	2692132	2692392	-	2692262	Chr6A	1595620	1595880	-	1595750	1.0	0.996	collinear
gene:TraesCS6A03G0011100	Chr6A	2724971	2727654	-	2726312	Chr6A	1628298	1630798	-	1629548	0.996	0.972	collinear
gene:TraesCS6A03G0011500	Chr6A	2767759	2769038	-	2768398	Chr6A	1680667	1681947	-	1681307	0.997	0.989	collinear
gene:TraesCS6A03G0011700	Chr6A	2780187	2780928	-	2780557	Chr6A	1693098	1693839	-	1693468	1.0	0.996	collinear
gene:TraesCS6A03G0011900	Chr6A	2793785	2794712	-	2794248	Chr6A	1718767	1719694	-	1719230	1.0	0.995	collinear
gene:TraesCS6A03G0012000	Chr6A	2809641	2810003	-	2809822	Chr6A	1746318	1746681	-	1746499	1.0	0.977	collinear
gene:TraesCS6A03G0012100	Chr6A	2811038	2811415	-	2811226	Chr6A	1747716	1748093	-	1747904	1.0	0.996	collinear
gene:TraesCS6A03G0012200	Chr6A	2819892	2823290	-	2821591	Chr6A	1756626	1760020	-	1758323	1.0	0.996	collinear
gene:TraesCS6A03G0012600	Chr6A	2942228	2947777	+	2945002	Chr6A	1871730	1877357	+	1874543	0.986	0.983	collinear
gene:TraesCS6A03G0012800	Chr6A	2952615	2956528	-	2954571	Chr6A	1882162	1886065	-	1884113	1.0	0.998	collinear
gene:TraesCS6A03G0013300	Chr6A	3493875	3497254	-	3495564	Chr6A	2385535	2388913	-	2387224	0.999	0.993	collinear
gene:TraesCS6A03G0013400	Chr6A	3501820	3502695	-	3502257	Chr6A	2393669	2394545	-	2394107	1.0	0.99	collinear
gene:TraesCS6A03G0013500	Chr6A	3505130	3509572	-	3507351	Chr6A	2396838	2400623	-	2398730	1.0	0.995	collinear
gene:TraesCS6A03G0013700	Chr6A	3526852	3527448	+	3527150	Chr6A	2414424	2415020	+	2414722	1.0	1.0	collinear
gene:TraesCS6A03G0013800	Chr6A	3528505	3529406	+	3528955	Chr6A	2416076	2416923	+	2416499	0.94	0.937	collinear
gene:TraesCS6A03G0014100	Chr6A	3568117	3572740	+	3570428	Chr6A	2591347	2596002	+	2593674	1.0	0.97	collinear
gene:TraesCS6A03G0014200	Chr6A	3576627	3578939	+	3577783	Chr6A	2599876	2602190	+	2601033	1.0	0.994	collinear
gene:TraesCS6A03G0014800	Chr6A	3702665	3706690	+	3704677	Chr6A	2722682	2726773	+	2724727	1.0	0.996	collinear
gene:TraesCS6A03G0015000	Chr6A	3729503	3735623	+	3732563	Chr6A	2757010	2763131	+	2760070	1.0	0.996	collinear
gene:TraesCS6A03G0015200	Chr6A	3748307	3752517	+	3750412	Chr6A	2765792	2770002	+	2767897	1.0	0.996	collinear
gene:TraesCS6A03G0015300	Chr6A	3778599	3780690	+	3779644	Chr6A	2780432	2782529	+	2781480	1.0	0.982	collinear
gene:TraesCS6A03G0015400	Chr6A	3791624	3795065	+	3793344	Chr6A	2793507	2796827	+	2795167	1.0	0.996	collinear
gene:TraesCS6A03G0015500	Chr6A	3983778	3984395	+	3984086	Chr6A	2967832	2968449	+	2968140	1.0	0.998	collinear
gene:TraesCS6A03G0015600	Chr6A	4015558	4016051	+	4015804	Chr6A	3000418	3000911	+	3000664	1.0	0.991	collinear
gene:TraesCS6A03G0015800	Chr6A	4066078	4066922	+	4066500	Chr6A	3063407	3064254	+	3063830	1.0	0.991	collinear
gene:TraesCS6A03G0016600	Chr6A	4307131	4307625	+	4307378	Chr6A	3294295	3294789	+	3294542	1.0	0.983	collinear
gene:TraesCS6A03G0017000	Chr6A	4373883	4374647	-	4374265	Chr6A	3361754	3362518	-	3362136	1.0	0.996	collinear
gene:TraesCS6A03G0017500	Chr6A	4465472	4467836	+	4466654	Chr6A	3447033	3449412	+	3448222	1.0	0.994	collinear
gene:TraesCS6A03G0017600	Chr6A	4467915	4470370	+	4469142	Chr6A	3449491	3451945	+	3450718	1.0	0.978	collinear
gene:TraesCS6A03G0017800	Chr6A	4482773	4484432	+	4483602	Chr6A	3460052	3461609	+	3460830	0.933	0.917	collinear
gene:TraesCS6A03G0017900	Chr6A	4540850	4543144	-	4541997	Chr6A	3500718	3503015	-	3501866	1.0	0.966	collinear
gene:TraesCS6A03G0018100	Chr6A	4566908	4568998	-	4567953	Chr6A	3525127	3527227	-	3526177	0.997	0.988	collinear
gene:TraesCS6A03G0018400	Chr6A	4646078	4648289	-	4647183	Chr6A	3866427	3868740	-	3867583	0.996	0.96	collinear
gene:TraesCS6A03G0018600	Chr6A	4650144	4650962	-	4650553	Chr6A	3870621	3871445	-	3871033	0.982	0.932	collinear
gene:TraesCS6A03G0018800	Chr6A	4707838	4709462	+	4708650	Chr6A	3894487	3896113	+	3895300	1.0	0.983	collinear
gene:TraesCS6A03G0019500	Chr6A	4996845	4997894	+	4997369	Chr6A	4004433	4005464	-	4004948	0.982	0.959	collinear
gene:TraesCS6A03G0020500	Chr6A	5805544	5807529	+	5806536	Chr6A	4679643	4681628	+	4680635	1.0	0.981	collinear
gene:TraesCS6A03G0022200	Chr6A	6352582	6353978	-	6353280	Chr6A	4075431	4076845	-	4076138	0.979	0.968	collinear
gene:TraesCS6A03G0023100	Chr6A	6509916	6510644	+	6510280	Chr6A	4754932	4755660	+	4755296	1.0	0.984	collinear
gene:TraesCS6A03G0023200	Chr6A	6524784	6526124	-	6525454	Chr6A	4761242	4762582	-	4761912	1.0	0.982	collinear
gene:TraesCS6A03G0023700	Chr6A	6596976	6599759	-	6598367	Chr6A	4794494	4797568	-	4796031	0.997	0.985	collinear
gene:TraesCS6A03G0023800	Chr6A	6622241	6625659	-	6623950	Chr6A	4818713	4822139	-	4820426	0.994	0.965	collinear
gene:TraesCS6A03G0023900	Chr6A	6626599	6627983	-	6627291	Chr6A	4822829	4824214	-	4823521	1.0	0.962	collinear
gene:TraesCS6A03G0024000	Chr6A	6629538	6630206	-	6629872	Chr6A	4825752	4826420	-	4826086	1.0	0.971	collinear
gene:TraesCS6A03G0024300	Chr6A	6660567	6667306	+	6663936	Chr6A	4840377	4847065	+	4843721	0.968	0.957	collinear
gene:TraesCS6A03G0024600	Chr6A	6774114	6781537	-	6777825	Chr6A	4941841	4949263	-	4945552	1.0	0.982	collinear
gene:TraesCS6A03G0024900	Chr6A	6804836	6805735	-	6805285	Chr6A	4969362	4970255	-	4969808	1.0	0.98	collinear
gene:TraesCS6A03G0025400	Chr6A	6851548	6858477	-	6855012	Chr6A	5056054	5062832	-	5059443	1.0	0.989	collinear
gene:TraesCS6A03G0025600	Chr6A	6902719	6905185	+	6903952	Chr6A	5101999	5104167	+	5103083	1.0	0.988	collinear
gene:TraesCS6A03G0025800	Chr6A	6905399	6906874	-	6906136	Chr6A	5104386	5106103	-	5105244	1.0	0.984	collinear
gene:TraesCS6A03G0027100	Chr6A	7152663	7153604	-	7153133	Chr6A	5111240	5112182	-	5111711	1.0	0.974	collinear
gene:TraesCS6A03G0027200	Chr6A	7157642	7159485	+	7158563	Chr6A	5116267	5118078	+	5117172	0.975	0.959	collinear
gene:TraesCS6A03G0027300	Chr6A	7168596	7170287	-	7169441	Chr6A	5181290	5182981	-	5182135	1.0	0.988	collinear
gene:TraesCS6A03G0027400	Chr6A	7196854	7200678	+	7198766	Chr6A	5195578	5199406	+	5197492	0.999	0.983	collinear
gene:TraesCS6A03G0028000	Chr6A	7235005	7238338	+	7236671	Chr6A	5378968	5382296	+	5380632	0.998	0.989	collinear
gene:TraesCS6A03G0028200	Chr6A	7482648	7485990	+	7484319	Chr6A	5559084	5562434	+	5560759	0.991	0.955	collinear
gene:TraesCS6A03G0029200	Chr6A	7851077	7857869	+	7854473	Chr6A	5728473	5735182	+	5731827	1.0	0.985	collinear
gene:TraesCS6A03G0029300	Chr6A	7884487	7896338	-	7890412	Chr6A	5751246	5763061	-	5757153	1.0	0.989	collinear
gene:TraesCS6A03G0029900	Chr6A	8006338	8010273	+	8008305	Chr6A	6001987	6005788	+	6003887	0.972	0.94	collinear
gene:TraesCS6A03G0030100	Chr6A	8024378	8025300	+	8024839	Chr6A	6013501	6014470	+	6013985	0.972	0.921	collinear
gene:TraesCS6A03G0030500	Chr6A	8088519	8089226	-	8088872	Chr6A	6033111	6033825	-	6033468	1.0	0.974	collinear
gene:TraesCS6A03G0030700	Chr6A	8173780	8176435	-	8175107	Chr6A	6186523	6189160	-	6187841	0.971	0.926	collinear
gene:TraesCS6A03G0032100	Chr6A	8453662	8456939	-	8455300	Chr6A	6287500	6290777	-	6289138	1.0	1.0	collinear
gene:TraesCS6A03G0032400	Chr6A	8464780	8465505	-	8465142	Chr6A	6298587	6299312	-	6298949	1.0	1.0	collinear
gene:TraesCS6A03G0032500	Chr6A	8465688	8466935	-	8466311	Chr6A	6299495	6300742	-	6300118	1.0	1.0	collinear
gene:TraesCS6A03G0032600	Chr6A	8480777	8483787	+	8482282	Chr6A	6314585	6317595	+	6316090	1.0	1.0	collinear
gene:TraesCS6A03G0033800	Chr6A	8672781	8673413	-	8673097	Chr6A	6502929	6503561	-	6503245	1.0	0.995	collinear
gene:TraesCS6A03G0034000	Chr6A	8675368	8676936	-	8676152	Chr6A	6505509	6507080	-	6506294	1.0	0.995	collinear
gene:TraesCS6A03G0034100	Chr6A	8871064	8872769	-	8871916	Chr6A	6684823	6686528	-	6685675	1.0	0.995	collinear
gene:TraesCS6A03G0034200	Chr6A	8972166	8973845	+	8973005	Chr6A	6788103	6789773	+	6788938	0.994	0.991	collinear
gene:TraesCS6A03G0034300	Chr6A	8997549	8999123	+	8998336	Chr6A	6812730	6814307	+	6813518	1.0	0.987	collinear
gene:TraesCS6A03G0034500	Chr6A	9005874	9007685	-	9006779	Chr6A	6821150	6822961	-	6822055	1.0	0.997	collinear
gene:TraesCS6A03G0034700	Chr6A	9243241	9251040	+	9247140	Chr6A	7015824	7022099	+	7018961	1.0	0.996	collinear
gene:TraesCS6A03G0034800	Chr6A	9251429	9255197	+	9253313	Chr6A	7022515	7026499	+	7024507	1.0	0.992	collinear
gene:TraesCS6A03G0034900	Chr6A	9257732	9258127	+	9257929	Chr6A	7029035	7029430	+	7029232	1.0	0.997	collinear
gene:TraesCS6A03G0035000	Chr6A	9258228	9258707	+	9258467	Chr6A	7029531	7030011	+	7029771	1.0	0.989	collinear
gene:TraesCS6A03G0035100	Chr6A	9260463	9263599	+	9262031	Chr6A	7031385	7034524	+	7032954	1.0	0.996	collinear
gene:TraesCS6A03G0035200	Chr6A	9265010	9266230	+	9265620	Chr6A	7035936	7037156	+	7036546	1.0	0.987	collinear
gene:TraesCS6A03G0035400	Chr6A	9271095	9276490	+	9273792	Chr6A	7041842	7047427	+	7044634	1.0	0.997	collinear
gene:TraesCS6A03G0035500	Chr6A	9283912	9284858	-	9284385	Chr6A	7054861	7055807	-	7055334	1.0	0.994	collinear
gene:TraesCS6A03G0035900	Chr6A	9444032	9445186	+	9444609	Chr6A	7249141	7250295	+	7249718	1.0	0.998	collinear
gene:TraesCS6A03G0036100	Chr6A	9448531	9449670	+	9449100	Chr6A	7253132	7254242	+	7253687	0.97	0.944	collinear
gene:TraesCS6A03G0036500	Chr6A	9470666	9471235	-	9470950	Chr6A	7279941	7280510	-	7280225	1.0	1.0	collinear
gene:TraesCS6A03G0036600	Chr6A	9473682	9475429	-	9474555	Chr6A	7282956	7284703	-	7283829	1.0	1.0	collinear
gene:TraesCS6A03G0036700	Chr6A	9481564	9485669	-	9483616	Chr6A	7290837	7294942	-	7292889	1.0	1.0	collinear
gene:TraesCS6A03G0037100	Chr6A	9658772	9660162	+	9659467	Chr6A	7468110	7469500	+	7468805	1.0	1.0	collinear
gene:TraesCS6A03G0037200	Chr6A	9665556	9666056	-	9665806	Chr6A	7474889	7475389	-	7475139	1.0	1.0	collinear
gene:TraesCS6A03G0037400	Chr6A	9668873	9669166	+	9669019	Chr6A	7478206	7478499	+	7478352	1.0	1.0	collinear
gene:TraesCS6A03G0037500	Chr6A	9867419	9868633	+	9868026	Chr6A	7676662	7677876	+	7677269	1.0	1.0	collinear
gene:TraesCS6A03G0037600	Chr6A	9877826	9879013	+	9878419	Chr6A	7687069	7688256	+	7687662	1.0	1.0	collinear
gene:TraesCS6A03G0037700	Chr6A	9888984	9893419	-	9891201	Chr6A	7698226	7702661	-	7700443	1.0	1.0	collinear
gene:TraesCS6A03G0038200	Chr6A	9962522	9968219	-	9965370	Chr6A	7772341	7778121	-	7775231	1.0	0.974	collinear
gene:TraesCS6A03G0038400	Chr6A	9979995	9980516	+	9980255	Chr6A	7789893	7790414	+	7790153	1.0	1.0	collinear
gene:TraesCS6A03G0038500	Chr6A	9980644	9981150	+	9980897	Chr6A	7790542	7791048	+	7790795	1.0	1.0	collinear
gene:TraesCS6A03G0038700	Chr6A	9982202	9982945	-	9982573	Chr6A	7792100	7792843	-	7792471	1.0	1.0	collinear
gene:TraesCS6A03G0038800	Chr6A	10020588	10022382	-	10021485	Chr6A	7830527	7832321	-	7831424	1.0	1.0	collinear
