gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity	segment
gene:TraesCS4D03G0000100	Chr4D	409970	411319	-	410644	Chr4D	33494	34843	-	34168	1.0	1.0	collinear
gene:TraesCS4D03G0000200	Chr4D	459723	463379	+	461551	Chr4D	83310	86966	+	85138	1.0	1.0	collinear
gene:TraesCS4D03G0000300	Chr4D	463559	465496	-	464527	Chr4D	87146	89083	-	88114	1.0	1.0	collinear
gene:TraesCS4D03G0000500	Chr4D	465900	467545	-	466722	Chr4D	89487	91135	-	90311	1.0	1.0	collinear
gene:TraesCS4D03G0000700	Chr4D	475371	480193	+	477782	Chr4D	94646	99129	+	96887	1.0	1.0	collinear
gene:TraesCS4D03G0000800	Chr4D	536039	548069	+	542054	Chr4D	154734	166764	+	160749	1.0	1.0	collinear
gene:TraesCS4D03G0000900	Chr4D	603219	607023	-	605121	Chr4D	225887	229691	-	227789	1.0	1.0	collinear
gene:TraesCS4D03G0001000	Chr4D	607335	608738	+	608036	Chr4D	230003	231406	+	230704	1.0	1.0	collinear
gene:TraesCS4D03G0001200	Chr4D	610012	615059	-	612535	Chr4D	232680	237697	-	235188	0.985	0.984	collinear
gene:TraesCS4D03G0001400	Chr4D	658413	659236	+	658824	Chr4D	280632	281455	+	281043	1.0	1.0	collinear
gene:TraesCS4D03G0001700	Chr4D	734129	734515	+	734322	Chr4D	356388	356774	+	356581	1.0	1.0	collinear
gene:TraesCS4D03G0001800	Chr4D	757227	759482	-	758354	Chr4D	389877	392132	-	391004	1.0	1.0	collinear
gene:TraesCS4D03G0002200	Chr4D	1179628	1183031	+	1181329	Chr4D	801555	804958	+	803256	1.0	1.0	collinear
gene:TraesCS4D03G0002300	Chr4D	1192267	1194439	+	1193353	Chr4D	814188	816360	+	815274	1.0	1.0	collinear
gene:TraesCS4D03G0002500	Chr4D	1196998	1198699	-	1197848	Chr4D	818919	820620	-	819769	1.0	1.0	collinear
gene:TraesCS4D03G0002600	Chr4D	1200365	1201407	+	1200886	Chr4D	822286	823328	+	822807	1.0	1.0	collinear
gene:TraesCS4D03G0002700	Chr4D	1224901	1226574	+	1225737	Chr4D	846678	848351	+	847514	1.0	1.0	collinear
gene:TraesCS4D03G0002800	Chr4D	1233656	1234699	+	1234177	Chr4D	855482	856513	+	855997	0.987	0.987	collinear
gene:TraesCS4D03G0002900	Chr4D	1235849	1238078	+	1236963	Chr4D	857663	859892	+	858777	1.0	1.0	collinear
gene:TraesCS4D03G0003000	Chr4D	1239892	1242834	+	1241363	Chr4D	861706	864649	+	863177	1.0	1.0	collinear
gene:TraesCS4D03G0003100	Chr4D	1245411	1245824	-	1245617	Chr4D	867219	867632	-	867425	1.0	1.0	collinear
gene:TraesCS4D03G0003500	Chr4D	1279798	1281379	+	1280588	Chr4D	901630	903211	+	902420	1.0	1.0	collinear
gene:TraesCS4D03G0003700	Chr4D	1281940	1284304	+	1283122	Chr4D	903772	906136	+	904954	1.0	1.0	collinear
gene:TraesCS4D03G0003800	Chr4D	1291459	1294621	+	1293040	Chr4D	913291	916453	+	914872	1.0	0.999	collinear
gene:TraesCS4D03G0004000	Chr4D	1304418	1305152	-	1304785	Chr4D	926292	927026	-	926659	1.0	0.998	collinear
gene:TraesCS4D03G0004100	Chr4D	1318992	1323052	+	1321022	Chr4D	939826	943886	+	941856	1.0	1.0	collinear
gene:TraesCS4D03G0004300	Chr4D	1341017	1345302	-	1343159	Chr4D	961852	966135	-	963993	1.0	1.0	collinear
