gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity	segment
gene:TraesCS5B03G0331700	Chr5B	219632397	219632894	+	219632645	Chr5B	195899948	195900445	-	195900196	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B03G0331800	Chr5B	219633983	219638918	-	219636450	Chr5B	195893924	195898859	+	195896391	1.0	0.997	rearrangement:Chr5B_block1
gene:TraesCS5B03G0331900	Chr5B	219639107	219643759	+	219641433	Chr5B	195889086	195893735	-	195891410	0.998	0.998	rearrangement:Chr5B_block1
gene:TraesCS5B03G0332700	Chr5B	219887236	219891113	+	219889174	Chr5B	195644059	195647937	-	195645998	1.0	0.999	rearrangement:Chr5B_block1
gene:TraesCS5B03G0332800	Chr5B	219890616	219896929	-	219893772	Chr5B	195638260	195644556	+	195641408	1.0	0.999	rearrangement:Chr5B_block1
gene:TraesCS5B03G0333200	Chr5B	220066089	220100197	-	220083143	Chr5B	195434233	195468347	+	195451290	0.999	0.997	rearrangement:Chr5B_block1
gene:TraesCS5B03G0000300	Chr5B	16033	21153	+	18593	Chr5B	50106	55242	-	52674	0.998	0.981	collinear
gene:TraesCS5B03G0000800	Chr5B	85900	87414	-	86657	Chr5B	1246	2761	+	2003	1.0	0.995	collinear
gene:TraesCS5B03G0001600	Chr5B	1005121	1009642	+	1007381	Chr5B	635245	639715	-	637480	1.0	0.984	collinear
gene:TraesCS5B03G0001800	Chr5B	1110422	1112273	-	1111347	Chr5B	506095	507949	+	507022	1.0	0.993	collinear
gene:TraesCS5B03G0001900	Chr5B	1209448	1212378	+	1210913	Chr5B	489830	492769	-	491299	1.0	0.989	collinear
gene:TraesCS5B03G0009300	Chr5B	6274906	6278095	-	6276500	Chr5B	1714361	1717695	-	1716028	1.0	0.995	collinear
gene:TraesCS5B03G0009600	Chr5B	6421687	6425565	-	6423626	Chr5B	1827361	1831235	-	1829298	1.0	0.989	collinear
gene:TraesCS5B03G0009700	Chr5B	6450124	6464864	+	6457494	Chr5B	1859796	1874503	+	1867149	1.0	0.997	collinear
gene:TraesCS5B03G0009800	Chr5B	6475062	6478760	-	6476911	Chr5B	1896748	1900446	-	1898597	1.0	1.0	collinear
gene:TraesCS5B03G0009900	Chr5B	6523497	6531811	+	6527654	Chr5B	1945239	1953548	+	1949393	1.0	1.0	collinear
gene:TraesCS5B03G0010200	Chr5B	6557311	6558336	+	6557823	Chr5B	1978634	1979659	+	1979146	1.0	1.0	collinear
gene:TraesCS5B03G0011300	Chr5B	6679420	6682699	+	6681059	Chr5B	2060505	2063784	+	2062144	1.0	0.999	collinear
gene:TraesCS5B03G0011400	Chr5B	6701850	6705413	+	6703631	Chr5B	2082787	2086226	+	2084506	0.998	0.975	collinear
gene:TraesCS5B03G0011500	Chr5B	6706639	6711139	+	6708889	Chr5B	2087146	2091160	+	2089153	0.965	0.945	collinear
gene:TraesCS5B03G0013000	Chr5B	7024791	7026752	+	7025771	Chr5B	2880257	2882224	-	2881240	1.0	0.98	collinear
gene:TraesCS5B03G0012900	Chr5B	7022108	7032100	+	7027104	Chr5B	4572722	4591879	+	4582300	1.0	0.99	collinear
gene:TraesCS5B03G0013400	Chr5B	7077724	7083197	-	7080460	Chr5B	4638522	4643995	-	4641258	1.0	0.999	collinear
gene:TraesCS5B03G0013600	Chr5B	7124941	7128118	-	7126529	Chr5B	4685350	4687712	-	4686531	0.992	0.992	collinear
gene:TraesCS5B03G0013700	Chr5B	7175983	7176264	-	7176123	Chr5B	4736123	4736404	-	4736263	1.0	1.0	collinear
gene:TraesCS5B03G0014000	Chr5B	7204960	7205447	-	7205203	Chr5B	4765021	4765508	-	4765264	1.0	1.0	collinear
gene:TraesCS5B03G0014100	Chr5B	7240428	7241179	-	7240803	Chr5B	4800483	4801234	-	4800858	1.0	1.0	collinear
gene:TraesCS5B03G0014300	Chr5B	7359600	7360287	-	7359943	Chr5B	4922767	4923454	-	4923110	1.0	1.0	collinear
gene:TraesCS5B03G0014400	Chr5B	7410008	7410495	-	7410251	Chr5B	4980572	4981060	-	4980816	1.0	0.997	collinear
gene:TraesCS5B03G0014500	Chr5B	7437158	7437645	-	7437401	Chr5B	5008650	5009137	-	5008893	1.0	1.0	collinear
gene:TraesCS5B03G0014600	Chr5B	7592627	7597126	-	7594876	Chr5B	5164454	5168952	-	5166703	1.0	1.0	collinear
gene:TraesCS5B03G0014800	Chr5B	7755553	7759308	-	7757430	Chr5B	5328870	5332625	-	5330747	1.0	0.999	collinear
gene:TraesCS5B03G0015100	Chr5B	7985700	7994441	-	7990070	Chr5B	5559089	5567829	-	5563459	1.0	0.999	collinear
gene:TraesCS5B03G0015300	Chr5B	8044868	8056936	-	8050902	Chr5B	5618788	5630760	-	5624774	1.0	1.0	collinear
gene:TraesCS5B03G0015500	Chr5B	8136091	8146344	+	8141217	Chr5B	5710458	5720711	+	5715584	1.0	1.0	collinear
gene:TraesCS5B03G0015900	Chr5B	8231890	8236662	+	8234276	Chr5B	5781968	5786740	+	5784354	1.0	1.0	collinear
gene:TraesCS5B03G0016100	Chr5B	8246419	8248728	-	8247573	Chr5B	5796703	5799014	-	5797858	1.0	1.0	collinear
gene:TraesCS5B03G0016300	Chr5B	8403122	8405146	+	8404134	Chr5B	5952951	5954975	+	5953963	1.0	1.0	collinear
gene:TraesCS5B03G0016400	Chr5B	8412291	8414400	+	8413345	Chr5B	5962119	5964228	+	5963173	1.0	0.999	collinear
gene:TraesCS5B03G0017000	Chr5B	8435064	8439898	-	8437481	Chr5B	5984892	5989726	-	5987309	1.0	1.0	collinear
gene:TraesCS5B03G0017300	Chr5B	8578315	8592199	+	8585257	Chr5B	6132266	6146151	+	6139208	1.0	1.0	collinear
gene:TraesCS5B03G0017500	Chr5B	8592762	8599391	-	8596076	Chr5B	6146714	6153343	-	6150028	1.0	0.997	collinear
gene:TraesCS5B03G0017600	Chr5B	8929166	8931564	-	8930365	Chr5B	6466427	6468834	-	6467630	1.0	1.0	collinear
gene:TraesCS5B03G0018000	Chr5B	8959192	8973203	-	8966197	Chr5B	6496462	6510473	-	6503467	1.0	1.0	collinear
gene:TraesCS5B03G0018200	Chr5B	8987169	8989682	-	8988425	Chr5B	6530129	6532642	-	6531385	1.0	1.0	collinear
