gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity
gene:TraesCS6B03G0001400	Chr6B	303846	304801	+	304323	Chr6B	1921584	1922539	+	1922061	1.0	0.949
gene:TraesCS6B03G0002600	Chr6B	800270	802828	-	801549	Chr6B	631788	634346	-	633067	1.0	0.988
gene:TraesCS6B03G0003800	Chr6B	1126724	1127689	-	1127206	Chr6B	1041303	1042266	+	1041784	0.997	0.904
gene:TraesCS6B03G0005700	Chr6B	1553584	1555369	-	1554476	Chr6B	432955	434729	-	433842	0.993	0.989
gene:TraesCS6B03G0006600	Chr6B	1918826	1930684	+	1924755	Chr6B	1333070	1344896	+	1338983	1.0	0.992
gene:TraesCS6B03G0006900	Chr6B	1960140	1964803	+	1962471	Chr6B	1374373	1379002	+	1376687	0.999	0.995
gene:TraesCS6B03G0007000	Chr6B	2097695	2158332	-	2128013	Chr6B	1512501	1573351	-	1542926	1.0	0.999
gene:TraesCS6B03G0007100	Chr6B	2163047	2165544	-	2164295	Chr6B	1578081	1580578	-	1579329	1.0	0.999
gene:TraesCS6B03G0007200	Chr6B	2258074	2311692	-	2284883	Chr6B	1727516	1788833	-	1758174	1.0	0.999
gene:TraesCS6B03G0007500	Chr6B	2396042	2397882	+	2396962	Chr6B	1856479	1858319	+	1857399	1.0	0.997
gene:TraesCS6B03G0011500	Chr6B	4061981	4062939	+	4062460	Chr6B	1957275	1958230	+	1957752	1.0	0.948
gene:TraesCS6B03G0011600	Chr6B	4066472	4067398	+	4066935	Chr6B	1967645	1968566	+	1968105	1.0	0.983
gene:TraesCS6B03G0011900	Chr6B	4074231	4078635	-	4076433	Chr6B	1972126	1976537	-	1974331	1.0	0.998
gene:TraesCS6B03G0012100	Chr6B	4094308	4095305	-	4094806	Chr6B	1992496	1993485	-	1992990	0.99	0.947
gene:TraesCS6B03G0012200	Chr6B	4101789	4102203	+	4101996	Chr6B	1999955	2000369	+	2000162	1.0	1.0
gene:TraesCS6B03G0012400	Chr6B	4125013	4125984	+	4125498	Chr6B	2049635	2050609	+	2050122	0.995	0.948
gene:TraesCS6B03G0013100	Chr6B	4365827	4370767	+	4368297	Chr6B	2288422	2293172	+	2290797	0.998	0.991
gene:TraesCS6B03G0013400	Chr6B	4391416	4398100	+	4394758	Chr6B	2313423	2320107	+	2316765	1.0	0.999
gene:TraesCS6B03G0013500	Chr6B	4404062	4404739	+	4404400	Chr6B	2326070	2326747	+	2326408	1.0	0.997
gene:TraesCS6B03G0013700	Chr6B	4413195	4419297	+	4416246	Chr6B	2349358	2355463	+	2352410	1.0	0.996
gene:TraesCS6B03G0013900	Chr6B	4435732	4443343	-	4439537	Chr6B	2405588	2413188	+	2409388	1.0	0.993
gene:TraesCS6B03G0014800	Chr6B	4784208	4787302	+	4785755	Chr6B	3196130	3198629	-	3197379	1.0	0.98
gene:TraesCS6B03G0015900	Chr6B	4988145	4990408	+	4989276	Chr6B	2598893	2600829	+	2599861	0.996	0.949
gene:TraesCS6B03G0016500	Chr6B	5031400	5035651	-	5033525	Chr6B	2783283	2787512	-	2785397	0.972	0.939
gene:TraesCS6B03G0016600	Chr6B	5267504	5271857	+	5269680	Chr6B	3030417	3034802	+	3032609	0.996	0.98
gene:TraesCS6B03G0016900	Chr6B	5275373	5277237	+	5276305	Chr6B	3038188	3039997	+	3039092	0.959	0.937
gene:TraesCS6B03G0017400	Chr6B	5286921	5287880	-	5287400	Chr6B	3123652	3124611	-	3124131	1.0	0.971
gene:TraesCS6B03G0018500	Chr6B	5432365	5434175	-	5433270	Chr6B	3289137	3290898	-	3290017	0.998	0.914
gene:TraesCS6B03G0019300	Chr6B	5639201	5640067	-	5639634	Chr6B	3329955	3330821	-	3330388	1.0	1.0
gene:TraesCS6B03G0019700	Chr6B	6077589	6087397	-	6082493	Chr6B	3840039	3849983	-	3845011	0.994	0.968
gene:TraesCS6B03G0020300	Chr6B	6173873	6174172	-	6174022	Chr6B	4004228	4004528	-	4004378	1.0	0.996
gene:TraesCS6B03G0021800	Chr6B	6396832	6398301	+	6397566	Chr6B	4099752	4101221	+	4100486	1.0	0.972
gene:TraesCS6B03G0021900	Chr6B	6533377	6534963	-	6534170	Chr6B	4225451	4227037	-	4226244	1.0	0.998
gene:TraesCS6B03G0022100	Chr6B	6622598	6625061	+	6623829	Chr6B	4534839	4537302	+	4536070	1.0	0.999
gene:TraesCS6B03G0022200	Chr6B	6626180	6626836	+	6626508	Chr6B	4538421	4539077	+	4538749	1.0	1.0
gene:TraesCS6B03G0022300	Chr6B	6626882	6627442	+	6627162	Chr6B	4539123	4539683	+	4539403	1.0	0.998
gene:TraesCS6B03G0022400	Chr6B	6653253	6656792	-	6655022	Chr6B	4565476	4569015	-	4567245	1.0	0.999
gene:TraesCS6B03G0022600	Chr6B	6902577	6904805	+	6903691	Chr6B	4803837	4806119	+	4804978	1.0	0.987
gene:TraesCS6B03G0022700	Chr6B	6911203	6914974	+	6913088	Chr6B	4812517	4816288	+	4814402	1.0	0.998
gene:TraesCS6B03G0022800	Chr6B	6919273	6921999	+	6920636	Chr6B	4820586	4823312	+	4821949	1.0	0.988
