gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Aikang58_tgt_chr	Aikang58_tgt_start	Aikang58_tgt_end	Aikang58_tgt_strand	Aikang58_tgt_midpoint	Aikang58_coverage	Aikang58_identity	segment
gene:TraesCS4B03G0397900	Chr4B	264835254	264844874	+	264840064	Chr4B	281580491	281589793	+	281585142	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B03G0398100	Chr4B	264845937	264846473	+	264846205	Chr4B	281590856	281591392	+	281591124	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B03G0403600	Chr4B	275685929	275688625	+	275687277	Chr4B	288891139	288893835	+	288892487	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B03G0403700	Chr4B	276047102	276048299	+	276047700	Chr4B	289251069	289252266	+	289251667	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B03G0403900	Chr4B	276641394	276647694	+	276644544	Chr4B	289876253	289882553	+	289879403	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B03G0404100	Chr4B	276996061	277002252	+	276999156	Chr4B	290246179	290252370	+	290249274	1.0	0.999	rearrangement:Chr4B_block1
gene:TraesCS4B03G0404200	Chr4B	277078935	277090963	-	277084949	Chr4B	290329910	290341938	-	290335924	1.0	0.999	rearrangement:Chr4B_block1
gene:TraesCS4B03G0404700	Chr4B	278078199	278079537	+	278078868	Chr4B	291383626	291384964	+	291384295	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B03G0404800	Chr4B	278080119	278091512	-	278085815	Chr4B	291385546	291396939	-	291391242	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B03G0405900	Chr4B	282552259	282557758	-	282555008	Chr4B	282803797	282809296	-	282806546	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B03G0407800	Chr4B	285208748	285257904	+	285233326	Chr4B	285337567	285386716	+	285362141	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B03G0408600	Chr4B	285271830	285299313	-	285285571	Chr4B	285400629	285428097	-	285414363	0.996	0.992	rearrangement:Chr4B_block1
gene:TraesCS4B03G0408900	Chr4B	285741859	285746829	-	285744344	Chr4B	285893269	285898232	-	285895750	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B03G0409000	Chr4B	285746972	285754009	+	285750490	Chr4B	285898375	285905181	+	285901778	1.0	1.0	rearrangement:Chr4B_block1
gene:TraesCS4B03G0409300	Chr4B	286421623	286426684	+	286424153	Chr4B	286610640	286615699	+	286613169	1.0	0.999	rearrangement:Chr4B_block1
gene:TraesCS4B03G0000300	Chr4B	232361	233964	-	233162	Chr4B	1916476	1918042	+	1917259	0.958	0.921	collinear
gene:TraesCS4B03G0000400	Chr4B	234311	235908	-	235109	Chr4B	1914532	1916129	+	1915330	1.0	0.997	collinear
