gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity	segment
gene:TraesCS2A02G002100	Chr2A	1163741	1165344	-	1164542	Chr2A	403107	404710	-	403908	1.0	1.0	collinear
gene:TraesCS2A02G002400	Chr2A	1364422	1365450	-	1364936	Chr2A	575507	576544	-	576025	1.0	0.99	collinear
gene:TraesCS2A02G002500	Chr2A	1370229	1381768	-	1375998	Chr2A	581354	592963	-	587158	1.0	0.969	collinear
gene:TraesCS2A02G002600	Chr2A	1608666	1609163	+	1608914	Chr2A	960737	961234	+	960985	1.0	1.0	collinear
gene:TraesCS2A02G002700	Chr2A	1685582	1687293	+	1686437	Chr2A	1063443	1065154	+	1064298	1.0	0.999	collinear
gene:TraesCS2A02G002800	Chr2A	1776596	1778573	+	1777584	Chr2A	1153452	1155429	+	1154440	1.0	1.0	collinear
gene:TraesCS2A02G002900	Chr2A	1783499	1785409	-	1784454	Chr2A	1160223	1162133	-	1161178	1.0	1.0	collinear
gene:TraesCS2A02G003000	Chr2A	1857935	1863412	-	1860673	Chr2A	1233963	1239232	-	1236597	1.0	1.0	collinear
gene:TraesCS2A02G003100	Chr2A	1871479	1877682	+	1874580	Chr2A	1247301	1253403	+	1250352	1.0	1.0	collinear
gene:TraesCS2A02G003200	Chr2A	2226935	2231232	+	2229083	Chr2A	1468798	1473095	+	1470946	1.0	0.999	collinear
gene:TraesCS2A02G003400	Chr2A	2273380	2274666	-	2274023	Chr2A	2405524	2406810	-	2406167	1.0	1.0	collinear
gene:TraesCS2A02G003600	Chr2A	2321343	2325578	+	2323460	Chr2A	2450841	2455076	+	2452958	1.0	0.999	collinear
gene:TraesCS2A02G003700	Chr2A	2331523	2337129	+	2334326	Chr2A	2461021	2466626	+	2463823	1.0	1.0	collinear
gene:TraesCS2A02G003800	Chr2A	2352114	2353022	-	2352568	Chr2A	2481611	2482519	-	2482065	1.0	1.0	collinear
gene:TraesCS2A02G004100	Chr2A	2366335	2367372	+	2366853	Chr2A	2496026	2497063	+	2496544	1.0	0.999	collinear
gene:TraesCS2A02G003900	Chr2A	2355896	2382397	+	2369146	Chr2A	2485393	2512092	+	2498742	1.0	1.0	collinear
gene:TraesCS2A02G004200	Chr2A	2373231	2377514	-	2375372	Chr2A	2502922	2507205	-	2505063	1.0	0.999	collinear
gene:TraesCS2A02G004300	Chr2A	2377872	2379498	+	2378685	Chr2A	2507563	2509193	+	2508378	1.0	0.996	collinear
gene:TraesCS2A02G004400	Chr2A	2402808	2403208	+	2403008	Chr2A	2532254	2532654	+	2532454	1.0	1.0	collinear
gene:TraesCS2A02G004500	Chr2A	2405864	2407866	+	2406865	Chr2A	2535310	2537312	+	2536311	1.0	1.0	collinear
