gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity	segment
gene:TraesCS2B02G000100	Chr2B	9843	11553	-	10698	Chr2B	2597088	2598802	-	2597945	1.0	0.994	collinear
gene:TraesCS2B02G000200	Chr2B	19907	22569	+	21238	Chr2B	2617713	2620733	+	2619223	1.0	0.983	collinear
gene:TraesCS2B02G000300	Chr2B	45037	61255	-	53146	Chr2B	2625731	2636417	-	2631074	0.972	0.965	collinear
gene:TraesCS2B02G000500	Chr2B	91679	92119	+	91899	Chr2B	2670564	2671004	+	2670784	1.0	1.0	collinear
gene:TraesCS2B02G000800	Chr2B	432358	433095	+	432726	Chr2B	2412157	2412894	-	2412525	1.0	0.991	collinear
gene:TraesCS2B02G000900	Chr2B	447781	453531	-	450656	Chr2B	2392208	2397681	+	2394944	0.999	0.996	collinear
gene:TraesCS2B02G001000	Chr2B	470641	473097	+	471869	Chr2B	2372570	2375026	-	2373798	1.0	0.998	collinear
gene:TraesCS2B02G001100	Chr2B	477194	478878	+	478036	Chr2B	2366790	2368471	-	2367630	0.998	0.994	collinear
gene:TraesCS2B02G001200	Chr2B	632838	633239	+	633038	Chr2B	2182742	2183144	-	2182943	1.0	1.0	collinear
gene:TraesCS2B02G001300	Chr2B	810865	811158	-	811011	Chr2B	2006546	2006839	+	2006692	1.0	1.0	collinear
gene:TraesCS2B02G001500	Chr2B	1181154	1181702	+	1181428	Chr2B	8706099	8706646	+	8706372	0.997	0.968	collinear
gene:TraesCS2B02G001600	Chr2B	1248784	1252232	+	1250508	Chr2B	8807594	8811045	+	8809319	0.999	0.985	collinear
gene:TraesCS2B02G001900	Chr2B	1314696	1317994	-	1316345	Chr2B	10886397	10889053	+	10887725	0.996	0.994	collinear
gene:TraesCS2B02G002000	Chr2B	1329861	1331574	+	1330717	Chr2B	10945011	10946724	-	10945867	1.0	0.997	collinear
gene:TraesCS2B02G002100	Chr2B	1348871	1362213	+	1355542	Chr2B	10843232	10856265	-	10849748	1.0	0.995	collinear
gene:TraesCS2B02G002200	Chr2B	1386273	1397038	-	1391655	Chr2B	10815365	10826040	+	10820702	1.0	0.996	collinear
gene:TraesCS2B02G002300	Chr2B	1452850	1453224	-	1453037	Chr2B	10759343	10759717	+	10759530	1.0	0.994	collinear
gene:TraesCS2B02G002400	Chr2B	1499379	1499731	-	1499555	Chr2B	10713196	10713547	+	10713371	0.996	0.992	collinear
gene:TraesCS2B02G002500	Chr2B	1519250	1522569	+	1520909	Chr2B	10686980	10690300	-	10688640	1.0	0.998	collinear
gene:TraesCS2B02G002600	Chr2B	1600469	1601449	-	1600959	Chr2B	10655971	10656951	+	10656461	1.0	0.997	collinear
gene:TraesCS2B02G002700	Chr2B	1706362	1707167	+	1706764	Chr2B	10411019	10411824	-	10411421	1.0	1.0	collinear
