gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity	segment
gene:TraesCS5D02G000100	Chr5D	93627	97954	+	95790	Chr5D	1039860	1044205	-	1042032	0.995	0.995	collinear
gene:TraesCS5D02G000200	Chr5D	145361	145693	+	145527	Chr5D	779947	780279	-	780113	1.0	0.987	collinear
gene:TraesCS5D02G000300	Chr5D	360377	360709	+	360543	Chr5D	993179	993511	-	993345	1.0	0.99	collinear
gene:TraesCS5D02G000400	Chr5D	388060	389487	-	388773	Chr5D	751637	753064	+	752350	1.0	1.0	collinear
gene:TraesCS5D02G000500	Chr5D	554527	558722	-	556624	Chr5D	583650	587845	+	585747	1.0	0.999	collinear
gene:TraesCS5D02G000600	Chr5D	563974	569774	+	566874	Chr5D	572598	578398	-	575498	1.0	1.0	collinear
gene:TraesCS5D02G000800	Chr5D	932454	935468	+	933961	Chr5D	1205739	1208759	+	1207249	1.0	0.997	collinear
gene:TraesCS5D02G000900	Chr5D	935699	941610	-	938654	Chr5D	1208990	1214901	-	1211945	1.0	1.0	collinear
gene:TraesCS5D02G001000	Chr5D	1533333	1534376	+	1533854	Chr5D	1803247	1804290	+	1803768	1.0	1.0	collinear
gene:TraesCS5D02G001100	Chr5D	1540941	1542985	-	1541963	Chr5D	1810855	1812899	-	1811877	1.0	1.0	collinear
gene:TraesCS5D02G001200	Chr5D	1609486	1614664	+	1612075	Chr5D	1878883	1884061	+	1881472	1.0	1.0	collinear
gene:TraesCS5D02G001300	Chr5D	1710262	1717300	-	1713781	Chr5D	1978711	1985749	-	1982230	1.0	1.0	collinear
gene:TraesCS5D02G001400	Chr5D	1799796	1802729	+	1801262	Chr5D	2076946	2079879	+	2078412	1.0	1.0	collinear
gene:TraesCS5D02G001500	Chr5D	1863397	1865475	+	1864436	Chr5D	2140016	2141720	+	2140868	1.0	1.0	collinear
gene:TraesCS5D02G001600	Chr5D	1884703	1887402	-	1886052	Chr5D	2160309	2163008	-	2161658	1.0	1.0	collinear
gene:TraesCS5D02G001700	Chr5D	2120473	2120838	-	2120655	Chr5D	2392543	2392908	-	2392725	1.0	1.0	collinear
gene:TraesCS5D02G001800	Chr5D	2121540	2122331	+	2121935	Chr5D	2393610	2394401	+	2394005	1.0	1.0	collinear
gene:TraesCS5D02G001900	Chr5D	2135699	2142446	+	2139072	Chr5D	2407852	2414599	+	2411225	1.0	1.0	collinear
gene:TraesCS5D02G002000	Chr5D	2251351	2252995	-	2252173	Chr5D	2523736	2525380	-	2524558	1.0	1.0	collinear
gene:TraesCS5D02G002100	Chr5D	2286527	2288880	+	2287703	Chr5D	2558907	2561260	+	2560083	1.0	1.0	collinear
