gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity	segment
gene:TraesCS2D02G000100	Chr2D	31254	37172	+	34213	Chr2D	2239735	2245653	-	2242694	1.0	1.0	collinear
gene:TraesCS2D02G000200	Chr2D	39478	40878	-	40178	Chr2D	2236250	2237650	+	2236950	1.0	0.999	collinear
gene:TraesCS2D02G000300	Chr2D	58039	62377	-	60208	Chr2D	2214746	2219087	+	2216916	0.999	0.996	collinear
gene:TraesCS2D02G000400	Chr2D	261645	262190	+	261917	Chr2D	2016316	2016861	-	2016588	1.0	1.0	collinear
gene:TraesCS2D02G000500	Chr2D	273562	277000	+	275281	Chr2D	2002185	2005623	-	2003904	1.0	1.0	collinear
gene:TraesCS2D02G000600	Chr2D	278541	286171	-	282356	Chr2D	1993007	2000644	+	1996825	1.0	0.999	collinear
gene:TraesCS2D02G000700	Chr2D	370037	371169	-	370603	Chr2D	2290273	2291405	-	2290839	1.0	1.0	collinear
gene:TraesCS2D02G000800	Chr2D	386164	389633	+	387898	Chr2D	2304002	2307471	+	2305736	1.0	1.0	collinear
gene:TraesCS2D02G000900	Chr2D	396204	398760	+	397482	Chr2D	2314042	2316598	+	2315320	1.0	1.0	collinear
gene:TraesCS2D02G001000	Chr2D	460961	479644	+	470302	Chr2D	2377590	2396059	+	2386824	1.0	1.0	collinear
gene:TraesCS2D02G001100	Chr2D	508313	509233	+	508773	Chr2D	2423884	2424804	+	2424344	1.0	1.0	collinear
gene:TraesCS2D02G001200	Chr2D	514511	516352	+	515431	Chr2D	2429756	2431597	+	2430676	1.0	0.999	collinear
gene:TraesCS2D02G001300	Chr2D	672180	675387	+	673783	Chr2D	2587316	2590523	+	2588919	1.0	1.0	collinear
gene:TraesCS2D02G001400	Chr2D	676084	679951	-	678017	Chr2D	2591220	2595087	-	2593153	1.0	1.0	collinear
gene:TraesCS2D02G001500	Chr2D	682076	684242	+	683159	Chr2D	2597213	2599379	+	2598296	1.0	1.0	collinear
gene:TraesCS2D02G001600	Chr2D	1522616	1526387	-	1524501	Chr2D	3598926	3602697	-	3600811	1.0	1.0	collinear
gene:TraesCS2D02G001700	Chr2D	1587835	1590219	+	1589027	Chr2D	3658798	3661182	+	3659990	1.0	1.0	collinear
gene:TraesCS2D02G001800	Chr2D	1601514	1610005	+	1605759	Chr2D	3672248	3680362	+	3676305	1.0	0.999	collinear
gene:TraesCS2D02G001900	Chr2D	1621473	1622372	+	1621922	Chr2D	3691534	3692433	+	3691983	1.0	1.0	collinear
gene:TraesCS2D02G002000	Chr2D	1637801	1638394	+	1638097	Chr2D	3707229	3707822	+	3707525	1.0	1.0	collinear
gene:TraesCS2D02G002100	Chr2D	1659498	1660097	+	1659797	Chr2D	3728734	3729333	+	3729033	1.0	1.0	collinear
gene:TraesCS2D02G002200	Chr2D	1912608	1922943	-	1917775	Chr2D	3991214	4001550	-	3996382	1.0	1.0	collinear
gene:TraesCS2D02G002300	Chr2D	1958491	1962796	-	1960643	Chr2D	4036124	4040429	-	4038276	1.0	1.0	collinear
gene:TraesCS2D02G002400	Chr2D	1991646	1993786	+	1992716	Chr2D	4068350	4070490	+	4069420	1.0	1.0	collinear
gene:TraesCS2D02G002500	Chr2D	2014157	2015713	+	2014935	Chr2D	4090861	4092417	+	4091639	1.0	1.0	collinear
gene:TraesCS2D02G002600	Chr2D	2045570	2048979	+	2047274	Chr2D	4121988	4125397	+	4123692	1.0	1.0	collinear
gene:TraesCS2D02G002700	Chr2D	2115323	2115619	+	2115471	Chr2D	4191221	4191517	+	4191369	1.0	1.0	collinear
gene:TraesCS2D02G002800	Chr2D	2137360	2144694	-	2141027	Chr2D	4213258	4220592	-	4216925	1.0	1.0	collinear
gene:TraesCS2D02G002900	Chr2D	2197455	2197754	+	2197604	Chr2D	4273095	4273394	+	4273244	1.0	1.0	collinear
gene:TraesCS2D02G003000	Chr2D	2222670	2223061	+	2222865	Chr2D	4297724	4298115	+	4297919	1.0	1.0	collinear
gene:TraesCS2D02G003100	Chr2D	2238178	2238867	+	2238522	Chr2D	4312298	4312987	+	4312642	1.0	1.0	collinear
gene:TraesCS2D02G003200	Chr2D	2257606	2263626	+	2260616	Chr2D	4332278	4338298	+	4335288	1.0	1.0	collinear
gene:TraesCS2D02G003400	Chr2D	2322337	2328568	-	2325452	Chr2D	4396788	4403019	-	4399903	1.0	1.0	collinear
gene:TraesCS2D02G003500	Chr2D	2341476	2345460	+	2343468	Chr2D	4415681	4419665	+	4417673	1.0	1.0	collinear
gene:TraesCS2D02G003600	Chr2D	2357775	2359541	+	2358658	Chr2D	4430902	4432668	+	4431785	1.0	1.0	collinear
gene:TraesCS2D02G003700	Chr2D	2362426	2363179	+	2362802	Chr2D	4435553	4436306	+	4435929	1.0	1.0	collinear
gene:TraesCS2D02G003800	Chr2D	2439831	2443271	-	2441551	Chr2D	4505725	4509165	-	4507445	1.0	1.0	collinear
gene:TraesCS2D02G003900	Chr2D	2448415	2452565	-	2450490	Chr2D	4514309	4518459	-	4516384	1.0	1.0	collinear
gene:TraesCS2D02G004000	Chr2D	2470169	2474909	-	2472539	Chr2D	4535661	4540401	-	4538031	1.0	1.0	collinear
gene:TraesCS2D02G004100	Chr2D	2475035	2480695	+	2477865	Chr2D	4540527	4546187	+	4543357	1.0	1.0	collinear
gene:TraesCS2D02G004200	Chr2D	2492159	2496015	+	2494087	Chr2D	4557392	4561248	+	4559320	1.0	1.0	collinear
gene:TraesCS2D02G004300	Chr2D	2510738	2512279	-	2511508	Chr2D	4575969	4577510	-	4576739	1.0	1.0	collinear
gene:TraesCS2D02G004400	Chr2D	2515567	2515967	-	2515767	Chr2D	4580661	4581061	-	4580861	1.0	1.0	collinear
gene:TraesCS2D02G004500	Chr2D	2538170	2544036	-	2541103	Chr2D	4603013	4608879	-	4605946	1.0	1.0	collinear
gene:TraesCS2D02G004600	Chr2D	2547521	2551068	+	2549294	Chr2D	4612364	4615911	+	4614137	1.0	1.0	collinear
gene:TraesCS2D02G004700	Chr2D	2614485	2615345	+	2614915	Chr2D	4678280	4679140	+	4678710	1.0	1.0	collinear
gene:TraesCS2D02G004800	Chr2D	2642525	2652781	+	2647653	Chr2D	4706100	4716355	+	4711227	1.0	0.999	collinear
gene:TraesCS2D02G004900	Chr2D	2676802	2680722	-	2678762	Chr2D	4740448	4744368	-	4742408	1.0	1.0	collinear
gene:TraesCS2D02G005000	Chr2D	2692818	2697163	-	2694990	Chr2D	4756464	4760809	-	4758636	1.0	1.0	collinear
gene:TraesCS2D02G005100	Chr2D	2750445	2760123	+	2755284	Chr2D	4813734	4823412	+	4818573	1.0	1.0	collinear
gene:TraesCS2D02G005200	Chr2D	2809560	2811673	+	2810616	Chr2D	4872261	4874374	+	4873317	1.0	1.0	collinear
gene:TraesCS2D02G005300	Chr2D	2814975	2818539	+	2816757	Chr2D	4877677	4881241	+	4879459	1.0	1.0	collinear
gene:TraesCS2D02G005400	Chr2D	2874260	2876323	-	2875291	Chr2D	4936331	4938394	-	4937362	1.0	0.999	collinear
gene:TraesCS2D02G005500	Chr2D	2890436	2894836	+	2892636	Chr2D	4952101	4956501	+	4954301	1.0	0.999	collinear
gene:TraesCS2D02G005600	Chr2D	2903036	2904607	-	2903821	Chr2D	4964369	4965940	-	4965154	1.0	1.0	collinear
gene:TraesCS2D02G005700	Chr2D	2908880	2910567	+	2909723	Chr2D	4970213	4971900	+	4971056	1.0	1.0	collinear
gene:TraesCS2D02G005800	Chr2D	2930502	2932229	+	2931365	Chr2D	4991823	4993550	+	4992686	1.0	1.0	collinear
gene:TraesCS2D02G005900	Chr2D	2934170	2934364	+	2934267	Chr2D	4995217	4995411	+	4995314	1.0	1.0	collinear
gene:TraesCS2D02G006000	Chr2D	2947075	2948595	-	2947835	Chr2D	5008122	5009642	-	5008882	1.0	1.0	collinear
gene:TraesCS2D02G006100	Chr2D	2960492	2960935	-	2960713	Chr2D	5021535	5021978	-	5021756	1.0	1.0	collinear
gene:TraesCS2D02G006200	Chr2D	3004751	3005458	+	3005104	Chr2D	5065808	5066515	+	5066161	1.0	1.0	collinear
gene:TraesCS2D02G006300	Chr2D	3012304	3012696	+	3012500	Chr2D	5073351	5073743	+	5073547	1.0	1.0	collinear
gene:TraesCS2D02G006400	Chr2D	3015966	3019815	-	3017890	Chr2D	5077013	5080862	-	5078937	1.0	1.0	collinear
gene:TraesCS2D02G006500	Chr2D	3033744	3035806	-	3034775	Chr2D	5094418	5096480	-	5095449	1.0	1.0	collinear
gene:TraesCS2D02G006600	Chr2D	3077076	3080377	+	3078726	Chr2D	5138208	5141509	+	5139858	1.0	1.0	collinear
gene:TraesCS2D02G006700	Chr2D	3080491	3084752	-	3082621	Chr2D	5141623	5145884	-	5143753	1.0	1.0	collinear
gene:TraesCS2D02G006800	Chr2D	3117207	3120366	+	3118786	Chr2D	5177253	5180412	+	5178832	1.0	1.0	collinear
gene:TraesCS2D02G006900	Chr2D	3221368	3223229	-	3222298	Chr2D	5313862	5315723	-	5314792	1.0	1.0	collinear
gene:TraesCS2D02G007000	Chr2D	3750158	3760670	+	3755414	Chr2D	5848884	5859396	+	5854140	1.0	1.0	collinear
gene:TraesCS2D02G007200	Chr2D	3967625	3971972	-	3969798	Chr2D	6053862	6058209	-	6056035	1.0	0.999	collinear
gene:TraesCS2D02G007300	Chr2D	4025227	4029569	-	4027398	Chr2D	6110703	6115046	-	6112874	1.0	1.0	collinear
gene:TraesCS2D02G007400	Chr2D	4030835	4032852	+	4031843	Chr2D	6116312	6118329	+	6117320	1.0	1.0	collinear
