gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity	segment
gene:TraesCS6D02G000100	Chr6D	43457	44110	-	43783	Chr6D	1146271	1146924	+	1146597	1.0	1.0	collinear
gene:TraesCS6D02G000200	Chr6D	52444	52899	+	52671	Chr6D	1137481	1137936	-	1137708	1.0	1.0	collinear
gene:TraesCS6D02G000300	Chr6D	88938	95787	-	92362	Chr6D	1095176	1102026	+	1098601	1.0	0.999	collinear
gene:TraesCS6D02G000400	Chr6D	208151	209686	+	208918	Chr6D	982014	983549	-	982781	1.0	1.0	collinear
gene:TraesCS6D02G000500	Chr6D	220528	222200	-	221364	Chr6D	969674	971346	+	970510	1.0	1.0	collinear
gene:TraesCS6D02G000600	Chr6D	287899	289936	+	288917	Chr6D	902009	904046	-	903027	1.0	1.0	collinear
gene:TraesCS6D02G000700	Chr6D	347456	347876	-	347666	Chr6D	844702	845122	+	844912	1.0	1.0	collinear
gene:TraesCS6D02G000800	Chr6D	387724	390437	+	389080	Chr6D	802499	805212	-	803855	1.0	1.0	collinear
gene:TraesCS6D02G000900	Chr6D	397372	400574	-	398973	Chr6D	792362	795564	+	793963	1.0	1.0	collinear
gene:TraesCS6D02G001000	Chr6D	421451	422985	-	422218	Chr6D	770055	771589	+	770822	1.0	1.0	collinear
gene:TraesCS6D02G001100	Chr6D	423498	424658	-	424078	Chr6D	768382	769542	+	768962	1.0	1.0	collinear
gene:TraesCS6D02G001200	Chr6D	490375	493875	-	492125	Chr6D	700562	704062	+	702312	1.0	1.0	collinear
gene:TraesCS6D02G001300	Chr6D	500582	502814	-	501698	Chr6D	691623	693855	+	692739	1.0	1.0	collinear
gene:TraesCS6D02G001400	Chr6D	602989	606229	-	604609	Chr6D	589573	592815	+	591194	1.0	0.998	collinear
