gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity	segment
gene:TraesCS5A02G116100	Chr5A	237460197	237478612	-	237469404	Chr5A	265073416	265092655	+	265083035	1.0	0.999	rearrangement:Chr5A_block1
gene:TraesCS5A02G116200	Chr5A	237953442	237953745	+	237953593	Chr5A	264601786	264602089	-	264601937	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G116400	Chr5A	238691766	238692051	+	238691908	Chr5A	263871073	263871358	-	263871215	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G116500	Chr5A	238694126	238699137	+	238696631	Chr5A	263863988	263868999	-	263866493	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G116600	Chr5A	238790277	238790595	-	238790436	Chr5A	263772819	263773137	+	263772978	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G116700	Chr5A	238820336	238821053	+	238820694	Chr5A	263742363	263743080	-	263742721	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G116800	Chr5A	238821248	238821841	-	238821544	Chr5A	263741575	263742168	+	263741871	1.0	0.998	rearrangement:Chr5A_block1
gene:TraesCS5A02G116900	Chr5A	238822206	238822644	+	238822425	Chr5A	263740772	263741210	-	263740991	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G117100	Chr5A	238822947	238830497	+	238826722	Chr5A	263732918	263740469	-	263736693	0.999	0.996	rearrangement:Chr5A_block1
gene:TraesCS5A02G117000	Chr5A	238828456	238828758	-	238828607	Chr5A	263734655	263734957	+	263734806	1.0	0.996	rearrangement:Chr5A_block1
gene:TraesCS5A02G117200	Chr5A	238847111	238849203	-	238848157	Chr5A	263714391	263716483	+	263715437	1.0	0.998	rearrangement:Chr5A_block1
gene:TraesCS5A02G117300	Chr5A	238860045	238860455	-	238860250	Chr5A	263703139	263703549	+	263703344	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G117400	Chr5A	238900801	238901760	+	238901280	Chr5A	263661833	263662792	-	263662312	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G117500	Chr5A	239118833	239124161	+	239121497	Chr5A	263440227	263445555	-	263442891	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G117600	Chr5A	239396439	239410643	+	239403541	Chr5A	263167072	263180932	-	263174002	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G117700	Chr5A	239526892	239533263	+	239530077	Chr5A	263038653	263045024	-	263041838	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G117800	Chr5A	241270109	241292666	+	241281387	Chr5A	261291318	261313376	-	261302347	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G117900	Chr5A	241455231	241455617	+	241455424	Chr5A	261129766	261130152	-	261129959	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G118000	Chr5A	241756418	241756621	-	241756519	Chr5A	260832756	260832959	+	260832857	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G118100	Chr5A	241763882	241764085	-	241763983	Chr5A	260825293	260825496	+	260825394	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G118200	Chr5A	242531195	242538426	-	242534810	Chr5A	260060811	260068040	+	260064425	1.0	0.999	rearrangement:Chr5A_block1
gene:TraesCS5A02G118300	Chr5A	242843056	242856337	+	242849696	Chr5A	259741155	259754436	-	259747795	1.0	0.999	rearrangement:Chr5A_block1
