gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity	segment
gene:TraesCS1A02G011400	Chr1A	6760744	6764265	-	6762504	Chr1A	10496693	10500095	-	10498394	0.984	0.977	rearrangement:Chr1A_block1
gene:TraesCS1A02G011600	Chr1A	6766340	6766555	-	6766447	Chr1A	10501001	10501216	-	10501108	1.0	0.949	rearrangement:Chr1A_block1
gene:TraesCS1A02G011700	Chr1A	6773469	6773978	-	6773723	Chr1A	10531414	10531917	-	10531665	0.982	0.959	rearrangement:Chr1A_block1
gene:TraesCS1A02G012500	Chr1A	7178200	7184960	+	7181580	Chr1A	10582059	10588814	+	10585436	0.996	0.976	rearrangement:Chr1A_block1
gene:TraesCS1A02G012600	Chr1A	7185497	7186507	+	7186002	Chr1A	10589341	10590351	+	10589846	1.0	0.982	rearrangement:Chr1A_block1
gene:TraesCS1A02G012700	Chr1A	7228719	7229943	-	7229331	Chr1A	10628897	10630134	-	10629515	1.0	0.978	rearrangement:Chr1A_block1
gene:TraesCS1A02G012800	Chr1A	7274801	7275803	+	7275302	Chr1A	10639966	10640968	+	10640467	1.0	0.992	rearrangement:Chr1A_block1
gene:TraesCS1A02G012900	Chr1A	7276861	7279534	+	7278197	Chr1A	10641938	10644478	+	10643208	0.917	0.911	rearrangement:Chr1A_block1
gene:TraesCS1A02G013000	Chr1A	7281836	7294634	+	7288235	Chr1A	10645611	10657731	+	10651671	0.985	0.975	rearrangement:Chr1A_block1
gene:TraesCS1A02G013100	Chr1A	7311700	7312269	+	7311984	Chr1A	10680354	10680941	+	10680647	0.996	0.935	rearrangement:Chr1A_block1
gene:TraesCS1A02G013200	Chr1A	7315101	7325769	+	7320435	Chr1A	10685677	10700427	+	10693052	0.987	0.978	rearrangement:Chr1A_block1
gene:TraesCS1A02G013400	Chr1A	7525852	7526447	-	7526149	Chr1A	10884598	10885195	-	10884896	1.0	0.996	rearrangement:Chr1A_block1
gene:TraesCS1A02G013500	Chr1A	7536155	7536445	+	7536300	Chr1A	10901853	10902143	+	10901998	1.0	0.986	rearrangement:Chr1A_block1
gene:TraesCS1A02G013600	Chr1A	7642614	7643473	+	7643043	Chr1A	10988937	10989807	+	10989372	1.0	0.982	rearrangement:Chr1A_block1
gene:TraesCS1A02G013700	Chr1A	7651464	7654123	-	7652793	Chr1A	11067380	11070212	+	11068796	0.995	0.976	rearrangement:Chr1A_block1
gene:TraesCS1A02G013800	Chr1A	7657145	7669998	-	7663571	Chr1A	11046615	11059234	+	11052924	1.0	0.986	rearrangement:Chr1A_block1
gene:TraesCS1A02G013900	Chr1A	7675688	7677264	-	7676476	Chr1A	11041078	11042652	+	11041865	0.998	0.996	rearrangement:Chr1A_block1
gene:TraesCS1A02G014300	Chr1A	7811031	7813406	+	7812218	Chr1A	11168283	11170658	+	11169470	1.0	0.979	rearrangement:Chr1A_block1
gene:TraesCS1A02G014400	Chr1A	7830271	7830939	+	7830605	Chr1A	11420443	11421117	-	11420780	1.0	0.98	rearrangement:Chr1A_block1
gene:TraesCS1A02G014500	Chr1A	7834685	7837216	+	7835950	Chr1A	11412937	11415468	-	11414202	1.0	0.98	rearrangement:Chr1A_block1
gene:TraesCS1A02G014900	Chr1A	8141960	8144500	-	8143230	Chr1A	11513217	11515757	-	11514487	1.0	0.994	rearrangement:Chr1A_block1
gene:TraesCS1A02G015000	Chr1A	8157346	8159856	-	8158601	Chr1A	11528187	11530697	-	11529442	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A02G015100	Chr1A	8238257	8239411	-	8238834	Chr1A	11635206	11636360	-	11635783	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A02G015200	Chr1A	8239469	8244826	-	8242147	Chr1A	11636418	11641787	-	11639102	1.0	0.999	rearrangement:Chr1A_block1
gene:TraesCS1A02G015300	Chr1A	8247217	8251270	+	8249243	Chr1A	11644177	11648230	+	11646203	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A02G015378	Chr1A	8260051	8261991	+	8261021	Chr1A	11656999	11658958	+	11657978	1.0	0.989	rearrangement:Chr1A_block1
gene:TraesCS1A02G015400	Chr1A	8264166	8266341	-	8265253	Chr1A	11661133	11663308	-	11662220	1.0	0.999	rearrangement:Chr1A_block1
gene:TraesCS1A02G015500	Chr1A	8291349	8292883	-	8292116	Chr1A	11687846	11689380	-	11688613	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A02G015600	Chr1A	8295508	8297343	+	8296425	Chr1A	11692005	11693840	+	11692922	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A02G015700	Chr1A	8311562	8313243	+	8312402	Chr1A	11708059	11709740	+	11708899	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A02G015800	Chr1A	8320695	8322586	+	8321640	Chr1A	11717192	11719083	+	11718137	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A02G015900	Chr1A	8325715	8329799	+	8327757	Chr1A	11722212	11726296	+	11724254	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A02G016000	Chr1A	8331822	8334602	+	8333212	Chr1A	11728319	11731099	+	11729709	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A02G016100	Chr1A	8341907	8344730	+	8343318	Chr1A	11738404	11741227	+	11739815	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A02G016203	Chr1A	8611945	8615970	-	8613957	Chr1A	12010712	12014737	-	12012724	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A02G016200	Chr1A	8628133	8633964	-	8631048	Chr1A	12026900	12032731	-	12029815	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A02G016300	Chr1A	8665006	8669951	+	8667478	Chr1A	12062923	12067870	+	12065396	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A02G016400	Chr1A	8715361	8719129	-	8717245	Chr1A	12112955	12116723	-	12114839	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A02G016500	Chr1A	8732467	8732691	+	8732579	Chr1A	12129939	12130163	+	12130051	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A02G016600	Chr1A	9089751	9092824	+	9091287	Chr1A	12483567	12486640	+	12485103	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A02G016800	Chr1A	9103014	9104091	-	9103552	Chr1A	12500405	12501482	-	12500943	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A02G016900	Chr1A	9104841	9110639	-	9107740	Chr1A	12502232	12508030	-	12505131	1.0	1.0	rearrangement:Chr1A_block1
gene:TraesCS1A02G017000	Chr1A	9119143	9123202	+	9121172	Chr1A	12516753	12520424	+	12518588	0.92	0.92	rearrangement:Chr1A_block1
gene:TraesCS1A02G017100	Chr1A	9125924	9126091	+	9126007	Chr1A	12523146	12523313	+	12523229	1.0	1.0	rearrangement:Chr1A_block1
