gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity	segment
gene:TraesCS1D02G000100	Chr1D	72507	77965	-	75236	Chr1D	2637931	2643389	+	2640660	1.0	0.999	collinear
gene:TraesCS1D02G000200	Chr1D	84681	85607	+	85144	Chr1D	2630289	2631215	-	2630752	1.0	0.998	collinear
gene:TraesCS1D02G000300	Chr1D	99355	100422	+	99888	Chr1D	2615475	2616542	-	2616008	1.0	1.0	collinear
gene:TraesCS1D02G000400	Chr1D	111463	112058	-	111760	Chr1D	2603839	2604434	+	2604136	1.0	1.0	collinear
gene:TraesCS1D02G000500	Chr1D	121980	122198	-	122089	Chr1D	2593698	2593916	+	2593807	1.0	1.0	collinear
gene:TraesCS1D02G000524	Chr1D	133936	134199	+	134067	Chr1D	2582135	2582398	-	2582266	1.0	1.0	collinear
gene:TraesCS1D02G000600	Chr1D	208450	208668	-	208559	Chr1D	2507788	2508006	+	2507897	1.0	1.0	collinear
gene:TraesCS1D02G000700	Chr1D	209608	210213	-	209910	Chr1D	2506243	2506848	+	2506545	1.0	1.0	collinear
gene:TraesCS1D02G000900	Chr1D	216924	217245	+	217084	Chr1D	2499485	2499806	-	2499645	1.0	1.0	collinear
gene:TraesCS1D02G000800	Chr1D	216466	219484	-	217975	Chr1D	2497246	2500264	+	2498755	1.0	1.0	collinear
gene:TraesCS1D02G000906	Chr1D	232648	233202	-	232925	Chr1D	2483528	2484082	+	2483805	1.0	1.0	collinear
gene:TraesCS1D02G001000	Chr1D	250463	251359	-	250911	Chr1D	2469306	2470202	+	2469754	1.0	1.0	collinear
gene:TraesCS1D02G001100	Chr1D	259657	260544	-	260100	Chr1D	2460513	2461409	+	2460961	1.0	0.988	collinear
gene:TraesCS1D02G001200	Chr1D	321910	322893	-	322401	Chr1D	2394022	2395005	+	2394513	1.0	0.994	collinear
gene:TraesCS1D02G001300	Chr1D	339837	340811	-	340324	Chr1D	2376357	2377340	+	2376848	1.0	0.987	collinear
gene:TraesCS1D02G001600	Chr1D	415385	418153	+	416769	Chr1D	2322382	2325150	-	2323766	1.0	0.997	collinear
gene:TraesCS1D02G001700	Chr1D	447129	462647	+	454888	Chr1D	2218521	2231992	-	2225256	1.0	0.993	collinear
gene:TraesCS1D02G001800	Chr1D	458727	460352	+	459539	Chr1D	2220816	2222369	-	2221592	0.953	0.953	collinear
gene:TraesCS1D02G001900	Chr1D	463242	464905	-	464073	Chr1D	2216263	2217926	+	2217094	1.0	1.0	collinear
gene:TraesCS1D02G002000	Chr1D	469277	472378	+	470827	Chr1D	2209167	2212268	-	2210717	1.0	1.0	collinear
gene:TraesCS1D02G002100	Chr1D	509821	510750	+	510285	Chr1D	2135661	2136581	-	2136121	0.985	0.985	collinear
gene:TraesCS1D02G002200	Chr1D	512104	515096	-	513600	Chr1D	2131315	2134307	+	2132811	1.0	1.0	collinear
gene:TraesCS1D02G002400	Chr1D	568769	574727	+	571748	Chr1D	2118903	2124861	-	2121882	1.0	1.0	collinear
gene:TraesCS1D02G002500	Chr1D	577240	584788	-	581014	Chr1D	2108842	2116390	+	2112616	1.0	0.999	collinear
gene:TraesCS1D02G003700	Chr1D	2066324	2067459	+	2066891	Chr1D	112887	114022	+	113454	1.0	1.0	collinear
gene:TraesCS1D02G003800	Chr1D	2074711	2076549	+	2075630	Chr1D	121275	123113	+	122194	1.0	1.0	collinear
gene:TraesCS1D02G003900	Chr1D	2076917	2080837	-	2078877	Chr1D	123481	127401	-	125441	1.0	1.0	collinear
gene:TraesCS1D02G004000	Chr1D	2081281	2084780	-	2083030	Chr1D	127845	131344	-	129594	1.0	1.0	collinear
gene:TraesCS1D02G004100	Chr1D	2087759	2094728	+	2091243	Chr1D	134323	141487	+	137905	1.0	1.0	collinear
gene:TraesCS1D02G004200	Chr1D	2101598	2103387	+	2102492	Chr1D	148133	149922	+	149027	1.0	1.0	collinear
gene:TraesCS1D02G004300	Chr1D	2108471	2112601	+	2110536	Chr1D	154658	158788	+	156723	1.0	1.0	collinear
gene:TraesCS1D02G004400	Chr1D	2113015	2116037	-	2114526	Chr1D	159202	162224	-	160713	1.0	1.0	collinear
gene:TraesCS1D02G004500	Chr1D	2119146	2122106	-	2120626	Chr1D	165333	168292	-	166812	1.0	1.0	collinear
gene:TraesCS1D02G004600	Chr1D	2124693	2127355	-	2126024	Chr1D	170879	173541	-	172210	1.0	1.0	collinear
gene:TraesCS1D02G004700	Chr1D	2139321	2145297	-	2142309	Chr1D	185145	191121	-	188133	1.0	1.0	collinear
gene:TraesCS1D02G004800	Chr1D	2164355	2167632	+	2165993	Chr1D	209816	213093	+	211454	1.0	1.0	collinear
gene:TraesCS1D02G004900	Chr1D	2218698	2230622	-	2224660	Chr1D	263821	275595	-	269708	1.0	1.0	collinear
gene:TraesCS1D02G005000	Chr1D	2436388	2448831	-	2442609	Chr1D	478813	491280	-	485046	1.0	0.999	collinear
gene:TraesCS1D02G005100	Chr1D	2458987	2461044	-	2460015	Chr1D	501436	503493	-	502464	1.0	1.0	collinear
gene:TraesCS1D02G005200	Chr1D	2468451	2472420	-	2470435	Chr1D	510584	514553	-	512568	1.0	1.0	collinear
gene:TraesCS1D02G005300	Chr1D	2482275	2489362	+	2485818	Chr1D	524408	531163	+	527785	1.0	0.999	collinear
gene:TraesCS1D02G005400	Chr1D	2495367	2499785	-	2497576	Chr1D	535844	540262	-	538053	1.0	1.0	collinear
gene:TraesCS1D02G005500	Chr1D	2505660	2509566	+	2507613	Chr1D	546137	549702	+	547919	0.976	0.975	collinear
gene:TraesCS1D02G005600	Chr1D	2516670	2517788	-	2517229	Chr1D	556806	557924	-	557365	1.0	1.0	collinear
gene:TraesCS1D02G005700	Chr1D	2586760	2589065	-	2587912	Chr1D	892518	894823	-	893670	1.0	1.0	collinear
gene:TraesCS1D02G005800	Chr1D	2671267	2672425	+	2671846	Chr1D	1130078	1131236	+	1130657	1.0	1.0	collinear
gene:TraesCS1D02G005900	Chr1D	2684225	2687390	+	2685807	Chr1D	1142678	1145834	+	1144256	0.995	0.995	collinear
