gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity	segment
gene:TraesCS7B02G000100	Chr7B	32906	36770	-	34838	Chr7B	40074	43938	-	42006	1.0	1.0	collinear
gene:TraesCS7B02G000200	Chr7B	43388	51239	-	47313	Chr7B	50383	58236	-	54309	1.0	0.999	collinear
gene:TraesCS7B02G000300	Chr7B	113161	115194	+	114177	Chr7B	119723	121754	+	120738	1.0	0.999	collinear
gene:TraesCS7B02G000400	Chr7B	115309	119981	-	117645	Chr7B	121869	126541	-	124205	1.0	1.0	collinear
gene:TraesCS7B02G000500	Chr7B	120989	122254	+	121621	Chr7B	127550	128814	+	128182	0.999	0.999	collinear
gene:TraesCS7B02G000600	Chr7B	222384	224848	+	223616	Chr7B	236739	238914	+	237826	1.0	1.0	collinear
gene:TraesCS7B02G000700	Chr7B	229098	230197	+	229647	Chr7B	243164	244263	+	243713	1.0	1.0	collinear
gene:TraesCS7B02G000800	Chr7B	230612	231250	+	230931	Chr7B	244678	245316	+	244997	1.0	1.0	collinear
gene:TraesCS7B02G000900	Chr7B	257266	259314	+	258290	Chr7B	271076	272986	+	272031	0.932	0.926	collinear
gene:TraesCS7B02G001000	Chr7B	261171	262954	+	262062	Chr7B	274843	276626	+	275734	1.0	1.0	collinear
gene:TraesCS7B02G001100	Chr7B	263907	265477	+	264692	Chr7B	277579	279149	+	278364	1.0	1.0	collinear
gene:TraesCS7B02G001200	Chr7B	267438	269851	-	268644	Chr7B	281112	283525	-	282318	1.0	1.0	collinear
gene:TraesCS7B02G001300	Chr7B	287169	292385	+	289777	Chr7B	300738	305954	+	303346	1.0	0.999	collinear
gene:TraesCS7B02G001400	Chr7B	421705	425790	+	423747	Chr7B	434685	438770	+	436727	1.0	1.0	collinear
gene:TraesCS7B02G001500	Chr7B	426179	431580	-	428879	Chr7B	439159	444540	-	441849	0.995	0.994	collinear
gene:TraesCS7B02G001600	Chr7B	603142	606645	+	604893	Chr7B	615625	619126	+	617375	0.998	0.998	collinear
gene:TraesCS7B02G001700	Chr7B	640963	642786	+	641874	Chr7B	652723	654546	+	653634	1.0	1.0	collinear
gene:TraesCS7B02G001800	Chr7B	672871	673573	-	673222	Chr7B	684391	685093	-	684742	1.0	1.0	collinear
gene:TraesCS7B02G002000	Chr7B	781958	782812	-	782385	Chr7B	793427	794281	-	793854	1.0	1.0	collinear
gene:TraesCS7B02G002100	Chr7B	801066	801998	+	801532	Chr7B	812540	813472	+	813006	1.0	1.0	collinear
gene:TraesCS7B02G002200	Chr7B	848013	850214	+	849113	Chr7B	859307	861508	+	860407	1.0	1.0	collinear
gene:TraesCS7B02G002300	Chr7B	882348	891020	-	886684	Chr7B	906712	917252	-	911982	1.0	0.999	collinear
gene:TraesCS7B02G002400	Chr7B	1020557	1021684	+	1021120	Chr7B	1039171	1040298	+	1039734	1.0	0.988	collinear
gene:TraesCS7B02G002800	Chr7B	1154155	1155583	+	1154869	Chr7B	1191827	1193255	+	1192541	1.0	0.994	collinear
gene:TraesCS7B02G002900	Chr7B	1202960	1208805	-	1205882	Chr7B	1216713	1222499	-	1219606	0.989	0.984	collinear
gene:TraesCS7B02G003000	Chr7B	1254479	1262607	-	1258543	Chr7B	1273358	1281179	-	1277268	0.987	0.982	collinear
gene:TraesCS7B02G003100	Chr7B	1269606	1276585	-	1273095	Chr7B	1288190	1295169	-	1291679	1.0	1.0	collinear
gene:TraesCS7B02G003200	Chr7B	1277261	1283594	-	1280427	Chr7B	1295845	1302178	-	1299011	1.0	1.0	collinear
gene:TraesCS7B02G003300	Chr7B	1304370	1309391	+	1306880	Chr7B	1322653	1327513	+	1325083	0.963	0.954	collinear
gene:TraesCS7B02G003400	Chr7B	1313393	1327596	+	1320494	Chr7B	1331515	1345718	+	1338616	1.0	1.0	collinear
gene:TraesCS7B02G003500	Chr7B	1331541	1331921	+	1331731	Chr7B	1349668	1350048	+	1349858	1.0	0.944	collinear
gene:TraesCS7B02G003600	Chr7B	1351479	1352210	+	1351844	Chr7B	1421466	1422188	+	1421827	0.987	0.904	collinear
gene:TraesCS7B02G003800	Chr7B	1436945	1438038	+	1437491	Chr7B	1460117	1461186	+	1460651	0.978	0.949	collinear
gene:TraesCS7B02G003900	Chr7B	1482228	1483396	+	1482812	Chr7B	1488791	1489959	+	1489375	1.0	0.998	collinear
gene:TraesCS7B02G004000	Chr7B	1697699	1697938	+	1697818	Chr7B	1716583	1716822	+	1716702	1.0	0.991	collinear
gene:TraesCS7B02G004400	Chr7B	2098559	2101882	+	2100220	Chr7B	2074630	2077928	+	2076279	1.0	0.993	collinear
gene:TraesCS7B02G004500	Chr7B	2328395	2329072	-	2328733	Chr7B	2513139	2513816	-	2513477	1.0	1.0	collinear
gene:TraesCS7B02G004600	Chr7B	2334104	2335649	+	2334876	Chr7B	2518848	2520393	+	2519620	1.0	1.0	collinear
gene:TraesCS7B02G004700	Chr7B	2561961	2563614	-	2562787	Chr7B	2745416	2747069	-	2746242	1.0	1.0	collinear
