cs_chr	cs_start	cs_end	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	n_anchors	mean_identity
Chr3A	16208	128718501	Chr3A	87473	139847394	1331	0.9948189331329828
Chr3A	130835529	181088605	Chr3A	141946894	191860890	216	0.9985370370370369
Chr3A	184214632	251342423	Chr3A	194965073	262802911	205	0.9993609756097561
Chr3A	259064196	267056348	Chr3A	270393685	278349852	12	0.9978333333333333
Chr3A	269215500	273159995	Chr3A	280524568	284429139	6	0.9993333333333334
Chr3A	275284207	283103162	Chr3A	286553281	294321654	7	0.9998571428571428
Chr3A	290432064	293589663	Chr3A	302256662	305419267	5	0.999
Chr3A	295949198	314620161	Chr3A	307757873	326213846	24	0.9997916666666667
Chr3A	321109384	337881732	Chr3A	335399835	352501252	30	0.9995666666666666
Chr3A	340259729	343231466	Chr3A	354890847	357823954	8	0.996625
Chr3A	345871376	349014829	Chr3A	360469081	363584751	6	0.9998333333333335
Chr3A	351126951	528599904	Chr3A	365688300	542958659	864	0.9981203703703704
Chr3A	534468592	545153837	Chr3A	543081331	553702522	65	0.9986769230769231
Chr3A	556260652	750618114	Chr3A	560102457	760724341	2113	0.9965134879318506
Chr3A	529107092	530496965	Chr3A	557697746	559088863	15	0.9999333333333333
Chr3A	531078912	533129337	Chr3A	555071356	557120581	27	1.0
Chr3A	533624052	534366148	Chr3A	553804360	554544741	12	1.0
Chr3A	545257989	547981226	Chr3A	107919701	110656645	30	0.9985666666666667
Chr3A	549266231	555697701	Chr3A	111925999	118223887	46	0.9953478260869566
